"File: DDELog(Excel:M16	1	1)::C:\Users\user\Desktop\clemens\20_07_22_DRG_AOP\M16_DRG_20_7\M16.LOG"
"Date: Wed Jul 20 2022 14:26:16.938"
0.0000, "Wavelength Names:	340	385	GFP	Wavelength 4	555"
"Time (sec)"
36.6980
83.7060
0.0000, "Clock reset to 0.0"
"Region 1: [Location: (322, 168), Size: (34, 28), Area: 732]"
"Region 2: [Location: (396, 250), Size: (40, 42), Area: 1300]"
"Region 3: [Location: (452, 415), Size: (21, 21), Area: 305]"
"Region 4: [Location: (399, 416), Size: (32, 33), Area: 812]"
"Region 5: [Location: (351, 252), Size: (21, 21), Area: 305]"
"Region 6: [Location: (321, 257), Size: (25, 47), Area: 913]"
"Region 7: [Location: (293, 359), Size: (21, 21), Area: 305]"
"Region 8: [Location: (275, 356), Size: (21, 22), Area: 358]"
"Region 9: [Location: (268, 342), Size: (21, 21), Area: 305]"
"Region 10: [Location: (170, 182), Size: (37, 33), Area: 933]"
"Region 11: [Location: (1, 41), Size: (21, 21), Area: 305]"
"Region 12: [Location: (73, 121), Size: (27, 28), Area: 584]"
"Region 13: [Location: (24, 250), Size: (29, 31), Area: 695]"
"Time (sec)", "R1 W1 Avg", "R1 W2 Avg", "R2 W1 Avg", "R2 W2 Avg", "R3 W1 Avg", "R3 W2 Avg", "R4 W1 Avg", "R4 W2 Avg", "R5 W1 Avg", "R5 W2 Avg", "R6 W1 Avg", "R6 W2 Avg", "R7 W1 Avg", "R7 W2 Avg", "R8 W1 Avg", "R8 W2 Avg", "R9 W1 Avg", "R9 W2 Avg", "R10 W1 Avg", "R10 W2 Avg", "R11 W1 Avg", "R11 W2 Avg", "R12 W1 Avg", "R12 W2 Avg", "R13 W1 Avg", "R13 W2 Avg"
25.0090, 1670.7719, 3125.5970, 1651.2815, 3152.8569, 1635.9344, 2469.0885, 1639.2968, 2981.9076, 1640.0852, 2825.6459, 1623.1336, 2487.1588, 1643.6000, 3079.8000, 1648.0419, 3082.7989, 1646.8787, 2807.9607, 1635.6720, 2611.8725, 1655.9902, 3433.6262, 1596.4075, 1623.8202, 1594.0129, 1608.2446
26.0090, 1670.8388, 3137.5246, 1650.8631, 3156.1923, 1637.6557, 2468.3377, 1641.1712, 2981.5172, 1639.9836, 2826.0754, 1624.0712, 2489.3834, 1644.6098, 3073.4000, 1646.4665, 3084.9302, 1649.5508, 2806.8361, 1635.5456, 2609.3869, 1658.3803, 3428.2230, 1596.8014, 1624.2021, 1592.8230, 1608.8432
27.0090, 1673.1134, 3153.0342, 1651.1146, 3154.6238, 1637.8721, 2470.7180, 1641.8818, 2981.2377, 1642.0492, 2813.2820, 1621.6791, 2483.5674, 1644.6885, 3079.0984, 1649.3380, 3084.2598, 1650.6197, 2803.5902, 1634.2283, 2609.5745, 1656.6426, 3421.2656, 1597.6370, 1622.2277, 1592.7223, 1608.5871
28.0090, 1671.2842, 3162.5751, 1651.3123, 3154.2108, 1634.2951, 2464.6918, 1638.9335, 2980.6108, 1641.8492, 2823.2623, 1623.3176, 2481.2267, 1645.8951, 3074.6066, 1646.5140, 3083.1983, 1647.6066, 2813.6230, 1633.6635, 2610.0118, 1656.3279, 3422.6164, 1596.2106, 1621.0000, 1595.8000, 1608.7525
29.0090, 1670.5492, 3172.5492, 1650.6946, 3156.1938, 1635.0623, 2464.1148, 1639.8227, 2985.1158, 1639.3869, 2808.5082, 1623.4567, 2481.4184, 1643.9049, 3069.2393, 1645.1006, 3080.7905, 1647.0033, 2815.2525, 1633.9678, 2608.9218, 1656.2852, 3421.0525, 1596.1918, 1622.9521, 1592.3755, 1608.3424
30.0090, 1669.0273, 3176.9057, 1650.7100, 3158.9785, 1638.3934, 2465.5049, 1641.3904, 2982.5172, 1640.6262, 2808.4131, 1623.5520, 2482.6079, 1643.0098, 3069.4656, 1648.9022, 3083.2877, 1647.7967, 2809.8721, 1634.3258, 2611.6474, 1658.5836, 3421.0984, 1597.6284, 1622.3973, 1592.3914, 1608.3957
31.0090, 1670.5847, 3189.4959, 1649.8738, 3158.4015, 1637.4459, 2465.5738, 1641.0209, 2982.0665, 1637.4328, 2806.7836, 1623.7996, 2479.9102, 1644.5180, 3069.8885, 1647.7709, 3081.0196, 1646.8590, 2803.2885, 1635.0064, 2609.4791, 1658.4262, 3421.8721, 1596.4743, 1622.2312, 1591.9813, 1609.0777
32.0090, 1671.3552, 3196.6940, 1650.8438, 3157.2338, 1635.5180, 2462.6525, 1641.4852, 2987.2488, 1641.2787, 2806.4721, 1624.1227, 2480.1763, 1644.4197, 3064.9508, 1645.7346, 3081.7514, 1649.7410, 2806.6820, 1633.4759, 2604.9518, 1656.7443, 3427.4656, 1593.5325, 1622.4846, 1592.0532, 1608.7122
33.0090, 1671.4536, 3200.4699, 1651.8931, 3155.2131, 1636.2984, 2460.3869, 1640.9126, 2982.9212, 1639.2361, 2807.1541, 1625.1369, 2480.2716, 1645.8393, 3066.7049, 1648.5531, 3083.4106, 1650.4393, 2809.3934, 1634.4716, 2603.5123, 1657.8131, 3422.7148, 1595.7894, 1622.7894, 1594.3036, 1608.9640
34.0090, 1671.3702, 3206.4891, 1650.1208, 3154.5731, 1637.0918, 2466.6918, 1641.0973, 2985.7340, 1641.5475, 2807.8066, 1622.7952, 2478.6331, 1644.0918, 3069.2787, 1648.0391, 3084.2458, 1647.8197, 2804.1803, 1635.8703, 2600.3023, 1660.7508, 3420.7049, 1596.3322, 1621.4966, 1594.4158, 1608.2216
35.0090, 1672.1038, 3213.9877, 1650.6354, 3150.7254, 1637.3770, 2463.4459, 1640.6084, 2979.8411, 1640.1377, 2806.2393, 1623.0142, 2476.5915, 1642.9213, 3065.7246, 1645.1955, 3085.4860, 1648.1279, 2804.2033, 1634.0129, 2600.7717, 1656.1902, 3418.9934, 1596.8955, 1621.8099, 1593.3496, 1608.8403
36.0090, 1671.6161, 3211.6311, 1651.4985, 3148.4815, 1635.1410, 2469.8656, 1641.7414, 2980.2660, 1640.1705, 2806.0066, 1623.7974, 2477.9441, 1645.0262, 3067.1344, 1646.9721, 3072.8352, 1648.7148, 2804.2557, 1636.7042, 2598.5670, 1655.7869, 3421.2098, 1597.3288, 1622.5445, 1592.7554, 1606.4245
37.0090, 1669.4877, 3221.3388, 1651.7346, 3143.3585, 1637.3475, 2470.9311, 1642.8399, 2983.2352, 1639.9836, 2804.4820, 1623.9036, 2476.3242, 1641.4459, 3067.6656, 1646.4106, 3077.8045, 1647.1836, 2805.5180, 1636.0171, 2599.1983, 1658.8918, 3420.7213, 1595.3818, 1622.2997, 1593.9468, 1609.5353
38.0090, 1670.3702, 3222.7036, 1651.2954, 3135.7592, 1634.9705, 2470.4230, 1640.4163, 2977.0172, 1638.8656, 2800.5213, 1622.9518, 2476.5608, 1644.7607, 3071.9803, 1646.4497, 3077.1117, 1648.1410, 2799.9213, 1635.1961, 2596.0429, 1657.3049, 3421.7902, 1595.7517, 1624.6250, 1592.8835, 1608.4245
39.0090, 1669.9235, 3222.8251, 1652.5162, 3133.3592, 1638.0820, 2467.1672, 1641.6490, 2981.2131, 1640.0393, 2806.0787, 1623.5958, 2479.1008, 1643.9541, 3061.8885, 1646.4553, 3076.8520, 1647.2852, 2802.6721, 1635.1158, 2593.7224, 1660.3180, 3413.5049, 1596.2637, 1622.2860, 1593.9583, 1609.0532
40.0090, 1670.3921, 3226.9481, 1649.5431, 3129.8508, 1636.4098, 2467.3836, 1641.5172, 2976.7303, 1639.1115, 2801.6393, 1622.5893, 2478.3560, 1645.2098, 3064.2361, 1645.3687, 3074.4302, 1646.0820, 2804.9902, 1636.2337, 2590.5659, 1658.8656, 3420.4492, 1595.6849, 1621.6712, 1591.8892, 1608.2101
