"File: DDELog(Excel:M6_DRG	1	1)::C:\Users\user\Desktop\clemens\19_07_22_ DRG_AOP\M6_DRG_19_7\M6.LOG"
"Date: Tue Jul 19 2022 14:28:39.328"
0.0000, "Wavelength Names:	340	385	GFP	Wavelength 4	555"
"Time (sec)"
57.3710
96.5950
0.0000, "Clock reset to 0.0"
"Region 1: [Location: (288, 70), Size: (33, 40), Area: 1022]"
"Region 2: [Location: (279, 242), Size: (27, 37), Area: 763]"
"Region 3: [Location: (288, 392), Size: (35, 38), Area: 1026]"
"Region 4: [Location: (448, 472), Size: (21, 21), Area: 305]"
"Region 5: [Location: (151, 104), Size: (42, 31), Area: 1002]"
"Region 6: [Location: (95, 183), Size: (52, 45), Area: 1816]"
"Region 7: [Location: (104, 286), Size: (69, 59), Area: 3137]"
"Time (sec)", "R1 W1 Avg", "R1 W2 Avg", "R2 W1 Avg", "R2 W2 Avg", "R3 W1 Avg", "R3 W2 Avg", "R4 W1 Avg", "R4 W2 Avg", "R5 W1 Avg", "R5 W2 Avg", "R6 W1 Avg", "R6 W2 Avg", "R7 W1 Avg", "R7 W2 Avg"
123.0560, 1709.2554, 3941.6262, 1787.0904, 4679.7484, 1688.0819, 4644.9727, 1610.1541, 2323.2885, 1653.8393, 3432.5679, 1596.5028, 1626.9890, 1593.9898, 1626.2770
124.0560, 1708.2671, 3951.9667, 1788.1887, 4694.7798, 1688.8372, 4643.1910, 1609.0721, 2325.1934, 1654.4681, 3431.1397, 1596.8172, 1627.9648, 1594.0363, 1624.8406
125.0560, 1708.1145, 3965.7789, 1785.2294, 4695.9790, 1687.9571, 4637.3304, 1609.2918, 2332.2328, 1653.2834, 3435.5509, 1595.9747, 1628.6861, 1593.3165, 1624.3360
126.0560, 1709.1996, 3981.7730, 1787.9056, 4736.1180, 1688.8480, 4676.6189, 1610.0754, 2328.7344, 1653.0180, 3442.5709, 1595.9130, 1628.9405, 1593.5760, 1625.4013
127.0560, 1707.0519, 3997.5029, 1791.0367, 4762.9371, 1691.4259, 4692.5331, 1611.9934, 2325.4656, 1654.3413, 3444.1407, 1596.3717, 1627.2494, 1594.5668, 1626.3959
128.0560, 1708.1321, 4002.4491, 1787.5845, 4779.1153, 1690.4990, 4709.1754, 1610.1639, 2328.5180, 1654.1577, 3444.9790, 1595.0363, 1627.8348, 1593.5126, 1626.1179
129.0560, 1709.2945, 4015.0147, 1787.9764, 4794.1324, 1690.6228, 4716.4639, 1610.7344, 2323.4590, 1655.2505, 3442.0110, 1596.6509, 1627.9135, 1593.4001, 1626.3819
130.0560, 1710.1879, 3948.9080, 1792.6029, 4813.2097, 1690.5936, 4723.2807, 1611.1574, 2332.3115, 1653.9760, 3447.9741, 1596.5661, 1627.9268, 1593.2101, 1625.5094
131.0560, 1711.9403, 3884.8356, 1788.9148, 4820.5190, 1691.5692, 4728.2973, 1611.3443, 2325.7607, 1654.1317, 3450.3892, 1595.0831, 1627.2043, 1593.6178, 1625.0765
132.0560, 1713.0342, 3841.9335, 1790.0459, 4819.9489, 1691.5936, 4725.6959, 1608.0033, 2324.6689, 1653.7126, 3450.1397, 1595.3772, 1627.3051, 1593.8546, 1625.9139
133.0560, 1712.4423, 3849.8023, 1790.7772, 4828.3106, 1691.1618, 4728.3275, 1609.5770, 2327.9508, 1654.9860, 3446.1617, 1597.3750, 1628.2026, 1593.7176, 1624.7112
134.0560, 1713.8229, 3720.1086, 1790.6894, 4831.4626, 1691.3148, 4724.6472, 1611.4164, 2324.4525, 1654.2255, 3444.3174, 1596.9846, 1627.0237, 1594.5881, 1625.3768
135.0560, 1713.7397, 3694.7935, 1790.7916, 4836.8021, 1690.9308, 4725.7583, 1611.8164, 2322.3475, 1653.7844, 3441.5659, 1596.6894, 1626.7015, 1593.3666, 1624.8709
136.0560, 1714.3160, 3708.3503, 1789.7693, 4839.4404, 1691.9951, 4727.1228, 1609.1639, 2325.1639, 1655.3024, 3443.5220, 1595.8051, 1627.8260, 1594.2585, 1624.9595
137.0560, 1711.8033, 3726.0930, 1788.5780, 4841.3748, 1692.2037, 4719.7641, 1609.2426, 2321.6689, 1652.7016, 3441.9441, 1595.6360, 1626.8018, 1594.6286, 1626.3573
138.0560, 1713.3160, 3739.4677, 1790.1022, 4851.7942, 1691.3538, 4715.1589, 1608.6328, 2321.2164, 1654.2545, 3440.6238, 1595.3161, 1627.6525, 1594.2821, 1625.6254
139.0560, 1714.1791, 3704.7153, 1788.4482, 4858.8008, 1690.3236, 4717.8947, 1609.4033, 2320.2131, 1654.3423, 3440.3713, 1596.2726, 1627.3420, 1593.4788, 1624.2643
140.0560, 1712.6311, 3721.9530, 1787.8257, 4861.3211, 1690.7563, 4715.8645, 1609.0000, 2322.0885, 1653.0409, 3443.1417, 1595.3607, 1628.3634, 1594.0261, 1624.2879
141.0560, 1711.7994, 3736.5460, 1788.0944, 4863.9725, 1690.6618, 4703.6979, 1609.8361, 2321.4295, 1653.1816, 3436.9012, 1595.8662, 1628.6757, 1594.0580, 1625.5018
142.0560, 1711.4883, 3753.5959, 1787.1835, 4867.4102, 1690.1696, 4697.9698, 1608.9770, 2319.0033, 1653.1657, 3437.2984, 1595.4361, 1626.5617, 1593.6707, 1625.1725
143.0560, 1710.2652, 3766.6155, 1788.2267, 4867.3735, 1690.0390, 4690.4133, 1607.9246, 2318.1902, 1654.2305, 3435.8633, 1596.1421, 1626.2522, 1593.1674, 1624.6666
144.0560, 1710.9256, 3776.5108, 1788.5518, 4883.4286, 1690.5263, 4685.5848, 1610.7672, 2321.0230, 1653.2036, 3433.1916, 1595.8502, 1627.0804, 1594.1632, 1624.9076
145.0560, 1709.2309, 3790.3728, 1788.8270, 4874.1992, 1691.4912, 4675.7329, 1609.9115, 2312.5443, 1653.4511, 3430.4581, 1595.8260, 1625.3194, 1593.3733, 1624.6484
146.0560, 1709.5753, 3754.0020, 1786.7628, 4875.0039, 1690.3314, 4670.8879, 1611.1836, 2314.6951, 1652.7006, 3426.5888, 1594.6933, 1626.2896, 1592.4071, 1624.3267
147.0560, 1709.3063, 3761.9579, 1787.6094, 4876.1520, 1691.8977, 4658.1413, 1609.7836, 2312.0689, 1651.6068, 3423.7695, 1596.2616, 1625.8601, 1594.2298, 1624.5920
148.0560, 1708.1438, 3769.5049, 1784.9751, 4864.0721, 1689.6179, 4645.1248, 1610.2197, 2308.9738, 1653.1986, 3416.7226, 1595.4857, 1626.0066, 1594.0733, 1623.6127
149.0560, 1705.7994, 3771.6096, 1783.8794, 4853.9056, 1689.7632, 4632.7797, 1609.6820, 2308.9016, 1652.2615, 3408.7794, 1595.7390, 1626.2054, 1594.4307, 1624.2117
150.0560, 1703.9648, 3726.4168, 1778.8912, 4783.5544, 1688.6871, 4587.2310, 1608.3443, 2290.2492, 1650.5409, 3371.2565, 1596.0209, 1626.6250, 1593.3889, 1624.0771
151.0560, 1702.7202, 3714.0538, 1777.3644, 4753.2713, 1686.7495, 4567.7154, 1610.4852, 2283.0426, 1650.3812, 3356.7425, 1595.3199, 1626.5242, 1593.8601, 1624.2286
152.0560, 1701.4697, 3714.4237, 1778.0931, 4729.5623, 1686.0205, 4558.4591, 1607.1803, 2281.2164, 1650.0649, 3347.9870, 1595.3111, 1627.3034, 1594.5304, 1624.6223
153.0560, 1700.7407, 3710.0665, 1775.2726, 4714.3434, 1687.4834, 4550.3635, 1608.3311, 2277.2557, 1649.6517, 3341.2285, 1597.4312, 1625.6536, 1594.2286, 1625.1983
154.0560, 1699.2759, 3704.5059, 1774.1415, 4705.0341, 1689.1910, 4536.7183, 1608.0885, 2271.6426, 1649.9022, 3326.4351, 1595.4868, 1625.1399, 1593.8741, 1624.6054
155.0560, 1698.7798, 3698.6047, 1771.8611, 4688.0393, 1686.8265, 4522.5039, 1609.8590, 2270.2393, 1649.7535, 3322.3114, 1595.6878, 1627.0419, 1593.6493, 1623.5391
156.0560, 1698.0832, 3699.4286, 1770.6946, 4666.2661, 1687.8538, 4511.6862, 1608.3803, 2268.0131, 1650.6507, 3310.6138, 1596.1768, 1626.7285, 1593.4201, 1624.9962
157.0560, 1697.4315, 3696.2661, 1771.6435, 4646.4862, 1687.2427, 4499.5185, 1608.7410, 2257.0492, 1650.0699, 3300.7555, 1596.0529, 1627.1134, 1593.6130, 1624.4227
158.0560, 1697.6575, 3692.8855, 1769.8453, 4634.9659, 1687.0682, 4486.2583, 1606.8590, 2248.4295, 1650.3054, 3293.1627, 1597.0358, 1627.3425, 1595.0628, 1624.6420
159.0560, 1694.7241, 3689.7583, 1768.3801, 4612.5111, 1685.5419, 4471.6871, 1608.1607, 2250.7115, 1647.2525, 3280.2186, 1595.5391, 1627.7423, 1594.0886, 1624.7271
160.0560, 1695.2750, 3678.3738, 1764.7864, 4594.4102, 1683.3177, 4458.8363, 1608.3180, 2242.5443, 1648.0719, 3272.9162, 1596.2808, 1627.1988, 1593.6583, 1625.0414
161.0560, 1691.6712, 3668.9530, 1764.5059, 4581.9096, 1685.2076, 4450.3255, 1608.4066, 2235.9311, 1647.3084, 3260.8174, 1596.3216, 1625.8464, 1594.2576, 1624.9675
162.0560, 1692.0900, 3662.5636, 1763.7602, 4572.3696, 1683.6004, 4431.8489, 1610.2033, 2226.2754, 1647.2465, 3252.0269, 1596.0044, 1625.8188, 1593.7689, 1625.1696
163.0560, 1690.1820, 3661.3258, 1762.8834, 4553.7641, 1683.4181, 4422.0702, 1607.0689, 2221.1541, 1646.6158, 3243.7365, 1595.1520, 1627.5512, 1593.8438, 1624.8154
164.0560, 1689.3777, 3654.4374, 1760.1048, 4540.5282, 1682.2222, 4411.0663, 1606.5279, 2217.0066, 1645.8453, 3234.0369, 1596.2483, 1627.0909, 1593.5448, 1625.1036
165.0560, 1691.3757, 3655.3219, 1760.8047, 4531.6448, 1682.2290, 4404.9006, 1607.4656, 2217.3869, 1647.6188, 3232.3094, 1596.6107, 1627.4295, 1593.7692, 1624.7112
166.0560, 1690.7162, 3658.3337, 1759.5452, 4525.1887, 1683.3060, 4398.8265, 1607.7574, 2212.6852, 1646.4321, 3225.7685, 1597.2671, 1627.8414, 1594.2270, 1624.3867
167.0560, 1688.8004, 3658.3611, 1756.4902, 4521.9332, 1681.4366, 4391.2739, 1607.4852, 2207.7967, 1646.7974, 3218.2285, 1595.6239, 1627.6426, 1593.6933, 1624.9257
168.0560, 1688.5793, 3654.3699, 1758.2674, 4514.0931, 1680.6189, 4382.3060, 1606.0820, 2203.3803, 1645.2764, 3218.3184, 1596.5165, 1628.1233, 1593.2458, 1623.4527
169.0560, 1687.6722, 3660.6663, 1756.7274, 4511.9069, 1681.3489, 4383.4084, 1609.1967, 2204.0721, 1646.8762, 3213.0868, 1595.5931, 1627.5694, 1594.4520, 1624.5748
170.0560, 1689.6429, 3668.2701, 1757.8650, 4513.9371, 1681.0789, 4380.6082, 1606.0000, 2202.1246, 1647.4591, 3213.6587, 1596.1393, 1628.1680, 1593.7157, 1625.2400
171.0560, 1686.8699, 3668.5763, 1754.9908, 4512.0380, 1681.6082, 4371.8499, 1606.9607, 2204.8295, 1644.6178, 3210.0279, 1596.7671, 1627.7351, 1593.5100, 1624.9321
172.0560, 1687.0656, 3674.4648, 1757.6435, 4509.4928, 1681.7583, 4372.4971, 1608.3541, 2201.8393, 1645.8623, 3210.5998, 1595.1052, 1628.3183, 1593.9821, 1625.5528
173.0560, 1687.0108, 3675.4374, 1754.9712, 4511.4626, 1681.8431, 4372.0331, 1607.8230, 2201.3508, 1645.3802, 3213.4661, 1596.8464, 1627.2115, 1592.7386, 1624.7657
174.0560, 1687.4902, 3679.0577, 1756.5767, 4509.9934, 1680.4327, 4366.1413, 1606.6262, 2202.0787, 1645.2166, 3206.0649, 1595.8651, 1627.5132, 1594.2072, 1624.5502
175.0560, 1686.2133, 3679.6037, 1756.2163, 4515.0786, 1681.6053, 4366.4698, 1606.9148, 2203.2230, 1646.4930, 3209.0220, 1596.0606, 1628.1294, 1593.4444, 1624.7558
176.0560, 1687.4237, 3675.0450, 1755.3408, 4517.3277, 1681.4152, 4365.0400, 1607.5082, 2205.3639, 1646.5150, 3208.1228, 1596.3722, 1627.7599, 1593.1001, 1624.6659
177.0560, 1687.2896, 3680.8258, 1755.2005, 4513.2294, 1681.3986, 4367.6199, 1609.1541, 2200.9344, 1646.3074, 3202.2864, 1596.0909, 1628.1746, 1593.1658, 1625.3631
178.0560, 1687.5059, 3679.6742, 1756.6042, 4516.1520, 1679.4181, 4366.0614, 1608.0066, 2197.1770, 1646.3513, 3207.4172, 1594.7483, 1627.9229, 1592.8817, 1623.9866
179.0560, 1686.1556, 3683.6047, 1756.8375, 4509.7208, 1681.7222, 4369.5556, 1606.6557, 2197.6262, 1646.1627, 3203.8603, 1596.7472, 1627.4064, 1593.9563, 1625.1788
180.0560, 1686.3826, 3689.4579, 1754.7431, 4517.7326, 1680.8869, 4365.4649, 1609.7410, 2198.1180, 1644.5000, 3205.2046, 1595.8623, 1627.0837, 1593.8110, 1624.5709
181.0560, 1687.2534, 3686.3757, 1754.1782, 4510.8191, 1682.8402, 4365.7212, 1609.2590, 2200.4525, 1645.1806, 3206.1467, 1595.9895, 1626.4157, 1594.0743, 1625.4555
182.0560, 1685.8023, 3695.4658, 1755.6029, 4519.1927, 1681.8918, 4362.3635, 1607.1443, 2196.9967, 1643.7934, 3204.2725, 1595.3970, 1626.6228, 1593.4979, 1624.7953
183.0560, 1685.2202, 3693.2505, 1753.5256, 4515.0799, 1680.5283, 4352.0994, 1606.2131, 2201.2689, 1645.4790, 3208.1347, 1594.7797, 1627.7539, 1593.8259, 1624.9904
184.0560, 1685.5460, 3693.9883, 1756.1376, 4423.2529, 1678.7632, 4351.7807, 1606.1443, 2198.4852, 1643.6238, 3203.4830, 1595.5732, 1627.0083, 1594.3290, 1625.4708
185.0560, 1685.8053, 3692.2534, 1756.8113, 4336.5872, 1680.0429, 4279.3850, 1606.4656, 2191.1213, 1646.0868, 3199.8323, 1595.6068, 1627.9862, 1593.8298, 1625.8524
186.0560, 1684.6115, 3664.7211, 1750.8073, 4277.5465, 1674.9542, 4172.1706, 1607.1508, 2183.4984, 1646.0329, 3196.6417, 1595.1278, 1628.2610, 1594.0258, 1626.1976
187.0560, 1685.2935, 3655.7652, 1749.9777, 4265.2490, 1672.8635, 4131.3343, 1605.4328, 2179.7770, 1646.5908, 3192.6457, 1596.1790, 1628.3744, 1594.0099, 1625.6487
188.0560, 1683.4374, 3649.6076, 1748.7366, 4254.8493, 1673.8558, 4107.0175, 1607.5574, 2180.3311, 1644.2615, 3189.5299, 1596.1514, 1628.7698, 1594.3440, 1626.4294
189.0560, 1684.4031, 3646.8102, 1747.7051, 4248.5636, 1673.0409, 4089.1871, 1606.8721, 2183.7639, 1644.9671, 3193.9331, 1596.6432, 1628.8596, 1593.6092, 1626.1489
190.0560, 1682.9295, 3645.0930, 1746.0944, 4246.9699, 1671.4571, 4070.0809, 1608.4295, 2180.3115, 1644.9611, 3190.8942, 1596.9554, 1629.4257, 1593.9630, 1625.9570
191.0560, 1684.4687, 3647.8072, 1746.1088, 4248.5374, 1672.3694, 4050.9990, 1606.0918, 2181.5738, 1644.6766, 3186.3204, 1598.0661, 1630.2456, 1594.2815, 1626.5260
192.0560, 1683.5558, 3642.3982, 1744.0354, 4244.8899, 1669.3957, 4039.3587, 1607.7115, 2184.8164, 1645.6277, 3189.2056, 1596.2913, 1629.9345, 1594.5916, 1625.9111
193.0560, 1681.9716, 3640.2280, 1743.8375, 4241.5491, 1670.1589, 4026.6920, 1607.9344, 2180.5934, 1645.0569, 3186.5659, 1596.3855, 1628.3282, 1593.6876, 1625.7689
194.0560, 1682.5656, 3644.0920, 1742.5649, 4242.1232, 1670.2359, 4019.1345, 1608.0525, 2179.7541, 1644.7635, 3185.7246, 1595.4240, 1628.3177, 1593.8199, 1627.0889
195.0560, 1684.0988, 3646.7857, 1743.4312, 4242.1573, 1671.3772, 4000.8548, 1606.7508, 2179.0328, 1644.7156, 3186.3234, 1595.8029, 1629.6685, 1593.6659, 1626.8001
196.0560, 1682.9863, 3648.1350, 1740.1678, 4242.2975, 1671.0107, 3989.6969, 1607.6754, 2176.4557, 1644.0230, 3192.8822, 1595.7880, 1628.1459, 1594.1925, 1626.0338
197.0560, 1683.6204, 3650.1282, 1740.5714, 4239.0406, 1670.7096, 3977.4211, 1607.0197, 2178.0230, 1644.8293, 3185.5000, 1596.8662, 1629.3056, 1593.9888, 1626.7032
198.0560, 1682.7241, 3648.8356, 1740.2294, 4242.7837, 1670.1228, 3962.4961, 1606.9934, 2181.4918, 1643.6597, 3184.0070, 1596.7131, 1627.4581, 1593.3519, 1625.8387
199.0560, 1683.8043, 3653.9442, 1740.4194, 4241.6828, 1668.4298, 3952.8947, 1604.3082, 2180.9803, 1642.5319, 3185.1986, 1596.0391, 1628.0870, 1593.7667, 1625.7080
200.0560, 1682.9100, 3655.7955, 1739.4954, 4255.5950, 1668.6082, 3934.9620, 1607.8426, 2178.6689, 1646.1747, 3182.6487, 1596.8855, 1628.0672, 1593.7329, 1625.7995
201.0560, 1682.9530, 3656.1507, 1740.4561, 4255.0577, 1669.3772, 3924.3431, 1608.7672, 2176.4721, 1644.1717, 3182.3683, 1596.1619, 1628.7996, 1595.1957, 1626.3497
202.0560, 1682.8532, 3657.3708, 1740.3971, 4259.2896, 1667.4844, 3919.2495, 1607.3148, 2180.2623, 1645.0719, 3184.6257, 1595.7880, 1627.3337, 1593.0899, 1626.3134
203.0560, 1682.8307, 3656.8591, 1737.2516, 4262.6750, 1668.1735, 3913.9883, 1605.9705, 2181.0131, 1642.9072, 3183.5040, 1595.6470, 1628.0826, 1593.6965, 1627.6092
204.0560, 1681.8229, 3665.4511, 1740.6553, 4262.1664, 1669.1082, 3908.3031, 1606.2164, 2178.5803, 1643.7884, 3182.7555, 1595.6872, 1628.6569, 1593.6401, 1625.4237
205.0560, 1681.7485, 3665.2319, 1739.4849, 4260.7588, 1666.8830, 3897.7602, 1607.7705, 2177.1607, 1644.9651, 3185.3772, 1595.3612, 1628.8932, 1594.3277, 1626.9828
206.0560, 1684.5342, 3663.3219, 1738.8204, 4262.1704, 1668.2203, 3886.7115, 1607.0918, 2179.1607, 1645.1657, 3181.3074, 1596.7357, 1629.5253, 1593.9582, 1626.2266
207.0560, 1680.5812, 3655.7006, 1737.2975, 4256.7549, 1667.4162, 3872.9055, 1607.6492, 2176.0820, 1643.6866, 3175.3792, 1597.1195, 1628.8062, 1594.1406, 1626.9860
208.0560, 1681.6292, 3645.9070, 1737.0550, 4240.9895, 1666.2671, 3856.7895, 1607.4590, 2168.6000, 1643.1058, 3171.0519, 1596.0622, 1629.5072, 1592.3921, 1626.2448
209.0560, 1681.4755, 3639.3170, 1733.2582, 4233.8218, 1666.4493, 3842.8899, 1605.4885, 2165.5049, 1643.2635, 3162.0968, 1595.2693, 1628.8106, 1595.6079, 1626.3685
210.0560, 1679.9129, 3636.2280, 1733.7405, 4222.6540, 1666.6988, 3838.0088, 1606.9311, 2165.4557, 1642.9301, 3160.3493, 1595.5633, 1630.2731, 1594.1202, 1626.4543
211.0560, 1678.7759, 3635.3454, 1732.7221, 4217.2857, 1664.1998, 3825.1774, 1604.8393, 2164.4918, 1643.7605, 3161.2415, 1595.5694, 1628.0694, 1593.5135, 1626.3175
212.0560, 1679.9883, 3630.2632, 1733.5203, 4232.6933, 1667.0166, 3819.9250, 1605.5902, 2163.5213, 1642.4152, 3153.3433, 1597.1096, 1627.1085, 1593.7660, 1626.7829
213.0560, 1681.3503, 3626.1869, 1732.7117, 4225.1376, 1665.1813, 3807.8752, 1604.7377, 2159.8459, 1643.4920, 3157.8303, 1596.0419, 1628.9862, 1593.4989, 1626.2286
214.0560, 1681.7319, 3621.0959, 1733.6802, 4227.5046, 1665.3255, 3798.0292, 1607.3836, 2159.1082, 1643.4770, 3157.9022, 1595.1553, 1628.9708, 1594.5317, 1625.8744
215.0560, 1680.3708, 3621.9472, 1733.2307, 4227.5845, 1665.9610, 3794.4064, 1604.8328, 2165.0361, 1643.6717, 3153.3343, 1595.5347, 1628.3122, 1594.2474, 1627.3570
216.0560, 1680.7397, 3616.7935, 1731.3801, 4215.0708, 1662.6979, 3783.6413, 1606.1934, 2157.3902, 1642.9351, 3151.6856, 1595.8805, 1629.7076, 1593.9136, 1626.4763
217.0560, 1680.7368, 3612.6027, 1730.6566, 4219.3434, 1663.5887, 3770.6306, 1606.7475, 2159.8623, 1643.8922, 3149.7994, 1596.6691, 1627.9499, 1594.0469, 1626.7029
218.0560, 1679.6986, 3601.5108, 1733.4168, 4217.5636, 1663.9727, 3770.0702, 1605.8066, 2159.0754, 1643.5170, 3153.3094, 1595.6944, 1628.7104, 1593.1639, 1627.7163
219.0560, 1681.3366, 3603.7740, 1730.4810, 4210.6147, 1664.0702, 3761.2066, 1607.5344, 2158.4164, 1642.5389, 3149.6317, 1596.3579, 1628.2032, 1593.7217, 1626.8317
220.0560, 1678.5059, 3593.3307, 1730.8113, 4206.0131, 1664.6608, 3756.4542, 1606.2590, 2158.2426, 1642.1198, 3150.2685, 1596.7919, 1628.4989, 1593.9621, 1626.3181
221.0560, 1679.5861, 3596.5802, 1729.2608, 4207.6684, 1664.4639, 3748.9756, 1605.1344, 2157.0066, 1643.8623, 3145.9830, 1595.7346, 1628.3403, 1593.4010, 1626.5990
222.0560, 1680.8043, 3594.5470, 1730.5845, 4208.5125, 1664.5712, 3742.2349, 1605.6852, 2160.2066, 1644.0758, 3149.4132, 1595.7726, 1628.7313, 1594.3089, 1627.1106
223.0560, 1679.7456, 3591.8141, 1730.7287, 4204.6239, 1663.6442, 3734.2865, 1607.6459, 2160.7049, 1642.4860, 3146.0479, 1595.7285, 1628.0721, 1593.2777, 1626.4441
224.0560, 1679.7397, 3593.2153, 1730.0734, 4205.2647, 1664.8596, 3724.2193, 1606.7410, 2151.3180, 1642.8114, 3145.3683, 1596.3045, 1629.5419, 1594.7893, 1626.1725
225.0560, 1679.9335, 3595.0029, 1730.0537, 4204.4522, 1664.4922, 3720.5283, 1606.6393, 2153.8557, 1644.4351, 3141.8563, 1596.6476, 1628.7115, 1594.6513, 1627.5091
226.0560, 1679.0000, 3592.2485, 1728.3172, 4197.9371, 1663.6287, 3718.4220, 1606.8262, 2159.8197, 1642.8932, 3146.5469, 1596.4185, 1629.4868, 1593.9522, 1627.2477
227.0560, 1679.2065, 3589.9139, 1728.5491, 4200.8598, 1663.0712, 3712.1131, 1606.3475, 2157.0295, 1643.6547, 3144.2625, 1596.7517, 1628.2015, 1594.7753, 1626.6379
228.0560, 1680.2123, 3588.6477, 1728.6029, 4195.0642, 1662.5653, 3703.7222, 1607.3607, 2157.4131, 1643.2914, 3138.0858, 1596.4961, 1628.0997, 1593.1294, 1626.8817
229.0560, 1680.9883, 3587.2740, 1727.5662, 4201.3539, 1661.7904, 3696.0409, 1607.1869, 2157.4098, 1642.2764, 3145.0569, 1596.8354, 1628.9548, 1594.0204, 1627.0485
230.0560, 1678.6174, 3588.8796, 1728.9358, 4202.8322, 1662.6257, 3689.8869, 1607.7377, 2154.1115, 1642.4331, 3138.9750, 1595.9972, 1628.4972, 1594.0953, 1626.7925
231.0560, 1678.8699, 3583.5294, 1729.9921, 4211.0957, 1662.4805, 3684.6433, 1606.3803, 2155.7279, 1642.1607, 3143.1796, 1596.5248, 1628.4780, 1594.0360, 1627.1017
232.0560, 1679.8386, 3580.5519, 1727.1350, 4209.4377, 1662.9435, 3677.3723, 1607.6098, 2154.9443, 1641.3683, 3136.2116, 1596.9482, 1628.3822, 1594.5480, 1627.6557
233.0560, 1679.5744, 3585.8023, 1725.6239, 4209.6566, 1661.5117, 3677.2076, 1604.7836, 2152.6492, 1642.5868, 3141.4242, 1595.9422, 1628.2814, 1593.8008, 1626.8138
234.0560, 1677.6732, 3586.4012, 1727.2569, 4215.0406, 1662.1179, 3665.5166, 1606.6951, 2154.1869, 1642.0150, 3137.7575, 1595.1448, 1627.9813, 1594.7434, 1627.5652
235.0560, 1679.7172, 3580.5440, 1727.9463, 4207.7942, 1662.5117, 3668.3353, 1606.2164, 2153.1738, 1643.6477, 3138.1816, 1595.5347, 1628.8315, 1594.8027, 1628.0794
236.0560, 1679.3063, 3582.9354, 1727.9109, 4211.8414, 1661.5906, 3654.3158, 1607.9443, 2155.8033, 1643.2255, 3135.9461, 1596.0672, 1628.9031, 1594.9742, 1626.0465
237.0560, 1679.1986, 3582.9569, 1726.9607, 4207.1992, 1661.7368, 3651.7212, 1606.9770, 2156.8361, 1642.9481, 3132.3992, 1596.0325, 1627.5705, 1593.4386, 1625.9767
238.0560, 1679.5127, 3590.0969, 1726.1966, 4204.2451, 1661.2797, 3646.7300, 1606.6852, 2148.7607, 1643.6148, 3136.4132, 1596.6393, 1629.1663, 1593.3376, 1627.0185
239.0560, 1679.5391, 3598.8151, 1725.4941, 4207.3630, 1659.6725, 3635.4084, 1606.4590, 2153.4984, 1643.0958, 3133.6407, 1596.4075, 1628.5446, 1593.9305, 1627.2420
240.0560, 1679.4207, 3600.0763, 1726.5583, 4211.5636, 1661.3938, 3631.4425, 1606.1115, 2151.3508, 1641.8982, 3132.0888, 1596.7307, 1628.2318, 1593.7836, 1626.8059
241.0560, 1679.0098, 3603.1076, 1725.6488, 4201.8322, 1661.1092, 3623.7271, 1607.3377, 2153.1443, 1641.2635, 3126.6158, 1596.9769, 1629.8029, 1593.1983, 1626.5703
242.0560, 1678.1419, 3604.4393, 1724.1612, 4201.7326, 1660.1871, 3617.9513, 1603.8295, 2152.6557, 1643.6028, 3128.1257, 1595.2241, 1627.8789, 1594.3258, 1625.6675
243.0560, 1676.0401, 3610.7935, 1726.0524, 4202.6252, 1659.6550, 3617.2407, 1604.9311, 2152.7213, 1640.5729, 3128.1657, 1596.7968, 1628.5176, 1593.4313, 1626.0204
244.0560, 1679.5822, 3617.9364, 1725.3670, 4202.9345, 1659.5663, 3608.1862, 1606.0623, 2152.1607, 1642.9072, 3128.7924, 1596.4339, 1628.1949, 1593.2133, 1627.0408
245.0560, 1679.6986, 3611.6389, 1723.5872, 4195.3512, 1661.0838, 3606.0107, 1605.2852, 2151.2885, 1642.6826, 3125.1557, 1596.1635, 1630.1669, 1593.9936, 1625.7227
246.0560, 1679.1722, 3638.0313, 1727.1913, 4261.2123, 1661.3567, 3691.1676, 1607.1180, 2159.8459, 1642.1826, 3130.7884, 1596.2588, 1628.2885, 1593.8674, 1626.3749
247.0560, 1679.0851, 3647.1517, 1726.4718, 4278.8991, 1662.1852, 3712.9211, 1604.9836, 2162.1213, 1641.4521, 3133.9321, 1597.1856, 1626.8331, 1593.9531, 1625.2573
248.0560, 1680.2906, 3653.2808, 1728.5701, 4298.4692, 1662.8187, 3732.5565, 1606.5213, 2157.4623, 1642.6507, 3135.9261, 1596.6415, 1627.5512, 1595.0268, 1626.1071
249.0560, 1679.5372, 3661.8816, 1726.5321, 4302.1494, 1662.9591, 3738.0770, 1605.8754, 2159.9443, 1643.0798, 3136.9421, 1594.7825, 1628.0297, 1593.6337, 1625.4587
250.0560, 1679.4726, 3669.1634, 1728.6422, 4314.6068, 1663.0146, 3751.1657, 1605.4295, 2163.1279, 1644.2435, 3135.0848, 1596.5066, 1628.6773, 1593.9649, 1624.6353
251.0560, 1680.1037, 3675.8669, 1730.0262, 4321.9161, 1663.8869, 3763.7281, 1606.2262, 2156.9934, 1642.1996, 3136.9970, 1596.6090, 1627.6663, 1593.4963, 1624.6165
252.0560, 1678.7505, 3682.0294, 1727.9148, 4327.8296, 1663.7992, 3762.5975, 1605.6262, 2156.8066, 1641.4381, 3137.3124, 1596.0903, 1627.2814, 1593.7354, 1624.0644
