"File: DDELog(Excel:M6_DRG	1	1)::C:\Users\user\Desktop\clemens\19_07_22_ DRG_AOP\M6_DRG_19_7\M6.LOG"
"Date: Tue Jul 19 2022 14:28:39.328"
0.0000, "Wavelength Names:	340	385	GFP	Wavelength 4	555"
"Time (sec)"
57.3710
96.5950
0.0000, "Clock reset to 0.0"
"Region 1: [Location: (288, 70), Size: (33, 40), Area: 1022]"
"Region 2: [Location: (279, 242), Size: (27, 37), Area: 763]"
"Region 3: [Location: (288, 392), Size: (35, 38), Area: 1026]"
"Region 4: [Location: (448, 472), Size: (21, 21), Area: 305]"
"Region 5: [Location: (151, 104), Size: (42, 31), Area: 1002]"
"Region 6: [Location: (95, 183), Size: (52, 45), Area: 1816]"
"Region 7: [Location: (104, 286), Size: (69, 59), Area: 3137]"
"Time (sec)", "R1 W1 Avg", "R1 W2 Avg", "R2 W1 Avg", "R2 W2 Avg", "R3 W1 Avg", "R3 W2 Avg", "R4 W1 Avg", "R4 W2 Avg", "R5 W1 Avg", "R5 W2 Avg", "R6 W1 Avg", "R6 W2 Avg", "R7 W1 Avg", "R7 W2 Avg"
383.0560, 1679.6204, 3562.2055, 1718.4797, 4277.5583, 1655.9737, 3473.9006, 1605.1508, 2125.6328, 1640.4571, 3154.2725, 1595.0028, 1626.1635, 1593.9420, 1623.7501
384.0560, 1677.4413, 3570.5695, 1719.3512, 4279.8362, 1657.2212, 3474.5887, 1606.2951, 2128.5115, 1639.5758, 3154.6946, 1596.0876, 1625.9708, 1593.5461, 1624.6127
385.0560, 1679.2368, 3582.8982, 1717.1442, 4285.3853, 1654.4620, 3476.9922, 1606.5049, 2124.4459, 1640.9531, 3152.6846, 1595.8596, 1626.5297, 1593.4928, 1623.8706
386.0560, 1678.2720, 3592.9726, 1719.3329, 4293.9895, 1654.8519, 3473.4893, 1605.5574, 2125.0000, 1639.9521, 3154.5539, 1595.2428, 1626.3073, 1593.8977, 1624.7985
387.0560, 1677.7270, 3597.6213, 1717.6278, 4289.7903, 1655.6238, 3468.7164, 1605.6000, 2123.4230, 1641.6836, 3155.3802, 1595.3717, 1624.5198, 1594.0293, 1625.7858
388.0560, 1677.6311, 3605.3620, 1717.9397, 4294.4902, 1654.8928, 3467.3840, 1605.4885, 2125.6197, 1639.8393, 3154.5080, 1595.0160, 1625.4312, 1594.3108, 1624.4428
389.0560, 1678.7006, 3606.2661, 1718.7431, 4289.9476, 1655.8743, 3472.3499, 1606.1508, 2122.8951, 1641.8034, 3151.9641, 1596.4851, 1625.5677, 1593.8703, 1622.7762
390.0560, 1676.8307, 3610.5558, 1718.5020, 4294.0446, 1656.5409, 3468.1891, 1604.2984, 2127.1770, 1641.7834, 3156.6537, 1595.8062, 1625.8882, 1595.0086, 1624.1266
391.0560, 1678.4315, 3613.5499, 1717.1704, 4299.8309, 1655.3587, 3469.7797, 1605.8590, 2125.1607, 1641.9721, 3156.1487, 1594.7825, 1626.5215, 1593.9493, 1622.6682
392.0560, 1680.0587, 3586.2573, 1716.8624, 4299.6684, 1655.0195, 3470.5507, 1606.2754, 2124.6131, 1641.0529, 3158.7096, 1595.8409, 1625.9785, 1593.8636, 1624.0386
393.0560, 1677.8562, 3594.7975, 1718.2739, 4305.1940, 1655.2261, 3467.5526, 1604.6852, 2125.6164, 1640.9112, 3157.5319, 1594.2990, 1626.1289, 1593.4377, 1624.5273
394.0560, 1677.7515, 3605.8924, 1719.2228, 4305.1088, 1655.8021, 3470.4230, 1605.9770, 2124.6033, 1640.7465, 3156.2605, 1595.3365, 1626.0633, 1594.1450, 1623.6650
395.0560, 1676.9384, 3610.9648, 1717.0419, 4298.6723, 1655.6881, 3465.5263, 1605.8328, 2125.9016, 1640.0409, 3160.9731, 1595.9218, 1626.4268, 1594.0389, 1624.0032
396.0560, 1676.9100, 3613.7720, 1716.5754, 4293.1887, 1655.5536, 3466.2602, 1604.0295, 2125.4623, 1639.2984, 3156.6118, 1594.8557, 1624.6916, 1593.3714, 1624.1077
397.0560, 1677.0313, 3619.7299, 1715.8611, 4299.8021, 1655.0780, 3468.1004, 1605.4492, 2122.7607, 1640.3363, 3161.8822, 1595.4653, 1626.1316, 1593.3784, 1624.5215
398.0560, 1678.6301, 3621.7661, 1717.8047, 4293.6737, 1655.4435, 3466.5409, 1606.3869, 2123.9180, 1640.9082, 3158.5160, 1594.4972, 1626.0606, 1593.0363, 1623.3915
399.0560, 1678.8875, 3632.5509, 1719.2621, 4298.2228, 1654.6267, 3476.7437, 1605.0721, 2123.0754, 1639.5299, 3154.0060, 1596.5270, 1625.2781, 1593.3258, 1623.4931
400.0560, 1676.6957, 3632.9374, 1719.6592, 4302.3316, 1654.9035, 3472.8977, 1604.8164, 2122.7311, 1639.2216, 3157.3503, 1593.7985, 1626.3822, 1594.0328, 1623.7376
401.0560, 1677.5401, 3627.8924, 1717.5203, 4307.0760, 1654.8558, 3475.4795, 1604.6984, 2123.8393, 1640.6208, 3158.2116, 1595.1432, 1625.1817, 1593.0019, 1623.2231
402.0560, 1678.3620, 3632.0509, 1718.1966, 4302.3394, 1652.9620, 3474.6715, 1604.8328, 2116.6393, 1640.7884, 3155.6916, 1595.2610, 1625.7996, 1593.3398, 1623.5505
403.0560, 1675.6106, 3630.9403, 1716.1586, 4306.1088, 1654.2271, 3472.3168, 1606.4951, 2120.2984, 1640.8353, 3157.0020, 1595.6008, 1626.7225, 1593.4603, 1623.3672
404.0560, 1676.0020, 3632.9765, 1716.0262, 4312.0852, 1654.3889, 3471.8255, 1605.0328, 2120.5672, 1639.2186, 3158.9860, 1595.5077, 1625.8177, 1593.4351, 1624.4256
405.0560, 1678.1468, 3637.9834, 1716.2163, 4312.1835, 1655.1988, 3470.7018, 1605.1049, 2117.2230, 1640.3453, 3158.2655, 1597.2395, 1626.5490, 1593.9908, 1623.5445
406.0560, 1676.7202, 3639.0010, 1716.3853, 4306.1468, 1654.7076, 3468.6082, 1605.0820, 2120.0361, 1640.4132, 3159.1916, 1594.8469, 1627.5876, 1593.3357, 1623.8862
407.0560, 1677.8640, 3646.7965, 1718.8493, 4308.8611, 1655.4405, 3471.5283, 1604.8426, 2118.2984, 1640.3473, 3156.1936, 1595.9378, 1625.7450, 1593.5384, 1624.3012
408.0560, 1675.8249, 3652.2867, 1716.7274, 4306.5557, 1655.3450, 3474.3382, 1605.2951, 2125.1803, 1641.1427, 3158.9860, 1596.0215, 1625.5452, 1592.8766, 1623.9468
409.0560, 1677.4716, 3623.5245, 1716.2779, 4311.7195, 1654.9415, 3472.1901, 1605.4820, 2119.8393, 1640.9032, 3160.9212, 1595.3585, 1627.1454, 1594.3083, 1624.5193
410.0560, 1676.6595, 3577.8757, 1717.8676, 4303.1219, 1655.2827, 3470.9951, 1606.6852, 2115.2754, 1640.1946, 3155.4202, 1594.1547, 1626.4983, 1593.9417, 1624.1399
411.0560, 1677.1350, 3592.8728, 1718.1271, 4307.4875, 1655.1715, 3481.1121, 1605.4033, 2121.4393, 1640.0858, 3155.7814, 1596.0815, 1624.7324, 1593.6557, 1624.2694
412.0560, 1679.8405, 3586.1115, 1718.8820, 4310.4744, 1653.9834, 3476.3840, 1606.0393, 2118.0000, 1640.2735, 3158.9930, 1595.3816, 1626.5622, 1594.3672, 1624.7090
413.0560, 1677.6820, 3587.5528, 1717.2647, 4300.2202, 1655.6540, 3478.7641, 1607.1016, 2117.5770, 1640.2275, 3155.6178, 1595.8320, 1625.8205, 1594.8314, 1624.1489
414.0560, 1677.7994, 3582.5401, 1717.1730, 4303.7379, 1657.1179, 3478.3626, 1607.4230, 2120.7246, 1641.6467, 3157.8912, 1597.1002, 1625.8133, 1594.5081, 1624.9296
415.0560, 1677.2339, 3585.3317, 1715.8021, 4309.1638, 1653.9990, 3477.7797, 1605.3377, 2117.7967, 1638.4760, 3154.2924, 1596.1327, 1625.8976, 1594.0003, 1623.8253
416.0560, 1677.7603, 3579.6517, 1716.7418, 4307.1206, 1655.9591, 3481.0663, 1603.4590, 2118.9049, 1639.8962, 3153.9461, 1595.6553, 1627.4653, 1593.5955, 1623.9809
417.0560, 1678.8278, 3552.6585, 1716.7995, 4311.3499, 1655.7193, 3483.1072, 1608.5148, 2119.7475, 1640.3433, 3154.6128, 1595.4813, 1626.6718, 1594.4619, 1624.8652
418.0560, 1680.5920, 3551.7495, 1716.8047, 4305.6173, 1655.8694, 3480.9630, 1605.1803, 2119.4328, 1641.1707, 3154.5749, 1596.1278, 1626.9697, 1594.9130, 1623.7504
419.0560, 1679.0059, 3521.7554, 1717.2634, 4308.4509, 1655.3752, 3478.8811, 1607.1803, 2115.4230, 1640.6647, 3153.7784, 1595.3937, 1626.6740, 1594.0379, 1625.1811
420.0560, 1679.8748, 3464.8170, 1717.3172, 4308.0603, 1655.0731, 3479.4045, 1605.4623, 2117.2525, 1641.2675, 3156.5329, 1596.4482, 1625.4570, 1593.3742, 1623.8897
421.0560, 1680.5861, 3437.6096, 1718.1245, 4296.2490, 1655.2544, 3476.7729, 1606.0885, 2119.0426, 1639.0968, 3154.3204, 1595.4020, 1626.4477, 1594.3363, 1623.8970
422.0560, 1680.3581, 3447.7534, 1716.6186, 4292.0105, 1655.1540, 3482.2563, 1606.0164, 2120.5311, 1639.6567, 3150.4321, 1596.7048, 1626.3954, 1593.8741, 1624.5355
423.0560, 1682.2603, 3393.6380, 1716.3670, 4291.7759, 1654.3713, 3479.1423, 1607.1738, 2115.4689, 1638.7824, 3151.6667, 1595.7506, 1625.4895, 1594.3931, 1624.5161
424.0560, 1680.5861, 3403.9227, 1717.4535, 4296.0197, 1654.8002, 3480.5302, 1605.0295, 2114.9508, 1638.6836, 3149.9870, 1595.1030, 1625.0771, 1594.2337, 1623.9959
425.0560, 1680.1986, 3419.9736, 1716.3368, 4288.8807, 1655.3372, 3475.4269, 1605.4295, 2121.0951, 1640.2226, 3153.4870, 1595.8442, 1625.9356, 1593.5875, 1623.6994
426.0560, 1681.8836, 3337.6272, 1709.0406, 3956.9502, 1650.2836, 3290.0409, 1604.2721, 2107.5443, 1640.6487, 3138.2455, 1596.8926, 1625.8442, 1594.3382, 1623.7836
427.0560, 1684.3346, 3137.2896, 1709.8716, 3842.2202, 1648.0575, 3244.5614, 1604.4295, 2102.6918, 1637.6128, 3137.5299, 1594.1211, 1626.6652, 1593.5139, 1624.4425
428.0560, 1687.2613, 2997.5705, 1713.1455, 3717.7942, 1647.0731, 3220.6394, 1604.7705, 2101.7967, 1638.4092, 3136.6487, 1595.2335, 1624.6096, 1593.9493, 1624.6764
429.0560, 1689.1380, 2864.1673, 1714.2779, 3459.3722, 1645.7456, 3200.0673, 1605.3246, 2101.6787, 1639.8812, 3135.6387, 1595.9780, 1625.6520, 1593.4131, 1623.8358
430.0560, 1691.7241, 2763.4530, 1718.6409, 3240.9554, 1647.3674, 3185.5302, 1604.7377, 2098.2262, 1640.2226, 3130.3313, 1595.5831, 1625.2456, 1593.6841, 1624.8527
431.0560, 1694.1879, 2668.8875, 1721.2503, 3010.5740, 1647.5010, 3173.0253, 1604.4557, 2099.2164, 1640.9112, 3130.8942, 1596.4416, 1625.9752, 1594.3318, 1623.4001
432.0560, 1694.8562, 2598.0978, 1714.4391, 2804.9777, 1642.7271, 3023.6725, 1604.3377, 2044.0230, 1638.3593, 3135.7754, 1595.9279, 1625.9983, 1593.7858, 1624.6146
433.0560, 1695.7045, 2549.0861, 1716.4220, 2703.3408, 1642.3489, 3022.0409, 1605.0820, 2046.4164, 1639.0469, 3127.2445, 1595.3056, 1625.1746, 1593.7453, 1624.3615
434.0560, 1693.8620, 2513.6644, 1713.5570, 2750.8834, 1642.7885, 3015.0614, 1602.8393, 2042.2787, 1638.2894, 3117.5250, 1594.5798, 1627.2384, 1594.4023, 1625.0124
435.0560, 1694.2123, 2466.7642, 1711.7353, 2784.5950, 1641.2096, 3010.9318, 1604.8885, 2030.7574, 1639.5080, 3107.6028, 1595.6200, 1627.0099, 1593.9254, 1624.6427
436.0560, 1693.3992, 2445.1986, 1709.8676, 2820.1166, 1642.1608, 3004.0906, 1605.3770, 2014.0459, 1639.0529, 3101.2186, 1594.6283, 1626.4515, 1594.5875, 1624.6111
437.0560, 1694.5519, 2445.1908, 1710.5033, 2831.2910, 1643.4990, 3001.1920, 1601.7574, 1971.2885, 1639.2545, 3096.6148, 1595.9091, 1626.1492, 1593.2901, 1625.0322
438.0560, 1692.3562, 2426.5626, 1708.0996, 2870.4718, 1640.8275, 2999.7427, 1603.6689, 1915.9705, 1638.8373, 3093.4471, 1594.5352, 1626.1977, 1592.4829, 1624.9994
439.0560, 1694.0362, 2399.6634, 1709.5937, 2898.4600, 1642.6813, 2992.4230, 1604.3836, 1868.4852, 1638.3772, 3089.4790, 1595.6228, 1626.3040, 1593.4641, 1623.7698
440.0560, 1694.4638, 2380.8845, 1707.4561, 2929.0931, 1640.8704, 2988.6598, 1605.4000, 1846.4131, 1636.5908, 3089.9790, 1595.9405, 1626.4730, 1593.3146, 1623.1266
441.0560, 1693.8943, 2373.0382, 1706.0550, 2952.0734, 1642.2632, 2989.7251, 1604.8525, 1831.8459, 1637.9850, 3088.8962, 1595.1145, 1625.3987, 1594.0434, 1623.7102
442.0560, 1694.3014, 2375.0851, 1704.1769, 2977.6461, 1641.5058, 2987.7027, 1605.7279, 1823.1279, 1639.9321, 3085.8263, 1596.9774, 1626.2649, 1593.8183, 1623.7734
443.0560, 1694.2691, 2365.5010, 1703.1900, 3000.8702, 1641.1735, 2986.1891, 1604.0033, 1817.7148, 1638.9212, 3089.1856, 1594.9306, 1627.5413, 1593.4157, 1624.4664
444.0560, 1695.4178, 2357.2035, 1706.1009, 3022.3421, 1641.2290, 2977.5049, 1606.8393, 1813.0262, 1638.2525, 3089.9441, 1595.7990, 1625.4681, 1594.3711, 1623.4071
445.0560, 1694.4569, 2353.9119, 1704.9699, 3047.0288, 1642.5439, 2971.4844, 1604.8000, 1809.0459, 1637.3982, 3093.8024, 1595.0628, 1626.1256, 1593.9624, 1623.5738
446.0560, 1696.5479, 2376.6458, 1703.4587, 3070.2176, 1641.4542, 2967.7271, 1605.6131, 1805.5869, 1640.3014, 3095.2685, 1595.7373, 1626.7764, 1593.5805, 1624.6847
447.0560, 1695.8659, 2366.6321, 1702.7877, 3082.4915, 1641.4444, 2965.7505, 1604.5148, 1801.0656, 1639.6866, 3094.5639, 1595.7026, 1625.5044, 1593.2375, 1623.9362
448.0560, 1695.7417, 2366.0049, 1703.4168, 3107.6186, 1640.3197, 2965.0019, 1607.8262, 1801.3311, 1640.0629, 3099.0279, 1596.5413, 1628.0319, 1593.9560, 1624.6455
449.0560, 1695.0988, 2368.1135, 1701.9581, 3124.2883, 1640.4240, 2963.0341, 1604.2852, 1799.6787, 1637.4331, 3095.4142, 1596.1498, 1626.5446, 1594.9547, 1624.5135
450.0560, 1696.2466, 2368.8434, 1700.9843, 3141.0092, 1640.7895, 2963.7700, 1604.2197, 1796.7836, 1639.2255, 3098.6477, 1594.4350, 1626.9774, 1594.0685, 1623.9493
451.0560, 1695.4892, 2360.9384, 1699.9908, 3157.3145, 1640.7271, 2957.4181, 1604.4656, 1795.0689, 1637.5299, 3100.2106, 1596.2203, 1627.0363, 1594.1489, 1624.1619
452.0560, 1696.9667, 2344.8366, 1699.0183, 3176.7523, 1640.8821, 2957.2368, 1603.5672, 1790.2230, 1640.2784, 3099.5998, 1596.8921, 1626.1619, 1592.5614, 1623.6780
453.0560, 1696.7661, 2340.1438, 1700.8873, 3194.4246, 1639.1511, 2953.4708, 1605.9803, 1789.0197, 1637.6058, 3099.4840, 1595.6454, 1625.9301, 1594.6933, 1624.5215
454.0560, 1696.0352, 2330.9677, 1699.4810, 3210.3748, 1642.0283, 2950.2183, 1603.3508, 1788.0787, 1640.5778, 3100.6637, 1595.4135, 1627.3018, 1593.6468, 1624.8534
455.0560, 1696.5127, 2343.7221, 1700.5256, 3220.1350, 1641.6715, 2948.5156, 1601.8852, 1788.3869, 1638.7665, 3102.0818, 1596.0011, 1625.4372, 1594.6031, 1624.0099
456.0560, 1696.5597, 2353.0832, 1699.2739, 3232.3775, 1640.4396, 2947.2846, 1604.4623, 1783.4098, 1638.7595, 3101.6257, 1596.4752, 1626.3133, 1594.2034, 1624.9149
457.0560, 1696.7681, 2373.0636, 1701.0642, 3123.8558, 1641.2378, 2937.5906, 1606.0754, 1785.4361, 1640.2864, 3107.1337, 1595.9328, 1626.4191, 1594.3577, 1624.5732
458.0560, 1696.4374, 2385.9315, 1702.4050, 2993.6265, 1642.4766, 2933.9795, 1606.6984, 1783.0656, 1639.6727, 3107.6267, 1595.3420, 1626.8805, 1593.9146, 1623.4527
459.0560, 1696.4305, 2384.1135, 1702.4535, 3026.9240, 1640.7544, 2932.0097, 1604.2262, 1779.5705, 1639.9571, 3102.3224, 1596.8194, 1626.2043, 1593.6462, 1623.5330
460.0560, 1696.5147, 2387.1429, 1698.3368, 3042.1782, 1639.4269, 2930.8928, 1604.5967, 1779.6033, 1639.5399, 3108.8184, 1595.3684, 1626.7170, 1592.5888, 1623.8317
461.0560, 1695.8072, 2381.8395, 1702.5360, 3061.0852, 1642.0575, 2929.5361, 1605.5410, 1777.6033, 1638.2924, 3104.8403, 1594.5501, 1626.4950, 1594.8046, 1624.2496
462.0560, 1694.6292, 2382.0088, 1698.5649, 3078.0249, 1640.1014, 2927.7242, 1603.4459, 1775.4623, 1639.0868, 3107.0359, 1595.2098, 1625.8706, 1593.4737, 1625.0249
463.0560, 1695.0352, 2398.3620, 1700.8834, 3097.8113, 1640.0575, 2928.0634, 1604.0492, 1774.9934, 1639.6697, 3106.2944, 1595.3293, 1625.3293, 1594.0539, 1624.7376
464.0560, 1696.2378, 2389.9834, 1698.2398, 3116.8336, 1641.3353, 2926.8021, 1602.6852, 1775.3639, 1639.4122, 3106.7685, 1596.7996, 1625.5182, 1594.4826, 1625.1326
465.0560, 1696.9814, 2392.5029, 1698.5360, 3133.5609, 1639.6910, 2922.3002, 1605.4590, 1772.6721, 1639.1158, 3107.6896, 1595.7280, 1625.9251, 1595.2875, 1623.9426
466.0560, 1696.1135, 2390.0959, 1697.7693, 3151.9554, 1639.2222, 2925.3158, 1604.4590, 1776.4590, 1639.5130, 3106.5888, 1595.1041, 1625.9670, 1593.6478, 1624.6471
467.0560, 1695.8072, 2378.6047, 1697.9266, 3137.6763, 1640.4308, 2918.5409, 1605.4000, 1768.7475, 1639.3124, 3104.7924, 1594.6338, 1625.7919, 1593.2200, 1624.2604
468.0560, 1695.6311, 2381.4980, 1696.9030, 3157.5649, 1639.8138, 2924.3645, 1604.2066, 1771.3016, 1638.0569, 3105.0429, 1595.7941, 1626.2506, 1593.5735, 1623.6761
469.0560, 1695.6937, 2388.5724, 1696.7130, 3172.6029, 1640.5292, 2916.8314, 1604.5508, 1770.1902, 1640.0180, 3104.3972, 1595.4785, 1626.0264, 1593.5926, 1623.9060
470.0560, 1695.0362, 2383.3933, 1696.5374, 3184.6881, 1640.5517, 2913.8304, 1605.5475, 1768.0557, 1639.1836, 3107.3164, 1595.7417, 1625.2137, 1593.4294, 1624.3105
471.0560, 1695.0832, 2388.4540, 1695.9161, 3191.4705, 1642.1832, 2910.5039, 1604.0066, 1766.9475, 1638.9920, 3110.0559, 1595.9873, 1626.8849, 1594.3395, 1623.8240
472.0560, 1695.9941, 2411.4951, 1696.4548, 3208.6422, 1640.4776, 2909.3138, 1606.7574, 1766.7344, 1638.6297, 3109.9980, 1595.9653, 1626.0441, 1594.5186, 1624.9841
473.0560, 1696.6556, 2416.5284, 1696.8087, 3222.7261, 1639.9279, 2905.1881, 1606.2590, 1764.1377, 1639.1317, 3108.3673, 1597.4207, 1625.9884, 1594.0045, 1624.5018
474.0560, 1696.7358, 2425.8063, 1694.9790, 3232.1756, 1641.1189, 2900.9327, 1604.2820, 1762.3311, 1639.7505, 3110.4331, 1596.6834, 1626.9279, 1594.8177, 1624.8087
475.0560, 1696.6106, 2445.9462, 1694.2543, 3240.1245, 1640.5750, 2902.1442, 1605.0820, 1760.5541, 1638.8293, 3104.6497, 1596.2594, 1626.4686, 1593.7960, 1624.8852
476.0560, 1693.7720, 2447.7994, 1695.1560, 3253.5570, 1641.1170, 2895.4561, 1604.4295, 1762.8262, 1639.4022, 3110.4032, 1595.9025, 1626.5754, 1594.4852, 1624.9178
477.0560, 1696.8875, 2444.2622, 1694.7051, 3261.8453, 1640.9113, 2890.2476, 1603.6590, 1761.4885, 1639.0958, 3109.1537, 1595.9202, 1626.1074, 1594.2346, 1625.0354
478.0560, 1696.5636, 2415.5519, 1694.4941, 3263.7195, 1640.9357, 2890.0546, 1605.3246, 1762.4098, 1640.0230, 3111.1437, 1596.5391, 1626.4488, 1594.1839, 1624.7227
479.0560, 1695.6566, 2427.9892, 1695.5780, 3248.0066, 1641.0906, 2886.9474, 1604.4787, 1756.1836, 1639.0110, 3112.3762, 1597.1536, 1626.8959, 1594.8887, 1624.0437
480.0560, 1694.9677, 2441.4775, 1693.6723, 3256.7405, 1639.9552, 2884.9532, 1603.6098, 1757.5246, 1640.0858, 3113.4770, 1596.0154, 1626.9069, 1594.7580, 1623.3510
481.0560, 1694.0851, 2433.3816, 1693.4482, 3266.7392, 1640.7251, 2886.3743, 1604.0590, 1756.2361, 1638.8713, 3113.5180, 1595.8579, 1626.1691, 1593.7823, 1623.5161
482.0560, 1695.2162, 2439.8033, 1693.2608, 3276.0682, 1640.2446, 2883.3509, 1604.5213, 1755.6164, 1639.4870, 3115.3144, 1595.5292, 1625.6024, 1594.6933, 1624.7169
483.0560, 1694.7730, 2438.0274, 1693.6710, 3281.4823, 1640.6423, 2884.1725, 1602.7082, 1752.0951, 1640.0619, 3114.2435, 1597.0887, 1626.2693, 1594.6018, 1624.0233
484.0560, 1693.6223, 2448.8718, 1691.5334, 3289.8414, 1640.7661, 2879.8246, 1604.5902, 1755.3344, 1640.9661, 3112.0868, 1595.6861, 1625.9796, 1593.9053, 1624.2168
485.0560, 1693.0303, 2479.0538, 1691.9423, 3295.3591, 1639.8460, 2879.3879, 1601.2000, 1751.9443, 1638.9461, 3117.7774, 1594.1988, 1625.7164, 1594.0249, 1623.8240
486.0560, 1696.8229, 2486.0235, 1695.0485, 3364.6579, 1642.3148, 2926.3558, 1603.3246, 1752.8852, 1639.7216, 3126.0409, 1596.1443, 1625.6239, 1594.8406, 1625.4278
487.0560, 1694.4804, 2501.1155, 1698.2241, 3371.2136, 1641.3255, 2952.2271, 1602.6131, 1750.8852, 1639.3723, 3125.1257, 1595.9581, 1625.9637, 1595.1237, 1623.5559
488.0560, 1694.5059, 2535.0470, 1701.3591, 3377.3159, 1644.4854, 2980.0731, 1603.9967, 1752.3574, 1639.7465, 3129.0250, 1595.2797, 1625.9659, 1594.5996, 1624.5738
489.0560, 1694.8092, 2571.5108, 1702.1258, 3376.0629, 1644.3879, 2990.1413, 1602.9836, 1746.8623, 1640.5768, 3131.2874, 1595.3183, 1626.1790, 1593.7004, 1623.8693
490.0560, 1693.4687, 2602.6223, 1701.0537, 3362.0328, 1642.8830, 3001.8782, 1604.1803, 1748.7279, 1639.1557, 3129.6737, 1595.6002, 1626.5523, 1594.9665, 1622.8980
491.0560, 1692.8767, 2635.6654, 1700.8925, 3381.7706, 1645.3694, 3012.7632, 1603.5049, 1746.5148, 1639.5509, 3135.2186, 1595.9791, 1624.9350, 1594.0657, 1623.5553
492.0560, 1693.4706, 2670.7035, 1701.5596, 3392.6776, 1643.3996, 3019.3558, 1603.4492, 1746.4754, 1638.8872, 3130.0110, 1595.1421, 1626.1828, 1594.8250, 1623.6015
493.0560, 1693.2945, 2702.1869, 1699.2543, 3410.3604, 1643.3138, 3026.0029, 1603.1016, 1745.6721, 1638.2385, 3125.0659, 1595.5407, 1625.5044, 1593.3159, 1623.2904
494.0560, 1691.0890, 2737.3141, 1702.0983, 3417.0642, 1645.4786, 3030.9298, 1603.7934, 1746.1475, 1640.0110, 3121.7186, 1595.2654, 1625.0556, 1593.5011, 1623.4514
495.0560, 1691.8405, 2765.6751, 1701.5531, 3433.5400, 1644.7427, 3041.7671, 1603.6328, 1742.3475, 1641.1397, 3114.9701, 1595.9565, 1626.0187, 1594.2219, 1623.6908
496.0560, 1691.3239, 2794.7211, 1704.1022, 3441.4404, 1645.0945, 3044.9571, 1602.1115, 1742.0951, 1640.0798, 3118.9990, 1596.4273, 1624.7269, 1593.8365, 1623.8342
497.0560, 1690.0264, 2829.7025, 1703.1599, 3443.2582, 1644.2524, 3050.8986, 1603.2590, 1741.6951, 1637.0279, 3114.0978, 1595.3882, 1624.9890, 1594.0057, 1623.0513
498.0560, 1692.6751, 2852.7515, 1698.9633, 3440.9803, 1643.3246, 3037.6101, 1601.7541, 1739.0230, 1639.7295, 3107.3772, 1596.4130, 1625.5650, 1592.8776, 1623.0462
499.0560, 1690.3072, 2874.9706, 1698.7733, 3416.3198, 1643.0770, 3019.5565, 1603.0984, 1739.6885, 1639.9641, 3100.7236, 1595.5116, 1625.5765, 1594.1189, 1623.7262
500.0560, 1689.8483, 2898.6830, 1695.9043, 3416.3054, 1642.3879, 3010.2281, 1601.8787, 1742.5377, 1641.5778, 3059.5190, 1595.7737, 1624.6162, 1593.8601, 1624.2107
501.0560, 1687.5421, 2920.8180, 1698.3041, 3387.3473, 1643.6891, 3005.6686, 1600.2525, 1736.1213, 1640.5918, 3030.1677, 1594.8387, 1624.1052, 1594.1307, 1623.7727
502.0560, 1688.1164, 2941.7065, 1696.4653, 3395.3132, 1642.0341, 3005.8840, 1601.5279, 1735.6426, 1640.8433, 3023.6108, 1595.9273, 1625.4091, 1594.1419, 1623.3943
503.0560, 1689.3523, 2959.4990, 1698.6068, 3325.8991, 1643.5351, 3004.3031, 1602.2689, 1735.2689, 1640.5798, 3032.1068, 1596.6393, 1625.2142, 1594.2369, 1623.5314
504.0560, 1687.9393, 2979.5675, 1713.2883, 2419.5256, 1643.3596, 3001.5994, 1602.1180, 1734.6262, 1641.4810, 3032.3822, 1597.1079, 1625.1988, 1594.2821, 1623.7823
505.0560, 1688.4883, 2995.9521, 1714.1966, 2277.0917, 1643.2378, 3001.9844, 1601.2131, 1732.2361, 1640.3563, 3029.2735, 1595.8194, 1625.6222, 1594.2391, 1622.7494
506.0560, 1688.7074, 3014.7808, 1714.9148, 2233.0000, 1642.1598, 3002.3382, 1602.0557, 1735.6393, 1642.6826, 3025.5020, 1597.4317, 1624.9543, 1595.7982, 1622.9107
507.0560, 1689.3924, 3029.1751, 1716.4010, 2213.3761, 1641.8879, 3002.4259, 1601.8590, 1733.3705, 1642.3074, 3025.5808, 1596.7858, 1626.3513, 1593.5783, 1622.3720
508.0560, 1687.7740, 3041.0978, 1715.0996, 2206.4823, 1643.5419, 3003.0936, 1600.4721, 1733.5869, 1640.5958, 3031.6617, 1597.1646, 1625.9262, 1593.2435, 1622.4469
509.0560, 1687.6810, 3053.4853, 1713.4509, 2196.3932, 1643.3548, 3005.4016, 1601.5246, 1729.8131, 1643.5369, 3025.3683, 1596.1382, 1624.8563, 1593.6863, 1623.3076
510.0560, 1687.0900, 3062.8728, 1715.3054, 2195.2438, 1641.4776, 3003.0750, 1602.7443, 1732.7180, 1641.2565, 3021.3483, 1596.9058, 1624.2120, 1595.2420, 1622.9123
511.0560, 1684.9922, 3078.7299, 1713.6383, 2200.3001, 1640.3246, 3001.0370, 1601.6230, 1730.7770, 1642.5758, 3023.4621, 1597.2065, 1625.8337, 1594.7514, 1623.1948
512.0560, 1685.9188, 3090.2779, 1716.4640, 2194.1782, 1641.2953, 3000.4552, 1601.6197, 1728.7869, 1643.4112, 3018.1697, 1596.9537, 1624.2792, 1594.0427, 1622.1530
