"File: DDELog(Excel:M11_DRG	1	1)::C:\Users\user\Desktop\clemens\20_07_22_DRG_AOP\M11_DRG_20_7\M11.LOG"
"Date: Wed Jul 20 2022 10:26:36.658"
0.0000, "Wavelength Names:	340	385	GFP	Wavelength 4	555"
"Time (sec)"
1321.8330
1355.2580
0.0000, "Clock reset to 0.0"
0.0000, "Clock reset to 0.0"
"Region 1: [Location: (120, 118), Size: (62, 63), Area: 3008]"
"Region 2: [Location: (305, 144), Size: (32, 32), Area: 788]"
"Region 3: [Location: (332, 155), Size: (33, 32), Area: 812]"
"Region 4: [Location: (278, 213), Size: (27, 28), Area: 584]"
"Region 5: [Location: (300, 224), Size: (36, 36), Area: 1000]"
"Region 6: [Location: (323, 258), Size: (40, 38), Area: 1180]"
"Region 7: [Location: (374, 248), Size: (39, 49), Area: 1483]"
"Region 8: [Location: (376, 304), Size: (26, 27), Area: 538]"
"Region 9: [Location: (63, 230), Size: (37, 33), Area: 933]"
"Region 10: [Location: (26, 264), Size: (35, 38), Area: 1026]"
"Time (sec)", "R1 W1 Avg", "R1 W2 Avg", "R2 W1 Avg", "R2 W2 Avg", "R3 W1 Avg", "R3 W2 Avg", "R4 W1 Avg", "R4 W2 Avg", "R5 W1 Avg", "R5 W2 Avg", "R6 W1 Avg", "R6 W2 Avg", "R7 W1 Avg", "R7 W2 Avg", "R8 W1 Avg", "R8 W2 Avg", "R9 W1 Avg", "R9 W2 Avg", "R10 W1 Avg", "R10 W2 Avg"
73.2570, 1755.6057, 6718.8687, 1691.5977, 4383.8591, 1692.3399, 4467.5628, 1681.0274, 4173.4538, 1683.8810, 3622.8090, 1663.4059, 3321.5169, 1694.8935, 2505.0701, 1644.2584, 2951.5186, 1600.3173, 1639.2015, 1597.0409, 1632.1569
74.2570, 1756.3717, 6715.8012, 1691.6701, 4381.5520, 1692.2562, 4469.8411, 1680.8031, 4170.5394, 1683.4860, 3625.0190, 1664.0720, 3323.2500, 1695.4599, 2502.3594, 1645.6989, 2951.7212, 1600.6195, 1639.7996, 1597.2778, 1633.3938
75.2570, 1755.2164, 6722.5668, 1690.1497, 4392.7398, 1691.4667, 4469.5037, 1682.7432, 4173.2551, 1684.6200, 3626.1600, 1663.5661, 3323.1729, 1695.8409, 2502.4572, 1642.9461, 2953.9387, 1600.4652, 1638.4887, 1596.6345, 1632.9454
76.2570, 1755.8826, 6719.7640, 1691.5723, 4385.5368, 1693.6133, 4465.8830, 1682.8579, 4176.8168, 1685.8500, 3619.2750, 1664.7754, 3320.4085, 1696.9400, 2507.1113, 1644.9554, 2955.5539, 1600.6109, 1638.1393, 1597.6481, 1632.3187
77.2570, 1755.9611, 6718.5898, 1691.0622, 4385.7906, 1692.1650, 4468.4988, 1681.8545, 4173.0394, 1682.7530, 3620.8650, 1664.5305, 3318.3576, 1696.4208, 2505.6467, 1645.1301, 2953.6654, 1599.2208, 1637.0129, 1597.6501, 1630.8460
78.2570, 1755.6553, 6717.0608, 1691.9099, 4384.6256, 1692.1379, 4458.6256, 1680.2979, 4175.0565, 1683.5230, 3620.1700, 1663.2746, 3319.6686, 1695.2097, 2518.0958, 1645.1729, 2953.4405, 1600.3033, 1639.3719, 1597.0351, 1632.7612
79.2570, 1755.8943, 6717.1070, 1690.2982, 4377.3655, 1691.9015, 4458.7217, 1680.4692, 4171.6541, 1683.1790, 3618.3900, 1664.5932, 3315.7169, 1695.2630, 2497.7060, 1645.5929, 2952.1989, 1599.4566, 1637.9260, 1597.2661, 1631.3304
80.2570, 1755.4495, 6713.6622, 1690.9036, 4383.8807, 1692.8030, 4460.0049, 1682.1524, 4166.8870, 1685.1860, 3618.7580, 1664.2780, 3317.1042, 1696.9090, 2493.2704, 1645.2714, 2950.7193, 1601.2862, 1639.9421, 1597.5858, 1632.5526
81.2570, 1755.5110, 6709.1795, 1691.0393, 4374.8591, 1691.8990, 4452.6675, 1682.1644, 4170.9298, 1684.4110, 3611.9960, 1664.3373, 3320.2627, 1696.4376, 2508.6676, 1643.0204, 2957.5186, 1600.3773, 1638.7503, 1596.8674, 1632.6062
82.2570, 1756.2590, 6708.9877, 1693.4086, 4379.5063, 1692.5394, 4452.4828, 1680.6353, 4168.0103, 1684.5220, 3600.3200, 1664.3220, 3317.7992, 1695.9892, 2491.6446, 1643.7770, 2950.4033, 1600.7235, 1639.0686, 1596.7534, 1632.5322
83.2570, 1755.2916, 6709.9774, 1691.0774, 4377.9873, 1691.1121, 4450.9803, 1682.7517, 4175.4812, 1684.9380, 3593.3020, 1663.4153, 3313.8907, 1696.2185, 2496.8739, 1644.5520, 2952.2546, 1601.6570, 1638.9668, 1596.2417, 1631.6598
84.2570, 1753.8923, 6711.8517, 1689.1041, 4387.4657, 1689.3448, 4450.8067, 1683.6507, 4163.4435, 1685.2070, 3573.0870, 1664.1822, 3312.7686, 1696.5233, 2486.6885, 1644.5353, 2953.4870, 1599.8821, 1636.6367, 1597.6170, 1632.3606
85.2570, 1755.2693, 6706.7081, 1691.1269, 4381.7563, 1690.8140, 4453.1268, 1683.6849, 4173.0205, 1685.8030, 3569.3230, 1664.0458, 3314.4602, 1696.1625, 2491.0142, 1645.0855, 2950.3494, 1600.2680, 1637.9946, 1596.6725, 1633.2612
86.2570, 1755.8976, 6707.5635, 1691.8147, 4379.1726, 1691.9667, 4452.1441, 1683.6421, 4168.4178, 1686.4420, 3569.4670, 1663.8856, 3312.8212, 1696.4869, 2492.3122, 1645.5985, 2954.2119, 1600.2229, 1637.6752, 1597.4006, 1631.6940
87.2570, 1754.8816, 6705.1925, 1691.3261, 4379.7069, 1692.3042, 4449.9163, 1682.8545, 4168.4486, 1684.8910, 3570.9300, 1661.9542, 3307.9983, 1695.6507, 2492.0263, 1643.4442, 2954.5799, 1599.8103, 1636.2669, 1596.7924, 1632.6657
88.2570, 1755.8012, 6702.5898, 1690.1675, 4378.1942, 1691.5924, 4450.3707, 1681.5205, 4166.7432, 1685.6110, 3571.0920, 1664.5169, 3308.7941, 1696.1902, 2488.9440, 1643.6933, 2949.8736, 1599.4534, 1637.6592, 1596.8821, 1631.6784
89.2570, 1755.9614, 6702.5632, 1692.4873, 4380.1117, 1690.8879, 4449.8140, 1681.6233, 4163.2534, 1685.2930, 3571.2340, 1663.5822, 3302.6347, 1696.1254, 2492.3115, 1643.8643, 2951.2249, 1600.5691, 1638.5198, 1597.5458, 1631.1257
90.2570, 1754.5013, 6700.9186, 1690.3617, 4377.3109, 1690.4655, 4448.8707, 1682.9384, 4156.5753, 1687.2310, 3573.8840, 1663.5822, 3303.7203, 1696.6008, 2485.9737, 1643.4145, 2950.0112, 1601.1672, 1636.8971, 1598.1218, 1631.4240
91.2570, 1755.2606, 6695.0957, 1690.3401, 4384.5431, 1690.8670, 4453.0899, 1681.0479, 4160.0788, 1684.0250, 3578.0430, 1664.2568, 3302.2339, 1695.3432, 2472.9541, 1642.7007, 2948.2361, 1600.0579, 1637.7031, 1597.7378, 1631.1277
92.2570, 1754.8494, 6696.5299, 1692.9137, 4381.8312, 1691.2475, 4453.8719, 1681.5103, 4162.8099, 1684.7100, 3583.5310, 1665.2500, 3305.7720, 1697.1470, 2477.4282, 1644.3532, 2951.9089, 1600.0986, 1637.4041, 1597.6384, 1631.4873
93.2570, 1754.9970, 6690.6652, 1690.5279, 4382.6269, 1691.8571, 4449.5382, 1681.4161, 4158.7791, 1685.0050, 3582.5620, 1663.9297, 3303.5466, 1696.4815, 2469.8456, 1643.3420, 2947.5149, 1599.2894, 1637.4384, 1597.0770, 1630.3996
94.2570, 1754.1396, 6687.1981, 1690.5558, 4388.2995, 1690.5357, 4455.6847, 1681.6199, 4161.7603, 1684.0490, 3583.2490, 1662.9644, 3302.2025, 1696.7505, 2462.4322, 1644.2807, 2950.8941, 1599.3441, 1637.4748, 1597.3363, 1631.2164
95.2570, 1754.7786, 6686.9109, 1690.3503, 4385.9201, 1690.8067, 4455.2241, 1683.5634, 4154.5068, 1684.6740, 3581.7490, 1665.0525, 3299.3619, 1696.2886, 2463.1403, 1644.4777, 2942.3829, 1599.2079, 1638.8264, 1597.1296, 1631.4288
96.2570, 1755.1782, 6687.5572, 1690.5749, 4391.8274, 1690.1810, 4455.4581, 1681.4897, 4154.8545, 1683.8910, 3585.4130, 1662.4610, 3300.9017, 1695.7181, 2462.6824, 1643.1413, 2940.2491, 1600.3623, 1639.6141, 1596.8148, 1630.7261
97.2570, 1754.6649, 6675.4099, 1692.1396, 4384.5825, 1691.9483, 4459.2599, 1682.8818, 4148.8699, 1685.6520, 3574.4740, 1662.8169, 3297.4915, 1696.3918, 2456.2084, 1643.4387, 2938.5558, 1600.1854, 1636.7213, 1596.5478, 1630.7076
98.2570, 1755.1938, 6673.4332, 1690.1548, 4388.3376, 1689.1379, 4453.8645, 1683.1798, 4151.3938, 1685.3760, 3573.2130, 1662.1975, 3299.3636, 1696.6696, 2445.5388, 1643.4981, 2939.7026, 1600.1179, 1635.7728, 1596.0760, 1629.3411
99.2570, 1754.5362, 6669.1616, 1690.6764, 4378.9569, 1691.0259, 4459.4951, 1683.3288, 4148.5017, 1683.5330, 3571.2820, 1662.3966, 3294.8610, 1696.3540, 2441.6035, 1644.2305, 2936.8680, 1599.9411, 1637.1233, 1597.0887, 1631.0361
100.2570, 1754.5439, 6672.7699, 1690.8173, 4392.9061, 1689.6872, 4456.9840, 1682.8596, 4143.7414, 1684.8790, 3566.0610, 1662.1102, 3298.6314, 1696.6716, 2442.0310, 1644.3625, 2934.2881, 1600.1876, 1638.6227, 1596.9103, 1630.9415
101.2570, 1755.4159, 6672.7091, 1691.9784, 4394.8312, 1689.6342, 4456.2685, 1681.1370, 4148.5137, 1685.7120, 3564.4780, 1663.1441, 3297.7568, 1696.2488, 2434.8092, 1643.2416, 2940.1468, 1600.2197, 1635.7428, 1596.6784, 1631.0770
102.2570, 1754.0412, 6675.3920, 1690.8439, 4389.7487, 1691.7389, 4450.4470, 1683.0634, 4153.9281, 1685.3450, 3562.4160, 1662.3881, 3299.3958, 1695.8597, 2439.1234, 1644.3290, 2936.0372, 1600.4684, 1636.8864, 1595.8480, 1629.3567
103.2570, 1752.5565, 6671.1167, 1691.3338, 4389.0038, 1689.9027, 4456.3584, 1682.0497, 4149.7483, 1683.6500, 3566.7720, 1663.5500, 3298.5932, 1696.1268, 2435.0809, 1642.1059, 2929.7454, 1598.8114, 1636.6399, 1596.4308, 1630.4045
104.2570, 1754.4814, 6668.3644, 1690.7259, 4389.8629, 1689.1232, 4448.9840, 1681.8921, 4149.9058, 1684.0440, 3564.9450, 1662.5610, 3296.3000, 1696.4842, 2442.1274, 1643.2900, 2931.1115, 1598.9946, 1635.7524, 1595.5175, 1630.4347
105.2570, 1754.6852, 6664.5934, 1691.8414, 4386.0254, 1688.4310, 4453.6909, 1679.9195, 4146.9863, 1684.6600, 3573.9060, 1664.0356, 3294.7585, 1696.1814, 2438.4316, 1644.6245, 2931.7695, 1600.4009, 1637.5145, 1597.0955, 1630.7096
106.2570, 1755.2380, 6665.8807, 1691.3287, 4388.8629, 1690.3879, 4450.2623, 1680.8373, 4143.5034, 1684.8070, 3562.0190, 1662.3305, 3298.4034, 1695.1726, 2442.8827, 1643.7175, 2930.3420, 1599.6527, 1636.3708, 1596.4971, 1630.9405
107.2570, 1754.4555, 6663.3198, 1691.6307, 4383.9619, 1690.1293, 4451.8337, 1682.1301, 4143.6438, 1683.7140, 3558.2730, 1662.5873, 3295.3593, 1695.5536, 2446.2097, 1643.9089, 2934.6803, 1599.5627, 1636.7320, 1596.3041, 1629.0195
108.2570, 1753.9262, 6661.9628, 1692.0723, 4377.8299, 1688.8596, 4447.9286, 1680.5993, 4145.3904, 1683.1200, 3560.8610, 1663.0492, 3293.5568, 1694.5556, 2447.6959, 1643.2584, 2932.7788, 1600.4898, 1636.7181, 1595.4113, 1628.6520
109.2570, 1754.5918, 6664.2683, 1691.8249, 4384.2843, 1690.5677, 4452.8461, 1680.2825, 4134.2860, 1684.2760, 3559.3830, 1662.9864, 3294.1356, 1698.1969, 2449.1955, 1640.7770, 2929.2677, 1599.6174, 1637.6774, 1597.7018, 1630.3431
110.2570, 1753.4149, 6656.7058, 1690.0457, 4377.5127, 1690.0185, 4448.5456, 1679.8288, 4141.1216, 1684.3560, 3556.2490, 1661.8042, 3292.5788, 1695.8274, 2451.1497, 1640.8587, 2937.3383, 1599.7245, 1637.1919, 1596.3957, 1629.2583
111.2570, 1753.8444, 6660.5588, 1689.5761, 4383.6345, 1688.3510, 4456.2648, 1681.1627, 4138.4127, 1684.2270, 3549.3140, 1662.2610, 3295.9695, 1695.1086, 2443.6966, 1642.3271, 2929.8699, 1600.0568, 1635.9861, 1595.6423, 1631.0214
112.2570, 1753.6150, 6655.1177, 1691.4404, 4385.0533, 1691.4766, 4453.0936, 1681.9606, 4135.6764, 1683.8170, 3551.0280, 1663.0356, 3290.7068, 1696.1477, 2435.0627, 1644.7268, 2927.2491, 1598.8896, 1636.0965, 1595.8762, 1629.3957
113.2570, 1755.1403, 6652.3531, 1690.6777, 4383.1599, 1690.1675, 4455.5246, 1681.2363, 4136.8510, 1683.7310, 3553.7930, 1662.7390, 3290.9831, 1696.4019, 2446.5475, 1642.7286, 2933.5576, 1600.2337, 1635.3344, 1596.4357, 1630.9717
114.2570, 1754.2467, 6651.7397, 1691.7716, 4385.3718, 1688.4544, 4448.3042, 1682.0137, 4128.2517, 1684.2750, 3551.1120, 1662.7915, 3288.5449, 1696.9751, 2439.5583, 1643.3885, 2929.2361, 1600.0118, 1635.5413, 1595.6706, 1630.6940
115.2570, 1753.5758, 6649.4980, 1690.6764, 4390.1256, 1688.8091, 4451.4667, 1680.2962, 4125.1473, 1685.0200, 3555.2900, 1662.6661, 3286.4356, 1696.0425, 2429.9312, 1641.8271, 2930.6283, 1601.1543, 1635.9936, 1596.0458, 1628.6608
116.2570, 1753.1991, 6645.1007, 1690.4886, 4390.1066, 1688.9483, 4440.9680, 1681.1370, 4127.3168, 1683.1480, 3548.7190, 1662.5949, 3284.7695, 1695.2151, 2433.5347, 1643.3978, 2928.5149, 1598.3591, 1638.0407, 1595.2554, 1629.5439
117.2570, 1753.8514, 6646.8690, 1689.8947, 4386.7094, 1688.7241, 4446.7143, 1679.7962, 4124.1849, 1684.6920, 3547.0840, 1662.0932, 3283.2737, 1694.7674, 2437.2927, 1644.3550, 2931.4238, 1599.2487, 1636.3676, 1596.4376, 1629.9522
118.2570, 1754.5076, 6645.7443, 1690.4454, 4390.7348, 1690.2734, 4449.3399, 1681.7038, 4132.5548, 1682.6580, 3544.2110, 1662.3347, 3281.0059, 1696.0924, 2436.1490, 1643.3885, 2922.6431, 1600.4180, 1635.9571, 1595.8850, 1630.2885
119.2570, 1753.2191, 6642.9435, 1690.1853, 4391.8655, 1688.7734, 4442.0727, 1681.0925, 4130.6079, 1683.2960, 3538.8830, 1663.0492, 3286.5153, 1697.0748, 2433.4221, 1643.0000, 2924.9387, 1600.7353, 1636.3430, 1596.6462, 1631.0370
120.2570, 1754.0881, 6644.4515, 1692.0901, 4389.1713, 1688.2044, 4436.9212, 1680.7295, 4128.3339, 1683.3070, 3539.9620, 1662.9602, 3285.9280, 1696.1686, 2440.7343, 1641.3941, 2923.0483, 1598.6034, 1635.7010, 1596.5741, 1630.6696
121.2570, 1754.5027, 6643.3408, 1690.4201, 4387.7373, 1690.0049, 4441.5099, 1682.9486, 4127.1250, 1684.2670, 3544.0920, 1663.2653, 3285.4822, 1696.9906, 2438.6291, 1643.3364, 2920.0799, 1599.4062, 1636.5134, 1597.7427, 1628.4649
122.2570, 1752.0209, 6645.1439, 1692.5673, 4387.1764, 1689.6761, 4437.6158, 1682.4315, 4125.2140, 1683.9600, 3540.8810, 1662.9076, 3289.5034, 1696.1146, 2438.2016, 1643.9461, 2923.6190, 1599.9260, 1638.3162, 1596.6033, 1629.8674
123.2570, 1752.8757, 6635.5126, 1691.2373, 4390.3756, 1688.0086, 4430.5308, 1681.8562, 4124.7363, 1683.7370, 3538.5090, 1662.5449, 3286.7559, 1696.5738, 2430.3156, 1642.5520, 2922.9963, 1599.9561, 1636.8242, 1597.2193, 1629.0088
124.2570, 1753.5954, 6636.4422, 1690.6650, 4385.3426, 1689.7956, 4437.0185, 1680.8202, 4114.7397, 1683.7950, 3532.6220, 1662.2237, 3285.3051, 1696.6750, 2432.8321, 1644.1840, 2916.0967, 1598.6945, 1635.9593, 1595.8021, 1629.2173
125.2570, 1751.3082, 6629.4355, 1690.7398, 4385.4023, 1687.6798, 4438.2057, 1679.6764, 4112.2654, 1684.5490, 3531.0210, 1661.6085, 3278.2042, 1694.4363, 2427.7883, 1642.3717, 2917.6413, 1600.7685, 1635.6699, 1595.5088, 1629.9259
126.2570, 1753.8733, 6635.7274, 1689.4670, 4382.6967, 1688.2697, 4433.8682, 1680.5702, 4107.2346, 1683.6130, 3529.9230, 1660.7449, 3282.0525, 1694.5711, 2431.1470, 1642.2249, 2918.7100, 1600.1179, 1636.0997, 1595.4211, 1629.8665
127.2570, 1752.9924, 6637.7856, 1689.1332, 4380.2843, 1688.8682, 4430.9618, 1681.3699, 4108.2997, 1682.8390, 3527.4820, 1661.8678, 3276.8305, 1694.9953, 2429.6527, 1641.8513, 2921.4740, 1599.6570, 1636.9046, 1595.8421, 1629.3801
128.2570, 1752.6054, 6633.7287, 1689.0305, 4375.5787, 1689.7254, 4435.7586, 1680.0839, 4102.1164, 1684.0500, 3520.7050, 1664.3831, 3279.8780, 1696.2778, 2423.7667, 1641.5502, 2922.0948, 1601.0665, 1635.7245, 1597.0156, 1629.6686
129.2570, 1752.3959, 6631.6363, 1689.3312, 4376.2157, 1688.5209, 4427.9064, 1679.9092, 4103.2432, 1682.9120, 3519.6450, 1661.8356, 3281.5898, 1695.6885, 2422.9575, 1643.2751, 2914.2509, 1598.2144, 1634.9807, 1596.3480, 1629.0828
130.2570, 1753.3717, 6628.6752, 1692.3401, 4375.6244, 1688.4052, 4431.6441, 1680.1798, 4097.8973, 1682.5350, 3520.5000, 1662.3195, 3278.1636, 1696.8314, 2422.5469, 1643.5874, 2910.2825, 1599.8264, 1636.5531, 1597.3031, 1629.4649
131.2570, 1753.5987, 6628.4282, 1691.1256, 4383.1967, 1690.3091, 4426.6687, 1682.3870, 4101.3408, 1684.1990, 3522.9670, 1663.0695, 3278.4415, 1696.4160, 2426.1227, 1642.8792, 2914.5335, 1599.6570, 1635.1854, 1596.2778, 1630.5370
132.2570, 1753.7264, 6625.9006, 1690.2944, 4374.3756, 1689.0308, 4434.1318, 1681.2175, 4109.4743, 1681.8110, 3523.6670, 1662.7873, 3271.9017, 1695.2765, 2425.2657, 1642.8959, 2915.5855, 1599.7942, 1636.5263, 1597.1871, 1629.6287
133.2570, 1752.0372, 6618.1160, 1689.8706, 4374.1916, 1689.1022, 4427.3522, 1679.2260, 4107.9829, 1682.9650, 3516.8480, 1663.5076, 3271.7356, 1696.5968, 2431.1254, 1643.5874, 2913.2546, 1598.7417, 1635.4555, 1597.8733, 1628.8148
134.2570, 1752.8830, 6614.5731, 1688.9962, 4374.4873, 1687.5862, 4422.9791, 1679.2962, 4101.7791, 1682.1950, 3523.6350, 1661.8390, 3270.4102, 1695.1477, 2432.9461, 1642.8197, 2913.0781, 1599.5155, 1636.2637, 1596.3353, 1629.8060
135.2570, 1752.7384, 6615.6523, 1688.9683, 4372.8249, 1688.0530, 4412.1133, 1679.7021, 4096.8390, 1684.1870, 3518.5570, 1661.4085, 3271.0169, 1694.8739, 2429.8213, 1643.6877, 2915.2732, 1599.3762, 1636.1018, 1596.9942, 1629.1316
136.2570, 1753.0436, 6624.3428, 1691.1853, 4377.1536, 1689.3929, 4414.7672, 1679.9538, 4104.9949, 1682.1950, 3511.3910, 1660.8873, 3272.0136, 1693.9683, 2433.2084, 1642.8048, 2910.0892, 1598.9475, 1635.0729, 1594.9133, 1630.5146
137.2570, 1752.9132, 6622.3424, 1690.5558, 4368.3528, 1688.1355, 4416.6576, 1680.8562, 4100.3579, 1683.0100, 3514.0480, 1663.3186, 3274.4093, 1694.8267, 2433.1753, 1641.7249, 2912.7435, 1598.5788, 1636.2562, 1597.1959, 1629.0721
138.2570, 1752.2613, 6614.0811, 1688.9467, 4371.2145, 1688.5099, 4416.1268, 1678.3955, 4098.3870, 1682.0770, 3511.6560, 1663.5669, 3275.2593, 1695.3048, 2439.3270, 1644.1859, 2918.5465, 1597.6870, 1636.5798, 1597.5429, 1629.5478
139.2570, 1753.5505, 6615.0283, 1690.4607, 4365.7424, 1688.6207, 4418.7377, 1680.7123, 4101.3168, 1682.4030, 3511.0190, 1661.2932, 3271.4297, 1695.7013, 2440.3898, 1641.2825, 2918.1190, 1600.5295, 1634.6752, 1597.7290, 1628.8626
140.2570, 1751.3201, 6610.9737, 1688.9962, 4362.2919, 1687.6589, 4424.7328, 1678.4829, 4099.9521, 1680.6130, 3509.4660, 1660.4805, 3270.7322, 1694.5172, 2432.9737, 1642.5706, 2911.2918, 1597.2551, 1635.4480, 1595.6920, 1627.5039
141.2570, 1751.7557, 6614.1895, 1688.9721, 4367.5495, 1687.6404, 4420.1318, 1678.1969, 4103.4777, 1682.1600, 3515.6160, 1662.8669, 3273.1839, 1694.8112, 2433.9514, 1643.4182, 2906.9275, 1598.7299, 1634.1961, 1596.9688, 1628.3694
142.2570, 1751.9774, 6611.3514, 1687.4277, 4363.5266, 1686.8892, 4416.9643, 1680.8476, 4104.6610, 1682.4630, 3523.3520, 1661.6441, 3267.4593, 1693.8584, 2435.0755, 1643.4926, 2907.2844, 1598.9657, 1634.6195, 1597.3138, 1627.5429
143.2570, 1751.5426, 6609.6632, 1691.3706, 4359.9391, 1689.8781, 4425.8522, 1680.8099, 4108.4897, 1684.2890, 3523.0590, 1660.5847, 3266.1966, 1695.8402, 2427.8753, 1642.3773, 2902.1450, 1600.6184, 1632.6592, 1596.3353, 1629.6940
144.2570, 1751.8165, 6607.1483, 1689.5609, 4358.5228, 1688.2906, 4420.9618, 1680.2414, 4109.3339, 1680.4080, 3520.2940, 1662.1907, 3269.0881, 1695.6318, 2427.1929, 1641.8866, 2901.8996, 1597.6292, 1634.3483, 1597.2037, 1628.3246
145.2570, 1753.5904, 6608.8005, 1689.0190, 4356.6942, 1689.2771, 4421.9261, 1679.6575, 4103.8767, 1683.6470, 3521.4670, 1663.3492, 3272.2305, 1695.3075, 2429.2893, 1643.1710, 2902.6970, 1599.4898, 1636.2197, 1597.4074, 1628.6774
146.2570, 1753.3963, 6606.6676, 1691.3249, 4361.0470, 1688.1293, 4423.0222, 1681.8442, 4100.6969, 1683.5290, 3516.7860, 1660.0458, 3268.6068, 1693.5718, 2430.8928, 1640.9647, 2901.2584, 1599.7931, 1634.4180, 1595.2193, 1628.0029
147.2570, 1751.5389, 6604.2058, 1689.1561, 4354.7424, 1688.5702, 4422.9926, 1680.1866, 4107.6387, 1682.7960, 3517.1580, 1661.7619, 3271.6941, 1694.5536, 2433.2987, 1641.2305, 2904.2918, 1598.7299, 1634.1533, 1596.7612, 1628.9084
148.2570, 1751.6263, 6600.3205, 1688.8579, 4357.5977, 1687.9606, 4418.4347, 1681.1096, 4099.7072, 1682.3610, 3514.4680, 1661.7551, 3267.8873, 1694.4659, 2428.8955, 1642.1171, 2901.3717, 1599.2465, 1634.8264, 1596.6209, 1629.0058
149.2570, 1752.8850, 6596.9006, 1690.3883, 4351.9822, 1689.1195, 4425.0567, 1678.3031, 4100.7500, 1682.7670, 3512.8780, 1661.5034, 3266.3754, 1696.7485, 2429.9973, 1642.4312, 2900.2677, 1600.1125, 1634.7503, 1596.6335, 1629.2758
150.2570, 1752.3797, 6597.4508, 1690.3871, 4353.2652, 1688.9951, 4418.5111, 1680.8099, 4098.9281, 1682.6130, 3512.0350, 1661.5339, 3269.2449, 1695.2084, 2429.7512, 1642.0335, 2901.7416, 1600.0943, 1634.2894, 1596.6355, 1628.9825
151.2570, 1750.6825, 6598.0455, 1690.0749, 4354.7195, 1686.8264, 4414.2894, 1679.9709, 4105.2997, 1682.1380, 3510.1530, 1662.1814, 3264.7864, 1696.1308, 2422.3007, 1640.0911, 2902.3327, 1598.7867, 1635.6549, 1596.9094, 1628.8080
152.2570, 1751.5093, 6591.9953, 1688.8135, 4355.6777, 1689.2143, 4418.2426, 1680.1627, 4101.3459, 1683.5930, 3513.7400, 1660.6814, 3256.2110, 1694.7141, 2419.4612, 1642.9665, 2903.7862, 1599.4480, 1634.0021, 1595.6784, 1626.1832
153.2570, 1752.6782, 6590.9940, 1690.9277, 4354.4784, 1689.1847, 4409.0973, 1677.1712, 4092.5771, 1682.1660, 3509.3730, 1662.1703, 3258.5017, 1696.1376, 2420.7020, 1641.5167, 2895.8922, 1599.6795, 1632.6259, 1595.0185, 1627.7680
154.2570, 1752.0602, 6586.5223, 1688.6168, 4343.3312, 1687.3596, 4412.4323, 1679.3973, 4100.6438, 1682.4590, 3507.9270, 1661.7475, 3254.7169, 1694.5118, 2426.2016, 1641.8699, 2899.7156, 1599.2069, 1633.9689, 1597.6248, 1627.5604
155.2570, 1752.2111, 6586.8561, 1689.9112, 4351.2348, 1687.5517, 4419.2192, 1679.4949, 4101.8733, 1682.6500, 3510.0880, 1661.4619, 3252.4703, 1694.3608, 2422.9670, 1641.1208, 2901.0204, 1599.3655, 1633.8682, 1596.2729, 1627.6062
156.2570, 1751.5409, 6584.3231, 1688.6244, 4351.8617, 1688.2229, 4418.1502, 1678.8408, 4098.5274, 1682.0320, 3508.9610, 1661.1771, 3256.7797, 1694.0796, 2423.8307, 1641.7435, 2901.0428, 1598.6217, 1634.7524, 1596.5244, 1628.5780
157.2570, 1751.4970, 6581.0575, 1689.8426, 4348.9987, 1687.3177, 4418.1195, 1679.9675, 4100.5890, 1682.2190, 3508.2540, 1661.2220, 3255.3737, 1695.9663, 2418.6177, 1641.3941, 2897.6115, 1599.5091, 1634.1597, 1596.6472, 1627.8567
158.2570, 1751.4761, 6582.8205, 1691.2817, 4356.3617, 1686.5653, 4418.1983, 1677.2295, 4095.3527, 1683.4360, 3507.8460, 1662.9737, 3257.4966, 1695.7249, 2423.4012, 1644.2100, 2898.4535, 1599.7760, 1635.7481, 1596.3392, 1628.3850
159.2570, 1751.1144, 6581.7513, 1685.7348, 4355.0355, 1685.3473, 4416.0837, 1679.3818, 4093.1164, 1682.0330, 3510.9460, 1660.4585, 3258.1907, 1693.1376, 2428.3695, 1641.0279, 2895.0539, 1598.6109, 1634.3741, 1594.9045, 1627.3392
160.2570, 1751.2872, 6583.1326, 1688.6561, 4348.7398, 1686.5037, 4407.5431, 1680.1010, 4093.0411, 1681.9260, 3502.2080, 1662.2669, 3263.6686, 1695.3486, 2426.5030, 1641.0297, 2897.6636, 1598.4695, 1634.9850, 1596.7856, 1628.3090
161.2570, 1750.8733, 6580.5027, 1687.1523, 4352.9772, 1687.3953, 4418.0948, 1680.9161, 4092.9469, 1682.4050, 3501.8460, 1661.3992, 3258.5237, 1694.0971, 2424.0040, 1642.2268, 2898.5781, 1599.9196, 1635.2154, 1595.7456, 1626.9279
162.2570, 1751.0233, 6581.9854, 1688.6802, 4349.2970, 1688.5837, 4414.0025, 1678.3733, 4094.2517, 1682.3260, 3503.2650, 1660.5229, 3261.6263, 1692.6467, 2425.4005, 1640.1822, 2892.6245, 1598.4534, 1634.0439, 1595.6209, 1628.1442
163.2570, 1751.5771, 6577.0778, 1691.4112, 4353.2208, 1686.0443, 4414.6404, 1678.9469, 4097.2106, 1680.5790, 3504.2900, 1661.0661, 3259.8551, 1693.8732, 2427.3702, 1641.3123, 2898.4963, 1598.9089, 1634.1361, 1595.4142, 1628.6023
