"File: DDELog(Excel:M3_19_7	1	1)::C:\Users\user\Desktop\clemens\19_07_22_ DRG_AOP\M3_DRG_19_7\S+TM3.LOG"
"Date: Tue Jul 19 2022 11:44:43.829"
0.0000, "Wavelength Names:	340	385	GFP	Wavelength 4	555"
"Time (sec)"
136.0420
187.5460
0.0000, "Clock reset to 0.0"
"Region 1: [Location: (101, 182), Size: (36, 39), Area: 1088]"
"Region 2: [Location: (358, 238), Size: (53, 37), Area: 1501]"
"Region 3: [Location: (302, 415), Size: (33, 38), Area: 966]"
"Region 4: [Location: (160, 416), Size: (46, 46), Area: 1642]"
"Region 5: [Location: (261, 60), Size: (42, 48), Area: 1540]"
"Region 6: [Location: (245, 219), Size: (40, 43), Area: 1334]"
"Time (sec)", "R1 W1 Avg", "R1 W2 Avg", "R2 W1 Avg", "R2 W2 Avg", "R3 W1 Avg", "R3 W2 Avg", "R4 W1 Avg", "R4 W2 Avg", "R5 W1 Avg", "R5 W2 Avg", "R6 W1 Avg", "R6 W2 Avg"
284.3840, 1753.4908, 5374.8915, 1725.6109, 4212.2219, 1801.9938, 7368.7350, 1812.2071, 3123.6730, 1609.7649, 1652.4097, 1608.7346, 1658.1094
285.3840, 1754.4963, 5367.1020, 1725.0700, 4217.7961, 1801.5321, 7355.8613, 1811.6882, 3125.7649, 1609.6539, 1650.9370, 1607.0067, 1657.0855
286.3840, 1755.9210, 5360.0827, 1725.7788, 4216.4024, 1801.3137, 7360.7867, 1809.6590, 3131.6699, 1609.5870, 1652.4013, 1608.1934, 1657.8426
287.3840, 1754.4476, 5360.2785, 1723.6436, 4220.3711, 1801.1263, 7363.9700, 1810.9074, 3139.5219, 1608.7760, 1653.1851, 1607.3981, 1657.1912
288.3840, 1754.9357, 5361.8235, 1724.0906, 4220.5336, 1800.8385, 7350.4058, 1810.5615, 3145.1035, 1608.7494, 1651.4545, 1608.2114, 1657.6394
289.3840, 1752.9439, 5365.9292, 1723.3504, 4222.4857, 1802.1698, 7350.4772, 1811.1291, 3153.7485, 1608.4591, 1651.0383, 1607.0757, 1656.6589
290.3840, 1754.2950, 5362.2932, 1724.6576, 4222.5443, 1802.6284, 7353.6677, 1811.5244, 3158.9501, 1609.5162, 1652.5156, 1607.0697, 1655.9633
291.3840, 1754.0138, 5359.8704, 1723.9300, 4217.3025, 1801.2578, 7353.5631, 1810.7132, 3157.3088, 1608.7266, 1652.3143, 1606.4813, 1656.6447
292.3840, 1754.8042, 5365.2086, 1725.0233, 4220.8721, 1799.6532, 7349.6936, 1810.5883, 3164.5390, 1609.4701, 1652.0500, 1607.8793, 1655.8156
293.3840, 1754.4605, 5365.9476, 1725.6123, 4216.4923, 1800.9493, 7338.3799, 1811.3782, 3171.2259, 1609.5682, 1652.0500, 1608.9040, 1656.9408
294.3840, 1753.9577, 5366.0414, 1725.5243, 4213.8634, 1800.4379, 7339.5652, 1808.9251, 3179.1041, 1609.0377, 1652.1032, 1608.7751, 1657.5997
295.3840, 1753.9476, 5368.2381, 1724.7715, 4211.4477, 1801.1460, 7337.4524, 1811.8258, 3190.3240, 1610.2110, 1652.1409, 1608.4355, 1657.4153
296.3840, 1754.8851, 5358.9265, 1722.8987, 4215.0200, 1800.5435, 7341.9275, 1808.9750, 3197.1924, 1607.6779, 1650.9519, 1607.1822, 1656.0195
297.3840, 1754.2454, 5362.0892, 1722.8601, 4212.0906, 1800.4172, 7332.8106, 1808.3051, 3207.7387, 1609.2623, 1651.1994, 1608.9528, 1656.8981
298.3840, 1753.3502, 5361.9191, 1722.3178, 4206.8035, 1802.1201, 7341.0031, 1807.9312, 3209.4026, 1608.8435, 1650.8357, 1608.2916, 1657.3613
299.3840, 1753.0285, 5360.0267, 1722.4430, 4203.2658, 1800.0518, 7333.5052, 1809.0974, 3221.1431, 1608.8812, 1652.2623, 1607.1387, 1657.7984
300.3840, 1752.7739, 5360.7289, 1722.6542, 4194.5450, 1800.9555, 7324.8913, 1808.7132, 3222.9208, 1607.7351, 1650.9097, 1608.3216, 1656.0802
301.3840, 1752.5570, 5362.4301, 1724.1193, 4187.7255, 1800.6946, 7332.8768, 1809.6133, 3229.4622, 1608.5643, 1652.4468, 1608.6777, 1656.9640
302.3840, 1752.8006, 5360.4715, 1724.5929, 4187.1279, 1801.5373, 7334.4938, 1808.0834, 3233.1815, 1608.0623, 1653.0318, 1608.5472, 1656.7811
303.3840, 1750.6627, 5358.8612, 1721.7642, 4189.8794, 1800.6894, 7330.6366, 1807.9379, 3236.9251, 1608.2831, 1653.0883, 1607.4963, 1656.3051
304.3840, 1752.3631, 5365.5064, 1722.2239, 4225.7382, 1799.5487, 7351.5766, 1806.9476, 3245.6328, 1608.9409, 1653.0084, 1607.2541, 1657.1147
305.3840, 1752.1140, 5339.5303, 1720.0759, 4096.2405, 1798.9306, 7297.7050, 1807.2722, 3249.3118, 1608.4779, 1652.0305, 1608.7279, 1657.8643
306.3840, 1751.0055, 5332.3658, 1718.7302, 4067.3524, 1799.0952, 7292.6739, 1806.3794, 3253.7022, 1607.9091, 1651.6182, 1607.8208, 1656.4475
307.3840, 1752.1121, 5324.2987, 1718.2465, 4056.2978, 1798.3861, 7290.4762, 1806.2716, 3256.0804, 1609.1390, 1652.3760, 1607.4595, 1657.3418
308.3840, 1751.0680, 5316.4338, 1718.4837, 4043.1712, 1797.9493, 7283.6108, 1806.6108, 3252.1060, 1609.4390, 1652.8617, 1608.0472, 1657.6177
309.3840, 1753.1425, 5312.5110, 1717.8974, 4032.2105, 1798.0631, 7275.1480, 1806.6912, 3254.8258, 1609.9390, 1651.6526, 1608.2076, 1657.2699
310.3840, 1750.1471, 5307.2877, 1715.8388, 4018.8974, 1800.2184, 7269.5528, 1805.8246, 3258.0158, 1609.3532, 1652.6383, 1607.0810, 1656.6169
311.3840, 1750.4540, 5303.5956, 1718.3424, 4007.7548, 1798.2246, 7261.8965, 1805.9428, 3260.1967, 1608.8773, 1651.4714, 1608.0907, 1655.9565
312.3840, 1751.8217, 5295.5267, 1716.7268, 3986.1226, 1796.9865, 7250.9161, 1808.3745, 3265.5731, 1609.7974, 1651.5019, 1607.3141, 1657.3411
313.3840, 1749.8502, 5294.9384, 1715.5750, 3968.7029, 1797.9120, 7245.5083, 1807.2972, 3270.8995, 1609.3968, 1652.5675, 1607.6394, 1656.0240
314.3840, 1749.1121, 5292.9908, 1716.7155, 3960.8161, 1798.0549, 7244.9182, 1805.9829, 3276.0883, 1608.3312, 1652.4442, 1608.2046, 1656.5870
315.3840, 1751.5101, 5291.7656, 1715.6689, 3955.3558, 1798.5776, 7231.3654, 1806.4836, 3280.4093, 1608.6091, 1652.4032, 1606.7766, 1654.6732
316.3840, 1750.0809, 5284.1618, 1715.8554, 3958.9807, 1798.2474, 7226.5145, 1806.8709, 3281.0128, 1608.2896, 1651.8474, 1606.9843, 1656.0997
317.3840, 1751.1526, 5280.8235, 1715.7215, 3958.0686, 1796.6936, 7221.4358, 1804.5859, 3279.2570, 1609.3987, 1652.0169, 1608.3231, 1657.8141
318.3840, 1750.9844, 5280.1314, 1716.3251, 3967.0306, 1797.6025, 7208.3427, 1805.0853, 3277.0840, 1609.4110, 1651.3987, 1608.0532, 1656.9393
319.3840, 1749.0432, 5283.7436, 1714.6922, 3964.0573, 1797.8333, 7211.7650, 1805.2381, 3276.8051, 1608.2429, 1652.8351, 1606.7676, 1657.2901
320.3840, 1750.5524, 5280.7031, 1713.9913, 3966.7122, 1794.8903, 7200.8965, 1804.9629, 3276.8916, 1609.9513, 1652.6636, 1607.9303, 1657.2789
321.3840, 1749.1719, 5279.7132, 1713.7448, 3966.7462, 1795.8799, 7203.5787, 1804.9013, 3278.7448, 1608.6747, 1651.0968, 1605.6747, 1656.9985
322.3840, 1749.2362, 5271.5037, 1715.3471, 3963.4144, 1796.7164, 7205.3012, 1803.3337, 3291.5914, 1610.2052, 1652.6273, 1607.5000, 1656.2106
323.3840, 1749.9007, 5280.9320, 1715.0700, 3955.8701, 1796.3271, 7195.8458, 1805.2972, 3296.4714, 1609.6071, 1652.0292, 1607.6679, 1656.5480
324.3840, 1750.9265, 5272.7123, 1716.4670, 3953.1006, 1797.8199, 7196.9462, 1805.4044, 3296.1973, 1609.2032, 1652.5435, 1607.5442, 1657.4595
325.3840, 1749.4338, 5267.8447, 1714.8994, 3954.1466, 1797.6056, 7189.9141, 1805.5231, 3303.2704, 1609.2812, 1652.8110, 1608.5630, 1657.1507
326.3840, 1749.7408, 5270.0910, 1715.4024, 3953.6929, 1795.7836, 7181.5331, 1804.9957, 3296.0816, 1609.0643, 1651.4688, 1607.8216, 1655.9453
327.3840, 1749.9586, 5264.5165, 1712.5403, 3953.5643, 1794.4896, 7177.4089, 1804.0097, 3293.2387, 1609.7851, 1652.1247, 1607.8253, 1656.2721
328.3840, 1750.5634, 5265.4890, 1713.5923, 3951.1426, 1795.7464, 7173.1998, 1805.8143, 3299.2613, 1609.1156, 1652.2500, 1607.2961, 1656.3853
329.3840, 1750.8281, 5266.0377, 1713.8454, 3948.1186, 1796.6936, 7164.0248, 1804.6389, 3298.5859, 1608.7870, 1652.7156, 1607.7264, 1655.9183
330.3840, 1748.9265, 5265.8208, 1713.7109, 3950.7748, 1795.7412, 7167.3665, 1804.6851, 3295.9769, 1609.2403, 1651.9429, 1607.5450, 1655.8853
331.3840, 1750.1544, 5261.3539, 1712.0087, 3946.8035, 1795.9990, 7158.7930, 1804.1833, 3292.3301, 1609.5513, 1651.2208, 1607.4993, 1655.8261
332.3840, 1748.2316, 5255.8741, 1713.3291, 3940.6109, 1795.4089, 7158.4327, 1804.6425, 3292.3660, 1608.6429, 1651.6649, 1607.4610, 1655.4040
333.3840, 1749.9292, 5258.7840, 1712.6782, 3937.4763, 1796.1542, 7159.1273, 1803.9263, 3295.4665, 1608.9838, 1653.0760, 1606.7024, 1656.9783
334.3840, 1748.7353, 5258.8336, 1713.9973, 3936.0160, 1794.3602, 7148.8478, 1803.5615, 3294.3362, 1608.7519, 1653.0864, 1607.9385, 1656.3163
335.3840, 1749.3428, 5257.0322, 1713.1812, 3930.8494, 1795.9710, 7143.4638, 1804.4190, 3294.8002, 1608.6617, 1652.8682, 1607.2436, 1655.1837
336.3840, 1750.7886, 5257.3300, 1713.2585, 3929.2505, 1795.0704, 7139.2153, 1804.1498, 3297.2856, 1608.5909, 1652.7955, 1607.2774, 1656.2099
337.3840, 1751.2417, 5255.5248, 1712.3318, 3925.9753, 1796.7516, 7142.5621, 1804.7734, 3304.6066, 1608.3942, 1650.4240, 1608.1274, 1656.7616
338.3840, 1749.7638, 5249.2693, 1712.6822, 3907.3791, 1796.2816, 7133.8416, 1805.0603, 3302.0055, 1609.2273, 1652.8130, 1607.3358, 1656.6357
339.3840, 1748.2178, 5242.2785, 1711.5743, 3899.3671, 1795.8240, 7135.3137, 1802.1261, 3310.5171, 1608.8584, 1652.8104, 1606.9378, 1654.9760
340.3840, 1748.9430, 5247.9936, 1712.8188, 3878.2685, 1795.0435, 7122.1387, 1804.0615, 3307.3380, 1608.6266, 1651.6162, 1607.5375, 1654.2826
341.3840, 1749.4007, 5242.3502, 1713.1559, 3876.8474, 1794.9741, 7114.2070, 1803.3496, 3308.8965, 1608.4584, 1652.5643, 1607.1469, 1657.7084
342.3840, 1749.6765, 5239.7656, 1712.0859, 3882.0033, 1796.1284, 7110.2050, 1805.4586, 3313.2247, 1609.3669, 1653.2974, 1607.2024, 1655.4768
343.3840, 1747.9320, 5247.7059, 1711.7595, 3884.9953, 1795.7464, 7105.0217, 1801.9482, 3312.9641, 1607.9468, 1652.5649, 1607.5120, 1657.0570
344.3840, 1749.8511, 5240.6746, 1712.4977, 3891.5210, 1796.1698, 7094.8634, 1804.1486, 3321.0518, 1609.5123, 1651.3455, 1608.1012, 1656.0990
345.3840, 1749.1011, 5240.9853, 1712.9547, 3882.4477, 1795.7629, 7097.1853, 1802.5408, 3321.1644, 1609.1409, 1651.5942, 1606.7991, 1654.9258
346.3840, 1748.6608, 5240.4926, 1713.0926, 3877.3891, 1795.7453, 7091.6242, 1803.3928, 3332.7996, 1609.2799, 1651.9143, 1607.7781, 1656.2451
347.3840, 1749.7904, 5242.7215, 1711.0147, 3871.7262, 1793.8861, 7086.3468, 1802.3532, 3337.8331, 1609.2214, 1652.1740, 1606.8291, 1656.7729
348.3840, 1748.3741, 5237.8520, 1713.6969, 3869.6229, 1794.0145, 7083.4710, 1801.9330, 3336.4769, 1608.0786, 1652.1071, 1607.6222, 1656.8171
349.3840, 1749.5239, 5241.1020, 1710.6662, 3862.3205, 1795.1180, 7085.0248, 1803.8149, 3336.3228, 1607.6883, 1652.2565, 1607.7939, 1655.3688
350.3840, 1747.4072, 5245.7831, 1710.5563, 3864.0466, 1793.3923, 7088.3427, 1802.8088, 3346.8490, 1608.1377, 1652.6078, 1607.5292, 1656.5600
351.3840, 1749.6912, 5237.1581, 1710.9434, 3864.7675, 1793.7557, 7085.9762, 1802.1681, 3359.8082, 1609.3279, 1652.4221, 1607.3148, 1655.3756
352.3840, 1748.3493, 5242.9072, 1711.6616, 3856.6815, 1794.8023, 7094.2754, 1801.8417, 3367.1133, 1607.7786, 1651.4188, 1607.2339, 1655.7781
353.3840, 1750.1737, 5235.8759, 1711.7955, 3855.8368, 1793.2153, 7089.8106, 1802.2814, 3368.6815, 1608.0981, 1651.8474, 1607.6612, 1655.5217
354.3840, 1749.5230, 5231.3254, 1713.0899, 3856.2418, 1794.5559, 7096.2133, 1801.4446, 3372.8191, 1609.4117, 1652.9214, 1608.2241, 1657.2181
355.3840, 1747.9063, 5229.7371, 1712.5523, 3855.7668, 1795.6170, 7090.6429, 1802.1888, 3379.0810, 1608.5955, 1651.8221, 1607.5157, 1655.2714
356.3840, 1750.8814, 5222.9568, 1711.6742, 3857.1825, 1794.4151, 7094.3323, 1802.7783, 3377.7205, 1609.2110, 1651.6558, 1608.2579, 1655.7046
357.3840, 1749.7509, 5227.9816, 1711.5876, 3849.6176, 1795.5611, 7092.3458, 1801.4976, 3379.9220, 1609.6370, 1652.2513, 1608.4685, 1656.2751
358.3840, 1747.9458, 5222.2233, 1710.4730, 3850.5303, 1793.7557, 7086.1615, 1801.2229, 3386.5798, 1609.3299, 1653.3558, 1607.8418, 1654.9160
359.3840, 1748.2068, 5227.9154, 1712.5330, 3849.0879, 1792.2308, 7090.2733, 1800.2314, 3395.8538, 1609.5805, 1650.6169, 1608.0412, 1656.3006
360.3840, 1747.9807, 5221.7665, 1711.2658, 3852.4091, 1794.2360, 7090.4720, 1800.6419, 3399.0414, 1609.7403, 1651.9890, 1608.3321, 1656.7016
361.3840, 1748.5515, 5226.2849, 1713.0167, 3846.9214, 1793.9037, 7095.1946, 1801.2381, 3407.2241, 1611.1182, 1651.6208, 1608.3403, 1656.6799
362.3840, 1749.5689, 5227.6526, 1710.7029, 3841.9074, 1793.9607, 7086.3540, 1800.7278, 3411.0993, 1609.7260, 1653.2117, 1607.6192, 1656.2091
363.3840, 1747.4375, 5224.4026, 1712.8314, 3839.7675, 1791.9762, 7077.1884, 1801.7686, 3416.1918, 1608.9266, 1653.2604, 1607.6357, 1656.8598
364.3840, 1748.3842, 5231.5377, 1712.3071, 3842.3791, 1793.6625, 7127.1046, 1800.4196, 3425.6309, 1610.3286, 1652.0234, 1607.5247, 1655.9828
365.3840, 1748.2335, 5245.5965, 1712.1932, 3870.5663, 1792.8696, 7107.4255, 1799.3910, 3435.3563, 1609.5974, 1652.5006, 1607.5172, 1655.5187
366.3840, 1749.7160, 5252.4375, 1713.5703, 3876.6789, 1794.2112, 7105.1491, 1799.9909, 3441.4574, 1609.3312, 1652.1714, 1607.5892, 1655.9243
367.3840, 1750.8447, 5253.3318, 1714.5869, 3889.7022, 1795.0580, 7101.3251, 1799.6114, 3440.3593, 1607.9279, 1652.5883, 1608.7054, 1656.1672
368.3840, 1749.5147, 5257.3263, 1713.1206, 3899.7948, 1796.0031, 7103.8157, 1800.2509, 3446.0457, 1609.0526, 1652.4760, 1607.2001, 1655.8441
369.3840, 1750.5119, 5259.2059, 1714.8028, 3906.1746, 1796.5611, 7111.1884, 1801.2442, 3449.1632, 1608.2519, 1651.8143, 1608.7226, 1656.3928
370.3840, 1749.8024, 5259.4274, 1714.6296, 3912.7308, 1796.8634, 7102.9441, 1800.5055, 3449.0822, 1609.1318, 1652.9513, 1608.2279, 1655.8771
371.3840, 1750.0313, 5264.8906, 1714.6229, 3918.1752, 1794.6511, 7110.7091, 1800.6991, 3451.2497, 1609.7214, 1652.6805, 1608.5510, 1656.1207
372.3840, 1749.3814, 5264.6287, 1714.5330, 3921.1193, 1796.7329, 7122.8737, 1801.2217, 3454.3410, 1609.2597, 1652.0597, 1607.6462, 1655.2159
373.3840, 1748.6985, 5260.4191, 1713.9620, 3926.7702, 1796.0010, 7114.8747, 1801.3210, 3457.4239, 1608.6429, 1651.9344, 1607.2459, 1654.3546
374.3840, 1748.5643, 5260.8226, 1714.1805, 3928.9933, 1796.3043, 7116.7453, 1799.8715, 3466.5469, 1608.7623, 1651.9292, 1607.2399, 1655.5097
375.3840, 1750.5662, 5264.7711, 1713.7162, 3931.9394, 1795.5186, 7122.4586, 1801.4056, 3478.6516, 1609.5662, 1651.2526, 1607.7751, 1656.0082
376.3840, 1749.5368, 5266.3814, 1713.7975, 3934.2958, 1795.2371, 7114.9679, 1800.7071, 3493.5883, 1609.5481, 1653.2286, 1608.0472, 1656.7106
377.3840, 1751.2454, 5270.4835, 1714.9121, 3929.3065, 1795.1853, 7124.4928, 1799.9434, 3498.5280, 1609.5448, 1652.4182, 1607.7181, 1656.2121
378.3840, 1749.9807, 5267.1369, 1715.0306, 3922.0986, 1794.3944, 7124.1936, 1798.0932, 3500.2308, 1611.0675, 1651.9617, 1607.4745, 1656.1357
379.3840, 1748.9982, 5261.9449, 1714.3944, 3916.2945, 1796.9369, 7121.1014, 1799.1334, 3507.5499, 1609.5292, 1652.0734, 1607.2744, 1657.3268
380.3840, 1748.2721, 5265.1710, 1715.3598, 3917.3358, 1794.9079, 7121.3716, 1797.8161, 3508.0140, 1608.8013, 1652.2643, 1608.8118, 1656.2894
381.3840, 1750.4688, 5266.9099, 1714.8088, 3914.6822, 1795.7516, 7103.7050, 1798.9129, 3507.8618, 1608.0182, 1651.1747, 1607.4355, 1657.3186
382.3840, 1750.7454, 5264.2243, 1714.7648, 3902.3571, 1796.1553, 7104.2101, 1797.1547, 3501.1699, 1609.5377, 1652.8545, 1607.8741, 1656.3996
383.3840, 1749.5000, 5268.8667, 1714.5583, 3881.0093, 1795.0694, 7087.6915, 1799.5037, 3498.4921, 1609.8870, 1653.0948, 1608.6132, 1656.6064
384.3840, 1750.1636, 5264.4908, 1715.5703, 3866.4264, 1795.3344, 7087.6967, 1798.5073, 3500.9744, 1610.0195, 1652.0552, 1606.4610, 1654.8756
385.3840, 1749.7693, 5261.1222, 1716.1466, 3842.1399, 1796.3106, 7087.9058, 1799.3770, 3502.6297, 1610.0981, 1653.2896, 1607.9340, 1655.5270
386.3840, 1748.9926, 5263.5248, 1715.7455, 3828.7102, 1794.2019, 7079.2650, 1799.3910, 3504.4470, 1608.1526, 1650.9870, 1607.4063, 1654.5975
387.3840, 1748.7243, 5261.1020, 1714.1079, 3826.9201, 1795.3696, 7097.9410, 1797.9074, 3500.2460, 1609.3500, 1652.0825, 1606.4378, 1656.0937
388.3840, 1748.3373, 5266.0460, 1716.2092, 3824.0799, 1796.3333, 7099.4845, 1798.8477, 3505.0536, 1607.5084, 1652.5344, 1608.1259, 1655.8951
389.3840, 1748.8640, 5260.9237, 1715.9560, 3820.7488, 1795.2443, 7102.4089, 1797.4482, 3507.3648, 1609.9558, 1651.3519, 1607.8576, 1657.1799
390.3840, 1749.1737, 5263.4715, 1716.4031, 3822.7102, 1794.4689, 7102.2143, 1798.0152, 3509.1809, 1608.5195, 1653.6383, 1608.5285, 1656.5840
391.3840, 1750.2757, 5266.6204, 1715.6855, 3822.3125, 1795.8199, 7099.0507, 1798.0725, 3509.5853, 1609.2136, 1654.0617, 1607.5810, 1655.5165
392.3840, 1751.1691, 5263.0285, 1715.7848, 3821.3464, 1795.8333, 7107.3872, 1797.3624, 3505.0816, 1608.2136, 1652.6156, 1608.3741, 1657.7249
393.3840, 1750.8925, 5258.0873, 1715.9234, 3816.4490, 1795.1108, 7101.4555, 1798.2016, 3506.5572, 1608.4532, 1651.7058, 1607.9355, 1656.8523
394.3840, 1749.8447, 5256.7169, 1715.0493, 3815.5756, 1794.9752, 7116.7557, 1797.1328, 3513.0792, 1609.2214, 1652.2325, 1608.9768, 1655.0300
395.3840, 1750.9164, 5253.0680, 1715.4417, 3814.0346, 1794.4027, 7110.0424, 1797.7266, 3513.2052, 1608.6123, 1652.0545, 1608.0307, 1655.6004
396.3840, 1749.2886, 5257.0460, 1715.9554, 3821.5403, 1795.0518, 7115.4224, 1798.2893, 3523.6644, 1608.9760, 1652.5942, 1607.5405, 1654.9235
397.3840, 1749.0386, 5256.7215, 1716.1832, 3819.4617, 1794.1398, 7112.4389, 1796.7674, 3527.3611, 1609.2442, 1650.8838, 1607.7841, 1656.8186
398.3840, 1749.0450, 5256.6029, 1717.3531, 3814.8201, 1794.7826, 7115.6501, 1797.4604, 3538.8149, 1608.5708, 1652.1714, 1606.7804, 1656.6919
399.3840, 1749.5450, 5252.4596, 1716.6782, 3812.1872, 1796.4720, 7116.0414, 1797.9811, 3546.8630, 1608.2623, 1652.1416, 1608.0135, 1657.5727
400.3840, 1749.9007, 5252.1553, 1716.6389, 3821.2578, 1795.7164, 7114.2578, 1797.6096, 3553.7406, 1608.1195, 1653.0539, 1608.0840, 1655.4963
401.3840, 1749.7858, 5261.0441, 1717.1832, 3820.9181, 1794.2536, 7106.9524, 1796.8855, 3562.0615, 1608.7571, 1652.8182, 1607.5690, 1656.8141
402.3840, 1748.2353, 5252.3520, 1715.4730, 3816.0600, 1794.4731, 7099.6625, 1796.0231, 3563.3685, 1609.2169, 1653.5974, 1607.7969, 1656.9895
403.3840, 1749.8143, 5250.1857, 1716.3278, 3807.6076, 1794.9420, 7099.2671, 1798.3307, 3568.4659, 1609.2844, 1653.6045, 1609.7481, 1656.3126
404.3840, 1748.5754, 5251.6158, 1716.8374, 3795.3937, 1794.8665, 7107.4617, 1795.8849, 3572.3861, 1609.3091, 1652.2779, 1607.0832, 1657.0517
405.3840, 1749.6893, 5252.6820, 1717.1346, 3782.4970, 1793.9979, 7098.6936, 1797.0305, 3578.8581, 1608.0968, 1652.7117, 1608.9040, 1655.3268
406.3840, 1749.9265, 5250.8456, 1716.3837, 3780.8408, 1794.9700, 7098.9648, 1796.4884, 3586.5859, 1608.6617, 1653.4455, 1608.7099, 1656.2939
407.3840, 1749.2068, 5249.8741, 1717.9953, 3778.1099, 1796.1077, 7093.3520, 1796.2570, 3583.7442, 1608.2552, 1652.5344, 1608.1244, 1655.5697
408.3840, 1749.1461, 5248.2031, 1717.0879, 3786.3191, 1795.1594, 7089.5756, 1796.0493, 3585.2850, 1608.8136, 1652.2175, 1608.3456, 1654.7631
409.3840, 1748.8649, 5245.6241, 1715.7502, 3793.1939, 1794.6470, 7090.2888, 1795.8837, 3584.0554, 1609.1188, 1652.0714, 1607.7706, 1655.7871
410.3840, 1748.8281, 5247.2675, 1716.6456, 3795.1626, 1794.1594, 7087.4482, 1796.8520, 3600.1730, 1607.7532, 1651.8779, 1607.4865, 1654.1394
411.3840, 1747.9412, 5244.6020, 1716.0946, 3800.5643, 1797.1159, 7083.6936, 1796.2546, 3603.6888, 1609.3643, 1652.5701, 1608.1387, 1655.7061
412.3840, 1748.9439, 5240.4531, 1716.1765, 3812.7961, 1795.1004, 7087.3892, 1795.7168, 3613.6650, 1608.8455, 1651.7403, 1607.8703, 1656.4955
413.3840, 1750.0441, 5244.0009, 1716.3344, 3805.6416, 1795.1398, 7081.4400, 1795.2083, 3616.0579, 1609.3019, 1652.1786, 1607.9303, 1657.2384
414.3840, 1747.5450, 5241.3520, 1715.2565, 3797.3151, 1795.5052, 7079.0807, 1795.0652, 3618.4482, 1608.9545, 1653.3331, 1607.2256, 1656.1604
415.3840, 1749.1756, 5232.6553, 1716.2085, 3786.1939, 1793.9451, 7070.4865, 1795.2253, 3615.4890, 1608.2584, 1652.5013, 1607.5667, 1654.4145
416.3840, 1747.1397, 5235.9200, 1716.1272, 3774.2658, 1792.8178, 7071.8054, 1796.2771, 3604.7259, 1608.4136, 1652.9162, 1606.9618, 1656.9535
417.3840, 1749.0450, 5229.4099, 1715.4144, 3769.1892, 1795.5269, 7062.2464, 1796.2643, 3599.7351, 1607.6006, 1651.6922, 1607.0045, 1655.2031
418.3840, 1747.6167, 5228.5570, 1716.6975, 3758.4577, 1794.0248, 7063.6025, 1794.4123, 3583.7119, 1608.0221, 1652.0338, 1607.8658, 1655.2924
419.3840, 1746.7022, 5232.1085, 1717.1199, 3730.5310, 1794.9130, 7056.0518, 1794.5676, 3573.9817, 1608.5318, 1652.0312, 1608.1402, 1655.4108
420.3840, 1747.6921, 5230.6939, 1716.4903, 3687.3504, 1793.3395, 7051.0621, 1795.4811, 3570.3648, 1609.1045, 1652.4026, 1606.0157, 1655.3186
421.3840, 1747.7059, 5222.2914, 1718.1272, 3661.9034, 1794.6315, 7048.6781, 1795.7247, 3578.0743, 1608.4922, 1652.1351, 1608.4010, 1655.3793
422.3840, 1748.9908, 5226.0368, 1718.6649, 3638.4843, 1795.8582, 7036.8458, 1795.5311, 3586.9945, 1608.4877, 1651.1539, 1607.1687, 1654.6619
423.3840, 1747.8015, 5226.8824, 1719.5923, 3620.0893, 1794.4017, 7038.6791, 1794.6218, 3603.1559, 1607.9935, 1651.7981, 1607.0855, 1656.2519
424.3840, 1749.9844, 5223.8125, 1719.6669, 3607.1206, 1793.3116, 7037.3830, 1793.5201, 3604.6669, 1608.1916, 1652.2519, 1607.7526, 1655.5562
425.3840, 1749.6847, 5026.5836, 1713.5017, 3467.6416, 1792.8385, 6949.4658, 1795.7314, 3602.5189, 1609.0318, 1651.3058, 1607.0150, 1654.6514
426.3840, 1760.0147, 4323.0432, 1710.8754, 3384.6469, 1790.5280, 6888.1066, 1795.8733, 3542.8520, 1608.5416, 1651.6799, 1606.9198, 1653.1882
427.3840, 1766.5294, 4003.9605, 1711.5057, 3326.1872, 1790.2950, 6854.5870, 1798.4099, 3452.8155, 1608.7234, 1651.1701, 1607.7766, 1655.2069
428.3840, 1767.0046, 3922.0919, 1711.0906, 3274.9380, 1791.1408, 6836.4286, 1798.0627, 3391.0944, 1608.7799, 1651.5792, 1606.1792, 1653.8336
429.3840, 1767.3796, 3931.6057, 1710.4617, 3208.2272, 1788.3468, 6810.7091, 1799.2923, 3334.4403, 1609.3571, 1651.5357, 1606.1102, 1652.9393
430.3840, 1764.9182, 3933.6985, 1713.4617, 3092.0653, 1789.4917, 6789.0859, 1798.6023, 3293.7649, 1608.0032, 1651.9714, 1606.5750, 1654.3808
431.3840, 1763.4320, 4003.5101, 1714.8241, 3011.9933, 1789.7081, 6774.8106, 1800.1912, 3262.0353, 1607.8688, 1651.2701, 1607.5855, 1654.5592
432.3840, 1764.5744, 3997.5993, 1715.9274, 2930.8128, 1789.0104, 6748.1625, 1799.9866, 3225.6991, 1608.6974, 1649.8162, 1607.3231, 1654.1567
433.3840, 1762.6572, 4062.9853, 1715.9387, 2866.6189, 1789.4658, 6731.7640, 1800.6657, 3202.9732, 1609.1338, 1649.7981, 1606.8381, 1653.7984
434.3840, 1762.3621, 4124.6029, 1716.8308, 2815.7635, 1787.9451, 6712.3892, 1800.7424, 3180.9720, 1608.5201, 1650.2584, 1608.1214, 1653.9498
