"File: DDELog(Excel:M3_19_7	1	1)::C:\Users\user\Desktop\clemens\19_07_22_ DRG_AOP\M3_DRG_19_7\S+TM3.LOG"
"Date: Tue Jul 19 2022 11:44:43.829"
0.0000, "Wavelength Names:	340	385	GFP	Wavelength 4	555"
"Time (sec)"
136.0420
187.5460
0.0000, "Clock reset to 0.0"
"Region 1: [Location: (101, 182), Size: (36, 39), Area: 1088]"
"Region 2: [Location: (358, 238), Size: (53, 37), Area: 1501]"
"Region 3: [Location: (302, 415), Size: (33, 38), Area: 966]"
"Region 4: [Location: (160, 416), Size: (46, 46), Area: 1642]"
"Region 5: [Location: (261, 60), Size: (42, 48), Area: 1540]"
"Region 6: [Location: (245, 219), Size: (40, 43), Area: 1334]"
"Time (sec)", "R1 W1 Avg", "R1 W2 Avg", "R2 W1 Avg", "R2 W2 Avg", "R3 W1 Avg", "R3 W2 Avg", "R4 W1 Avg", "R4 W2 Avg", "R5 W1 Avg", "R5 W2 Avg", "R6 W1 Avg", "R6 W2 Avg"
133.3840, 1764.7298, 5677.5046, 1751.4357, 5060.8914, 1812.0994, 7703.2184, 1801.8879, 3816.4275, 1610.6623, 1656.6078, 1608.4798, 1658.9813
134.3840, 1763.2316, 5682.7289, 1748.5237, 5037.3584, 1812.3116, 7708.5290, 1802.0932, 3820.6072, 1609.9591, 1656.1240, 1605.9168, 1657.8981
135.3840, 1765.1746, 5684.0368, 1750.4111, 5016.3225, 1813.1449, 7702.2867, 1803.0189, 3829.0932, 1610.8026, 1654.4273, 1608.7099, 1658.7421
136.3840, 1763.2895, 5674.5506, 1750.6156, 4997.1372, 1812.6563, 7682.4089, 1801.0780, 3826.9476, 1609.5805, 1655.2013, 1608.6349, 1657.5015
137.3840, 1763.2243, 5682.2399, 1749.3704, 4969.6316, 1814.8892, 7676.0041, 1802.6468, 3820.9336, 1608.7149, 1654.0539, 1607.4715, 1657.6409
138.3840, 1763.2491, 5680.4844, 1749.2012, 4950.5603, 1813.3944, 7677.1532, 1802.8630, 3818.9300, 1609.4857, 1654.9903, 1607.1634, 1659.0577
139.3840, 1763.0175, 5673.4853, 1749.5636, 4944.8887, 1812.5031, 7677.9130, 1802.0061, 3819.1918, 1608.6961, 1655.3240, 1606.8343, 1659.0360
140.3840, 1766.3833, 5678.0386, 1749.4184, 4941.4330, 1814.6936, 7673.0352, 1802.8210, 3828.8599, 1609.7136, 1654.7597, 1608.3651, 1659.0202
141.3840, 1763.8934, 5671.9669, 1749.0540, 4940.0040, 1813.9700, 7665.7112, 1801.9903, 3839.5341, 1609.5455, 1654.7396, 1608.1297, 1657.5435
142.3840, 1764.2004, 5671.5607, 1749.4837, 4928.0033, 1811.9037, 7660.7567, 1798.2868, 3842.1267, 1609.2487, 1654.7156, 1607.0817, 1657.2541
143.3840, 1763.2399, 5675.6048, 1749.2798, 4939.5070, 1812.0362, 7651.6211, 1801.2467, 3855.7966, 1609.8182, 1655.6000, 1608.8703, 1657.3898
144.3840, 1762.1994, 5677.3539, 1747.7348, 4946.8488, 1812.8975, 7651.1418, 1799.2667, 3869.0329, 1608.9364, 1653.9461, 1606.7226, 1658.4123
145.3840, 1763.2417, 5670.7325, 1748.9813, 4948.0620, 1813.4337, 7651.4762, 1800.4434, 3881.7710, 1609.1805, 1654.4961, 1608.1334, 1658.5967
146.3840, 1763.4568, 5671.9403, 1748.4117, 4934.1905, 1813.4203, 7655.5694, 1799.4220, 3884.7454, 1609.6747, 1654.3955, 1606.7669, 1656.8973
147.3840, 1762.9072, 5667.1443, 1748.7222, 4926.6596, 1812.5487, 7652.8540, 1800.2972, 3896.6900, 1610.5675, 1654.3591, 1608.9310, 1658.8231
148.3840, 1764.0211, 5671.2445, 1748.4437, 4920.7615, 1812.6149, 7641.8023, 1799.1462, 3882.1906, 1608.3442, 1655.8123, 1607.2226, 1658.7586
149.3840, 1763.7316, 5673.0221, 1746.8681, 4921.5003, 1810.8282, 7640.3364, 1797.5743, 3893.0579, 1610.4929, 1654.8617, 1608.2391, 1657.6237
150.3840, 1762.9118, 5659.8695, 1747.2958, 4921.2918, 1814.9048, 7641.2319, 1799.4007, 3893.9428, 1609.6890, 1656.0286, 1607.4670, 1657.8891
151.3840, 1763.4200, 5671.1213, 1747.1306, 4929.1646, 1812.6429, 7632.7443, 1798.3350, 3889.7369, 1609.4117, 1653.9396, 1608.8816, 1658.0255
152.3840, 1761.9586, 5663.9504, 1747.4863, 4921.7855, 1813.3685, 7640.7174, 1800.5524, 3890.1084, 1608.9857, 1655.5409, 1608.6867, 1659.6574
153.3840, 1763.1324, 5666.4890, 1747.4870, 4913.8694, 1813.6853, 7639.3209, 1799.5487, 3881.5158, 1610.6344, 1655.6377, 1607.8111, 1658.1552
154.3840, 1762.5257, 5666.3713, 1746.1332, 4924.0480, 1811.7153, 7637.2174, 1798.8441, 3878.7546, 1609.1610, 1655.6273, 1608.1244, 1659.2714
155.3840, 1763.9384, 5666.8373, 1746.5183, 4919.2012, 1811.7329, 7638.5414, 1799.3301, 3875.9903, 1608.7851, 1655.7247, 1607.8343, 1659.0885
156.3840, 1763.6167, 5666.3015, 1746.3698, 4923.0566, 1811.2681, 7645.3509, 1800.3551, 3862.1175, 1609.4403, 1653.9338, 1608.4318, 1657.3118
157.3840, 1762.6857, 5663.1434, 1745.1033, 4929.8787, 1813.4482, 7640.2629, 1800.4555, 3854.9099, 1609.6260, 1655.3929, 1607.5742, 1657.4310
158.3840, 1762.0285, 5660.7307, 1745.3797, 4927.6702, 1813.5352, 7646.0031, 1800.3063, 3837.6224, 1609.1396, 1654.8740, 1607.0645, 1658.3651
159.3840, 1764.1287, 5655.4118, 1745.7761, 4931.6156, 1811.8126, 7655.4161, 1800.2034, 3831.8471, 1609.5403, 1654.1331, 1607.7474, 1658.2864
160.3840, 1762.8079, 5659.3787, 1745.8421, 4936.6103, 1812.3986, 7651.0621, 1800.1504, 3827.8234, 1609.2896, 1655.3883, 1607.2339, 1657.7886
161.3840, 1763.9963, 5661.0616, 1744.9614, 4943.1093, 1811.7246, 7650.3602, 1799.2765, 3832.5798, 1611.2292, 1653.9688, 1608.4813, 1658.1034
162.3840, 1762.2188, 5656.8879, 1745.0260, 4943.9567, 1813.1077, 7657.4555, 1798.8630, 3843.2144, 1609.4539, 1654.3370, 1608.1777, 1657.5255
163.3840, 1761.2592, 5655.7279, 1744.6063, 4952.1819, 1812.1801, 7663.1884, 1800.6230, 3838.6559, 1609.8117, 1654.4104, 1607.5007, 1659.5030
164.3840, 1762.1829, 5653.5763, 1744.3584, 4959.1739, 1812.0901, 7669.6594, 1801.3404, 3843.5822, 1609.8669, 1656.0714, 1608.4618, 1657.7549
165.3840, 1761.2243, 5656.2491, 1744.9960, 4951.1339, 1812.3478, 7659.5590, 1799.8197, 3845.9214, 1611.3227, 1654.9870, 1608.8043, 1658.1567
166.3840, 1762.6406, 5658.3906, 1745.2485, 4947.0646, 1812.0631, 7656.6656, 1800.9781, 3860.7875, 1609.7617, 1655.1039, 1608.4295, 1658.1844
167.3840, 1762.1903, 5653.1700, 1744.1912, 4954.1519, 1809.5362, 7660.5590, 1800.6108, 3855.6815, 1608.9857, 1656.8435, 1608.0525, 1659.1597
168.3840, 1760.9724, 5653.1737, 1744.7915, 4927.0047, 1811.0062, 7644.9317, 1801.4982, 3845.6602, 1609.8558, 1654.8877, 1608.4168, 1657.0795
169.3840, 1762.0607, 5649.9219, 1746.3358, 4923.2831, 1810.8126, 7653.0590, 1800.0536, 3852.3508, 1609.0864, 1654.7032, 1608.3478, 1657.4790
170.3840, 1760.9614, 5655.5947, 1745.5576, 4914.4817, 1809.9358, 7651.6128, 1800.6279, 3857.6273, 1608.8084, 1656.3253, 1607.9565, 1658.8456
171.3840, 1763.7114, 5647.0836, 1745.4604, 4903.7175, 1810.2867, 7644.7805, 1800.9957, 3861.0037, 1609.2727, 1654.3494, 1608.5052, 1657.4235
172.3840, 1762.5239, 5649.4173, 1745.3111, 4906.7881, 1810.1656, 7647.5590, 1798.4562, 3859.2692, 1608.8390, 1655.9240, 1608.6732, 1658.7099
173.3840, 1759.4586, 5643.8768, 1744.0400, 4907.6696, 1810.6294, 7645.6511, 1800.0950, 3849.0329, 1610.2182, 1654.9617, 1608.2249, 1658.1717
174.3840, 1763.0671, 5642.8483, 1743.6716, 4912.2312, 1810.0052, 7652.5321, 1799.4214, 3849.1754, 1609.5617, 1653.8610, 1607.9370, 1658.9730
175.3840, 1761.4476, 5640.2932, 1744.3538, 4915.7169, 1810.4493, 7637.2712, 1798.7320, 3842.7948, 1609.5539, 1654.1552, 1608.2369, 1657.9175
176.3840, 1762.7555, 5633.4403, 1745.8308, 4901.7888, 1811.6418, 7637.2495, 1798.5956, 3840.7521, 1609.5227, 1655.7364, 1607.7204, 1657.7534
177.3840, 1760.5551, 5628.4007, 1744.2891, 4908.3591, 1808.8137, 7629.1035, 1798.0311, 3852.6541, 1609.7929, 1653.7201, 1608.2166, 1657.1807
178.3840, 1761.6324, 5620.5947, 1744.3564, 4911.1925, 1810.1625, 7619.7878, 1800.1139, 3849.6096, 1608.2565, 1656.3214, 1608.1597, 1657.6477
179.3840, 1761.4430, 5616.6287, 1743.3304, 4906.6276, 1809.9990, 7611.5787, 1800.2095, 3849.9032, 1608.8987, 1653.7331, 1608.8771, 1656.0202
180.3840, 1760.3015, 5607.6710, 1744.2345, 4905.6482, 1810.1439, 7612.4814, 1800.0043, 3849.8136, 1609.0442, 1654.9890, 1608.4228, 1657.9108
181.3840, 1760.8824, 5603.2849, 1743.7082, 4904.5310, 1809.8582, 7604.0021, 1797.1724, 3846.0792, 1608.9396, 1653.4201, 1606.6267, 1658.0825
182.3840, 1761.1691, 5603.0616, 1743.0620, 4900.5876, 1808.5983, 7604.9555, 1798.3514, 3842.8977, 1608.5065, 1653.8682, 1607.4025, 1658.4145
183.3840, 1761.1976, 5604.7004, 1744.0946, 4893.4157, 1809.5186, 7608.6656, 1798.9227, 3844.9379, 1609.0188, 1653.9604, 1606.5510, 1658.2481
184.3840, 1759.0818, 5599.0744, 1742.8281, 4877.1319, 1810.5445, 7604.1470, 1799.4056, 3838.5901, 1609.1792, 1654.1766, 1608.0787, 1657.5450
185.3840, 1759.2408, 5561.0119, 1735.9753, 4632.7941, 1806.7764, 7562.7164, 1797.6681, 3825.8959, 1609.7130, 1656.1104, 1607.8718, 1659.7204
186.3840, 1764.4577, 5372.2978, 1734.3185, 4561.4344, 1809.0828, 7535.6957, 1802.5719, 3650.9592, 1608.9487, 1655.6058, 1606.8883, 1658.7219
187.3840, 1763.6268, 5208.5221, 1732.6449, 4516.3964, 1807.7360, 7503.8851, 1803.4348, 3531.9744, 1609.7688, 1654.5877, 1608.6012, 1658.7751
188.3840, 1763.7298, 5232.0588, 1732.1332, 4486.2732, 1807.3385, 7497.6335, 1804.2680, 3493.4842, 1608.5909, 1654.6688, 1607.1132, 1659.1889
189.3840, 1763.4476, 5238.7555, 1732.2378, 4449.7475, 1806.0424, 7484.6853, 1804.1334, 3464.0049, 1608.5188, 1655.2584, 1608.1754, 1657.1304
190.3840, 1763.6195, 5251.1590, 1731.9034, 4420.8934, 1806.0072, 7471.0404, 1805.2862, 3413.6364, 1609.3422, 1654.9961, 1608.5832, 1657.1237
191.3840, 1761.2877, 5264.3428, 1732.1959, 4406.5010, 1806.6542, 7452.6967, 1805.1346, 3384.4592, 1609.1519, 1654.7734, 1608.4670, 1657.7136
192.3840, 1760.2601, 5268.8474, 1731.1532, 4388.4097, 1807.6118, 7441.2919, 1806.9689, 3332.1346, 1609.5422, 1655.1818, 1607.0457, 1659.0397
193.3840, 1760.6811, 5278.4063, 1730.0300, 4368.1706, 1806.4524, 7436.8913, 1808.0012, 3319.3776, 1609.3961, 1654.2799, 1607.9963, 1658.6664
194.3840, 1760.5855, 5280.3180, 1729.2032, 4349.8601, 1805.0010, 7422.3395, 1807.1468, 3296.7686, 1609.1916, 1655.3318, 1607.3718, 1658.6244
195.3840, 1760.1434, 5294.4366, 1729.1939, 4340.2258, 1807.3768, 7414.7329, 1807.6724, 3261.2022, 1609.2844, 1653.7714, 1607.1462, 1659.8531
196.3840, 1759.6838, 5289.6618, 1727.5563, 4337.2185, 1804.6211, 7403.2019, 1807.7771, 3199.8904, 1609.5766, 1652.8916, 1606.9858, 1657.0945
197.3840, 1759.6075, 5290.2537, 1729.3997, 4334.9627, 1805.6605, 7391.8665, 1808.3946, 3168.4099, 1610.2416, 1654.5526, 1607.7766, 1658.0472
198.3840, 1758.9926, 5288.5836, 1727.7375, 4327.9727, 1804.7930, 7383.6253, 1809.7284, 3142.7113, 1608.9422, 1653.3831, 1607.5772, 1658.0562
199.3840, 1759.8612, 5291.3162, 1727.9187, 4316.9147, 1805.7588, 7363.0031, 1810.2753, 3119.8831, 1608.6929, 1654.4357, 1608.0525, 1657.8861
200.3840, 1759.1324, 5283.2803, 1727.7948, 4306.6709, 1805.5041, 7357.9803, 1811.5286, 3095.6188, 1610.5351, 1654.7838, 1607.6492, 1657.3051
201.3840, 1762.9449, 5122.2932, 1727.3578, 4292.6636, 1804.3592, 7342.6035, 1810.2454, 3073.3136, 1608.8779, 1653.0721, 1607.2316, 1659.4378
202.3840, 1760.8438, 5136.2482, 1727.1812, 4280.7209, 1805.7909, 7337.7785, 1812.1224, 3062.6048, 1608.0818, 1654.5305, 1607.7481, 1658.4228
203.3840, 1761.6296, 5150.8254, 1725.9714, 4264.6063, 1806.1429, 7338.8737, 1811.7156, 3048.7186, 1609.4942, 1654.1506, 1608.6169, 1658.9490
204.3840, 1760.8336, 5164.5101, 1727.0227, 4247.8501, 1806.3188, 7330.0238, 1812.4361, 3037.9677, 1609.7065, 1652.9571, 1607.8021, 1657.2631
205.3840, 1758.7693, 5171.5855, 1726.4151, 4226.3005, 1804.4141, 7326.0787, 1811.5341, 3029.0615, 1609.6091, 1655.4247, 1608.5397, 1657.1799
206.3840, 1759.8511, 5184.3539, 1727.8847, 4213.7268, 1804.5290, 7318.8375, 1812.8441, 3013.4452, 1609.7416, 1653.6305, 1608.4333, 1658.9843
207.3840, 1759.2335, 5199.2840, 1727.6216, 4201.1066, 1802.7712, 7313.3747, 1811.7631, 2998.2253, 1608.8442, 1653.2896, 1609.0615, 1658.3186
208.3840, 1759.2629, 5209.0129, 1727.2785, 4187.9407, 1804.9079, 7309.4027, 1814.0786, 2984.9178, 1609.6838, 1652.6968, 1607.7871, 1656.5502
209.3840, 1759.3208, 5219.3603, 1725.2045, 4168.7755, 1802.7567, 7306.4679, 1813.1857, 2970.1139, 1610.0714, 1655.3955, 1606.8868, 1659.6634
210.3840, 1757.5901, 5222.2114, 1725.1832, 4149.9827, 1803.7195, 7299.2971, 1812.6760, 2957.8258, 1608.9110, 1653.4610, 1608.2976, 1657.5630
211.3840, 1758.0322, 5229.7895, 1726.7888, 4137.5896, 1804.3716, 7289.5818, 1814.6870, 2952.1395, 1609.1182, 1652.7474, 1608.9340, 1658.8186
212.3840, 1758.7188, 5237.3796, 1726.1572, 4131.2911, 1803.7598, 7282.5238, 1814.8879, 2942.5932, 1609.7942, 1652.0318, 1607.8306, 1658.1597
213.3840, 1757.8759, 5241.1103, 1725.0180, 4121.2705, 1803.0652, 7284.1460, 1814.4781, 2932.8471, 1608.5643, 1654.5786, 1609.3426, 1659.3816
214.3840, 1757.0046, 5243.6039, 1726.0826, 4111.4550, 1802.6491, 7273.2660, 1815.6206, 2924.3234, 1608.8468, 1653.7234, 1607.7316, 1657.9663
215.3840, 1756.8153, 5250.8180, 1725.2152, 4102.0133, 1803.1356, 7270.5331, 1813.6717, 2917.5652, 1609.1519, 1654.1610, 1608.3103, 1656.6702
216.3840, 1756.9108, 5252.6379, 1725.7921, 4087.9587, 1803.1874, 7265.9317, 1815.3246, 2910.3965, 1609.2961, 1654.6714, 1607.7871, 1657.8823
217.3840, 1755.8079, 5262.2638, 1725.2505, 4072.3384, 1801.4907, 7255.1770, 1815.0512, 2905.3618, 1607.9071, 1654.9825, 1607.8591, 1657.6979
218.3840, 1755.4577, 5258.7307, 1724.3211, 4071.2658, 1804.4534, 7256.3333, 1816.7814, 2895.9208, 1609.4097, 1654.7455, 1606.8936, 1658.5262
219.3840, 1754.5285, 5260.2335, 1724.4037, 4059.6109, 1803.6128, 7255.5124, 1817.6066, 2889.6492, 1608.8617, 1652.9487, 1607.3643, 1658.7609
220.3840, 1757.0570, 5261.2160, 1723.5650, 4051.4604, 1801.2495, 7243.8820, 1816.1273, 2884.9275, 1608.6552, 1654.3552, 1607.2819, 1657.9715
221.3840, 1757.1728, 5263.9945, 1725.0127, 4034.7635, 1802.4752, 7245.6356, 1816.2375, 2880.2369, 1609.6909, 1653.3799, 1607.7669, 1658.9400
222.3840, 1757.1517, 5267.8346, 1724.1406, 4029.9087, 1802.6708, 7239.5849, 1816.3630, 2878.2875, 1608.8610, 1654.9429, 1608.2234, 1659.1222
223.3840, 1755.5358, 5268.4605, 1725.6156, 4027.7742, 1803.1532, 7232.1056, 1816.3752, 2873.9251, 1609.8994, 1654.5974, 1608.6687, 1658.0892
224.3840, 1755.7408, 5264.2528, 1724.1139, 4017.1652, 1802.2505, 7232.1957, 1816.6833, 2874.8581, 1609.5935, 1653.7539, 1608.9070, 1657.7421
225.3840, 1755.4715, 5263.2702, 1724.8381, 4003.6462, 1801.4627, 7229.5062, 1815.5499, 2873.3867, 1609.4149, 1654.9136, 1607.6259, 1659.0990
226.3840, 1756.3162, 5262.0138, 1724.3764, 3992.2219, 1803.3758, 7238.1294, 1816.8764, 2871.9086, 1609.1227, 1653.4455, 1607.8651, 1658.1859
227.3840, 1755.6048, 5262.6241, 1724.0733, 3981.5723, 1802.3872, 7224.2143, 1816.7771, 2870.8508, 1609.5805, 1653.6987, 1608.1567, 1658.6582
228.3840, 1755.9063, 5266.7978, 1724.5210, 3975.6742, 1803.1936, 7225.2743, 1817.2229, 2867.6334, 1610.1753, 1653.3136, 1608.0285, 1657.9250
229.3840, 1754.7233, 5256.0018, 1724.3484, 3960.0380, 1801.6812, 7227.0901, 1815.1285, 2867.2674, 1609.5156, 1653.2812, 1608.4438, 1658.1102
230.3840, 1754.9954, 5253.1452, 1723.5316, 3954.8641, 1800.1035, 7220.2743, 1816.1663, 2865.0566, 1608.9351, 1654.8240, 1607.0322, 1658.7406
231.3840, 1755.4881, 5252.8447, 1723.0899, 3953.4324, 1800.7536, 7217.3323, 1816.6449, 2863.6614, 1609.6071, 1653.6584, 1608.1184, 1657.2249
232.3840, 1754.3805, 5252.2289, 1724.5903, 3952.0286, 1802.6087, 7215.1542, 1816.7600, 2861.5743, 1609.4448, 1653.4045, 1608.0255, 1657.2451
233.3840, 1756.0138, 5250.6287, 1725.4803, 3951.5630, 1802.0497, 7211.5373, 1816.1663, 2860.3270, 1608.7877, 1654.4539, 1608.9535, 1657.5757
234.3840, 1755.0469, 5260.6682, 1724.2239, 3946.8708, 1800.0031, 7218.3437, 1814.4762, 2860.0420, 1609.2974, 1653.5974, 1608.9273, 1657.1559
235.3840, 1755.2583, 5254.2987, 1722.8827, 3944.7735, 1799.2495, 7211.3540, 1816.0950, 2853.2795, 1609.5442, 1653.7416, 1606.8388, 1657.5735
236.3840, 1755.7693, 5247.6719, 1722.9787, 3940.2931, 1801.8468, 7213.5104, 1816.0773, 2855.3636, 1609.4890, 1652.3617, 1607.6019, 1658.3966
237.3840, 1755.3180, 5254.7776, 1722.3218, 3939.6389, 1803.1149, 7218.9938, 1816.4720, 2859.9562, 1608.9604, 1654.3565, 1608.2496, 1659.9483
238.3840, 1755.5404, 5246.8097, 1722.3784, 3934.3638, 1800.5041, 7216.7164, 1816.2284, 2860.6906, 1609.8565, 1654.3000, 1607.5217, 1658.9663
239.3840, 1752.8695, 5239.4311, 1723.0080, 3931.8075, 1802.5135, 7216.1460, 1817.7698, 2860.8319, 1608.7058, 1654.1123, 1607.9415, 1658.5000
240.3840, 1754.0257, 5239.1838, 1723.3205, 3917.8381, 1800.5745, 7210.0549, 1816.7838, 2861.5171, 1608.9734, 1652.3240, 1608.8253, 1657.4880
241.3840, 1753.5211, 5234.9752, 1721.4131, 3914.1066, 1801.1118, 7207.5414, 1816.6315, 2858.4428, 1609.1494, 1653.6039, 1607.6259, 1657.0825
242.3840, 1751.6645, 5239.6094, 1721.7808, 3911.3678, 1799.4389, 7197.5621, 1815.9775, 2860.6967, 1609.2201, 1652.7461, 1607.3036, 1657.5652
243.3840, 1752.8373, 5228.8575, 1723.5030, 3910.5523, 1801.3085, 7189.0290, 1816.4166, 2860.2533, 1610.0227, 1653.8162, 1606.8786, 1658.5247
244.3840, 1753.9816, 5229.1958, 1722.2385, 3897.8847, 1800.2402, 7179.6418, 1815.8112, 2859.1462, 1610.3571, 1653.9506, 1606.9805, 1657.5975
245.3840, 1753.3879, 5244.8824, 1724.0100, 3942.0306, 1803.7878, 7233.7547, 1816.9336, 2864.8770, 1609.4364, 1651.5727, 1606.9213, 1656.9318
246.3840, 1756.2656, 5262.4191, 1727.1326, 3989.9787, 1801.1625, 7253.1749, 1817.2783, 2877.5213, 1609.5922, 1651.7377, 1606.8658, 1655.9828
247.3840, 1754.3539, 5277.7656, 1728.5889, 4008.3564, 1803.1977, 7271.5952, 1818.2442, 2888.0085, 1608.5156, 1652.5325, 1607.5375, 1656.7196
248.3840, 1754.3686, 5279.7610, 1726.7995, 4023.3464, 1803.8634, 7280.3458, 1817.6121, 2894.1845, 1608.1084, 1651.8701, 1608.0607, 1655.7151
249.3840, 1757.7564, 5291.6029, 1728.7288, 4043.5470, 1801.8665, 7282.3582, 1816.7479, 2901.7290, 1609.6091, 1652.0344, 1608.4453, 1657.1987
250.3840, 1755.3842, 5302.0855, 1728.3045, 4055.6516, 1802.7505, 7308.4752, 1817.8276, 2908.2686, 1608.0864, 1651.3325, 1607.2676, 1656.7489
251.3840, 1755.4982, 5310.7546, 1727.2019, 4070.3304, 1802.8830, 7318.4793, 1816.1821, 2910.6809, 1609.8994, 1652.6422, 1606.6574, 1656.1342
252.3840, 1755.9210, 5320.1700, 1728.2272, 4073.5596, 1802.4617, 7330.2619, 1816.3557, 2915.1924, 1608.9701, 1651.1987, 1608.4250, 1657.1034
253.3840, 1754.5138, 5324.3879, 1727.6243, 4079.7675, 1803.7867, 7338.2433, 1816.4537, 2922.2607, 1607.6747, 1651.5084, 1608.1694, 1656.9550
254.3840, 1755.7574, 5331.9982, 1727.3884, 4087.9187, 1803.2857, 7352.6667, 1816.2223, 2927.0725, 1610.2669, 1650.7221, 1608.9063, 1656.4693
255.3840, 1755.4494, 5335.7877, 1726.6642, 4093.9387, 1802.2060, 7358.4151, 1815.3301, 2931.2266, 1609.2117, 1651.4825, 1608.2631, 1655.7241
256.3840, 1756.5377, 5340.2482, 1727.1759, 4102.6842, 1801.2598, 7367.3251, 1816.7527, 2937.4245, 1609.6656, 1651.3890, 1608.1724, 1656.8021
257.3840, 1754.6884, 5341.6002, 1727.5356, 4112.5576, 1803.4928, 7365.7764, 1817.0627, 2941.3039, 1608.2883, 1652.3727, 1607.4235, 1654.8718
258.3840, 1755.4200, 5349.3318, 1727.3964, 4130.4097, 1801.0559, 7372.2298, 1815.0591, 2945.5731, 1609.4188, 1652.1448, 1607.4940, 1656.7496
259.3840, 1755.4210, 5356.9568, 1725.2192, 4134.3205, 1803.1035, 7372.1408, 1816.0177, 2951.0262, 1609.8240, 1652.4331, 1607.7436, 1658.5412
260.3840, 1755.4899, 5358.3272, 1725.9687, 4148.6063, 1801.6625, 7379.3075, 1814.9080, 2954.4287, 1608.6805, 1651.3240, 1608.4873, 1657.0960
261.3840, 1755.3851, 5361.5680, 1726.8274, 4158.0080, 1802.7267, 7372.4917, 1815.4909, 2961.8599, 1610.1909, 1651.8429, 1607.6874, 1655.8801
262.3840, 1755.2086, 5358.1324, 1726.7508, 4166.5323, 1803.7733, 7384.4462, 1816.0140, 2969.8155, 1609.1688, 1652.5091, 1608.4640, 1656.6574
263.3840, 1757.3309, 5366.0450, 1726.3698, 4165.3891, 1803.3654, 7378.6501, 1816.7948, 2971.0816, 1609.7532, 1651.3584, 1608.5247, 1656.8628
264.3840, 1756.8410, 5367.7059, 1727.1985, 4176.5230, 1802.6998, 7385.9379, 1816.0737, 2977.6894, 1609.7883, 1652.0916, 1608.2204, 1657.5045
265.3840, 1754.9219, 5368.7895, 1726.8994, 4178.3897, 1801.3323, 7386.9089, 1816.0079, 2982.2089, 1609.9695, 1651.9987, 1609.0112, 1657.6522
266.3840, 1756.0919, 5371.0018, 1726.4390, 4181.2785, 1803.0559, 7386.0714, 1814.6188, 2987.2856, 1608.4325, 1652.4013, 1608.2459, 1658.6042
267.3840, 1756.2068, 5371.8042, 1727.0466, 4183.1666, 1802.4969, 7379.8468, 1814.3648, 2991.2509, 1609.6825, 1652.8143, 1607.9783, 1657.1237
268.3840, 1754.4347, 5366.3180, 1726.3025, 4193.4004, 1802.6335, 7380.1211, 1814.3721, 2999.7174, 1609.0500, 1651.5662, 1608.3268, 1657.2196
269.3840, 1754.4338, 5379.2675, 1726.1379, 4193.6742, 1803.1698, 7380.6698, 1814.9312, 3005.7795, 1610.7675, 1651.7377, 1607.9610, 1657.3891
270.3840, 1754.8116, 5376.9789, 1726.8594, 4202.5143, 1804.0849, 7383.9037, 1816.3417, 3018.6535, 1609.3909, 1652.7351, 1608.0135, 1657.9295
271.3840, 1753.9798, 5376.4678, 1726.6309, 4203.6949, 1803.1149, 7371.6491, 1812.7314, 3026.6864, 1609.5279, 1652.8403, 1607.5772, 1657.3966
272.3840, 1755.8732, 5373.5836, 1725.5576, 4195.4257, 1800.7650, 7373.7257, 1813.9403, 3032.4860, 1609.4273, 1652.2039, 1606.8981, 1656.3951
273.3840, 1754.4559, 5373.1296, 1724.3777, 4192.5643, 1803.2412, 7368.3416, 1814.4665, 3037.9756, 1609.1260, 1651.6662, 1606.7961, 1656.5825
274.3840, 1754.0579, 5377.8824, 1724.9447, 4190.9833, 1800.9482, 7373.3530, 1813.5402, 3044.1023, 1609.5591, 1653.1461, 1607.7399, 1657.2654
275.3840, 1755.5809, 5376.9991, 1726.9194, 4186.5570, 1803.7226, 7370.2992, 1814.1644, 3047.9275, 1609.3097, 1652.8630, 1608.3163, 1657.8411
276.3840, 1754.0938, 5372.6480, 1724.7275, 4188.7135, 1800.3054, 7376.1087, 1811.7899, 3054.3124, 1609.7409, 1652.1838, 1607.4183, 1656.8861
277.3840, 1753.9660, 5374.2252, 1725.6576, 4191.5137, 1801.9482, 7374.5911, 1813.8410, 3055.1242, 1607.5455, 1652.0799, 1606.7984, 1656.2001
278.3840, 1753.3456, 5371.2151, 1726.6029, 4194.1586, 1801.8344, 7371.0859, 1813.7284, 3065.6096, 1609.0279, 1651.5019, 1607.8838, 1657.0225
279.3840, 1755.2877, 5374.5478, 1725.4437, 4200.3338, 1803.5673, 7365.6532, 1814.1017, 3073.0469, 1608.1299, 1651.4084, 1606.9415, 1657.2789
280.3840, 1755.3474, 5370.6498, 1725.6223, 4205.5183, 1801.6822, 7358.3509, 1813.8136, 3084.5621, 1608.8273, 1652.0325, 1607.5787, 1656.3793
281.3840, 1754.4522, 5371.2978, 1724.3671, 4196.1699, 1802.5455, 7370.4306, 1812.7168, 3093.9354, 1608.6078, 1651.9175, 1606.4115, 1656.2339
282.3840, 1754.6857, 5376.4347, 1725.6376, 4196.7788, 1802.7174, 7361.3292, 1812.3837, 3097.3898, 1608.6760, 1651.6812, 1607.0277, 1655.5022
283.3840, 1754.5643, 5371.0340, 1725.6429, 4208.0107, 1800.6687, 7370.1139, 1811.1523, 3111.9196, 1608.7039, 1653.1052, 1607.0037, 1657.4078
