"File: DDELog(Excel:M8	1	1)::C:\Users\user\Desktop\clemens\19_07_22_ DRG_AOP\M8_DRG_19_7\M8.LOG"
"Date: Tue Jul 19 2022 15:1:2.985"
59.4590, "Wavelength Names:	340	385	GFP	Wavelength 4	555"
0.0000, "Clock reset to 0.0"
"Region 1: [Location: (254, 95), Size: (50, 38), Area: 1464]"
"Region 2: [Location: (305, 222), Size: (32, 37), Area: 908]"
"Region 3: [Location: (326, 391), Size: (33, 39), Area: 995]"
"Region 4: [Location: (125, 410), Size: (29, 34), Area: 758]"
"Region 5: [Location: (156, 244), Size: (25, 22), Area: 430]"
"Region 6: [Location: (106, 118), Size: (21, 21), Area: 305]"
"Region 7: [Location: (125, 126), Size: (21, 21), Area: 305]"
"Region 8: [Location: (134, 144), Size: (21, 21), Area: 305]"
"Region 9: [Location: (93, 155), Size: (21, 21), Area: 305]"
"Region 10: [Location: (159, 37), Size: (35, 40), Area: 1086]"
"Region 11: [Location: (200, 106), Size: (29, 45), Area: 1009]"
"Time (sec)", "R1 W1 Avg", "R1 W2 Avg", "R2 W1 Avg", "R2 W2 Avg", "R3 W1 Avg", "R3 W2 Avg", "R4 W1 Avg", "R4 W2 Avg", "R5 W1 Avg", "R5 W2 Avg", "R6 W1 Avg", "R6 W2 Avg", "R7 W1 Avg", "R7 W2 Avg", "R8 W1 Avg", "R8 W2 Avg", "R9 W1 Avg", "R9 W2 Avg", "R10 W1 Avg", "R10 W2 Avg", "R11 W1 Avg", "R11 W2 Avg"
75.3440, 1734.5827, 4917.8866, 1698.3855, 3667.4846, 1680.3668, 2852.2734, 1736.6689, 4038.4182, 1650.9721, 2608.3744, 1698.0852, 4134.9770, 1713.3180, 4077.0262, 1687.7836, 3587.6295, 1678.4557, 3308.2328, 1602.9586, 1627.0285, 1605.6026, 1638.3905
76.3440, 1732.7268, 4916.4980, 1695.7037, 3651.7874, 1679.0945, 2855.8151, 1740.4420, 4021.6478, 1649.4372, 2608.5233, 1701.9770, 4121.8852, 1717.6262, 4072.9213, 1685.2492, 3589.2852, 1678.0426, 3315.1738, 1604.7099, 1627.3941, 1604.8870, 1638.2626
77.3440, 1734.2090, 4906.9385, 1698.7621, 3645.3381, 1680.1035, 2855.3387, 1737.7454, 4012.9657, 1649.2395, 2601.5140, 1699.1902, 4125.5934, 1714.4426, 4072.4098, 1685.8426, 3586.7508, 1681.7672, 3317.4689, 1604.0479, 1628.5322, 1605.5292, 1637.9088
78.3440, 1732.2678, 4909.4918, 1697.2963, 3643.3095, 1678.5920, 2857.1337, 1737.6332, 4019.5145, 1648.9163, 2601.3930, 1699.0197, 4126.1311, 1714.1902, 4058.4328, 1685.8689, 3572.8230, 1679.6984, 3314.9934, 1604.3306, 1627.3389, 1604.8117, 1637.8949
79.3440, 1732.5956, 4898.9153, 1696.9857, 3644.1707, 1678.8211, 2861.5095, 1737.6636, 4019.7032, 1650.2023, 2606.0884, 1699.7180, 4132.6623, 1715.5508, 4054.7279, 1683.2426, 3577.1508, 1682.7443, 3317.4033, 1603.9779, 1628.0884, 1604.7929, 1638.1546
80.3440, 1732.0779, 4902.6728, 1698.5826, 3644.4416, 1679.1387, 2844.3146, 1738.7454, 4028.1873, 1651.4209, 2601.4721, 1700.4787, 4120.4295, 1712.9934, 4050.9639, 1686.6852, 3570.4525, 1683.6262, 3310.3705, 1602.4411, 1628.2919, 1604.6373, 1637.9713
81.3440, 1732.2432, 4894.8948, 1697.8998, 3638.0264, 1679.6744, 2828.3447, 1736.8377, 4022.5264, 1650.7930, 2593.3395, 1699.9213, 4112.8393, 1716.1148, 4044.0754, 1685.2984, 3572.4361, 1678.9016, 3314.1246, 1604.5654, 1628.3527, 1604.6383, 1635.3340
82.3440, 1733.8545, 4893.6421, 1697.3800, 3630.6300, 1679.3618, 2824.7879, 1737.7441, 4027.7546, 1650.5860, 2592.8535, 1702.6787, 4116.9705, 1715.3639, 4042.8721, 1687.3344, 3569.4000, 1681.7344, 3314.3410, 1604.1621, 1628.2026, 1606.4262, 1638.6918
83.3440, 1731.6352, 4893.9399, 1696.9703, 3620.2037, 1676.7216, 2825.8734, 1737.1412, 4033.1939, 1648.7465, 2587.1605, 1701.3016, 4110.4951, 1714.4492, 4040.6426, 1685.3180, 3568.7639, 1679.3770, 3312.9607, 1602.6041, 1626.5755, 1605.2369, 1637.4589
84.3440, 1730.8593, 4886.9870, 1697.8040, 3615.3018, 1678.4442, 2824.8854, 1737.3931, 4025.3364, 1651.2581, 2588.6326, 1700.8295, 4104.7967, 1714.6492, 4029.0951, 1683.9508, 3562.4230, 1679.1607, 3309.3311, 1603.0064, 1627.1667, 1604.7215, 1638.1893
85.3440, 1730.9433, 4884.0055, 1698.2346, 3601.4306, 1678.1548, 2821.1417, 1735.6913, 4018.1834, 1649.2442, 2588.2186, 1701.8623, 4105.4590, 1714.8459, 4021.4131, 1687.9902, 3560.7705, 1680.3836, 3310.2131, 1604.2836, 1629.0801, 1605.8652, 1638.1923
86.3440, 1731.6537, 4882.7384, 1696.7544, 3586.4042, 1679.8553, 2820.1548, 1734.8839, 4019.3364, 1647.7791, 2586.8791, 1702.4066, 4104.5180, 1713.3410, 4031.9574, 1683.4852, 3551.7836, 1677.2787, 3309.4885, 1602.7744, 1628.6694, 1605.2398, 1638.7592
87.3440, 1731.6564, 4877.7254, 1698.0154, 3581.0341, 1678.8633, 2815.9015, 1735.6570, 4022.7559, 1649.8419, 2587.7395, 1699.4656, 4107.5475, 1715.0721, 4024.2230, 1684.6689, 3554.8689, 1679.0197, 3310.0557, 1603.7993, 1627.7118, 1605.1794, 1637.8989
88.3440, 1730.9173, 4881.5888, 1698.0551, 3573.6927, 1678.6945, 2810.6462, 1737.4090, 4027.0185, 1650.9326, 2582.3674, 1701.2066, 4104.5574, 1712.9574, 4027.3180, 1685.9639, 3543.4131, 1679.7377, 3301.6852, 1603.4797, 1627.3462, 1604.7532, 1638.1388
89.3440, 1732.0827, 4877.7958, 1698.1509, 3566.2577, 1677.8432, 2814.3548, 1736.7177, 4031.1214, 1648.7070, 2590.6744, 1703.7770, 4100.4918, 1715.1377, 4026.1016, 1683.9672, 3540.8295, 1680.7279, 3308.3770, 1603.2302, 1627.6943, 1606.2061, 1638.8375
90.3440, 1730.1653, 4876.9611, 1698.0595, 3568.4846, 1677.5688, 2816.0101, 1736.4327, 4021.3852, 1649.5326, 2585.9605, 1702.9770, 4093.6721, 1714.8033, 4025.8131, 1684.6295, 3535.5213, 1682.3148, 3308.8131, 1603.2634, 1627.6004, 1605.4361, 1637.5560
91.3440, 1731.0608, 4865.4283, 1696.9626, 3568.9978, 1677.5327, 2817.6332, 1735.6755, 4018.6781, 1649.3395, 2586.7814, 1701.3869, 4098.1705, 1713.3344, 4014.3443, 1686.2033, 3531.2393, 1678.7180, 3303.7639, 1603.2864, 1627.1943, 1604.7284, 1637.8692
92.3440, 1730.4112, 4864.9133, 1697.6795, 3564.2852, 1678.0211, 2810.6593, 1736.3034, 4000.1966, 1647.6977, 2585.8977, 1702.8262, 4093.8525, 1714.1443, 4015.3475, 1683.5246, 3539.6066, 1680.3541, 3308.3836, 1604.7919, 1628.0295, 1605.4291, 1636.9316
93.3440, 1731.8716, 4861.8292, 1695.3667, 3552.4361, 1678.4884, 2792.9910, 1735.1715, 3984.7810, 1648.1326, 2582.5047, 1700.4262, 4113.6426, 1715.9803, 4021.6164, 1684.2754, 3532.3443, 1680.8393, 3300.6230, 1603.1657, 1627.6971, 1606.4004, 1637.9703
94.3440, 1730.3313, 4852.7357, 1699.2026, 3556.1817, 1677.0151, 2784.4784, 1736.8404, 3981.5132, 1651.4535, 2586.3395, 1701.9672, 4100.9246, 1714.7246, 4026.7639, 1684.1738, 3536.0820, 1679.2656, 3301.8164, 1604.5516, 1627.5764, 1604.9564, 1638.0892
95.3440, 1729.1749, 4846.4522, 1698.4416, 3556.0782, 1677.8955, 2780.5407, 1734.8391, 3972.7454, 1649.1349, 2581.8023, 1701.0689, 4101.5443, 1713.2164, 4019.1148, 1685.7738, 3541.7246, 1679.8098, 3300.2951, 1602.9604, 1627.9751, 1605.2666, 1637.5411
96.3440, 1729.5984, 4840.3914, 1697.7775, 3557.2742, 1678.3035, 2783.5055, 1734.4881, 3976.3179, 1650.7419, 2577.1674, 1700.1934, 4096.3869, 1712.1639, 4014.5246, 1685.7770, 3536.4197, 1679.2230, 3305.4754, 1604.4622, 1627.1575, 1604.3132, 1638.5808
97.3440, 1731.0294, 4838.7678, 1698.0143, 3554.2665, 1678.4925, 2783.5910, 1734.7625, 3971.3404, 1648.7558, 2572.2558, 1702.4787, 4104.8525, 1714.9246, 4010.4328, 1684.0590, 3533.6656, 1681.8918, 3299.3443, 1603.6455, 1628.3250, 1605.0178, 1638.5322
98.3440, 1732.1551, 4831.5690, 1696.2269, 3560.0551, 1676.7166, 2784.1940, 1735.7375, 3973.0409, 1650.5163, 2571.5000, 1701.8393, 4097.1148, 1715.2918, 4005.2000, 1684.3738, 3521.3967, 1680.6098, 3297.2164, 1604.1786, 1628.2643, 1606.1804, 1639.4757
99.3440, 1730.4228, 4827.3545, 1696.7302, 3551.6322, 1678.5618, 2791.5789, 1734.8113, 3973.7731, 1648.8488, 2565.5140, 1701.0721, 4102.2393, 1714.9541, 4013.2721, 1684.3082, 3520.2033, 1678.3016, 3306.5836, 1604.1446, 1627.9365, 1605.5917, 1638.3241
100.3440, 1730.0184, 4822.5984, 1697.9604, 3546.9097, 1679.7980, 2789.5668, 1735.2810, 3982.4670, 1649.5837, 2574.7186, 1702.3180, 4096.9377, 1714.6328, 4002.1803, 1685.2328, 3514.7180, 1681.0230, 3298.1180, 1603.1446, 1628.1602, 1606.2190, 1638.1883
101.3440, 1728.1646, 4821.9296, 1697.7731, 3536.0055, 1678.8462, 2796.1809, 1736.5066, 3990.0792, 1649.7419, 2573.7372, 1703.0426, 4100.3639, 1713.4033, 4001.4590, 1685.9115, 3514.1311, 1677.7148, 3302.1180, 1605.0727, 1626.8646, 1605.5619, 1637.2488
102.3440, 1729.6305, 4820.0014, 1697.2797, 3536.1189, 1677.2523, 2788.5518, 1734.2599, 3989.3588, 1649.8093, 2578.5744, 1701.6230, 4104.4852, 1714.5803, 3994.5443, 1685.6689, 3512.9148, 1679.3443, 3298.6656, 1602.2431, 1626.9622, 1604.5738, 1638.5203
103.3440, 1728.1100, 4817.5669, 1695.0011, 3526.2643, 1677.8814, 2801.4261, 1735.1346, 3987.5884, 1648.0023, 2581.2279, 1703.5443, 4098.2328, 1715.1410, 3992.6590, 1684.8492, 3510.0066, 1679.7705, 3295.8000, 1604.6483, 1627.7348, 1604.9683, 1638.0595
104.3440, 1729.8231, 4813.9092, 1696.4053, 3527.5595, 1678.3337, 2800.9940, 1735.2005, 3970.5119, 1647.6349, 2575.0116, 1701.8754, 4094.6885, 1712.3213, 3989.1574, 1683.4787, 3520.8361, 1677.6066, 3291.0492, 1603.0525, 1628.0856, 1605.2973, 1636.7334
105.3440, 1731.1175, 4810.8941, 1696.9526, 3526.2720, 1679.0332, 2788.4251, 1735.2071, 3951.5976, 1650.3186, 2572.7233, 1703.4262, 4090.6361, 1715.3902, 3985.0525, 1684.0000, 3512.4918, 1681.7902, 3297.6754, 1604.2827, 1627.6473, 1605.6739, 1638.6620
106.3440, 1728.1701, 4806.1189, 1694.8227, 3518.3789, 1676.7347, 2785.2784, 1735.1253, 3956.5343, 1646.9116, 2572.9674, 1700.4426, 4100.9246, 1712.7279, 3985.7344, 1683.0787, 3504.6852, 1679.1475, 3293.0164, 1603.6252, 1628.2164, 1605.2844, 1639.2953
107.3440, 1729.3245, 4805.5840, 1697.7500, 3509.6916, 1677.4201, 2783.8714, 1733.0910, 3962.3813, 1647.9372, 2574.3674, 1702.8656, 4100.8885, 1714.4918, 3981.9311, 1680.5738, 3511.2426, 1678.6000, 3288.0721, 1605.4890, 1628.3628, 1605.9455, 1639.2567
108.3440, 1728.6066, 4803.3169, 1696.4802, 3503.1476, 1677.1196, 2768.7176, 1732.3364, 3960.3773, 1648.5814, 2568.5814, 1702.3770, 4080.3738, 1711.9311, 3988.8623, 1685.2262, 3515.2787, 1682.1311, 3287.4918, 1603.5101, 1626.5414, 1604.7136, 1639.5411
109.3440, 1728.5881, 4792.4016, 1696.9526, 3497.5661, 1677.5126, 2763.3467, 1733.6530, 3968.6887, 1648.3302, 2572.3721, 1702.7180, 4086.6754, 1714.4852, 3981.7279, 1682.5115, 3512.9836, 1681.1344, 3291.8262, 1604.2541, 1626.9374, 1604.8375, 1638.3370
110.3440, 1728.3245, 4794.3115, 1697.0231, 3495.4339, 1677.2171, 2758.0362, 1733.4578, 3962.4697, 1648.9860, 2561.9186, 1700.7934, 4090.5902, 1714.4295, 3976.6885, 1684.4557, 3516.6885, 1678.1213, 3289.7049, 1604.0856, 1627.4705, 1605.4945, 1637.5302
111.3440, 1726.9529, 4791.6325, 1696.6189, 3499.1278, 1677.7779, 2744.9889, 1736.2889, 3964.6161, 1650.7744, 2564.8930, 1700.7115, 4090.0820, 1713.2492, 3981.1016, 1682.3770, 3510.4852, 1679.5082, 3278.2459, 1602.8435, 1628.5322, 1604.7185, 1636.5461
112.3440, 1727.8169, 4788.8422, 1695.8811, 3491.9240, 1679.2995, 2729.2935, 1733.0528, 3957.5594, 1649.1419, 2562.6767, 1702.7770, 4091.3607, 1715.1344, 3983.5246, 1681.7082, 3510.6885, 1678.7541, 3276.2623, 1602.9576, 1628.4512, 1603.9861, 1638.4222
113.3440, 1727.7254, 4784.8251, 1696.5099, 3493.0639, 1678.3578, 2702.5095, 1733.6491, 3958.0198, 1648.6953, 2561.6767, 1700.5770, 4088.5770, 1712.9869, 3979.2525, 1682.4721, 3503.3049, 1677.6557, 3275.7148, 1604.0285, 1626.2661, 1605.2706, 1636.4480
114.3440, 1728.6954, 4772.3449, 1696.2445, 3501.2687, 1679.1146, 2701.6985, 1733.5752, 3960.8417, 1647.0860, 2563.6860, 1702.0492, 4078.4098, 1714.2361, 3978.9049, 1681.1672, 3500.2721, 1678.6689, 3287.9770, 1605.1436, 1627.4521, 1607.3191, 1637.7215
115.3440, 1728.5970, 4764.1236, 1695.0639, 3497.0419, 1678.3789, 2694.9387, 1731.6478, 3964.3813, 1649.6512, 2565.1209, 1702.7410, 4088.5541, 1714.0295, 3972.0131, 1681.9770, 3504.5967, 1680.1115, 3280.8984, 1603.1768, 1626.4843, 1606.4945, 1638.4480
116.3440, 1728.2698, 4759.0567, 1696.6916, 3495.8767, 1679.3317, 2690.1367, 1733.3338, 3962.0963, 1648.5070, 2564.4093, 1703.2328, 4088.5279, 1714.5344, 3967.2590, 1681.1639, 3501.3082, 1679.6033, 3288.1344, 1604.4162, 1627.4024, 1606.2527, 1637.0099
117.3440, 1727.8163, 4758.2350, 1695.7555, 3493.8238, 1677.7357, 2688.0513, 1732.9393, 3939.8575, 1649.1535, 2560.0977, 1700.2951, 4083.2557, 1711.4328, 3975.7410, 1683.0918, 3499.6951, 1684.3279, 3282.2721, 1603.5295, 1626.4687, 1605.0704, 1637.3251
118.3440, 1727.4857, 4753.1025, 1697.1300, 3493.9615, 1678.0884, 2691.5739, 1731.4736, 3949.1662, 1647.1884, 2560.6047, 1701.7967, 4084.5902, 1712.9967, 3965.9967, 1680.0820, 3488.9377, 1679.2066, 3282.8328, 1603.9834, 1627.0967, 1605.5491, 1637.8870
119.3440, 1727.4501, 4747.2602, 1696.0540, 3496.5826, 1677.5387, 2701.6181, 1733.0950, 3934.9011, 1648.4488, 2557.4186, 1701.3082, 4074.1246, 1713.0426, 3964.4590, 1680.4393, 3499.9607, 1680.2262, 3276.2525, 1604.2164, 1626.6142, 1604.8969, 1637.2815
120.3440, 1728.9057, 4743.1851, 1695.4141, 3499.2059, 1677.5628, 2703.4613, 1731.0950, 3920.2454, 1646.4605, 2557.4605, 1702.3082, 4071.8525, 1713.5213, 3960.6295, 1680.9049, 3498.1016, 1679.3639, 3284.9213, 1602.8729, 1627.8398, 1606.6323, 1637.9544
121.3440, 1727.2985, 4739.9221, 1694.5628, 3498.8183, 1676.1879, 2711.9889, 1732.9235, 3922.8008, 1648.1116, 2557.7767, 1701.3705, 4074.6098, 1715.2754, 3961.3311, 1682.4623, 3496.3115, 1679.2754, 3279.9967, 1602.7781, 1626.5866, 1606.9029, 1638.0069
122.3440, 1726.4822, 4720.1216, 1697.2170, 3481.4009, 1676.8241, 2710.9055, 1733.0343, 3902.5699, 1649.2256, 2558.5930, 1700.7213, 4066.8033, 1709.2787, 3940.1705, 1678.1738, 3427.2689, 1681.5344, 3284.1246, 1604.1630, 1627.2109, 1605.2517, 1638.2626
123.3440, 1725.6865, 4705.2439, 1695.2731, 3491.8954, 1679.5769, 2706.0633, 1731.1992, 3892.9815, 1650.0860, 2557.4093, 1700.8000, 4070.7279, 1710.8951, 3940.6262, 1677.3475, 3421.1541, 1681.2197, 3279.4164, 1604.1593, 1627.0470, 1604.5391, 1640.1160
124.3440, 1725.5102, 4699.2664, 1694.9890, 3488.0826, 1677.3126, 2708.3980, 1732.2902, 3898.5752, 1649.5419, 2558.0953, 1701.2820, 4068.3246, 1710.3246, 3936.1869, 1678.9311, 3417.4098, 1681.1934, 3282.9148, 1603.9107, 1626.0967, 1605.5788, 1637.0396
125.3440, 1726.5082, 4702.0683, 1694.2974, 3489.5187, 1676.0573, 2698.8261, 1732.6016, 3901.5699, 1646.9814, 2557.1279, 1701.4689, 4076.0885, 1712.1705, 3934.0918, 1680.9344, 3420.9410, 1682.3967, 3287.1213, 1603.7403, 1628.0203, 1606.0595, 1637.7562
126.3440, 1727.8033, 4707.6639, 1695.7610, 3479.5672, 1677.1256, 2701.7307, 1731.8707, 3901.1847, 1649.8581, 2554.1791, 1704.7344, 4069.0754, 1709.6951, 3930.3836, 1677.7148, 3425.4393, 1678.0918, 3285.7443, 1604.3849, 1627.1851, 1605.6848, 1638.0605
127.3440, 1725.2842, 4695.2561, 1695.1817, 3488.0848, 1676.8533, 2699.0543, 1732.2995, 3894.6662, 1647.2512, 2552.3256, 1705.1934, 4075.5148, 1713.1672, 3927.5672, 1679.5967, 3424.3639, 1679.4754, 3286.6525, 1604.1878, 1627.7265, 1604.7047, 1638.5669
128.3440, 1727.0676, 4691.0738, 1695.4042, 3486.9240, 1676.9839, 2699.3548, 1732.1121, 3891.0699, 1646.8791, 2554.5558, 1702.7049, 4077.6361, 1713.4426, 3927.8754, 1679.1082, 3424.4426, 1684.6098, 3282.1246, 1604.3048, 1627.2274, 1605.1665, 1637.9376
129.3440, 1726.8798, 4684.6796, 1693.1905, 3488.5066, 1678.4241, 2693.8442, 1732.3984, 3881.1596, 1647.5070, 2548.7372, 1702.4820, 4070.6131, 1711.5443, 3935.0590, 1679.0590, 3426.2689, 1682.0230, 3278.2787, 1603.6215, 1628.1897, 1604.9504, 1637.5788
130.3440, 1725.4761, 4684.5335, 1695.5209, 3493.4163, 1677.8613, 2702.1005, 1733.2823, 3863.1596, 1647.6488, 2550.5349, 1702.4525, 4063.1803, 1710.5115, 3931.2951, 1680.1180, 3422.6852, 1680.5607, 3286.4820, 1603.7891, 1626.8996, 1605.4549, 1637.4054
131.3440, 1725.6851, 4683.8422, 1694.5452, 3497.9460, 1676.6804, 2703.8945, 1731.6636, 3874.8404, 1647.5070, 2549.5837, 1703.4000, 4066.6098, 1712.7180, 3924.5639, 1678.1639, 3423.6098, 1683.4295, 3286.6918, 1602.5654, 1627.2459, 1606.0020, 1637.2993
132.3440, 1724.9433, 4671.4133, 1694.8326, 3491.9824, 1677.8623, 2701.9558, 1730.0251, 3891.8140, 1648.4977, 2551.8209, 1702.4393, 4066.9803, 1712.5869, 3917.7869, 1679.8098, 3411.7148, 1681.0951, 3281.1213, 1603.6842, 1627.0470, 1606.3875, 1636.6353
133.3440, 1724.9556, 4675.0458, 1695.4791, 3496.8998, 1677.3095, 2711.1005, 1729.0871, 3897.6979, 1648.5000, 2544.8279, 1702.8787, 4070.6754, 1711.3836, 3931.4361, 1676.1443, 3415.0984, 1680.3443, 3285.4000, 1605.2247, 1627.0267, 1605.8305, 1636.6809
134.3440, 1725.8204, 4678.6366, 1694.1586, 3495.1267, 1677.2643, 2705.4161, 1732.1412, 3887.7256, 1648.9279, 2545.9488, 1703.2820, 4060.8033, 1711.2000, 3934.0754, 1675.4885, 3414.6623, 1681.1607, 3282.5803, 1605.0175, 1626.7376, 1604.9514, 1638.0109
135.3440, 1725.9529, 4677.2807, 1693.5507, 3492.8899, 1677.2452, 2711.6754, 1731.4182, 3887.8747, 1648.6767, 2548.8791, 1704.3410, 4064.1639, 1712.8361, 3936.0525, 1678.2066, 3411.3967, 1680.5770, 3288.3311, 1603.3333, 1627.7532, 1606.3271, 1637.3152
136.3440, 1726.0143, 4678.5540, 1694.8205, 3486.8414, 1676.5206, 2715.7749, 1729.3813, 3890.3166, 1647.8953, 2545.0674, 1701.9475, 4061.3148, 1711.7344, 3932.9311, 1676.6689, 3418.1639, 1682.3836, 3287.6197, 1603.5709, 1626.9134, 1604.8652, 1637.3300
137.3440, 1724.6762, 4670.3347, 1695.0881, 3486.1024, 1677.1417, 2717.2894, 1730.2441, 3909.9815, 1648.1791, 2542.5767, 1700.0131, 4073.6590, 1709.1377, 3945.7377, 1676.5180, 3407.6557, 1678.9967, 3278.2623, 1605.1160, 1627.5193, 1604.9950, 1639.4202
138.3440, 1723.0403, 4669.3682, 1695.4053, 3485.5088, 1676.2925, 2712.5628, 1729.7018, 3909.9393, 1648.8767, 2538.7000, 1701.3443, 4057.5934, 1708.2164, 3939.1279, 1677.0557, 3411.3902, 1679.7115, 3282.5180, 1604.5350, 1626.9125, 1605.5857, 1637.4549
139.3440, 1724.7452, 4663.9378, 1693.2291, 3490.9372, 1676.5407, 2718.8151, 1731.0580, 3906.4274, 1647.6977, 2534.2605, 1703.1836, 4061.2525, 1712.3213, 3943.0951, 1677.3934, 3419.0230, 1680.8754, 3284.4754, 1603.7145, 1628.6160, 1606.4093, 1638.5094
140.3440, 1723.0745, 4658.8668, 1694.5573, 3482.3921, 1674.6613, 2724.6090, 1729.3562, 3913.1781, 1648.9907, 2536.3302, 1702.3213, 4061.8525, 1710.6033, 3946.0623, 1677.7246, 3414.1213, 1680.7475, 3279.5541, 1605.1151, 1628.1197, 1605.6571, 1638.1903
141.3440, 1725.1113, 4657.6346, 1694.2599, 3481.9593, 1676.8834, 2721.8794, 1732.1966, 3913.3074, 1647.8698, 2528.9186, 1705.0459, 4069.1082, 1712.9508, 3932.3803, 1677.8164, 3409.1344, 1685.2230, 3282.1180, 1604.2753, 1627.2551, 1606.7304, 1637.3627
142.3440, 1724.0827, 4650.6824, 1693.7952, 3478.0551, 1675.5206, 2728.1789, 1729.8483, 3905.4683, 1647.3186, 2535.3977, 1700.0918, 4062.4525, 1708.9377, 3944.2492, 1672.8787, 3407.9344, 1680.1213, 3282.3246, 1604.8536, 1627.0912, 1605.4688, 1636.6938
143.3440, 1724.8299, 4646.8347, 1693.6311, 3483.1773, 1675.8503, 2733.1588, 1730.6095, 3920.3140, 1646.8558, 2532.0581, 1704.6689, 4064.5049, 1711.0852, 3948.0557, 1677.0131, 3406.1082, 1680.9049, 3281.6787, 1603.9853, 1626.8407, 1605.6492, 1638.4876
144.3440, 1724.1837, 4647.2439, 1692.7841, 3483.2357, 1674.9085, 2735.0513, 1730.3404, 3924.1398, 1650.7326, 2523.8349, 1704.7377, 4066.5639, 1708.2852, 3946.6262, 1677.5541, 3404.6689, 1681.7148, 3292.3148, 1604.3720, 1626.1759, 1605.9970, 1637.4351
145.3440, 1724.2596, 4636.5635, 1693.8282, 3484.9703, 1676.2874, 2741.1970, 1729.3813, 3921.3456, 1648.8488, 2525.3744, 1703.0885, 4073.7475, 1709.6393, 3940.3738, 1675.6689, 3416.5541, 1682.2459, 3279.6164, 1603.7643, 1627.6041, 1604.5550, 1637.8989
146.3440, 1725.2609, 4631.1380, 1693.8392, 3490.2214, 1675.2915, 2743.7136, 1727.9934, 3917.8430, 1648.5698, 2523.0233, 1700.8623, 4068.9902, 1711.0459, 3953.8984, 1675.8754, 3409.3016, 1680.5475, 3282.0721, 1605.1317, 1626.9705, 1606.2567, 1638.2349
147.3440, 1723.8108, 4632.4351, 1694.0540, 3481.6244, 1675.6724, 2749.0744, 1729.6266, 3906.7098, 1649.7651, 2522.8884, 1705.6361, 4069.1541, 1710.9574, 3938.8000, 1676.3508, 3407.7836, 1684.0885, 3278.7607, 1604.3978, 1628.4374, 1605.7037, 1638.2924
148.3440, 1722.9809, 4632.5048, 1692.3987, 3482.9604, 1674.6000, 2739.0442, 1731.0950, 3908.9340, 1650.9349, 2522.9953, 1701.6328, 4073.8623, 1711.9967, 3937.5180, 1677.4492, 3407.2000, 1680.6721, 3283.7770, 1603.6694, 1628.4401, 1604.9167, 1638.1407
149.3440, 1723.3982, 4627.6673, 1693.0760, 3481.0518, 1674.2543, 2740.7447, 1729.4776, 3909.2559, 1646.1884, 2514.0070, 1703.8000, 4062.7410, 1711.0984, 3947.6557, 1675.3377, 3403.8164, 1682.1410, 3286.6885, 1603.3674, 1627.5599, 1606.4519, 1638.1913
150.3440, 1723.3757, 4640.4822, 1693.7577, 3490.1894, 1674.4111, 2744.4201, 1729.2704, 3914.2744, 1649.2651, 2508.6767, 1703.3016, 4067.6426, 1709.7279, 3944.2230, 1675.8262, 3411.7607, 1679.8295, 3287.2689, 1604.5700, 1627.5175, 1606.1843, 1638.6809
151.3440, 1724.3764, 4643.1038, 1691.5121, 3500.4394, 1675.6804, 2746.0583, 1729.9090, 3931.4631, 1648.6256, 2508.5721, 1701.8984, 4072.8525, 1711.6361, 3950.4393, 1678.2426, 3413.5836, 1681.5180, 3289.0951, 1603.4088, 1627.7164, 1605.0387, 1637.7869
152.3440, 1723.9119, 4640.2158, 1693.6586, 3500.7015, 1675.4633, 2745.4935, 1730.0739, 3931.3918, 1649.7302, 2509.1116, 1704.7213, 4057.4656, 1713.4164, 3948.1574, 1676.2689, 3411.3344, 1685.4918, 3285.9148, 1605.2735, 1627.8729, 1606.3578, 1637.9058
153.3440, 1723.1755, 4637.2582, 1693.5430, 3504.5121, 1675.7256, 2747.2010, 1730.0567, 3922.8074, 1649.7977, 2514.5302, 1702.1311, 4076.9213, 1708.6852, 3957.4197, 1677.8197, 3412.4262, 1682.6393, 3286.4525, 1604.8352, 1626.2799, 1605.0317, 1638.4777
154.3440, 1722.5847, 4632.6844, 1694.1674, 3503.5980, 1673.9980, 2735.8040, 1730.3259, 3925.3852, 1645.8767, 2517.4791, 1700.5902, 4074.5049, 1710.6820, 3958.0328, 1672.9344, 3414.9344, 1681.9311, 3281.0000, 1604.3260, 1626.7983, 1604.6006, 1638.4836
155.3440, 1724.9255, 4630.6660, 1693.3524, 3507.5991, 1674.7347, 2732.8693, 1727.1913, 3932.8707, 1648.1349, 2517.3465, 1704.5180, 4064.7770, 1711.4918, 3964.4984, 1675.7934, 3407.9672, 1685.0984, 3283.6918, 1604.2597, 1626.5985, 1605.8692, 1638.4797
156.3440, 1723.2206, 4622.9993, 1691.6993, 3510.1388, 1675.3829, 2732.5799, 1728.0158, 3928.2375, 1647.0419, 2524.0140, 1701.4328, 4074.0820, 1711.0656, 3963.6262, 1677.1082, 3413.7311, 1682.4787, 3286.6689, 1603.9659, 1626.5856, 1605.9663, 1637.4718
157.3440, 1723.7794, 4620.4344, 1691.5639, 3507.7632, 1674.8784, 2739.5447, 1728.7507, 3926.4380, 1647.2977, 2522.4233, 1702.2885, 4070.3541, 1710.0000, 3960.5213, 1674.8984, 3407.4262, 1680.9016, 3284.9344, 1604.4291, 1627.7624, 1605.2270, 1638.5808
