"File: DDELog(Excel:M8	1	1)::C:\Users\user\Desktop\clemens\19_07_22_ DRG_AOP\M8_DRG_19_7\M8.LOG"
"Date: Tue Jul 19 2022 15:1:2.985"
59.4590, "Wavelength Names:	340	385	GFP	Wavelength 4	555"
0.0000, "Clock reset to 0.0"
"Region 1: [Location: (254, 95), Size: (50, 38), Area: 1464]"
"Region 2: [Location: (305, 222), Size: (32, 37), Area: 908]"
"Region 3: [Location: (326, 391), Size: (33, 39), Area: 995]"
"Region 4: [Location: (125, 410), Size: (29, 34), Area: 758]"
"Region 5: [Location: (156, 244), Size: (25, 22), Area: 430]"
"Region 6: [Location: (106, 118), Size: (21, 21), Area: 305]"
"Region 7: [Location: (125, 126), Size: (21, 21), Area: 305]"
"Region 8: [Location: (134, 144), Size: (21, 21), Area: 305]"
"Region 9: [Location: (93, 155), Size: (21, 21), Area: 305]"
"Region 10: [Location: (159, 37), Size: (35, 40), Area: 1086]"
"Region 11: [Location: (200, 106), Size: (29, 45), Area: 1009]"
"Time (sec)", "R1 W1 Avg", "R1 W2 Avg", "R2 W1 Avg", "R2 W2 Avg", "R3 W1 Avg", "R3 W2 Avg", "R4 W1 Avg", "R4 W2 Avg", "R5 W1 Avg", "R5 W2 Avg", "R6 W1 Avg", "R6 W2 Avg", "R7 W1 Avg", "R7 W2 Avg", "R8 W1 Avg", "R8 W2 Avg", "R9 W1 Avg", "R9 W2 Avg", "R10 W1 Avg", "R10 W2 Avg", "R11 W1 Avg", "R11 W2 Avg"
241.3440, 1710.4119, 4124.6257, 1696.7797, 2714.7720, 1671.8111, 2488.6352, 1725.1570, 3117.2177, 1643.7395, 2398.3721, 1699.8492, 3816.6852, 1702.5705, 3665.8098, 1664.6033, 3087.7836, 1684.5902, 3209.5738, 1606.0166, 1627.1584, 1607.1943, 1638.4559
242.3440, 1709.9638, 4132.6844, 1694.3524, 2727.8899, 1670.5779, 2482.2523, 1724.2071, 3130.6359, 1644.3977, 2399.7372, 1699.2459, 3827.6000, 1698.9902, 3679.0000, 1662.2852, 3091.1803, 1685.0951, 3211.7148, 1604.3904, 1627.1446, 1605.5104, 1636.6581
243.3440, 1709.4003, 4143.5178, 1694.7588, 2750.7742, 1669.6271, 2490.9839, 1724.4802, 3178.8285, 1643.0744, 2405.4558, 1699.0164, 3831.5377, 1703.2492, 3680.3049, 1665.0098, 3111.0689, 1682.7180, 3223.0656, 1604.7790, 1627.0681, 1606.1546, 1637.1923
244.3440, 1709.6018, 4152.3798, 1692.9141, 2783.9637, 1669.5387, 2504.2985, 1723.5158, 3215.0317, 1644.3907, 2407.5744, 1701.2918, 3827.6754, 1702.2131, 3685.8754, 1663.6656, 3103.4689, 1682.3672, 3226.0492, 1604.3794, 1628.4070, 1605.7770, 1636.9722
245.3440, 1710.7910, 4166.7637, 1692.6366, 2822.1608, 1668.6583, 2523.6000, 1721.9288, 3258.6108, 1644.9302, 2412.6372, 1700.6984, 3836.5574, 1701.6230, 3687.2623, 1664.0393, 3098.9213, 1681.8459, 3227.3213, 1603.2090, 1627.8425, 1606.3528, 1637.5134
246.3440, 1709.9925, 4181.1612, 1691.3293, 2856.0463, 1669.8714, 2534.2643, 1722.3707, 3297.1425, 1644.7116, 2415.8628, 1699.9607, 3842.0197, 1700.6689, 3697.1246, 1665.4262, 3112.1607, 1683.4033, 3228.2393, 1603.6621, 1625.6114, 1604.9495, 1636.4955
247.3440, 1709.2193, 4189.3265, 1692.8227, 2884.9416, 1670.4492, 2543.5518, 1723.0765, 3330.9340, 1644.8442, 2420.2209, 1701.9148, 3844.2951, 1704.4262, 3704.3213, 1666.6557, 3109.0852, 1684.7443, 3229.7738, 1604.6611, 1626.0948, 1605.9742, 1637.7076
248.3440, 1709.6585, 4198.6790, 1692.7456, 2917.2544, 1669.6633, 2549.2080, 1720.7018, 3363.0092, 1645.2116, 2426.8372, 1700.6656, 3840.5803, 1699.7672, 3705.9016, 1662.8131, 3107.6426, 1684.7082, 3232.8557, 1603.4705, 1626.9880, 1604.7245, 1636.0684
249.3440, 1710.6885, 4201.1004, 1689.6993, 2944.2004, 1669.1266, 2557.6794, 1722.9485, 3398.5963, 1643.1860, 2425.6837, 1701.0197, 3851.9803, 1700.1311, 3707.7311, 1665.6492, 3103.4754, 1683.9639, 3242.6525, 1603.3490, 1627.3582, 1605.8355, 1635.7681
250.3440, 1710.0239, 4211.5287, 1690.0936, 2968.2544, 1669.1477, 2571.1508, 1721.5040, 3423.2995, 1643.3674, 2431.4767, 1699.9180, 3847.3180, 1699.8459, 3707.4000, 1663.4459, 3101.7082, 1680.9443, 3239.0984, 1604.8711, 1627.0350, 1605.6303, 1638.1308
251.3440, 1708.7049, 4215.1230, 1691.7996, 2987.3238, 1668.1166, 2575.5307, 1720.7850, 3447.7216, 1645.6488, 2429.9744, 1700.9049, 3857.9770, 1702.2885, 3716.3607, 1664.4492, 3101.1639, 1684.4230, 3237.3836, 1604.9659, 1625.4374, 1605.5828, 1636.1972
252.3440, 1708.6762, 4221.0137, 1689.9020, 3013.8700, 1669.4774, 2582.0764, 1719.4288, 3474.4815, 1645.3651, 2435.4349, 1697.9279, 3856.7672, 1699.6590, 3711.8066, 1662.0131, 3101.6262, 1682.7049, 3243.3049, 1603.7670, 1626.6851, 1604.1705, 1637.1556
253.3440, 1707.3764, 4223.7322, 1688.5297, 3034.5055, 1670.3296, 2585.6422, 1722.3456, 3506.3734, 1642.3488, 2431.2605, 1699.0754, 3859.9574, 1700.4590, 3713.0557, 1661.0164, 3094.4262, 1681.0525, 3237.0689, 1602.8785, 1625.2919, 1603.3241, 1637.9990
254.3440, 1709.1605, 4231.7391, 1689.9648, 3046.4780, 1669.6995, 2585.2804, 1720.4367, 3535.4472, 1643.1419, 2436.2186, 1700.5246, 3860.1016, 1698.5836, 3717.6000, 1665.0361, 3096.6951, 1684.0885, 3238.0984, 1604.2707, 1626.6869, 1605.0496, 1637.2616
255.3440, 1708.6107, 4243.3087, 1689.9185, 3065.8095, 1669.4925, 2589.4472, 1720.0435, 3564.4578, 1644.5256, 2435.8791, 1700.2066, 3859.7967, 1700.4426, 3720.2820, 1664.4262, 3098.7770, 1679.8623, 3238.8557, 1605.1492, 1626.9263, 1605.2904, 1636.6700
256.3440, 1709.7780, 4245.4904, 1690.6652, 3078.0044, 1671.8583, 2603.0734, 1721.6372, 3573.6082, 1644.1721, 2437.9977, 1699.4984, 3854.1934, 1699.8852, 3728.1902, 1664.8197, 3097.7246, 1681.3016, 3239.3902, 1604.1335, 1626.1354, 1604.4628, 1637.0902
257.3440, 1709.0014, 4252.2077, 1691.7610, 3097.8040, 1671.2382, 2611.6422, 1718.8865, 3592.5145, 1646.8884, 2441.2605, 1703.1803, 3866.0525, 1702.9311, 3722.8623, 1663.2623, 3092.9836, 1685.7508, 3244.8230, 1604.0221, 1628.3573, 1606.3181, 1638.7076
258.3440, 1710.8818, 4255.2746, 1692.5363, 3111.4251, 1670.2070, 2618.0342, 1720.6293, 3610.3971, 1644.7047, 2442.6372, 1701.0918, 3874.3213, 1700.6459, 3728.8098, 1665.8066, 3089.9934, 1682.7803, 3243.4623, 1603.3729, 1627.0884, 1605.3786, 1637.9009
259.3440, 1710.2111, 4257.5266, 1691.5308, 3126.1289, 1671.2693, 2623.2764, 1720.2757, 3627.3193, 1644.5116, 2441.0186, 1701.3049, 3871.5279, 1703.0000, 3729.3443, 1666.2984, 3086.7672, 1683.7377, 3243.8623, 1603.9171, 1626.6860, 1606.8523, 1637.3380
260.3440, 1711.5765, 4261.1079, 1691.5914, 3137.3535, 1670.7236, 2627.9638, 1719.6741, 3632.6741, 1647.5233, 2444.0349, 1699.6426, 3874.7508, 1700.9279, 3726.4066, 1666.6197, 3080.1049, 1681.6787, 3244.6393, 1603.9346, 1627.2431, 1606.3211, 1636.7919
261.3440, 1710.6585, 4265.2199, 1691.7500, 3153.9097, 1670.7457, 2634.1910, 1720.8259, 3639.1042, 1647.4628, 2445.2674, 1698.9410, 3880.1311, 1701.2131, 3741.4230, 1661.0656, 3080.0492, 1680.5410, 3243.5607, 1604.8987, 1627.3766, 1606.0555, 1637.7711
262.3440, 1709.9324, 4265.9863, 1690.4989, 3167.6178, 1670.6271, 2643.3688, 1721.2612, 3634.2493, 1643.6977, 2443.4116, 1700.9213, 3894.0787, 1700.3770, 3743.9639, 1663.9016, 3080.2820, 1682.5770, 3251.1869, 1605.0773, 1626.1952, 1605.3508, 1638.8424
263.3440, 1709.8914, 4265.3811, 1690.5628, 3179.3932, 1669.7317, 2648.5085, 1720.0053, 3653.2757, 1647.0023, 2449.9674, 1699.2885, 3887.4393, 1698.2623, 3740.5049, 1662.9672, 3073.8393, 1683.4459, 3245.0590, 1604.6409, 1626.0442, 1605.8048, 1636.7790
264.3440, 1708.4911, 4271.6428, 1692.2081, 3188.7522, 1670.9347, 2662.2874, 1720.7744, 3658.5343, 1645.1721, 2454.8674, 1700.1738, 3899.0131, 1700.4262, 3744.0557, 1664.5049, 3074.4984, 1684.9902, 3246.9770, 1603.3959, 1626.2762, 1605.0951, 1637.8305
265.3440, 1709.7801, 4267.2452, 1692.4482, 3198.1487, 1669.6060, 2664.2553, 1723.0950, 3653.2850, 1644.0512, 2453.3651, 1699.6197, 3899.2328, 1699.5311, 3743.3410, 1662.5344, 3064.3344, 1680.8852, 3256.3475, 1603.0129, 1626.0534, 1604.5084, 1637.3300
266.3440, 1712.2452, 4274.5178, 1691.3601, 3207.3205, 1670.8171, 2671.7899, 1720.7071, 3662.0198, 1644.3791, 2454.4814, 1699.4525, 3903.2557, 1700.2033, 3742.6590, 1664.8459, 3058.5639, 1682.4557, 3255.1016, 1604.3481, 1628.1077, 1606.1615, 1637.9475
267.3440, 1710.4932, 4273.4119, 1691.4361, 3210.9306, 1671.8724, 2677.7417, 1721.9367, 3665.2401, 1645.9116, 2456.9581, 1699.2197, 3906.5869, 1702.9213, 3751.8623, 1661.7475, 3065.2328, 1682.4951, 3254.2426, 1604.8858, 1627.6031, 1604.7631, 1638.4014
268.3440, 1710.4460, 4276.0622, 1692.0595, 3220.2203, 1671.4653, 2679.2543, 1723.5343, 3663.8654, 1645.1860, 2453.6558, 1698.7836, 3909.5049, 1698.9443, 3745.2951, 1662.0951, 3062.1803, 1678.6328, 3247.6328, 1603.8140, 1626.5267, 1606.1685, 1638.5917
269.3440, 1708.3142, 4276.1011, 1692.2467, 3228.8007, 1671.5196, 2682.8111, 1722.9881, 3669.9050, 1647.4837, 2456.6093, 1699.7770, 3909.8459, 1700.2197, 3745.1738, 1662.9475, 3057.5705, 1682.6164, 3254.1705, 1603.6934, 1628.2366, 1604.7681, 1636.0416
270.3440, 1710.4836, 4272.0683, 1692.1696, 3235.3557, 1672.5015, 2688.8161, 1724.2427, 3681.4420, 1647.6209, 2459.7907, 1700.2590, 3915.0131, 1699.2426, 3748.3705, 1662.3311, 3048.1246, 1683.7148, 3254.0492, 1605.2376, 1626.3877, 1605.2052, 1636.6848
271.3440, 1710.1714, 4272.5710, 1692.0793, 3239.8084, 1670.8915, 2684.0874, 1723.6121, 3690.5290, 1646.2907, 2462.1558, 1700.7443, 3911.1770, 1699.0000, 3754.3115, 1659.9639, 3053.8131, 1683.5148, 3247.9082, 1604.7035, 1627.9521, 1604.0951, 1637.7047
272.3440, 1711.0533, 4272.7657, 1692.2093, 3242.6046, 1674.2221, 2690.1246, 1723.1675, 3704.0198, 1645.9209, 2463.6930, 1701.2328, 3909.9410, 1700.0426, 3753.8197, 1662.6951, 3049.5213, 1682.2918, 3246.7541, 1604.0580, 1626.7090, 1605.8345, 1638.0040
273.3440, 1709.3333, 4278.3388, 1693.2566, 3246.4593, 1673.8060, 2694.7739, 1723.2032, 3707.2704, 1647.0930, 2462.6721, 1701.5377, 3908.5344, 1699.9705, 3754.2197, 1662.7344, 3044.8754, 1682.2689, 3251.3639, 1603.6556, 1625.2947, 1605.5728, 1636.7631
274.3440, 1710.7555, 4279.2336, 1691.4207, 3254.1278, 1672.2342, 2696.9266, 1719.6715, 3705.4077, 1645.9488, 2460.6326, 1701.4689, 3907.0230, 1698.6426, 3751.5705, 1660.4361, 3039.2295, 1680.0820, 3256.8131, 1603.2118, 1627.1169, 1605.6511, 1637.6799
275.3440, 1709.1195, 4282.9577, 1692.8568, 3259.3524, 1672.2854, 2698.7920, 1722.4208, 3701.4499, 1646.3093, 2459.9465, 1700.9115, 3907.0689, 1698.1443, 3754.1738, 1660.1279, 3045.1967, 1680.5246, 3255.5082, 1603.4733, 1626.6943, 1604.1031, 1637.1199
276.3440, 1710.0034, 4285.1776, 1693.1751, 3265.3546, 1672.3075, 2706.4020, 1722.6478, 3707.7968, 1645.9419, 2463.0907, 1700.1869, 3906.2426, 1698.1410, 3758.0557, 1662.5541, 3039.0721, 1681.1443, 3253.1738, 1603.4033, 1627.2330, 1605.4480, 1637.1556
277.3440, 1708.9290, 4289.0130, 1691.5661, 3273.7346, 1673.4472, 2709.9186, 1725.1372, 3716.9340, 1646.8651, 2466.2744, 1700.4131, 3907.8885, 1702.1344, 3760.3148, 1663.7115, 3049.0492, 1678.3967, 3250.5574, 1603.4199, 1627.4162, 1604.3241, 1638.3687
278.3440, 1710.9071, 4289.0471, 1690.0804, 3271.8128, 1671.5528, 2708.0653, 1723.2348, 3711.6953, 1646.3442, 2464.1302, 1702.3705, 3909.0033, 1701.2754, 3759.7869, 1664.4984, 3047.3115, 1681.0885, 3251.8820, 1603.8573, 1627.7661, 1605.0396, 1635.7433
279.3440, 1710.0191, 4291.0430, 1692.8392, 3274.6608, 1672.6402, 2704.2714, 1723.0950, 3715.9116, 1648.6791, 2465.8256, 1700.7836, 3907.4262, 1700.8131, 3748.3967, 1664.0197, 3054.3115, 1679.0951, 3245.3705, 1604.3858, 1626.2882, 1606.0535, 1636.2716
280.3440, 1709.1872, 4289.7357, 1692.1222, 3275.3381, 1672.6915, 2707.9276, 1723.6082, 3725.9050, 1648.0442, 2464.7349, 1702.2557, 3912.7869, 1701.2000, 3760.5213, 1661.9311, 3044.4590, 1681.7213, 3250.0984, 1604.8812, 1627.2974, 1606.6729, 1636.6373
281.3440, 1710.6660, 4292.9344, 1693.1883, 3277.3128, 1672.1136, 2709.6432, 1722.3061, 3732.4710, 1647.7674, 2465.0953, 1702.2689, 3906.2656, 1698.9869, 3759.5344, 1663.7213, 3051.0557, 1683.4230, 3254.0656, 1604.3508, 1626.2505, 1605.9564, 1637.4648
282.3440, 1711.2473, 4290.5423, 1692.0606, 3277.9593, 1672.4342, 2714.6583, 1722.3918, 3740.1530, 1646.0233, 2464.8605, 1701.5410, 3904.7869, 1700.8984, 3766.2557, 1664.0754, 3056.4328, 1682.4426, 3258.3607, 1605.2210, 1628.2265, 1606.6254, 1637.7166
283.3440, 1709.3627, 4288.9706, 1691.4328, 3279.0033, 1672.0372, 2722.5367, 1721.8417, 3739.0884, 1647.5628, 2463.7558, 1701.9967, 3906.2885, 1703.2820, 3763.6492, 1661.1344, 3050.6984, 1681.0230, 3261.7574, 1603.5037, 1626.2366, 1604.6343, 1636.1348
284.3440, 1710.3292, 4276.2753, 1691.9185, 3288.7390, 1672.4332, 2726.0724, 1722.2955, 3744.3496, 1645.5000, 2469.1721, 1702.0393, 3908.0131, 1703.4754, 3758.8590, 1659.6361, 3029.8820, 1680.5770, 3252.5082, 1605.2145, 1628.1501, 1605.8414, 1637.5659
285.3440, 1708.7596, 4269.7985, 1691.3315, 3296.4328, 1672.0352, 2734.7839, 1723.2533, 3749.3219, 1646.5814, 2473.2186, 1700.5213, 3910.1508, 1701.4459, 3762.8689, 1663.1443, 3020.0426, 1681.8230, 3247.7377, 1603.7265, 1627.3702, 1604.3647, 1636.7423
286.3440, 1710.0560, 4272.3033, 1692.7731, 3307.0474, 1672.2503, 2733.4281, 1722.1517, 3762.1319, 1646.4605, 2474.0930, 1701.6557, 3926.6000, 1697.7639, 3763.9672, 1663.5279, 3011.6623, 1682.0000, 3255.5770, 1604.4457, 1627.0617, 1604.6838, 1637.8186
287.3440, 1708.7056, 4275.4577, 1694.9042, 3310.2654, 1673.0513, 2736.9317, 1724.1398, 3767.4380, 1649.0326, 2474.3023, 1701.8918, 3930.8361, 1700.9443, 3776.4590, 1660.8721, 3008.5934, 1683.0852, 3258.0787, 1604.4061, 1628.3619, 1606.3895, 1636.8305
288.3440, 1708.8975, 4280.6510, 1693.5628, 3316.8590, 1672.4201, 2740.3839, 1723.0396, 3752.9037, 1645.4209, 2474.1419, 1703.0557, 3918.6525, 1700.8197, 3776.8852, 1659.3246, 3017.8951, 1680.8361, 3257.3770, 1603.6123, 1627.3416, 1606.2735, 1636.6283
289.3440, 1710.2801, 4282.5628, 1693.0496, 3322.0760, 1673.0734, 2739.1829, 1724.7032, 3758.7691, 1646.2907, 2472.7605, 1701.3115, 3936.0852, 1700.9705, 3769.5016, 1662.7246, 3021.9836, 1682.1049, 3248.3836, 1603.5350, 1626.9033, 1604.8167, 1638.3548
290.3440, 1709.9016, 4280.0519, 1693.1806, 3325.9504, 1674.2030, 2736.3055, 1723.2361, 3759.8549, 1648.5372, 2471.3140, 1703.0787, 3942.0787, 1698.9934, 3774.3541, 1662.0820, 3019.7311, 1680.7082, 3256.6459, 1603.8785, 1626.3168, 1605.1368, 1638.5748
291.3440, 1709.4925, 4282.4481, 1692.3040, 3329.2544, 1673.1296, 2729.0603, 1723.1319, 3768.5158, 1647.6977, 2475.3186, 1702.0656, 3933.5377, 1700.8459, 3778.1082, 1663.1967, 3022.0852, 1680.5541, 3244.4525, 1603.4180, 1628.4015, 1606.1724, 1638.6432
292.3440, 1708.9051, 4279.4481, 1693.7522, 3326.2225, 1673.0864, 2730.5970, 1722.6187, 3768.7823, 1645.7698, 2477.1302, 1702.9934, 3939.0525, 1700.6852, 3782.6000, 1661.5410, 3026.5738, 1682.7344, 3249.6033, 1603.9512, 1628.1934, 1605.5471, 1638.1873
293.3440, 1708.8798, 4280.4556, 1693.3888, 3332.4791, 1673.7578, 2729.9548, 1723.7784, 3769.4683, 1647.8791, 2475.6721, 1700.8557, 3929.9934, 1699.1639, 3779.8951, 1661.1639, 3028.7672, 1680.0230, 3250.5213, 1603.8444, 1627.6262, 1605.1576, 1638.0119
294.3440, 1708.8846, 4281.2602, 1691.2577, 3335.1200, 1673.4844, 2729.3095, 1721.3245, 3770.9050, 1647.2349, 2470.2837, 1701.9902, 3943.2328, 1700.2000, 3775.4754, 1663.7967, 3034.2197, 1680.4098, 3252.2885, 1604.6510, 1627.0773, 1605.0654, 1637.6343
295.3440, 1706.3743, 4270.1066, 1691.7126, 3336.3161, 1672.7387, 2727.8653, 1723.9934, 3764.3799, 1645.2279, 2472.4349, 1701.2131, 3937.0164, 1700.8459, 3780.9508, 1660.4197, 3035.4393, 1680.8787, 3251.2951, 1604.1335, 1628.1298, 1604.5263, 1636.8573
296.3440, 1708.9235, 4276.4078, 1691.7753, 3335.5088, 1673.1347, 2728.2392, 1722.1478, 3768.9248, 1647.7721, 2473.8837, 1699.1934, 3938.5967, 1698.6721, 3787.8033, 1660.8066, 3033.8295, 1680.5639, 3252.4295, 1603.9724, 1626.7136, 1605.2349, 1637.5233
297.3440, 1708.0902, 4269.1626, 1692.3326, 3340.3656, 1673.3186, 2728.3337, 1720.2573, 3781.1148, 1646.8628, 2475.2977, 1700.1410, 3954.1803, 1698.5443, 3782.3705, 1661.4721, 3027.4361, 1681.1148, 3252.6262, 1602.7505, 1627.2505, 1605.7047, 1638.0793
298.3440, 1707.7001, 4267.1475, 1691.5826, 3340.0374, 1672.5226, 2731.4754, 1723.9327, 3777.6359, 1646.3023, 2468.8512, 1701.8984, 3941.9016, 1699.7279, 3780.4131, 1660.9082, 3030.1672, 1681.1344, 3249.3344, 1604.9779, 1626.9309, 1605.0842, 1637.3558
299.3440, 1708.1421, 4270.4119, 1693.0441, 3343.6586, 1674.2030, 2733.6221, 1725.2084, 3776.6900, 1646.2814, 2470.8419, 1701.7279, 3941.7607, 1699.3213, 3773.8918, 1660.1672, 3033.8393, 1679.6852, 3244.5705, 1603.5157, 1626.5193, 1604.3251, 1637.1090
300.3440, 1708.5342, 4269.0471, 1691.5705, 3342.7423, 1673.3467, 2735.0101, 1723.1939, 3756.7256, 1645.3070, 2470.2326, 1702.8754, 3954.1410, 1703.5180, 3775.0197, 1662.5967, 3031.4459, 1681.3377, 3256.4098, 1604.3195, 1627.3177, 1605.5679, 1637.5798
301.3440, 1708.0219, 4282.1776, 1691.8293, 3347.3502, 1672.4633, 2737.0975, 1723.0383, 3737.1464, 1648.1977, 2470.8395, 1700.1607, 3957.4098, 1700.0328, 3783.8787, 1663.2885, 3066.6295, 1682.3902, 3261.4000, 1603.7901, 1627.4245, 1605.2765, 1636.6640
302.3440, 1707.9980, 4257.4829, 1692.7214, 3342.3557, 1672.8482, 2735.8905, 1721.8826, 3728.8245, 1646.2535, 2470.1721, 1704.2721, 3944.1246, 1701.0590, 3761.3082, 1662.5213, 3022.0361, 1681.4033, 3246.0426, 1602.7090, 1627.0451, 1604.7027, 1637.9990
303.3440, 1708.9071, 4261.2664, 1694.0991, 3334.3811, 1674.5035, 2732.7638, 1725.2876, 3720.9657, 1646.9233, 2463.7256, 1702.0918, 3946.0230, 1700.0459, 3758.8623, 1660.9934, 3030.2164, 1682.3803, 3258.6426, 1604.1565, 1626.7606, 1605.9485, 1637.8632
304.3440, 1707.2281, 4258.4775, 1692.0088, 3334.3095, 1673.4000, 2732.7578, 1723.3958, 3725.4723, 1648.3837, 2467.4698, 1698.2066, 3948.6754, 1700.5410, 3766.9443, 1662.4164, 3038.7344, 1681.5672, 3254.3934, 1604.0718, 1626.2090, 1604.5659, 1638.0684
305.3440, 1707.7507, 4261.8757, 1692.0595, 3334.3987, 1672.6804, 2733.0181, 1723.5963, 3725.7335, 1645.2395, 2471.1698, 1701.2820, 3930.7508, 1703.4197, 3760.8951, 1665.5574, 3039.8590, 1682.2984, 3242.6525, 1605.2606, 1627.6860, 1604.6244, 1637.6264
306.3440, 1707.7240, 4259.3470, 1690.8557, 3334.3194, 1672.4462, 2729.9407, 1724.9380, 3724.4947, 1646.8116, 2465.1302, 1699.2033, 3929.3574, 1699.6557, 3759.6852, 1662.5574, 3055.1344, 1680.0852, 3245.1344, 1604.5350, 1627.9162, 1605.7621, 1637.1041
307.3440, 1707.8087, 4258.8087, 1691.1123, 3339.1498, 1672.8372, 2726.5276, 1722.5185, 3722.1438, 1648.0465, 2467.3372, 1702.1738, 3904.8656, 1696.9016, 3758.3541, 1662.2656, 3060.1770, 1682.0885, 3251.9607, 1602.9199, 1626.2928, 1604.4321, 1637.6967
308.3440, 1708.4290, 4258.6496, 1692.0562, 3339.2346, 1672.4492, 2728.7206, 1722.7797, 3718.2348, 1647.1907, 2462.0581, 1704.0721, 3899.4295, 1703.3475, 3761.1705, 1664.9967, 3061.9311, 1679.1377, 3249.3705, 1604.4843, 1627.0589, 1605.7849, 1637.2151
309.3440, 1708.2746, 4253.7766, 1692.4923, 3339.7434, 1671.4523, 2721.1146, 1722.7902, 3711.1214, 1647.4465, 2466.4186, 1704.7377, 3899.5803, 1702.6852, 3762.5410, 1663.1377, 3074.1475, 1680.3049, 3251.0820, 1603.9917, 1628.0258, 1605.6720, 1637.4866
310.3440, 1706.1277, 4249.6277, 1691.6520, 3340.5000, 1673.1578, 2710.7387, 1723.5092, 3720.0343, 1644.9512, 2463.7837, 1701.8656, 3901.8492, 1700.1213, 3764.2426, 1663.7443, 3074.2492, 1680.2787, 3249.4230, 1604.4494, 1627.7891, 1604.7374, 1637.5391
311.3440, 1707.3811, 4258.1107, 1689.4009, 3348.4548, 1672.6141, 2710.4010, 1723.0950, 3726.1069, 1646.4279, 2463.1209, 1701.2623, 3894.4262, 1701.8164, 3766.3541, 1663.5836, 3080.0885, 1679.7016, 3249.1770, 1603.6492, 1627.5442, 1605.1566, 1638.4609
312.3440, 1708.0628, 4259.1469, 1688.8370, 3344.3546, 1673.7065, 2713.2563, 1722.6069, 3724.5475, 1646.6930, 2460.6186, 1701.6623, 3893.5738, 1701.8230, 3770.2131, 1662.1541, 3085.9246, 1679.1574, 3243.9082, 1603.3140, 1626.3821, 1604.9207, 1637.7096
313.3440, 1708.3566, 4254.8067, 1690.9714, 3340.5727, 1670.7829, 2713.6894, 1723.8443, 3709.6121, 1645.1791, 2462.1093, 1702.8393, 3885.6852, 1701.0459, 3765.3148, 1664.3410, 3092.1344, 1678.3213, 3238.3934, 1602.5589, 1627.5074, 1606.1110, 1637.6422
314.3440, 1707.8675, 4246.4276, 1693.6707, 3325.4978, 1672.4935, 2710.9508, 1725.5673, 3709.0053, 1647.3302, 2458.0674, 1702.0951, 3901.5279, 1701.0426, 3761.6000, 1663.9148, 3094.0820, 1681.2787, 3249.5902, 1604.1906, 1626.7716, 1605.3994, 1638.5966
315.3440, 1707.9419, 4237.5492, 1690.2852, 3325.2037, 1672.2714, 2711.4513, 1723.1768, 3714.4248, 1645.4372, 2462.1465, 1701.6984, 3899.9508, 1700.8328, 3766.7443, 1665.7148, 3096.1049, 1681.0525, 3251.1082, 1604.3269, 1626.2459, 1605.0168, 1637.4836
316.3440, 1708.4570, 4239.8559, 1690.7280, 3323.2819, 1672.3709, 2713.4985, 1724.7071, 3719.2309, 1645.0047, 2460.1605, 1703.4721, 3897.7902, 1700.5541, 3771.1869, 1665.0984, 3098.1279, 1682.7574, 3247.3541, 1603.4862, 1625.5479, 1604.8672, 1637.8335
317.3440, 1706.8443, 4236.7650, 1690.3877, 3316.8194, 1671.5658, 2713.2693, 1723.5013, 3714.8813, 1646.2605, 2458.2767, 1701.0984, 3903.0164, 1701.1869, 3766.3049, 1668.2754, 3105.3902, 1681.5344, 3251.9082, 1604.8923, 1627.3932, 1604.4955, 1639.4242
318.3440, 1708.7439, 4232.6332, 1689.4570, 3315.9791, 1671.7910, 2707.0322, 1721.9763, 3714.9525, 1646.2163, 2454.9977, 1700.9738, 3911.8623, 1701.8459, 3764.4689, 1666.6000, 3099.7738, 1677.8820, 3238.8000, 1605.0285, 1627.7238, 1604.8722, 1638.9217
319.3440, 1707.4133, 4224.8101, 1692.1751, 3308.7368, 1674.0482, 2709.1719, 1723.6966, 3707.5594, 1645.2605, 2459.4442, 1702.8262, 3904.5770, 1702.8525, 3759.5967, 1667.8820, 3106.0951, 1682.4525, 3251.4918, 1605.3269, 1628.1565, 1604.1972, 1636.6046
320.3440, 1708.4952, 4212.0540, 1689.9471, 3321.0903, 1672.5045, 2706.3628, 1724.0620, 3710.6108, 1645.1419, 2457.1465, 1700.2230, 3909.7180, 1700.8197, 3765.0197, 1666.0623, 3108.8459, 1681.2525, 3241.8230, 1603.5801, 1627.8554, 1604.8018, 1637.6898
321.3440, 1708.3914, 4208.9351, 1690.6200, 3315.3348, 1672.3960, 2704.9668, 1723.5264, 3705.4222, 1644.6488, 2455.8047, 1700.9738, 3902.3639, 1701.8361, 3757.7016, 1665.9377, 3106.9246, 1682.2131, 3244.1443, 1605.2099, 1627.6068, 1605.2111, 1637.3508
322.3440, 1708.7152, 4212.5342, 1690.5782, 3321.1487, 1671.1709, 2703.8000, 1721.3377, 3707.9894, 1645.7977, 2454.0674, 1699.1934, 3903.3770, 1701.1672, 3760.0820, 1666.0885, 3096.6000, 1681.3475, 3245.6459, 1604.7643, 1626.3416, 1605.9009, 1640.0069
323.3440, 1708.2548, 4210.0806, 1693.2324, 3314.2786, 1671.6673, 2696.8412, 1723.9670, 3702.2164, 1645.7837, 2457.2605, 1702.0754, 3899.2230, 1702.0721, 3760.5213, 1667.6885, 3097.2459, 1678.8951, 3240.7049, 1605.5847, 1627.9088, 1606.3528, 1637.5709
