"File: DDELog(Excel:M14	1	1)::C:\Users\user\Desktop\clemens\20_07_22_DRG_AOP\M14_DRG_20_7\M14.LOG"
"Date: Wed Jul 20 2022 11:32:39.130"
0.0000, "Wavelength Names:	340	385	GFP	Wavelength 4	555"
"Time (sec)"
49.9070
0.0000, "Clock reset to 0.0"
0.0000, "Clock reset to 0.0"
"Region 1: [Location: (230, 229), Size: (35, 37), Area: 991]"
"Region 2: [Location: (448, 268), Size: (29, 34), Area: 758]"
"Region 3: [Location: (196, 345), Size: (39, 36), Area: 1088]"
"Region 4: [Location: (40, 49), Size: (43, 50), Area: 1660]"
"Region 5: [Location: (51, 144), Size: (51, 91), Area: 3619]"
"Time (sec)", "R1 W1 Avg", "R1 W2 Avg", "R2 W1 Avg", "R2 W2 Avg", "R3 W1 Avg", "R3 W2 Avg", "R4 W1 Avg", "R4 W2 Avg", "R5 W1 Avg", "R5 W2 Avg"
157.3290, 1751.6953, 3112.4591, 1658.4736, 3427.7348, 1734.5221, 3130.5551, 1584.8819, 1609.6319, 1587.3639, 1617.9384
158.3290, 1752.3189, 3112.0938, 1658.1953, 3422.7784, 1734.7261, 3132.1314, 1585.6753, 1610.1512, 1587.4772, 1618.1666
159.3290, 1753.4390, 3113.0878, 1658.3153, 3426.9974, 1733.5441, 3130.7279, 1584.7392, 1610.6524, 1587.3114, 1618.1655
160.3290, 1750.7750, 3111.1181, 1657.6570, 3426.5976, 1733.1645, 3132.6296, 1585.9211, 1610.9855, 1587.4139, 1618.3849
161.3290, 1752.2048, 3108.8022, 1656.8602, 3422.4881, 1731.9531, 3126.0772, 1586.1108, 1610.1795, 1586.8922, 1618.7466
162.3290, 1751.3441, 3110.2230, 1656.8364, 3423.5805, 1732.8465, 3114.5506, 1585.3066, 1610.0651, 1587.9116, 1618.3404
163.3290, 1751.1382, 3108.5267, 1657.2784, 3420.2652, 1732.4063, 3120.8879, 1585.5229, 1609.7253, 1587.0923, 1619.5775
164.3290, 1750.8517, 3109.5217, 1658.1161, 3417.8522, 1733.2583, 3119.3952, 1585.7922, 1610.4247, 1587.2879, 1619.5877
165.3290, 1751.2059, 3110.6216, 1657.6926, 3418.1187, 1733.8300, 3107.8493, 1585.4898, 1610.5663, 1587.3935, 1618.5725
166.3290, 1751.5469, 3110.2533, 1657.8074, 3414.8707, 1735.4017, 3088.1737, 1586.3476, 1610.1512, 1587.4587, 1618.2959
167.3290, 1752.0484, 3103.2200, 1657.9406, 3414.1438, 1733.1590, 3097.6406, 1585.4867, 1610.6578, 1586.3457, 1619.1854
168.3290, 1753.3804, 3105.9606, 1656.9947, 3415.9459, 1732.4375, 3092.2711, 1586.2181, 1610.4910, 1587.2106, 1618.1324
169.3290, 1751.9374, 3099.3552, 1656.5396, 3415.5330, 1731.1544, 3100.4660, 1585.4096, 1610.7681, 1586.9317, 1618.0702
170.3290, 1752.6519, 3102.3562, 1656.7269, 3410.0396, 1732.2656, 3100.4862, 1586.3705, 1610.5982, 1587.5148, 1618.5653
171.3290, 1752.3693, 3102.6327, 1657.5317, 3408.7427, 1732.6563, 3102.7252, 1586.8988, 1611.1386, 1587.2893, 1618.8431
172.3290, 1752.2018, 3097.5136, 1657.1240, 3403.9446, 1732.8842, 3096.8787, 1585.6994, 1610.5494, 1587.5783, 1618.4601
173.3290, 1752.0313, 3096.0928, 1658.0053, 3409.9683, 1731.7647, 3099.1149, 1584.9657, 1611.2633, 1586.6101, 1618.8215
174.3290, 1752.0938, 3095.3653, 1655.2256, 3403.9169, 1730.5597, 3101.2675, 1586.1988, 1612.0127, 1586.8964, 1619.7602
175.3290, 1751.4430, 3097.2563, 1656.4024, 3407.8681, 1731.7895, 3106.3511, 1586.0831, 1611.5096, 1587.3672, 1618.8848
176.3290, 1751.6529, 3089.4521, 1656.4037, 3402.4103, 1731.9770, 3101.8548, 1585.2024, 1609.6428, 1587.1301, 1618.2680
177.3290, 1751.0767, 3090.6751, 1656.9485, 3401.9789, 1731.3355, 3097.3153, 1586.1024, 1611.0849, 1587.2255, 1619.3343
178.3290, 1752.6852, 3086.5772, 1655.8351, 3403.2071, 1732.8824, 3102.4476, 1587.1277, 1610.9958, 1587.0873, 1619.6325
179.3290, 1752.2573, 3087.5671, 1658.8905, 3401.2401, 1731.6581, 3112.6994, 1585.8108, 1610.7145, 1587.5883, 1617.8237
180.3290, 1750.1221, 3086.6054, 1656.0475, 3400.2850, 1731.1121, 3108.6443, 1585.1410, 1609.5795, 1587.2603, 1618.7165
181.3290, 1752.4248, 3078.7518, 1657.4815, 3380.8377, 1728.0211, 3077.0313, 1586.3355, 1611.7952, 1587.5734, 1619.0315
182.3290, 1751.3602, 3078.3380, 1656.0053, 3370.4367, 1726.2114, 3073.0919, 1585.7373, 1611.9795, 1586.5225, 1620.1340
183.3290, 1750.5247, 3078.3713, 1655.7018, 3364.3351, 1723.5653, 3073.7785, 1584.6548, 1610.8084, 1586.2351, 1619.5253
184.3290, 1751.0515, 3074.9223, 1658.0633, 3354.9617, 1723.7950, 3076.5515, 1585.0024, 1611.5717, 1586.7894, 1620.1564
185.3290, 1749.6831, 3066.7316, 1655.7678, 3347.0805, 1724.8382, 3063.7298, 1585.7205, 1611.2657, 1586.5991, 1619.3095
186.3290, 1750.3582, 3060.5409, 1655.7863, 3343.9314, 1722.3778, 3074.5726, 1584.7904, 1610.6873, 1586.4755, 1619.0989
187.3290, 1751.3340, 3056.3552, 1656.8931, 3341.8404, 1720.1121, 3091.4531, 1585.4542, 1610.6398, 1586.8464, 1618.4905
188.3290, 1750.0262, 3051.7538, 1655.3259, 3336.0053, 1722.4926, 3102.8088, 1584.7422, 1609.9380, 1586.4228, 1618.2611
189.3290, 1752.5005, 3043.3532, 1656.4169, 3331.3391, 1720.4862, 3108.2858, 1585.4108, 1611.2578, 1586.9928, 1619.1263
190.3290, 1750.5560, 3038.6105, 1656.1346, 3324.1728, 1721.6700, 3114.3906, 1585.9560, 1611.0873, 1586.9829, 1619.5452
191.3290, 1749.1625, 3031.4763, 1653.9617, 3322.9512, 1719.8860, 3119.6121, 1586.0416, 1610.1843, 1586.9508, 1619.3390
192.3290, 1748.7941, 3023.7255, 1656.3061, 3322.4921, 1720.8520, 3115.9063, 1585.1030, 1611.1018, 1586.3299, 1618.1257
193.3290, 1749.1826, 3019.5943, 1656.7335, 3320.9538, 1720.3759, 3106.7307, 1584.9163, 1609.9247, 1586.7560, 1619.9044
194.3290, 1748.5247, 3012.7366, 1655.4987, 3318.3206, 1720.5165, 3073.1342, 1583.7169, 1610.4566, 1585.4789, 1618.7856
195.3290, 1750.8557, 3007.6276, 1654.6834, 3314.1544, 1719.4871, 3044.6618, 1585.3373, 1610.9608, 1585.7814, 1619.6654
196.3290, 1751.0656, 3000.4803, 1655.6055, 3309.5844, 1719.4982, 3037.9182, 1584.6193, 1610.6735, 1585.4874, 1619.2050
197.3290, 1751.4046, 2996.0888, 1656.0712, 3312.9960, 1720.1213, 3042.2059, 1585.7446, 1611.3169, 1586.3730, 1619.7759
198.3290, 1752.6993, 2988.0777, 1657.6860, 3309.8905, 1718.9274, 3037.8438, 1585.0518, 1611.5006, 1587.1047, 1619.2296
199.3290, 1750.4016, 2982.9294, 1656.2309, 3314.3945, 1719.2537, 3026.9357, 1585.6380, 1611.3223, 1586.5051, 1618.9619
200.3290, 1750.4914, 2974.1998, 1655.7058, 3304.5950, 1719.8796, 3037.5331, 1585.4633, 1610.6084, 1586.6090, 1619.2987
201.3290, 1751.8547, 2976.5328, 1656.9802, 3304.5449, 1717.7371, 3055.8557, 1585.3982, 1610.3024, 1587.2661, 1618.9854
202.3290, 1749.6196, 2963.8920, 1656.2335, 3301.0712, 1717.3263, 3060.9375, 1584.8867, 1611.2205, 1586.4159, 1619.3827
203.3290, 1749.2281, 2964.1130, 1656.1807, 3296.6939, 1718.6618, 3062.1066, 1585.3566, 1610.4151, 1586.4808, 1618.8903
204.3290, 1751.1625, 2957.4450, 1656.3734, 3295.7467, 1717.1480, 3057.6544, 1586.0259, 1611.8054, 1586.3987, 1618.9469
205.3290, 1750.7881, 2951.5873, 1655.8206, 3285.2902, 1717.9697, 3063.0469, 1585.9964, 1611.5265, 1586.7195, 1619.0497
206.3290, 1750.0898, 2943.7114, 1655.3588, 3290.6860, 1717.2390, 3051.5000, 1585.4843, 1610.5054, 1587.0213, 1619.1290
207.3290, 1751.4248, 2942.8052, 1657.1346, 3284.8984, 1717.7831, 3061.9173, 1584.9795, 1611.3060, 1586.4996, 1618.1362
208.3290, 1750.2573, 2936.8375, 1655.3720, 3282.2546, 1716.8235, 3062.9246, 1586.2289, 1610.9006, 1586.8607, 1619.0503
209.3290, 1750.5489, 2929.5843, 1655.6121, 3276.5594, 1717.2059, 3077.7031, 1585.7018, 1611.3861, 1586.1791, 1618.3440
210.3290, 1752.1150, 2926.0827, 1656.9815, 3276.9077, 1716.1039, 3076.7656, 1585.4139, 1610.0904, 1587.5361, 1618.9613
211.3290, 1751.2069, 2919.8446, 1655.8945, 3270.5580, 1714.7096, 3086.9678, 1585.5133, 1610.7910, 1586.0575, 1618.8027
212.3290, 1752.2089, 2917.3017, 1655.9393, 3272.6359, 1716.4917, 3092.8796, 1585.2813, 1610.6494, 1586.1768, 1618.4288
213.3290, 1753.0595, 2914.3905, 1656.7784, 3258.7414, 1714.6039, 3094.8382, 1586.1024, 1611.7855, 1586.2932, 1619.2459
214.3290, 1752.4501, 2906.4480, 1656.8813, 3257.5132, 1715.9265, 3100.8759, 1585.3777, 1611.7096, 1586.3009, 1618.3338
215.3290, 1750.7709, 2902.6720, 1656.8470, 3258.8628, 1714.2978, 3103.5892, 1585.6500, 1610.8211, 1586.6643, 1619.3051
216.3290, 1750.9909, 2901.3754, 1655.6425, 3249.9142, 1714.4706, 3102.3759, 1585.7705, 1610.1675, 1586.0597, 1618.5095
217.3290, 1752.1342, 2899.1514, 1657.1570, 3251.5237, 1714.4026, 3103.8070, 1585.8265, 1610.0181, 1586.5126, 1618.6071
218.3290, 1752.4117, 2894.3401, 1657.1979, 3247.4736, 1713.2877, 3103.4586, 1586.2958, 1610.7066, 1587.2523, 1618.8035
219.3290, 1751.6599, 2892.4934, 1656.9815, 3252.6834, 1712.5965, 3104.7472, 1584.9488, 1611.2289, 1586.5819, 1618.9201
220.3290, 1751.4753, 2888.2190, 1655.0976, 3248.5356, 1713.2169, 3106.0478, 1585.1741, 1610.9910, 1586.7369, 1618.9970
221.3290, 1752.9970, 2885.1443, 1654.7269, 3254.1570, 1712.9017, 3102.5028, 1585.6934, 1610.5102, 1587.3111, 1618.6408
222.3290, 1752.6811, 2880.9011, 1656.5620, 3254.9591, 1712.4403, 3100.4476, 1585.3452, 1611.1717, 1586.9925, 1619.1666
223.3290, 1751.5701, 2877.2856, 1657.5158, 3252.3509, 1712.9632, 3100.9118, 1584.8151, 1611.7922, 1586.7966, 1618.3371
224.3290, 1752.9425, 2873.3229, 1656.0686, 3247.2296, 1713.6627, 3097.9035, 1585.8566, 1610.8416, 1587.0249, 1619.1119
225.3290, 1748.6680, 2869.3300, 1655.9815, 3245.8272, 1712.0763, 3092.3833, 1585.4675, 1611.1392, 1587.4004, 1619.4932
226.3290, 1751.8658, 2867.8133, 1656.5290, 3248.6636, 1711.2031, 3089.3006, 1586.1602, 1610.2157, 1585.9773, 1618.5698
227.3290, 1753.4844, 2864.0000, 1656.4842, 3239.5541, 1710.9164, 3088.9274, 1585.2476, 1611.1229, 1587.7369, 1618.7364
228.3290, 1752.5964, 2859.7598, 1656.3311, 3241.6675, 1711.0901, 3080.0009, 1585.9578, 1610.1452, 1586.2064, 1618.1078
229.3290, 1752.4652, 2857.5267, 1657.5092, 3245.2401, 1711.1048, 3078.5882, 1586.0470, 1610.9084, 1586.9889, 1618.8414
230.3290, 1751.1574, 2853.2664, 1655.6807, 3239.0396, 1710.0423, 3076.4568, 1585.4693, 1609.9247, 1586.3169, 1618.5350
231.3290, 1753.9859, 2849.7780, 1656.3259, 3236.3654, 1710.7987, 3073.0846, 1584.6825, 1610.7193, 1586.8828, 1619.1652
232.3290, 1752.0505, 2845.4834, 1655.8602, 3234.6847, 1711.2325, 3064.9375, 1584.1247, 1610.8831, 1586.7914, 1618.6021
233.3290, 1753.8194, 2845.6912, 1655.7982, 3237.7111, 1709.8281, 3058.8327, 1584.4355, 1610.9880, 1586.9668, 1618.2749
234.3290, 1752.7528, 2842.1554, 1656.7639, 3232.4855, 1713.2840, 3047.9586, 1584.9446, 1609.5054, 1586.3073, 1618.0542
235.3290, 1752.2503, 2841.2119, 1656.4683, 3232.0778, 1710.1949, 3045.1195, 1586.0307, 1610.3765, 1585.8776, 1618.7135
236.3290, 1752.4006, 2840.5923, 1657.1095, 3232.6926, 1710.1461, 2992.2868, 1584.3831, 1610.3723, 1586.5792, 1617.9130
237.3290, 1752.1766, 2841.8476, 1655.2441, 3233.8100, 1712.9972, 2937.8180, 1585.0102, 1608.7434, 1585.8859, 1617.6657
238.3290, 1750.9304, 2836.3158, 1654.8892, 3232.8945, 1711.9219, 2911.1857, 1584.4163, 1610.5855, 1585.6295, 1618.5261
239.3290, 1752.8829, 2839.0161, 1655.2612, 3230.6557, 1713.5028, 2895.3428, 1584.7681, 1610.6012, 1586.1406, 1618.3059
240.3290, 1752.5772, 2831.4743, 1654.5369, 3228.9525, 1712.9494, 2888.8897, 1584.2175, 1609.7078, 1586.9212, 1618.3186
241.3290, 1752.7386, 2829.6448, 1654.7164, 3230.9182, 1711.3640, 2895.2298, 1585.4608, 1611.6205, 1586.6706, 1619.1467
242.3290, 1753.0232, 2833.8870, 1656.6662, 3249.9802, 1713.1131, 2916.3824, 1584.7566, 1609.1042, 1586.0014, 1617.7883
243.3290, 1751.9990, 2826.9717, 1655.5726, 3255.0475, 1715.4688, 2921.2013, 1584.8151, 1609.2705, 1585.3987, 1616.8392
244.3290, 1751.7588, 2827.3471, 1657.9222, 3258.7770, 1717.4991, 2924.6774, 1584.6633, 1609.5801, 1585.4487, 1616.9074
245.3290, 1753.6509, 2819.5025, 1653.9420, 3262.0026, 1716.1011, 2937.2270, 1584.8331, 1608.2765, 1586.2509, 1616.5438
246.3290, 1752.8981, 2817.9677, 1655.7190, 3270.5923, 1718.0570, 2939.8208, 1584.7139, 1609.4373, 1586.4197, 1616.4438
247.3290, 1753.4067, 2818.8486, 1655.3061, 3275.9077, 1718.3879, 2936.5901, 1584.5494, 1609.0500, 1586.5767, 1616.3120
248.3290, 1751.9495, 2820.1201, 1656.3773, 3273.3377, 1716.1572, 2934.8649, 1584.2831, 1609.8283, 1586.1666, 1617.3401
249.3290, 1754.5863, 2819.7629, 1656.4947, 3280.9763, 1717.5662, 2923.7445, 1583.8404, 1609.7488, 1585.7695, 1617.1445
250.3290, 1751.5076, 2823.9082, 1655.5660, 3278.5528, 1718.6517, 2928.0469, 1585.7054, 1609.6193, 1585.9530, 1617.0174
251.3290, 1751.9193, 2822.3229, 1655.3602, 3281.8562, 1717.3116, 2922.6691, 1584.4548, 1609.8723, 1586.7527, 1616.5551
252.3290, 1753.5671, 2819.7457, 1656.1253, 3279.6055, 1718.1351, 2929.7693, 1584.3307, 1610.2151, 1586.6510, 1617.3034
253.3290, 1753.5035, 2818.4823, 1654.7058, 3279.9499, 1717.0588, 2926.5294, 1585.6548, 1609.3590, 1585.8668, 1617.1080
254.3290, 1752.3471, 2821.8466, 1654.7309, 3280.2164, 1719.0469, 2932.4881, 1584.9193, 1609.4976, 1585.7563, 1616.5305
255.3290, 1752.5621, 2824.9798, 1656.6346, 3278.7982, 1717.6443, 2930.3869, 1585.2006, 1609.1675, 1586.9649, 1617.7806
256.3290, 1752.6176, 2820.4157, 1656.3562, 3280.5330, 1717.5597, 2932.7454, 1585.4898, 1609.5386, 1586.7825, 1616.8030
257.3290, 1753.7447, 2821.9677, 1653.3166, 3275.3892, 1717.2767, 2935.6287, 1585.8741, 1608.8922, 1586.7146, 1617.9715
258.3290, 1754.1302, 2823.7397, 1653.6464, 3273.7902, 1716.4357, 2933.6765, 1584.7265, 1610.2042, 1586.4363, 1616.9171
259.3290, 1752.0777, 2822.9233, 1655.0119, 3278.3021, 1715.9513, 2927.3998, 1585.2488, 1609.3892, 1586.1813, 1615.6983
260.3290, 1751.5025, 2822.0626, 1654.2137, 3278.1121, 1717.1232, 2918.3097, 1585.0301, 1610.5940, 1586.5035, 1617.4211
261.3290, 1752.2321, 2822.3703, 1652.9077, 3269.5158, 1715.4835, 2909.0055, 1585.1548, 1609.6289, 1586.0271, 1616.7425
262.3290, 1752.0061, 2821.7740, 1655.0554, 3274.3615, 1718.2923, 2906.7197, 1585.1343, 1609.3331, 1586.2865, 1617.3429
263.3290, 1750.6932, 2819.5994, 1654.6398, 3270.8509, 1716.5892, 2907.6700, 1584.1078, 1609.0867, 1586.0127, 1616.9566
264.3290, 1751.9092, 2822.8476, 1655.5567, 3272.8575, 1718.0882, 2902.0928, 1584.3705, 1608.7313, 1586.5377, 1616.1390
265.3290, 1750.9102, 2819.4571, 1655.5356, 3272.9947, 1717.7904, 2903.3704, 1586.0235, 1609.5108, 1586.0732, 1617.7403
266.3290, 1754.1312, 2819.8325, 1654.2427, 3270.5026, 1717.3309, 2910.9118, 1584.6398, 1608.1620, 1586.4598, 1617.7508
267.3290, 1752.4016, 2822.2270, 1656.6755, 3269.8522, 1716.8208, 2910.7279, 1585.2096, 1609.9434, 1585.9306, 1616.3962
268.3290, 1752.6176, 2824.6488, 1654.0237, 3270.3206, 1716.9485, 2918.6259, 1585.2994, 1608.5211, 1586.3368, 1616.8414
269.3290, 1753.0202, 2826.2795, 1655.0646, 3273.0383, 1717.5046, 2921.9063, 1584.3343, 1608.9000, 1586.1887, 1617.7737
270.3290, 1752.3966, 2828.5368, 1654.5145, 3269.1055, 1719.5855, 2914.0064, 1586.0283, 1610.2084, 1587.9511, 1617.5941
271.3290, 1751.2836, 2823.5207, 1653.0145, 3264.2533, 1717.6186, 2921.4678, 1584.9723, 1609.5373, 1586.4322, 1616.6502
272.3290, 1753.7820, 2824.7709, 1655.3470, 3262.4604, 1716.9660, 2923.5800, 1585.2566, 1609.9241, 1586.9193, 1617.7342
273.3290, 1753.1988, 2828.8123, 1653.0462, 3262.6319, 1716.3961, 2922.4274, 1585.6753, 1608.4928, 1586.5109, 1617.1014
274.3290, 1751.6488, 2824.2745, 1654.6728, 3263.3852, 1717.9127, 2925.5285, 1584.5867, 1608.9084, 1585.4090, 1617.2421
275.3290, 1755.2129, 2825.2220, 1654.9894, 3258.9538, 1718.4228, 2922.2086, 1585.3259, 1608.8922, 1586.4885, 1617.2495
276.3290, 1753.2735, 2828.3047, 1653.3826, 3259.5106, 1717.5901, 2924.3438, 1584.6705, 1609.6964, 1586.9207, 1616.6750
277.3290, 1751.8880, 2824.4904, 1654.2454, 3260.5488, 1717.4256, 2918.9908, 1585.4633, 1608.8940, 1586.2305, 1616.2943
278.3300, 1752.7962, 2827.8940, 1654.1623, 3257.9908, 1715.7022, 2913.9881, 1584.6681, 1609.8223, 1585.9873, 1616.2727
279.3300, 1752.1261, 2825.6842, 1655.0831, 3256.7084, 1716.6700, 2924.4945, 1585.0259, 1609.2771, 1586.5880, 1617.7229
280.3300, 1753.0595, 2826.1443, 1655.2467, 3255.9565, 1717.0754, 2908.0487, 1586.0349, 1610.4024, 1586.7347, 1617.2252
281.3300, 1752.2593, 2826.0283, 1655.8562, 3260.8654, 1717.9099, 2900.6011, 1584.5922, 1608.8645, 1586.1061, 1617.2479
282.3300, 1752.9586, 2823.3633, 1654.0673, 3253.7573, 1717.1324, 2889.6379, 1585.5223, 1610.0151, 1586.6427, 1617.0028
283.3300, 1751.5843, 2829.0242, 1652.7823, 3250.8549, 1716.1921, 2893.3217, 1585.7108, 1608.7801, 1585.9193, 1616.4333
284.3300, 1751.9354, 2829.4289, 1654.0567, 3254.9142, 1717.2178, 2883.6765, 1586.4355, 1609.2651, 1586.6391, 1616.4579
285.3300, 1749.8365, 2828.3461, 1654.5132, 3252.5013, 1718.2307, 2889.4623, 1585.8000, 1609.4699, 1586.9527, 1617.1807
286.3300, 1751.8365, 2835.4945, 1654.6609, 3257.0251, 1717.3474, 2899.0506, 1586.0753, 1607.8922, 1586.1735, 1615.9177
287.3300, 1751.9384, 2834.7679, 1653.9802, 3257.4683, 1717.4761, 2895.0358, 1585.4916, 1609.2759, 1587.3653, 1617.0202
288.3300, 1750.6297, 2836.3330, 1654.8984, 3254.4947, 1716.2564, 2899.5349, 1585.0331, 1608.1578, 1586.3893, 1617.1442
289.3300, 1751.7548, 2836.5469, 1654.1003, 3249.9459, 1715.8612, 2897.1489, 1584.8151, 1608.6373, 1586.3711, 1615.9478
290.3300, 1752.9294, 2837.2361, 1654.3008, 3249.4644, 1716.5404, 2898.0533, 1585.6500, 1610.4199, 1586.3506, 1617.0417
291.3300, 1752.1302, 2840.0938, 1655.5106, 3243.6332, 1716.0689, 2908.0101, 1584.2295, 1609.5012, 1586.8494, 1615.9105
292.3300, 1751.6327, 2839.0747, 1654.8232, 3245.1451, 1716.1737, 2893.3097, 1586.0952, 1609.9560, 1587.2213, 1616.3692
293.3300, 1750.8537, 2842.9334, 1655.7375, 3238.0515, 1716.3934, 2892.5938, 1583.3271, 1608.2705, 1587.1467, 1616.2269
294.3300, 1750.7992, 2844.6993, 1655.6860, 3240.5976, 1717.5864, 2889.8548, 1584.5596, 1608.8337, 1586.9710, 1617.4827
295.3300, 1750.4046, 2847.8981, 1653.0752, 3239.7507, 1715.5579, 2900.6838, 1585.3620, 1609.0084, 1586.6880, 1617.4979
296.3300, 1751.9294, 2853.6135, 1654.3615, 3242.4063, 1715.4357, 2893.7877, 1584.1175, 1609.7133, 1586.7847, 1616.7184
297.3300, 1751.0202, 2850.3643, 1655.0831, 3240.5963, 1714.5680, 2897.5009, 1585.3343, 1608.8259, 1586.0859, 1615.0373
298.3300, 1749.5843, 2847.5499, 1653.8522, 3244.6517, 1716.3189, 2906.5754, 1584.6705, 1608.5614, 1586.0332, 1615.2490
299.3300, 1751.9556, 2850.9576, 1654.1253, 3245.0409, 1713.9182, 2910.6360, 1584.8380, 1610.2982, 1586.6505, 1616.2998
300.3300, 1751.7356, 2850.8557, 1654.6161, 3238.9789, 1716.2877, 2907.6847, 1585.1187, 1608.7717, 1587.1241, 1616.7256
301.3300, 1748.9031, 2855.1756, 1653.3760, 3241.4340, 1716.0781, 2891.8474, 1586.0548, 1608.6608, 1586.4689, 1616.5714
302.3300, 1750.6337, 2855.4379, 1652.9868, 3234.6003, 1714.7748, 2883.8631, 1585.7741, 1608.9060, 1586.9881, 1616.4927
303.3300, 1750.9354, 2855.4763, 1653.9776, 3230.9499, 1713.3998, 2885.5193, 1584.5753, 1608.6259, 1586.4885, 1615.8718
304.3300, 1749.4834, 2855.8759, 1655.1596, 3230.4485, 1714.9485, 2895.0285, 1584.9729, 1609.6711, 1585.7754, 1616.4545
305.3300, 1750.4894, 2855.0141, 1654.6306, 3231.5831, 1713.3235, 2899.4210, 1584.8753, 1608.6560, 1586.7204, 1616.1594
306.3300, 1749.3552, 2855.7760, 1653.6781, 3228.7203, 1713.8594, 2905.7233, 1584.0102, 1608.1199, 1585.9959, 1616.6745
307.3300, 1751.1171, 2859.4490, 1653.5858, 3233.4683, 1712.3015, 2911.8309, 1584.7663, 1609.1193, 1586.8414, 1616.2794
308.3300, 1750.7417, 2859.7286, 1653.6121, 3229.3470, 1710.7923, 2914.0864, 1585.5151, 1609.6789, 1587.6897, 1616.0948
309.3300, 1750.3037, 2858.8133, 1653.7546, 3235.3799, 1712.3860, 2912.0294, 1585.3783, 1607.9307, 1586.1724, 1615.1973
310.3300, 1748.6276, 2854.8547, 1652.1570, 3229.1755, 1711.2546, 2913.2721, 1584.5904, 1609.3271, 1585.9729, 1616.8146
311.3300, 1749.5832, 2860.0444, 1652.9881, 3233.5805, 1711.5331, 2909.5533, 1584.5578, 1608.7066, 1586.4736, 1616.3728
312.3300, 1750.8688, 2859.5055, 1652.1979, 3229.1201, 1712.6847, 2903.2132, 1583.8205, 1608.5946, 1585.8477, 1616.2119
313.3300, 1750.4551, 2857.4652, 1653.7256, 3230.9921, 1713.2996, 2909.3088, 1585.1271, 1609.1578, 1586.7336, 1616.9337
314.3300, 1750.6831, 2858.4501, 1653.6253, 3229.9842, 1710.3915, 2908.5735, 1586.4837, 1609.6337, 1586.3971, 1616.5220
315.3300, 1751.1564, 2856.4460, 1653.2916, 3227.5383, 1711.1645, 2909.6590, 1585.9096, 1609.7337, 1586.5093, 1617.2799
316.3300, 1750.5641, 2866.5863, 1654.1055, 3226.2137, 1713.0441, 2886.2224, 1583.8771, 1607.9114, 1585.9337, 1617.2465
317.3300, 1750.3380, 2862.8184, 1652.5594, 3228.6016, 1710.7877, 2897.1020, 1586.4880, 1609.1241, 1586.3473, 1617.1567
318.3300, 1749.9960, 2862.5288, 1652.9525, 3229.5633, 1712.0230, 2903.4072, 1585.0422, 1609.2958, 1586.4258, 1615.8265
319.3300, 1750.1029, 2864.6256, 1654.5673, 3228.6623, 1713.3346, 2891.7151, 1584.7506, 1609.2343, 1586.4388, 1616.6060
320.3300, 1749.1847, 2864.1443, 1652.3351, 3225.0383, 1709.3557, 2888.4936, 1584.4729, 1608.6578, 1586.2738, 1616.2476
321.3300, 1748.6741, 2867.2402, 1652.0976, 3227.5224, 1713.2050, 2887.4081, 1585.8681, 1608.1771, 1586.0362, 1616.0600
322.3300, 1750.2513, 2867.2119, 1652.9393, 3227.4142, 1711.5965, 2886.8557, 1585.0301, 1609.8319, 1585.8038, 1616.3855
323.3300, 1750.2038, 2868.6912, 1652.6517, 3219.4855, 1711.5331, 2873.9329, 1584.1602, 1609.6259, 1586.7425, 1616.7115
324.3300, 1751.4299, 2874.3128, 1654.1781, 3216.9327, 1711.4798, 2879.4384, 1585.1434, 1608.5422, 1586.3189, 1615.8500
325.3300, 1748.9566, 2870.9001, 1652.2032, 3216.3813, 1711.8575, 2883.4164, 1583.2518, 1608.1277, 1585.3708, 1615.7870
326.3300, 1748.6882, 2873.2109, 1653.8668, 3212.3654, 1712.1949, 2874.0129, 1584.7759, 1608.5482, 1587.0536, 1615.9505
327.3300, 1751.2553, 2876.4702, 1653.5369, 3215.2836, 1711.0827, 2879.5184, 1585.9048, 1608.1940, 1586.3034, 1614.8317
328.3300, 1749.8305, 2876.7780, 1653.8391, 3212.9881, 1713.3897, 2883.8290, 1585.2861, 1609.0175, 1585.9972, 1616.6383
329.3300, 1749.9495, 2874.9395, 1654.2296, 3211.4433, 1710.8474, 2876.5965, 1584.9717, 1608.2627, 1585.1981, 1615.5742
330.3300, 1748.6700, 2874.1110, 1654.0884, 3209.0422, 1711.5294, 2850.9651, 1585.7325, 1608.4151, 1586.6618, 1616.1263
331.3300, 1748.9223, 2875.4622, 1653.8087, 3211.4565, 1713.2169, 2835.3842, 1584.3012, 1609.0247, 1586.6723, 1616.0390
332.3300, 1750.4521, 2878.3108, 1652.9485, 3211.9921, 1712.1801, 2844.9449, 1584.9952, 1608.8235, 1586.4358, 1616.5363
333.3300, 1749.4783, 2879.2472, 1653.5858, 3212.2573, 1711.2656, 2852.7298, 1584.2548, 1609.0398, 1585.1680, 1616.1735
334.3300, 1748.7386, 2875.3481, 1652.5185, 3214.3456, 1711.7923, 2858.6939, 1583.2801, 1607.7699, 1585.6960, 1615.6781
335.3300, 1748.8809, 2879.6054, 1653.8021, 3213.4631, 1711.7004, 2860.6590, 1585.1651, 1608.2783, 1585.6212, 1617.3424
336.3300, 1749.0959, 2878.5388, 1652.8668, 3215.8206, 1710.0588, 2864.3879, 1584.9530, 1609.0211, 1586.6505, 1616.1868
