"File: DDELog(Excel:M14	1	1)::C:\Users\user\Desktop\clemens\20_07_22_DRG_AOP\M14_DRG_20_7\M14.LOG"
"Date: Wed Jul 20 2022 11:32:39.130"
0.0000, "Wavelength Names:	340	385	GFP	Wavelength 4	555"
"Time (sec)"
49.9070
0.0000, "Clock reset to 0.0"
0.0000, "Clock reset to 0.0"
"Region 1: [Location: (230, 229), Size: (35, 37), Area: 991]"
"Region 2: [Location: (448, 268), Size: (29, 34), Area: 758]"
"Region 3: [Location: (196, 345), Size: (39, 36), Area: 1088]"
"Region 4: [Location: (40, 49), Size: (43, 50), Area: 1660]"
"Region 5: [Location: (51, 144), Size: (51, 91), Area: 3619]"
"Time (sec)", "R1 W1 Avg", "R1 W2 Avg", "R2 W1 Avg", "R2 W2 Avg", "R3 W1 Avg", "R3 W2 Avg", "R4 W1 Avg", "R4 W2 Avg", "R5 W1 Avg", "R5 W2 Avg"
517.3310, 1748.0525, 2857.8829, 1650.6979, 3108.6504, 1696.8401, 2559.5119, 1584.1205, 1606.5645, 1585.6295, 1614.9436
518.3310, 1746.9364, 2853.5368, 1649.8061, 3108.6227, 1694.9274, 2561.5119, 1585.4373, 1606.0843, 1586.1456, 1614.5385
519.3310, 1747.7316, 2853.1635, 1649.3298, 3108.3971, 1696.7665, 2559.8263, 1584.3964, 1608.2205, 1585.9887, 1615.0113
520.3310, 1745.7911, 2851.7366, 1650.5277, 3107.3734, 1696.6314, 2560.8520, 1584.1277, 1607.5952, 1586.0975, 1614.5557
521.3310, 1747.1160, 2854.0878, 1650.4485, 3107.0198, 1695.2858, 2558.8888, 1584.9777, 1607.3566, 1586.3352, 1615.6046
522.3310, 1745.8224, 2854.9425, 1651.3509, 3107.0106, 1694.9210, 2558.5689, 1584.5777, 1606.4928, 1586.2122, 1615.3382
523.3310, 1746.5005, 2856.5106, 1650.2784, 3107.1412, 1696.1581, 2564.0588, 1584.5380, 1607.5018, 1586.3703, 1615.1100
524.3310, 1746.4248, 2854.9122, 1651.8786, 3108.5910, 1693.4945, 2563.3097, 1584.8512, 1607.1723, 1585.0199, 1614.6170
525.3310, 1747.1009, 2856.6095, 1650.8259, 3110.2507, 1696.1461, 2562.7610, 1584.8982, 1607.2855, 1585.8580, 1614.3153
526.3310, 1746.0666, 2854.8799, 1651.0897, 3109.4828, 1693.6792, 2561.7050, 1584.7331, 1607.3163, 1585.5090, 1615.6057
527.3310, 1747.4077, 2851.1463, 1650.9512, 3110.0673, 1695.1048, 2565.7454, 1584.0157, 1606.8151, 1586.2371, 1614.8715
528.3310, 1747.9869, 2856.1100, 1650.2150, 3109.6095, 1694.2169, 2566.8750, 1585.3380, 1608.0169, 1586.1404, 1615.3658
529.3310, 1744.8194, 2855.0353, 1650.7454, 3108.6293, 1694.2261, 2567.0892, 1585.6578, 1608.7681, 1586.7941, 1615.0356
530.3310, 1746.6862, 2855.0898, 1650.3404, 3103.7507, 1693.7858, 2574.0524, 1583.9133, 1607.8819, 1586.3852, 1615.4874
531.3310, 1747.2735, 2855.9909, 1650.2216, 3111.4142, 1694.6553, 2571.0349, 1585.4705, 1608.0199, 1585.5507, 1614.4579
532.3310, 1746.3875, 2855.1100, 1652.0515, 3112.8747, 1694.3502, 2570.8346, 1584.7873, 1608.0572, 1586.7665, 1614.3064
533.3310, 1747.3613, 2853.0141, 1650.6280, 3112.7150, 1693.0947, 2573.2803, 1584.4030, 1607.5434, 1585.7021, 1615.1680
534.3310, 1747.7225, 2852.0222, 1650.4090, 3111.9921, 1694.2978, 2580.8879, 1584.1675, 1606.7151, 1586.0033, 1615.8422
535.3310, 1746.0646, 2854.2725, 1650.7467, 3109.7190, 1693.6820, 2583.2188, 1584.1452, 1607.0416, 1585.0589, 1613.8710
536.3310, 1745.0373, 2851.0595, 1651.0079, 3110.5633, 1693.3336, 2590.1985, 1584.3801, 1606.8620, 1585.2923, 1614.2664
537.3310, 1746.0918, 2854.3592, 1650.7704, 3108.0462, 1695.9439, 2591.7472, 1583.8452, 1606.9361, 1585.2031, 1614.7922
538.3310, 1746.7659, 2851.9243, 1649.0580, 3099.5396, 1694.6140, 2592.4651, 1584.6837, 1607.4223, 1585.4360, 1614.2968
539.3310, 1746.9717, 2855.0333, 1650.6702, 3101.3879, 1694.7546, 2592.8327, 1584.3133, 1606.6620, 1585.5004, 1614.5026
540.3310, 1747.5469, 2850.1251, 1649.3734, 3101.2348, 1692.2381, 2592.3392, 1584.5765, 1606.9964, 1585.5922, 1614.7660
541.3310, 1748.5580, 2844.1282, 1651.5752, 2990.4525, 1690.9375, 2546.3116, 1583.5735, 1606.4012, 1585.8815, 1614.2075
542.3310, 1745.9344, 2843.4753, 1663.4723, 2350.0106, 1691.5809, 2465.3143, 1584.8663, 1607.1108, 1586.3236, 1614.6582
543.3310, 1745.8920, 2841.4934, 1665.2625, 2318.1359, 1692.0772, 2434.6002, 1584.6187, 1606.8380, 1585.7590, 1613.8491
544.3310, 1745.2997, 2841.9839, 1663.6649, 2311.9525, 1690.8061, 2417.2693, 1584.3982, 1607.5831, 1585.4977, 1613.8370
545.3310, 1743.0898, 2840.0959, 1664.5158, 2315.9380, 1690.9807, 2414.1930, 1583.7970, 1606.8663, 1584.7143, 1613.4324
546.3310, 1746.0727, 2842.9717, 1665.3100, 2328.5923, 1691.5450, 2426.5092, 1584.5042, 1606.5560, 1584.8837, 1613.8099
547.3310, 1746.6065, 2840.5469, 1664.9380, 2369.0396, 1692.4816, 2442.0175, 1583.0614, 1606.8428, 1585.7588, 1614.5955
548.3310, 1745.6549, 2837.0454, 1665.3311, 2392.1003, 1692.8483, 2453.4770, 1584.6681, 1607.1934, 1586.4335, 1614.2771
549.3310, 1747.4067, 2832.8628, 1666.7625, 2398.3285, 1692.6746, 2463.7730, 1584.0054, 1606.8331, 1584.9083, 1614.1285
550.3310, 1745.4490, 2832.4642, 1665.8391, 2401.0488, 1693.7362, 2462.5616, 1582.9253, 1607.7506, 1585.2006, 1615.1429
551.3310, 1746.0252, 2831.1534, 1664.8945, 2407.2441, 1694.0294, 2468.3667, 1583.4114, 1608.4313, 1585.4725, 1614.0881
552.3310, 1745.3280, 2828.7760, 1664.7507, 2408.4011, 1692.8585, 2470.3539, 1582.4428, 1606.8795, 1584.4446, 1614.5388
553.3310, 1745.8285, 2827.3421, 1663.8113, 2409.3245, 1693.7555, 2473.1075, 1584.0566, 1607.2108, 1585.3363, 1613.9610
554.3310, 1745.1171, 2825.8466, 1665.0343, 2413.3377, 1693.0790, 2475.9568, 1585.4988, 1607.2410, 1585.1945, 1614.1708
555.3310, 1746.4591, 2825.8274, 1664.1253, 2414.9077, 1694.0432, 2475.1857, 1584.1434, 1608.0765, 1585.5333, 1615.4418
556.3310, 1746.4783, 2821.0706, 1664.7361, 2415.8984, 1694.2371, 2482.9127, 1584.4054, 1607.2175, 1585.5421, 1614.7955
557.3310, 1744.9374, 2820.5540, 1665.9868, 2418.2533, 1693.5322, 2480.9899, 1583.3428, 1606.2241, 1584.5933, 1613.8093
558.3310, 1746.0182, 2824.0182, 1665.5620, 2420.5277, 1694.2325, 2489.0119, 1583.7705, 1607.4386, 1585.3628, 1614.2036
559.3310, 1747.1231, 2825.0636, 1664.0435, 2426.2243, 1692.9127, 2487.3033, 1584.0452, 1606.3482, 1584.8419, 1613.9011
560.3310, 1746.8204, 2822.2170, 1666.0528, 2426.0501, 1693.6645, 2485.3667, 1583.6410, 1606.9410, 1585.9436, 1614.0083
561.3310, 1746.3471, 2822.5943, 1665.7889, 2430.7084, 1693.9311, 2491.2335, 1584.4386, 1606.1729, 1584.9704, 1614.6455
562.3310, 1747.3875, 2825.7861, 1663.7111, 2427.9763, 1693.2794, 2491.5469, 1584.1307, 1607.2928, 1585.4382, 1613.4808
563.3310, 1747.3946, 2823.5227, 1663.1953, 2428.9050, 1691.8327, 2495.3943, 1584.0096, 1607.1313, 1585.6855, 1613.8817
564.3310, 1746.4672, 2821.9798, 1664.1807, 2432.3272, 1692.8465, 2496.2169, 1584.6825, 1606.8428, 1585.5051, 1614.1735
565.3310, 1747.0030, 2821.5812, 1664.0013, 2434.8799, 1694.4504, 2498.8796, 1583.3747, 1606.6928, 1585.7422, 1612.9536
566.3310, 1746.2896, 2819.2472, 1664.4274, 2432.0462, 1692.6333, 2497.1094, 1584.0512, 1606.8373, 1585.1094, 1613.8961
567.3310, 1745.5338, 2819.1463, 1665.0356, 2434.6583, 1693.0340, 2498.0165, 1583.8705, 1605.8386, 1585.2923, 1613.8917
568.3310, 1745.8244, 2816.5338, 1664.2137, 2436.9591, 1693.3879, 2498.9136, 1583.7410, 1607.0578, 1586.8851, 1614.8555
569.3310, 1746.1080, 2822.4975, 1666.1570, 2434.9525, 1693.2472, 2504.1425, 1583.4837, 1605.5193, 1584.8055, 1614.0752
570.3310, 1747.8416, 2821.9122, 1665.9644, 2438.7625, 1692.4301, 2506.6866, 1584.2349, 1607.9259, 1585.3833, 1613.9212
571.3310, 1746.5812, 2817.9041, 1665.9156, 2441.3285, 1692.5588, 2510.7151, 1584.0633, 1607.5946, 1585.0887, 1613.6021
572.3310, 1747.1584, 2816.3340, 1665.3496, 2441.2032, 1693.7426, 2511.0046, 1584.5633, 1607.0729, 1585.7124, 1614.8906
573.3310, 1745.4238, 2816.5580, 1664.7955, 2441.3166, 1693.8226, 2512.2482, 1583.6861, 1607.6440, 1585.6096, 1614.3117
574.3310, 1745.2644, 2815.8708, 1665.6768, 2444.5646, 1692.2987, 2514.8097, 1584.2205, 1608.3211, 1585.5582, 1614.3628
575.3310, 1748.2099, 2810.2210, 1665.0673, 2443.5620, 1692.8787, 2509.6103, 1584.5271, 1605.7012, 1585.3216, 1613.9677
576.3310, 1746.4712, 2813.2836, 1665.9591, 2444.1649, 1694.0919, 2510.9026, 1583.5048, 1606.9054, 1585.6250, 1614.3857
577.3310, 1745.0353, 2814.4662, 1665.5251, 2447.8430, 1692.1866, 2507.6066, 1583.9518, 1606.3404, 1584.9284, 1614.4023
578.3310, 1745.0636, 2816.7760, 1665.3931, 2446.6227, 1693.3925, 2511.5322, 1583.7006, 1607.9669, 1585.3987, 1614.5026
579.3310, 1747.5701, 2815.0202, 1664.0897, 2447.0871, 1693.1186, 2514.5092, 1585.6608, 1606.9958, 1586.1058, 1614.5001
580.3310, 1746.3613, 2814.6821, 1664.6201, 2445.2968, 1692.9090, 2514.3015, 1583.9470, 1606.5717, 1584.8842, 1613.8759
581.3310, 1746.0928, 2816.5752, 1664.9063, 2449.8496, 1692.4798, 2516.9963, 1584.0193, 1606.1494, 1585.5891, 1614.0970
582.3310, 1746.4238, 2813.3047, 1664.8113, 2452.3272, 1692.1618, 2522.8024, 1584.2735, 1606.0602, 1584.6065, 1614.2614
583.3310, 1746.3542, 2813.8940, 1664.9459, 2448.6649, 1691.7583, 2524.6884, 1585.1199, 1607.3295, 1584.9445, 1614.3846
584.3310, 1745.6165, 2814.8900, 1663.5567, 2450.4657, 1691.3833, 2526.2583, 1583.8994, 1607.5500, 1585.2277, 1613.7602
585.3310, 1746.3996, 2813.3148, 1665.0541, 2454.7757, 1691.8649, 2528.5634, 1584.4157, 1607.1307, 1584.8787, 1613.5485
586.3310, 1746.3280, 2815.3350, 1666.8747, 2454.4657, 1690.1636, 2531.7013, 1584.4151, 1606.1590, 1585.4023, 1613.4261
587.3310, 1746.3088, 2816.7982, 1665.0515, 2450.5686, 1690.4853, 2531.4467, 1585.1482, 1607.4488, 1585.4363, 1613.2045
588.3310, 1745.4884, 2816.5520, 1665.7190, 2453.0778, 1691.8410, 2534.3070, 1584.4795, 1606.8072, 1585.1691, 1614.4421
589.3310, 1745.0444, 2816.3421, 1666.4195, 2454.1372, 1690.1719, 2530.3254, 1585.2096, 1607.7042, 1585.4797, 1613.7845
590.3310, 1745.5358, 2813.7770, 1663.7982, 2455.5264, 1689.8336, 2534.7086, 1585.2801, 1606.8060, 1585.4322, 1613.6692
591.3310, 1746.3734, 2815.3209, 1663.2150, 2455.0686, 1691.4504, 2537.3244, 1583.7072, 1606.7036, 1586.0586, 1614.8102
592.3310, 1746.4379, 2814.3976, 1665.3404, 2457.5844, 1690.7233, 2539.5276, 1584.5494, 1607.3084, 1585.4076, 1614.2937
593.3310, 1744.9869, 2817.5671, 1664.9235, 2455.3549, 1689.6342, 2535.8327, 1584.3596, 1606.2530, 1586.2307, 1614.5899
594.3310, 1745.2008, 2815.7013, 1663.8034, 2459.1082, 1691.3732, 2529.2022, 1584.0289, 1606.0988, 1586.1539, 1614.5504
595.3310, 1746.8254, 2818.5853, 1663.5488, 2458.1161, 1690.9219, 2526.5974, 1583.9813, 1606.5307, 1585.9809, 1614.4883
596.3310, 1747.1736, 2819.0706, 1663.2098, 2460.0858, 1690.6020, 2528.3612, 1585.0669, 1606.9163, 1585.7596, 1614.6590
597.3310, 1745.7265, 2819.6932, 1664.3206, 2459.3958, 1689.5689, 2523.9531, 1584.0367, 1607.6175, 1585.0359, 1614.4333
