"File: DDELog(Excel:M7_DRG	1	1)::C:\Users\user\Desktop\clemens\19_07_22_ DRG_AOP\M7_DRG_19_7\M7.LOG"
"Date: Tue Jul 19 2022 14:45:8.837"
122.5140, "Wavelength Names:	340	385	GFP	Wavelength 4	555"
0.0000, "Clock reset to 0.0"
"Region 1: [Location: (30, 126), Size: (37, 38), Area: 1078]"
"Region 2: [Location: (227, 242), Size: (30, 33), Area: 770]"
"Region 3: [Location: (102, 306), Size: (21, 21), Area: 305]"
"Region 4: [Location: (0, 374), Size: (30, 28), Area: 656]"
"Region 5: [Location: (272, 398), Size: (27, 25), Area: 519]"
"Region 6: [Location: (274, 418), Size: (21, 21), Area: 305]"
"Region 7: [Location: (290, 422), Size: (29, 30), Area: 678]"
"Region 8: [Location: (142, 66), Size: (45, 47), Area: 1637]"
"Region 9: [Location: (163, 179), Size: (42, 48), Area: 1540]"
"Time (sec)", "R1 W1 Avg", "R1 W2 Avg", "R2 W1 Avg", "R2 W2 Avg", "R3 W1 Avg", "R3 W2 Avg", "R4 W1 Avg", "R4 W2 Avg", "R5 W1 Avg", "R5 W2 Avg", "R6 W1 Avg", "R6 W2 Avg", "R7 W1 Avg", "R7 W2 Avg", "R8 W1 Avg", "R8 W2 Avg", "R9 W1 Avg", "R9 W2 Avg"
79.3200, 1738.3878, 4411.9295, 1682.3429, 3499.9896, 1632.2459, 2403.0262, 1730.2485, 4803.7530, 1744.5434, 5109.6956, 1730.4557, 4480.1344, 1689.2861, 3530.1106, 1608.6726, 1631.4655, 1608.4357, 1637.9227
80.3200, 1738.2004, 4407.1308, 1680.7338, 3492.8766, 1633.3967, 2402.4689, 1728.7835, 4787.6951, 1746.1734, 5112.9383, 1731.3344, 4475.0787, 1690.7168, 3532.5973, 1610.0098, 1631.6292, 1610.1240, 1638.5786
81.3200, 1739.3442, 4401.5974, 1682.0831, 3495.0182, 1629.8885, 2399.6492, 1729.5305, 4776.7348, 1745.0732, 5099.3198, 1729.8590, 4476.4230, 1688.4012, 3532.4381, 1609.2260, 1631.8051, 1609.9078, 1639.1318
82.3200, 1738.9443, 4400.2124, 1682.7870, 3498.2571, 1630.3803, 2403.8164, 1727.5976, 4771.7454, 1742.2987, 5100.9557, 1730.4098, 4476.0393, 1688.7478, 3528.2080, 1608.5467, 1630.9133, 1609.4766, 1639.4896
83.3200, 1739.1345, 4399.1660, 1682.1052, 3497.9169, 1631.8295, 2396.0787, 1727.6631, 4766.2027, 1744.8382, 5106.5299, 1730.4951, 4482.1377, 1688.9926, 3521.6578, 1609.9572, 1631.5956, 1610.0234, 1639.6344
84.3200, 1739.1596, 4392.9443, 1681.6091, 3497.2766, 1630.5311, 2396.1639, 1726.3384, 4752.7088, 1744.8208, 5099.5665, 1731.5180, 4462.7443, 1688.6770, 3465.6608, 1610.4362, 1632.1607, 1610.3000, 1639.9779
85.3200, 1738.6586, 4387.9935, 1681.5221, 3484.2896, 1633.8852, 2402.1738, 1724.8643, 4754.9268, 1743.6262, 5090.3102, 1730.4000, 4468.2623, 1689.2935, 3474.7434, 1609.2120, 1632.3855, 1609.9396, 1639.7422
86.3200, 1737.8488, 4380.8609, 1681.6429, 3484.0091, 1630.0656, 2395.1311, 1728.6616, 4749.7088, 1743.5241, 5100.4605, 1730.1967, 4478.0820, 1688.4528, 3481.4926, 1608.5241, 1631.3506, 1610.1442, 1638.8130
87.3200, 1739.0102, 4375.6540, 1681.5364, 3490.4844, 1631.5672, 2388.5311, 1728.3780, 4745.6616, 1744.5684, 5091.6513, 1729.6852, 4470.6852, 1688.9174, 3486.3909, 1610.2975, 1631.5345, 1609.1091, 1638.8448
88.3200, 1737.2690, 4374.8506, 1681.9701, 3488.8532, 1633.3082, 2395.8885, 1729.0366, 4736.2866, 1745.7360, 5089.2678, 1730.0164, 4465.8918, 1687.6416, 3493.3245, 1609.3763, 1632.0733, 1610.1883, 1640.7539
89.3200, 1738.8460, 4367.2319, 1683.8130, 3482.7558, 1631.9279, 2395.5607, 1727.7759, 4730.3293, 1745.5395, 5084.2100, 1732.7738, 4477.0098, 1688.7153, 3498.6475, 1609.2944, 1632.0709, 1611.0916, 1639.8461
90.3200, 1737.5195, 4366.5733, 1682.2403, 3475.0169, 1631.7574, 2395.7967, 1726.9787, 4722.5366, 1746.3102, 5090.6435, 1730.5574, 4451.2984, 1689.6268, 3431.8245, 1610.2639, 1631.7312, 1610.6403, 1639.3416
91.3200, 1736.0557, 4363.0575, 1681.1870, 3473.1714, 1632.9410, 2386.1639, 1728.0564, 4718.4787, 1745.5491, 5081.1252, 1730.0098, 4455.9607, 1687.7507, 3450.5782, 1608.7899, 1632.6139, 1610.1286, 1639.3097
92.3200, 1738.6317, 4355.2746, 1681.0571, 3472.6571, 1632.2492, 2388.6492, 1727.9238, 4718.7409, 1744.3545, 5078.3854, 1729.0820, 4453.8492, 1686.9410, 3458.9853, 1610.2963, 1631.5516, 1610.9864, 1639.1078
93.3200, 1737.7764, 4354.8590, 1681.3273, 3475.6948, 1631.6131, 2385.0098, 1727.0915, 4708.9421, 1743.6532, 5078.8015, 1729.6361, 4448.7705, 1688.5501, 3464.1681, 1610.2046, 1631.0257, 1610.0175, 1639.0130
94.3200, 1737.9954, 4347.1382, 1681.6831, 3471.8727, 1630.4197, 2387.6754, 1728.0122, 4716.2805, 1746.6667, 5084.9730, 1730.7082, 4461.0426, 1688.4366, 3474.1755, 1609.0794, 1632.1008, 1610.0260, 1638.7273
95.3200, 1737.9972, 4342.3423, 1681.9325, 3468.6013, 1631.8492, 2389.4754, 1727.3369, 4698.1463, 1745.3988, 5071.4470, 1730.6230, 4458.5934, 1686.6947, 3475.7183, 1608.7850, 1630.8076, 1610.0013, 1638.0903
96.3200, 1736.9824, 4330.4768, 1681.0364, 3469.6922, 1632.5016, 2390.1672, 1728.3902, 4694.1631, 1743.8593, 5066.5453, 1732.9311, 4453.7311, 1687.9322, 3482.8702, 1610.0947, 1630.7385, 1608.5727, 1639.7610
97.3200, 1737.6243, 4316.9852, 1680.8545, 3470.3740, 1631.1115, 2391.3180, 1723.7622, 4682.2256, 1743.1002, 5065.9326, 1728.9180, 4447.2361, 1687.7021, 3483.4086, 1609.4771, 1632.5058, 1611.2338, 1640.5383
98.3200, 1738.9202, 4315.9221, 1681.6039, 3469.2714, 1630.3344, 2384.4557, 1726.0442, 4670.6052, 1741.1850, 5071.9268, 1727.9148, 4442.9934, 1688.4056, 3482.9292, 1608.6365, 1630.7263, 1609.2844, 1638.6721
99.3200, 1736.6827, 4308.8822, 1680.8714, 3464.4649, 1630.3475, 2382.4197, 1724.8582, 4662.7744, 1743.4123, 5054.8035, 1730.0033, 4438.9344, 1687.1062, 3485.3791, 1607.9585, 1630.7434, 1609.9338, 1639.8500
100.3200, 1738.1336, 4217.3256, 1682.8961, 3466.8974, 1631.1180, 2381.1869, 1724.5747, 4662.2866, 1744.2832, 5060.1407, 1728.2197, 4437.5508, 1686.3230, 3494.8805, 1609.5742, 1631.8198, 1610.1987, 1638.6019
101.3200, 1740.5826, 4221.0649, 1679.8013, 3461.9416, 1630.8689, 2383.4131, 1725.0960, 4650.4741, 1743.1368, 5049.6301, 1728.1049, 4434.9115, 1687.8451, 3494.7876, 1609.1680, 1631.2517, 1609.8494, 1639.8968
102.3200, 1738.1484, 4215.8414, 1680.3922, 3462.6753, 1631.8131, 2380.8426, 1725.5046, 4656.9360, 1744.1850, 5034.9114, 1728.3672, 4423.5344, 1686.9041, 3491.5560, 1608.5357, 1631.2578, 1609.2221, 1637.9500
103.3200, 1739.0529, 4211.6456, 1681.4338, 3463.4870, 1630.0295, 2380.6656, 1724.2744, 4648.5518, 1741.8208, 5027.8266, 1729.5705, 4419.3344, 1686.9027, 3491.2743, 1608.9035, 1630.8540, 1609.5182, 1639.8390
104.3200, 1739.6772, 4213.6373, 1680.8013, 3457.2532, 1631.2590, 2379.9607, 1726.2332, 4635.3430, 1744.0694, 5032.5819, 1729.7377, 4395.4525, 1687.2109, 3437.4926, 1610.4753, 1631.8351, 1610.0994, 1640.2961
105.3200, 1737.6577, 4216.3980, 1681.7052, 3453.0169, 1632.8197, 2379.6492, 1724.4299, 4638.3186, 1742.1522, 5030.6802, 1730.8852, 4410.7672, 1689.6401, 3443.5280, 1609.1674, 1631.0434, 1610.5396, 1639.7299
106.3200, 1736.8748, 4224.3071, 1680.8455, 3452.2805, 1630.8623, 2382.1443, 1724.6204, 4629.0274, 1742.3565, 5022.2852, 1727.3443, 4404.5148, 1687.5147, 3449.9558, 1608.9438, 1631.5345, 1609.0312, 1640.0403
107.3200, 1737.5213, 4235.2106, 1681.1636, 3453.0649, 1632.8361, 2384.1934, 1723.3933, 4621.2988, 1744.0135, 5023.6435, 1730.3607, 4398.3148, 1685.9926, 3460.2507, 1609.5205, 1630.6982, 1609.6994, 1637.3169
108.3200, 1737.3980, 4229.8655, 1681.0221, 3455.2831, 1631.5279, 2382.8557, 1724.1433, 4623.6113, 1743.7688, 5021.9672, 1728.7016, 4402.8656, 1685.8230, 3474.5619, 1610.3183, 1631.7783, 1610.7344, 1638.6727
109.3200, 1737.1280, 4240.1252, 1681.2792, 3453.8429, 1632.8852, 2375.8623, 1722.3720, 4613.0838, 1741.7592, 5022.2312, 1729.2820, 4399.2492, 1687.7168, 3415.2242, 1609.6371, 1632.2126, 1611.0779, 1639.0156
110.3200, 1736.8692, 4237.5046, 1680.8065, 3450.5805, 1631.9738, 2381.6754, 1722.9085, 4613.5747, 1743.3719, 5022.3892, 1728.8557, 4395.0426, 1685.9130, 3428.3864, 1609.4050, 1631.4209, 1609.4175, 1638.8903
111.3200, 1737.4397, 4239.8284, 1682.3169, 3451.0039, 1631.8656, 2376.8393, 1723.9497, 4601.6326, 1742.1118, 5014.6647, 1732.3607, 4404.9082, 1687.6431, 3434.6622, 1609.2431, 1631.0269, 1610.4013, 1638.9708
112.3200, 1736.8748, 4236.1633, 1680.0870, 3450.8688, 1633.8689, 2376.0525, 1723.1021, 4603.0015, 1744.0732, 5024.7765, 1727.7836, 4410.1115, 1687.7581, 3451.5265, 1609.1277, 1631.8296, 1608.8344, 1638.9636
113.3200, 1735.8395, 4240.0742, 1681.5065, 3445.8857, 1632.2033, 2375.2787, 1722.5655, 4606.2896, 1741.8189, 5027.5202, 1728.4131, 4411.6328, 1686.2714, 3452.5369, 1609.5150, 1630.9432, 1610.6422, 1638.9318
114.3200, 1735.5213, 4244.4471, 1680.7506, 3440.8506, 1631.6754, 2370.5738, 1722.3201, 4593.3780, 1742.8632, 5028.9268, 1728.0590, 4411.8656, 1688.1136, 3458.1681, 1609.3079, 1631.0849, 1609.0688, 1637.1890
115.3200, 1738.8933, 4248.2570, 1681.3104, 3443.4273, 1633.3803, 2373.5738, 1722.4771, 4591.3521, 1742.4412, 5033.1830, 1727.0295, 4380.7082, 1686.5487, 3405.7035, 1609.3629, 1631.2492, 1610.8922, 1638.6149
116.3200, 1737.3516, 4248.7356, 1680.2377, 3438.8766, 1632.1475, 2371.9082, 1721.1875, 4573.5716, 1740.5048, 5040.1830, 1727.0525, 4410.0328, 1687.8555, 3413.2788, 1609.5473, 1631.7752, 1610.9143, 1639.3409
117.3200, 1736.1197, 4238.9443, 1681.1766, 3437.8403, 1631.7246, 2370.7967, 1722.4177, 4576.3034, 1739.8651, 5046.1541, 1727.4426, 4418.5738, 1685.3230, 3424.7773, 1609.8106, 1632.2389, 1609.9091, 1639.2409
118.3200, 1735.6224, 4235.9583, 1679.3169, 3443.0545, 1631.9672, 2368.5508, 1721.4558, 4566.5991, 1741.3719, 5030.1503, 1727.1672, 4423.1967, 1687.0177, 3438.4145, 1608.8742, 1630.7349, 1609.6714, 1638.3643
119.3200, 1736.7876, 4235.8822, 1681.5610, 3436.0753, 1630.6852, 2365.2590, 1722.6357, 4562.3765, 1742.9827, 5039.3295, 1727.2131, 4422.4689, 1686.0177, 3444.7729, 1609.1057, 1630.7233, 1609.1942, 1638.7175
120.3200, 1734.6234, 4241.0714, 1681.9130, 3437.7623, 1631.4721, 2365.9410, 1720.4604, 4551.7652, 1741.9730, 5049.5434, 1727.1344, 4427.8984, 1685.7050, 3455.2566, 1610.4191, 1631.9359, 1610.4591, 1638.6143
121.3200, 1737.3089, 4238.8312, 1679.3597, 3432.5000, 1631.1672, 2366.6918, 1721.4177, 4547.5701, 1740.7322, 5048.4451, 1728.4918, 4438.3770, 1686.0369, 3453.1844, 1609.9872, 1630.6762, 1609.9591, 1638.7701
122.3200, 1735.5714, 4235.5000, 1681.5169, 3435.8065, 1631.9311, 2370.6984, 1722.8491, 4543.5168, 1741.8131, 5046.7437, 1727.0164, 4442.0066, 1686.5088, 3459.6342, 1609.9633, 1631.7563, 1609.6097, 1639.6981
123.3200, 1737.7996, 4246.1113, 1680.2156, 3441.4961, 1632.0984, 2369.4557, 1722.1875, 4571.5137, 1741.4682, 5059.3160, 1729.2426, 4446.2066, 1686.5782, 3471.0059, 1609.3109, 1630.5522, 1610.1227, 1639.0799
124.3200, 1738.2792, 4245.0176, 1681.8312, 3451.8325, 1630.3279, 2367.4426, 1722.7241, 4579.8872, 1740.8882, 5066.5896, 1728.5410, 4462.3672, 1685.0501, 3478.1209, 1608.6817, 1630.6958, 1609.5032, 1637.9299
125.3200, 1736.8683, 4247.7597, 1679.9675, 3445.0662, 1629.8885, 2367.3541, 1722.3674, 4596.9436, 1738.8960, 5074.2832, 1727.9574, 4470.2361, 1685.0664, 3485.5192, 1608.6616, 1629.7135, 1609.8929, 1638.7675
126.3200, 1736.8154, 4253.2291, 1680.1052, 3449.1455, 1631.9574, 2361.8787, 1722.8003, 4602.9756, 1738.3719, 5074.0636, 1727.8066, 4453.0590, 1686.4130, 3439.4159, 1608.4215, 1630.8302, 1610.2156, 1639.3857
127.3200, 1734.7755, 4244.6716, 1681.5052, 3452.1130, 1632.9869, 2370.4164, 1724.0640, 4603.8369, 1740.7322, 5091.9750, 1726.2230, 4472.2164, 1687.4115, 3455.7566, 1608.7239, 1630.1405, 1609.0026, 1637.9312
128.3200, 1736.4712, 4234.1410, 1680.8896, 3449.2143, 1631.1148, 2369.4852, 1725.2591, 4612.8293, 1739.6185, 5083.5010, 1727.4984, 4473.7541, 1686.8215, 3414.8732, 1608.1332, 1630.8681, 1609.2396, 1638.2468
129.3200, 1736.4814, 4235.4388, 1680.9948, 3448.9390, 1630.5639, 2365.1541, 1724.8704, 4616.5579, 1743.1252, 5091.1734, 1728.7672, 4476.6721, 1685.7286, 3436.6799, 1608.6940, 1630.0031, 1608.8922, 1637.2266
130.3200, 1737.5705, 4234.5677, 1681.9766, 3454.6909, 1630.8361, 2369.0984, 1724.2226, 4618.4040, 1741.2100, 5087.0751, 1727.9607, 4482.8426, 1685.8186, 3448.1283, 1608.9682, 1631.5809, 1609.8747, 1638.9494
131.3200, 1739.8071, 4147.0306, 1681.1818, 3450.1532, 1631.4590, 2363.3115, 1724.1341, 4612.9451, 1739.7303, 5082.8671, 1728.5279, 4470.5705, 1687.0782, 3405.6091, 1610.1295, 1631.2511, 1609.2097, 1638.2344
132.3200, 1737.4685, 4161.1364, 1680.2091, 3454.6403, 1630.3443, 2368.1508, 1723.6326, 4613.1098, 1741.5395, 5085.4162, 1732.2361, 4444.8951, 1687.7773, 3369.3923, 1607.7422, 1630.2321, 1609.4208, 1638.7234
133.3200, 1737.8024, 4170.7625, 1680.2143, 3451.9273, 1632.8295, 2362.2525, 1726.3963, 4616.9146, 1741.3468, 5084.2370, 1727.8459, 4466.3344, 1688.6622, 3398.3407, 1608.6707, 1630.6005, 1609.9364, 1638.2071
134.3200, 1737.4573, 4179.2625, 1682.4260, 3451.5909, 1632.2754, 2364.5770, 1724.4832, 4622.3582, 1742.9961, 5089.5164, 1729.0230, 4479.3967, 1688.1445, 3410.9631, 1609.9621, 1631.9682, 1610.3942, 1639.3409
135.3200, 1738.7644, 4188.8497, 1681.2182, 3451.1506, 1631.3049, 2362.8557, 1725.6905, 4630.4329, 1742.5299, 5086.1638, 1732.7180, 4485.0656, 1687.7876, 3433.9292, 1610.4068, 1630.9169, 1610.4097, 1638.6786
136.3200, 1739.2727, 4189.1707, 1681.9000, 3451.1325, 1633.7410, 2361.3279, 1724.5183, 4616.9146, 1741.2755, 5086.5665, 1730.2689, 4475.2164, 1686.3363, 3399.4189, 1609.6512, 1630.6909, 1609.8805, 1638.7169
137.3200, 1738.2959, 4206.0000, 1680.9299, 3449.4260, 1633.9082, 2369.8885, 1724.5823, 4626.6601, 1743.0193, 5077.5491, 1729.4098, 4469.2820, 1689.2035, 3370.8599, 1609.7691, 1630.2883, 1609.9149, 1638.8325
138.3200, 1737.6586, 4214.6252, 1681.0779, 3451.9623, 1632.0033, 2369.8164, 1724.6235, 4615.5671, 1742.4143, 5081.9730, 1730.8656, 4465.6295, 1689.7552, 3391.2537, 1609.4624, 1630.5308, 1609.7935, 1638.7214
139.3200, 1737.0343, 4220.9861, 1680.8104, 3453.2351, 1632.1443, 2365.6459, 1726.0473, 4618.4299, 1741.7110, 5078.8439, 1728.0131, 4464.7148, 1688.7876, 3355.3186, 1609.9456, 1631.1454, 1611.2208, 1639.9292
140.3200, 1737.5436, 4223.9926, 1681.7792, 3450.5403, 1631.7967, 2361.4098, 1722.7073, 4611.5305, 1739.1040, 5081.3507, 1729.7934, 4468.2459, 1688.8968, 3380.0457, 1610.1228, 1630.4539, 1611.0195, 1639.0143
141.3200, 1738.5417, 4228.8636, 1680.7714, 3446.1987, 1630.4885, 2364.2689, 1721.7744, 4614.6235, 1742.6455, 5079.0559, 1730.9541, 4474.6328, 1688.2035, 3400.1003, 1610.7605, 1631.4313, 1609.8351, 1639.5942
142.3200, 1736.9545, 4236.8432, 1679.8273, 3446.1636, 1630.1803, 2358.2689, 1724.1509, 4605.7652, 1740.9017, 5083.9037, 1730.5279, 4468.9672, 1687.6224, 3370.5029, 1608.6567, 1630.3390, 1609.9351, 1638.7864
143.3200, 1738.0946, 4238.3089, 1680.3104, 3446.2143, 1633.0984, 2364.8525, 1723.5427, 4613.8933, 1741.7707, 5083.4123, 1726.9738, 4467.2852, 1687.9484, 3389.0354, 1609.8760, 1630.8485, 1612.0669, 1638.7247
144.3200, 1737.6466, 4245.8933, 1681.4351, 3442.5182, 1629.6459, 2362.3902, 1723.9329, 4621.9619, 1740.2505, 5086.0925, 1731.2492, 4481.0623, 1686.8437, 3404.6254, 1610.0208, 1632.0959, 1610.6805, 1638.7597
145.3200, 1735.4156, 4240.6289, 1681.5545, 3441.0247, 1632.4918, 2359.5574, 1723.1143, 4613.6845, 1739.8439, 5085.7013, 1730.6951, 4483.6066, 1687.3555, 3422.4971, 1610.1466, 1632.0635, 1609.8506, 1640.0032
146.3200, 1737.4082, 4243.1280, 1681.6234, 3440.7364, 1631.4525, 2360.0918, 1725.7149, 4619.4832, 1740.4875, 5094.2408, 1732.5180, 4469.4393, 1687.7035, 3382.1268, 1608.8907, 1630.8607, 1610.3266, 1638.8422
147.3200, 1737.3896, 4236.7996, 1681.0078, 3438.5143, 1631.0525, 2359.8066, 1724.1341, 4604.7652, 1740.0674, 5092.8478, 1728.1705, 4466.9475, 1688.3009, 3406.0885, 1609.5351, 1630.8161, 1609.6948, 1639.4000
148.3200, 1738.1410, 4244.6512, 1680.6195, 3437.7779, 1629.9607, 2355.9574, 1723.4223, 4603.6555, 1740.9807, 5090.9133, 1728.0525, 4455.1869, 1687.9454, 3362.9189, 1609.8723, 1632.0874, 1609.7825, 1639.9227
149.3200, 1735.8766, 4241.8163, 1678.9506, 3438.2779, 1631.1377, 2354.4492, 1725.0290, 4602.4405, 1740.8902, 5094.7553, 1729.5738, 4465.5672, 1688.0310, 3384.0649, 1608.6005, 1630.7838, 1610.5195, 1639.1279
150.3200, 1736.3850, 4246.1317, 1680.2013, 3437.4883, 1631.4885, 2352.7410, 1725.9543, 4601.0762, 1739.6224, 5095.6879, 1730.4459, 4468.0459, 1689.1091, 3393.1062, 1609.0177, 1631.3830, 1609.4344, 1638.6578
151.3200, 1739.0835, 4248.9221, 1682.4597, 3435.8260, 1633.6492, 2358.2557, 1724.2896, 4600.9314, 1741.4509, 5087.0886, 1730.5016, 4462.4852, 1688.2625, 3363.5501, 1610.4710, 1631.4899, 1610.8558, 1639.7870
152.3200, 1736.9666, 4247.0362, 1681.6974, 3436.1390, 1633.4590, 2353.2984, 1722.5899, 4603.6280, 1740.9461, 5095.6320, 1731.3738, 4471.8820, 1687.8127, 3375.4926, 1610.6011, 1632.0916, 1611.2909, 1639.7442
153.3200, 1736.8813, 4237.7662, 1681.6883, 3432.8740, 1633.4197, 2353.1836, 1725.2470, 4597.4512, 1739.4798, 5090.5819, 1728.9115, 4454.4426, 1687.8437, 3343.4602, 1609.7361, 1631.0605, 1611.0039, 1638.4234
154.3200, 1736.6855, 4239.4703, 1679.5584, 3435.4571, 1632.3311, 2351.2393, 1726.0259, 4591.4345, 1742.0250, 5098.8709, 1730.9016, 4465.4295, 1688.3333, 3367.3024, 1610.9145, 1631.3433, 1610.9136, 1638.8123
155.3200, 1737.0399, 4235.4963, 1682.0221, 3434.3753, 1630.4197, 2348.9279, 1723.1845, 4590.0960, 1739.9441, 5093.5588, 1731.4590, 4452.7246, 1689.6357, 3335.0885, 1609.5932, 1631.7074, 1610.0143, 1638.4805
156.3200, 1738.4564, 4227.2384, 1681.0740, 3434.6065, 1633.6525, 2349.6164, 1724.0625, 4588.3445, 1739.7341, 5090.5645, 1728.0590, 4442.6885, 1690.6032, 3313.8746, 1609.5449, 1631.7599, 1610.2643, 1639.6701
157.3200, 1737.7263, 4218.4045, 1679.2896, 3429.2000, 1631.9836, 2351.8557, 1725.0442, 4587.9924, 1740.6474, 5094.5549, 1728.9279, 4429.9148, 1689.7375, 3286.7257, 1611.2871, 1629.8864, 1611.3656, 1639.0669
158.3200, 1737.5983, 4218.4954, 1680.6078, 3428.2247, 1630.8197, 2347.2361, 1724.6646, 4586.4787, 1741.2832, 5096.2717, 1731.1639, 4438.0984, 1691.4661, 3273.2522, 1609.2505, 1631.0202, 1612.0721, 1640.2260
159.3200, 1738.1874, 4215.2570, 1682.7000, 3428.3831, 1631.6492, 2353.4262, 1725.3049, 4580.0320, 1741.4721, 5104.5164, 1727.6951, 4458.4721, 1687.8466, 3309.4794, 1610.3195, 1630.3885, 1610.7351, 1639.8422
160.3200, 1738.6382, 4210.9629, 1680.0442, 3422.1597, 1631.1672, 2349.1508, 1722.4451, 4575.1662, 1741.6089, 5091.1753, 1728.3148, 4442.8852, 1690.4853, 3283.1799, 1610.6097, 1630.3067, 1610.1526, 1638.0597
161.3200, 1738.4072, 4205.0408, 1680.4156, 3416.2208, 1629.6656, 2349.7541, 1722.8963, 4580.5000, 1739.1850, 5102.9229, 1728.5049, 4439.9115, 1688.0118, 3270.6254, 1609.9456, 1630.5699, 1611.0208, 1637.4136
162.3200, 1736.8414, 4211.7570, 1681.2143, 3359.4922, 1632.1639, 2349.8361, 1724.1021, 4571.7973, 1741.7245, 5103.5800, 1725.7508, 4443.4164, 1688.6401, 3297.0074, 1610.0703, 1630.7892, 1609.4786, 1638.6442
163.3200, 1736.8905, 4218.8377, 1680.4597, 3383.9026, 1631.1246, 2349.7934, 1724.8552, 4571.2698, 1742.7958, 5105.7958, 1730.0754, 4451.0820, 1689.5206, 3320.8835, 1609.9969, 1630.1326, 1610.7961, 1639.0182
164.3200, 1738.8349, 4205.1865, 1681.1662, 3390.0766, 1631.0098, 2348.6230, 1721.3430, 4565.5762, 1740.2100, 5103.3256, 1727.3803, 4454.7180, 1688.1475, 3341.0634, 1610.8228, 1631.1515, 1611.5253, 1639.3766
165.3200, 1738.7820, 4195.7913, 1680.7299, 3395.9974, 1631.6459, 2348.9049, 1723.7835, 4568.9863, 1741.5607, 5101.6243, 1726.9344, 4473.2164, 1687.8923, 3361.9823, 1610.6457, 1630.4197, 1610.4786, 1638.7857
166.3200, 1738.6466, 4111.6419, 1680.9805, 3396.7948, 1630.4885, 2345.9180, 1721.8628, 4562.4238, 1739.9094, 5111.8882, 1728.1508, 4469.8820, 1688.0708, 3379.5472, 1610.7306, 1631.0281, 1611.2201, 1637.5792
167.3200, 1736.6494, 4116.0223, 1680.0078, 3399.8688, 1633.7180, 2346.5311, 1720.1326, 4568.3003, 1741.1792, 5118.2987, 1730.0951, 4475.5475, 1686.6313, 3391.5472, 1610.1362, 1630.7428, 1610.6143, 1637.9584
168.3200, 1739.7217, 4040.3599, 1680.6377, 3404.8338, 1629.3705, 2350.1869, 1724.5686, 4559.7774, 1741.5607, 5116.0751, 1730.6361, 4473.7541, 1687.8835, 3404.0973, 1610.1491, 1631.2101, 1610.2844, 1639.1266
169.3200, 1740.3219, 4046.1549, 1681.1805, 3407.8143, 1631.0951, 2349.6000, 1722.4207, 4554.1677, 1740.0462, 5113.3083, 1729.0820, 4481.4098, 1687.5929, 3407.0693, 1609.8540, 1631.5394, 1610.7390, 1638.9156
170.3200, 1740.0315, 4059.4935, 1681.4195, 3412.4416, 1632.3344, 2347.4230, 1724.8476, 4555.3354, 1741.0578, 5115.4104, 1725.5508, 4457.7705, 1689.2979, 3366.0870, 1610.7355, 1630.4062, 1610.2552, 1638.1818
171.3200, 1740.0659, 3993.5093, 1680.8844, 3409.0870, 1631.6230, 2347.2656, 1725.1616, 4556.2744, 1740.4412, 5113.7283, 1728.5705, 4452.8492, 1687.9366, 3321.1947, 1610.4588, 1631.2279, 1609.7805, 1638.8773
172.3200, 1743.7588, 3940.8506, 1679.4195, 3408.4805, 1630.5967, 2346.6328, 1723.7500, 4564.4253, 1740.3314, 5113.0732, 1727.9639, 4464.6984, 1688.9779, 3352.6121, 1609.3861, 1630.1539, 1611.3422, 1638.1169
173.3200, 1740.9119, 3980.3776, 1680.8377, 3412.4987, 1630.1148, 2347.3770, 1722.5549, 4560.9329, 1739.8266, 5111.6146, 1725.8689, 4474.7902, 1688.9204, 3370.8997, 1609.5626, 1630.5205, 1610.1364, 1638.6779
174.3200, 1740.3469, 3987.9601, 1679.2623, 3408.9805, 1630.6098, 2350.0852, 1724.0716, 4559.3841, 1740.5568, 5102.6975, 1728.7475, 4472.3115, 1687.5487, 3386.8879, 1609.4600, 1630.5809, 1610.4474, 1638.0773
175.3200, 1740.1076, 3942.7857, 1679.8104, 3413.9740, 1630.5311, 2348.8525, 1724.6159, 4558.9863, 1739.7553, 5112.7283, 1730.6492, 4478.1410, 1686.7478, 3396.7950, 1609.5730, 1630.5437, 1609.6260, 1638.4669
176.3200, 1742.9731, 3899.9035, 1680.8779, 3413.9195, 1631.3082, 2340.8656, 1722.8689, 4550.8887, 1737.6744, 5108.1156, 1727.0951, 4482.0295, 1687.3510, 3406.8333, 1608.4643, 1630.5162, 1610.3097, 1637.9013
177.3200, 1740.0584, 3941.5464, 1680.4961, 3414.2779, 1631.2230, 2342.8426, 1723.1905, 4550.5183, 1741.7669, 5104.4528, 1728.1574, 4459.0656, 1687.9204, 3365.1195, 1609.6109, 1630.4789, 1609.4006, 1637.7805
178.3200, 1740.6122, 3963.8516, 1680.6701, 3407.9610, 1632.0492, 2343.0328, 1726.1982, 4561.9985, 1740.0848, 5115.2042, 1727.8197, 4474.1607, 1686.9838, 3380.8319, 1610.1411, 1630.2211, 1610.4429, 1638.0175
179.3200, 1740.8840, 3909.8924, 1681.2364, 3405.6753, 1629.7639, 2344.3902, 1723.9588, 4555.4360, 1739.5356, 5110.0482, 1728.3246, 4440.7902, 1686.5516, 3343.7271, 1609.5620, 1631.0214, 1609.9942, 1637.4188
