"File: DDELog(Excel:M7_DRG	1	1)::C:\Users\user\Desktop\clemens\19_07_22_ DRG_AOP\M7_DRG_19_7\M7.LOG"
"Date: Tue Jul 19 2022 14:45:8.837"
122.5140, "Wavelength Names:	340	385	GFP	Wavelength 4	555"
0.0000, "Clock reset to 0.0"
"Region 1: [Location: (30, 126), Size: (37, 38), Area: 1078]"
"Region 2: [Location: (227, 242), Size: (30, 33), Area: 770]"
"Region 3: [Location: (102, 306), Size: (21, 21), Area: 305]"
"Region 4: [Location: (0, 374), Size: (30, 28), Area: 656]"
"Region 5: [Location: (272, 398), Size: (27, 25), Area: 519]"
"Region 6: [Location: (274, 418), Size: (21, 21), Area: 305]"
"Region 7: [Location: (290, 422), Size: (29, 30), Area: 678]"
"Region 8: [Location: (142, 66), Size: (45, 47), Area: 1637]"
"Region 9: [Location: (163, 179), Size: (42, 48), Area: 1540]"
"Time (sec)", "R1 W1 Avg", "R1 W2 Avg", "R2 W1 Avg", "R2 W2 Avg", "R3 W1 Avg", "R3 W2 Avg", "R4 W1 Avg", "R4 W2 Avg", "R5 W1 Avg", "R5 W2 Avg", "R6 W1 Avg", "R6 W2 Avg", "R7 W1 Avg", "R7 W2 Avg", "R8 W1 Avg", "R8 W2 Avg", "R9 W1 Avg", "R9 W2 Avg"
281.3200, 1731.1512, 3910.9230, 1679.8623, 3257.2688, 1630.3705, 2276.6820, 1712.6418, 4200.7134, 1732.1908, 5065.5279, 1726.0131, 4454.1607, 1684.0811, 3213.9204, 1610.8070, 1630.5632, 1610.4526, 1637.8838
282.3200, 1731.2523, 3917.2978, 1679.9896, 3259.5143, 1629.4623, 2279.8656, 1713.0610, 4202.1845, 1733.2389, 5076.3680, 1724.4328, 4478.9607, 1681.9071, 3229.4558, 1610.3812, 1631.2572, 1609.9753, 1638.5448
283.3200, 1731.0501, 3921.8961, 1677.9909, 3253.0558, 1631.8787, 2276.9705, 1713.5091, 4197.3704, 1732.5530, 5071.5723, 1724.8590, 4483.2852, 1682.8968, 3249.0428, 1610.2046, 1630.8345, 1611.3169, 1637.8773
284.3200, 1731.7412, 3924.2792, 1680.0247, 3253.5130, 1628.8131, 2274.6393, 1714.2241, 4197.9771, 1732.2331, 5076.7842, 1724.7475, 4479.2164, 1684.0442, 3241.6047, 1609.7343, 1631.5681, 1611.6935, 1639.2766
285.3200, 1730.5065, 3929.6271, 1678.8247, 3253.9766, 1632.0656, 2276.9705, 1713.1921, 4202.7622, 1730.6339, 5076.2216, 1726.7377, 4476.5508, 1682.4027, 3225.1445, 1610.2841, 1631.9169, 1611.9253, 1638.7929
286.3200, 1731.8497, 3931.0566, 1678.4610, 3250.8247, 1634.4393, 2273.8525, 1713.3155, 4204.3201, 1733.5145, 5075.0328, 1724.2393, 4482.6361, 1682.8658, 3244.6917, 1610.2792, 1630.3983, 1611.9318, 1637.9149
287.3200, 1731.2755, 3930.6679, 1680.4325, 3246.3260, 1631.1344, 2273.8098, 1713.5351, 4204.8735, 1734.5318, 5079.1927, 1728.2590, 4462.8393, 1684.6755, 3211.0619, 1611.0886, 1630.6787, 1610.7942, 1638.7591
288.3200, 1730.6596, 3933.4230, 1677.9351, 3247.8831, 1634.5443, 2280.3836, 1714.6936, 4197.4207, 1735.8863, 5066.9576, 1727.7148, 4458.2328, 1683.9263, 3205.7596, 1610.9456, 1630.9102, 1611.0162, 1638.8039
289.3200, 1731.6419, 3933.5492, 1676.7299, 3243.3844, 1632.0951, 2272.8557, 1713.7485, 4200.2881, 1732.0289, 5067.0983, 1725.3475, 4462.6590, 1683.4204, 3198.9012, 1611.2566, 1630.8265, 1611.3734, 1638.2734
290.3200, 1731.0835, 3932.8488, 1679.7000, 3236.0221, 1632.1902, 2274.6689, 1712.9177, 4195.6997, 1733.3487, 5063.5511, 1727.1705, 4405.8885, 1684.4676, 3068.7847, 1610.1197, 1630.3934, 1611.0753, 1638.3851
291.3200, 1730.9425, 3941.2551, 1679.1169, 3237.2714, 1631.3410, 2274.1705, 1712.6662, 4194.4756, 1732.8459, 5053.6416, 1728.6361, 4304.6131, 1694.3304, 2660.6593, 1610.2297, 1630.7153, 1610.0357, 1639.1208
292.3200, 1733.0872, 3940.7032, 1679.0039, 3234.7195, 1630.6557, 2275.5016, 1713.5686, 4189.1189, 1733.1869, 5055.0250, 1724.2918, 4292.2328, 1698.2168, 2525.5177, 1611.2908, 1630.9029, 1611.4994, 1638.7994
293.3200, 1731.0278, 3933.0649, 1678.2377, 3235.8831, 1632.4295, 2267.9246, 1713.4756, 4193.3186, 1734.6898, 5069.8015, 1728.3607, 4346.7344, 1693.4499, 2610.8953, 1610.2120, 1630.3219, 1612.1656, 1639.2591
294.3200, 1730.3664, 3933.8794, 1679.0740, 3234.5403, 1634.0197, 2278.1934, 1711.7744, 4194.4909, 1733.9191, 5073.4547, 1727.7770, 4397.5738, 1691.9440, 2695.7611, 1609.6732, 1631.4184, 1611.8714, 1636.1364
295.3200, 1731.4861, 3840.2486, 1678.0701, 3237.6870, 1630.1705, 2275.1639, 1712.6723, 4198.4436, 1732.7264, 5084.2563, 1724.5574, 4415.8164, 1692.5737, 2781.5678, 1610.7049, 1630.7679, 1611.4052, 1638.3318
296.3200, 1732.4267, 3855.1243, 1677.2065, 3233.7506, 1632.7705, 2274.2262, 1713.0991, 4197.9848, 1732.3680, 5080.2755, 1723.5279, 4426.3475, 1688.2330, 2850.7345, 1610.6084, 1631.4643, 1610.9377, 1638.7377
297.3200, 1732.0807, 3864.7430, 1678.3286, 3240.3818, 1631.2393, 2276.6656, 1714.7637, 4202.3247, 1734.3854, 5072.5530, 1726.9672, 4437.1770, 1690.2847, 2916.6740, 1610.7666, 1631.3684, 1611.1656, 1637.7013
298.3200, 1732.9174, 3865.8497, 1678.8779, 3239.5234, 1631.4361, 2277.4656, 1712.3796, 4196.1265, 1731.9827, 5077.9518, 1724.7049, 4446.4852, 1687.3879, 2962.9926, 1610.2578, 1630.6885, 1610.8513, 1637.7494
299.3200, 1731.5000, 3873.5037, 1678.1468, 3238.5234, 1632.9016, 2275.3836, 1713.1982, 4195.3095, 1732.5588, 5077.3333, 1724.7377, 4460.0885, 1684.6431, 3007.8097, 1609.0629, 1630.5522, 1610.6831, 1638.2825
300.3200, 1732.0519, 3878.9787, 1679.0312, 3240.2675, 1631.0361, 2271.3311, 1713.6418, 4195.6524, 1730.1407, 5081.0173, 1725.7639, 4467.7443, 1687.2758, 3039.6578, 1610.9646, 1629.4753, 1611.9786, 1638.1338
301.3200, 1730.6289, 3887.4007, 1678.2000, 3238.1403, 1632.9574, 2276.4230, 1712.9817, 4194.5854, 1731.9403, 5080.6936, 1725.6656, 4473.2885, 1684.2006, 3069.1829, 1610.4753, 1630.8937, 1610.8331, 1637.4182
302.3200, 1732.8330, 3903.6271, 1678.7143, 3237.3286, 1630.6361, 2272.6295, 1713.1067, 4206.1829, 1732.3025, 5101.9075, 1725.9967, 4477.8787, 1684.0855, 3096.8156, 1610.9456, 1631.3647, 1609.9994, 1639.7429
303.3200, 1729.9416, 3871.1623, 1679.1727, 3219.3338, 1632.2393, 2270.1738, 1710.8369, 4133.3765, 1733.0732, 5037.7938, 1721.8426, 4437.5934, 1683.0516, 3097.5929, 1610.1796, 1630.5779, 1610.7552, 1638.9006
304.3200, 1730.2523, 3876.4147, 1678.2481, 3210.0675, 1631.9869, 2268.4918, 1710.5534, 4120.6021, 1730.1792, 5024.1811, 1720.6066, 4424.4131, 1683.9926, 3113.1770, 1610.7856, 1629.6677, 1610.9792, 1637.6617
305.3200, 1727.4332, 3868.2245, 1676.3558, 3207.5403, 1632.4197, 2268.8164, 1708.4345, 4115.6463, 1728.4143, 5016.5491, 1724.2459, 4417.4426, 1681.3835, 3130.1622, 1610.1643, 1629.9163, 1610.4364, 1638.6695
306.3200, 1730.0928, 3850.0213, 1676.9740, 3202.3416, 1631.0066, 2269.6033, 1711.0564, 4104.9756, 1732.1484, 4949.7360, 1724.3574, 4357.5639, 1683.3363, 3131.2419, 1610.3592, 1630.9291, 1610.4825, 1638.2253
307.3200, 1729.8840, 3850.8404, 1677.2208, 3202.6961, 1631.4557, 2266.1967, 1710.4146, 4102.0899, 1732.2929, 4945.1830, 1724.0721, 4373.7344, 1681.1608, 3142.9469, 1611.6005, 1631.1020, 1611.1435, 1637.4052
308.3200, 1729.5139, 3852.7301, 1675.9481, 3196.4623, 1629.6885, 2269.9148, 1708.6280, 4093.7896, 1729.5530, 4947.3160, 1721.9082, 4357.6689, 1681.7611, 3122.8510, 1609.9603, 1631.5412, 1610.6682, 1639.1240
309.3200, 1728.3618, 3845.7032, 1677.7390, 3195.6455, 1631.7869, 2261.4459, 1709.5107, 4093.2378, 1731.0250, 4952.4952, 1724.5180, 4360.8197, 1681.7640, 3116.9926, 1611.3757, 1629.3629, 1611.0831, 1638.1201
310.3200, 1728.3590, 3834.3367, 1678.6143, 3192.2831, 1632.4689, 2267.3902, 1709.6357, 4086.4771, 1730.6609, 4947.3487, 1724.3508, 4354.6590, 1683.4336, 3083.9749, 1612.2987, 1632.3433, 1611.4812, 1640.1409
311.3200, 1730.0863, 3827.7208, 1677.8597, 3194.5623, 1630.6426, 2263.3377, 1707.3201, 4081.4710, 1727.5299, 4944.8382, 1724.7541, 4342.4131, 1682.7507, 3054.2596, 1610.6084, 1630.6353, 1611.7662, 1637.6149
312.3200, 1727.8942, 3815.3655, 1678.2143, 3182.3026, 1630.5770, 2267.0984, 1709.9223, 4066.0046, 1731.2601, 4952.6647, 1721.9213, 4360.0951, 1682.5413, 3080.0678, 1611.3861, 1630.7459, 1609.9292, 1637.9857
313.3200, 1728.5649, 3805.3840, 1677.6130, 3184.0610, 1629.6918, 2267.9607, 1708.6479, 4069.9451, 1730.1060, 4958.0751, 1722.7574, 4375.0656, 1683.5516, 3100.2640, 1609.9175, 1631.0990, 1611.3084, 1639.2370
314.3200, 1729.0167, 3797.8108, 1676.3636, 3181.9117, 1631.0754, 2262.9639, 1707.8338, 4064.6220, 1731.1233, 4947.3353, 1723.1770, 4345.9246, 1680.7035, 3089.5944, 1610.5675, 1630.0977, 1610.5136, 1638.7994
315.3200, 1729.0965, 3805.9833, 1676.9169, 3178.4338, 1629.1836, 2265.2066, 1708.8399, 4066.4787, 1728.4701, 4956.1118, 1718.0918, 4365.1607, 1680.9336, 3091.3909, 1610.2425, 1630.9175, 1611.0604, 1637.2039
316.3200, 1728.3442, 3810.9351, 1677.8649, 3177.3961, 1630.8623, 2264.1738, 1708.8780, 4061.3415, 1728.2370, 4952.4181, 1722.8557, 4377.8557, 1681.5103, 3115.1490, 1610.1045, 1630.9432, 1611.0818, 1638.7623
317.3200, 1727.6095, 3817.2115, 1676.9091, 3178.9208, 1631.8754, 2261.1213, 1707.8689, 4057.1326, 1728.1522, 4957.1985, 1721.5443, 4390.8033, 1680.5885, 3138.4277, 1611.1319, 1630.8369, 1611.3942, 1637.7182
318.3200, 1729.8052, 3832.4481, 1675.4831, 3176.2818, 1632.0295, 2263.1738, 1707.5107, 4058.6037, 1727.6686, 4956.2717, 1723.1082, 4370.6656, 1680.9543, 3144.7876, 1610.0079, 1631.4954, 1609.9591, 1638.9571
319.3200, 1729.2644, 3827.9703, 1676.7792, 3172.7519, 1629.4689, 2254.6852, 1706.8902, 4057.2790, 1729.4990, 4948.6532, 1722.0754, 4393.5672, 1680.8156, 3159.1268, 1610.6799, 1629.6164, 1610.6760, 1638.9039
320.3200, 1728.0900, 3841.3933, 1677.1922, 3167.8403, 1629.3607, 2259.4623, 1707.0854, 4056.5655, 1727.5472, 4953.2486, 1719.7311, 4392.1672, 1680.5649, 3168.0324, 1610.2297, 1630.2156, 1611.6149, 1638.2643
321.3200, 1728.8312, 3856.2245, 1676.4208, 3165.8000, 1631.8590, 2259.2590, 1707.4223, 4055.7302, 1727.6320, 4953.9923, 1720.2885, 4394.9639, 1678.8820, 3167.1254, 1611.4386, 1631.2407, 1611.5117, 1637.7065
322.3200, 1728.9712, 3863.4573, 1676.4662, 3168.7195, 1628.6328, 2254.3836, 1707.5381, 4045.6585, 1729.0366, 4951.6898, 1721.3016, 4392.5246, 1678.2124, 3178.9292, 1610.4111, 1629.9291, 1613.1045, 1639.8208
323.3200, 1727.4443, 3867.8618, 1678.3143, 3171.7766, 1630.4689, 2254.2197, 1708.5351, 4047.5732, 1727.4528, 4957.6551, 1725.1115, 4397.5344, 1681.9926, 3180.8879, 1610.3867, 1630.8577, 1610.2916, 1638.5065
324.3200, 1727.9202, 3876.8868, 1677.3299, 3170.0714, 1630.8262, 2255.3508, 1708.7729, 4045.6951, 1728.7129, 4955.7919, 1723.3508, 4405.2721, 1680.6534, 3185.3894, 1610.3690, 1629.9151, 1610.7448, 1637.2299
325.3200, 1726.2384, 3887.2106, 1677.4182, 3169.6312, 1631.5475, 2257.0754, 1707.9604, 4039.6357, 1729.9422, 4897.8112, 1721.7213, 4346.5967, 1680.4086, 3177.7345, 1610.6127, 1631.8742, 1611.4506, 1638.2805
326.3200, 1726.1243, 3886.3061, 1676.7948, 3163.0273, 1630.3410, 2259.1508, 1707.3171, 4042.4040, 1728.7996, 4896.8189, 1721.3246, 4358.4000, 1680.3083, 3185.0944, 1610.7428, 1631.6561, 1610.7169, 1639.5760
327.3200, 1726.4165, 3888.2217, 1676.4325, 3164.0182, 1631.3770, 2257.4721, 1706.7820, 4040.2332, 1728.0424, 4894.6281, 1721.1705, 4370.0426, 1679.4027, 3192.0147, 1610.7227, 1630.7728, 1611.3721, 1636.9227
328.3200, 1726.6234, 3891.0315, 1679.4377, 3170.5597, 1630.6820, 2259.8656, 1709.1174, 4039.0061, 1728.8979, 4911.2563, 1721.8623, 4377.0262, 1678.0855, 3196.0619, 1609.8302, 1630.2688, 1610.6675, 1638.0552
329.3200, 1726.1679, 3898.4119, 1676.2234, 3169.0610, 1632.8328, 2257.5770, 1706.3049, 4038.3445, 1729.7283, 4912.0886, 1720.9672, 4380.0951, 1678.7537, 3201.2301, 1611.0275, 1630.4661, 1609.7708, 1638.9019
330.3200, 1725.8377, 3898.2440, 1677.7416, 3171.9039, 1628.8590, 2255.2852, 1708.3735, 4033.5534, 1728.3738, 4852.6089, 1722.1672, 4325.7803, 1678.4351, 3199.9631, 1609.1991, 1631.3555, 1611.0968, 1638.4000
331.3200, 1725.3534, 3896.1104, 1676.4974, 3165.5104, 1630.4230, 2263.7410, 1706.6662, 4030.2378, 1729.8748, 4796.6551, 1726.1344, 4286.6984, 1679.5693, 3198.8201, 1609.8430, 1630.0269, 1610.4390, 1637.1117
332.3200, 1725.8108, 3891.2495, 1676.4974, 3169.8052, 1629.5475, 2255.8754, 1705.4527, 4030.3201, 1731.2062, 4819.7245, 1722.6852, 4304.1541, 1678.5044, 3201.0752, 1610.3659, 1630.8277, 1611.6175, 1638.8604
333.3200, 1726.2393, 3879.5000, 1676.3208, 3166.0416, 1631.0656, 2258.6623, 1705.9848, 4033.1966, 1730.1060, 4820.8035, 1724.0525, 4315.5934, 1679.1947, 3206.4145, 1611.0397, 1632.0855, 1611.2448, 1638.3825
334.3200, 1727.0547, 3873.1568, 1677.6909, 3169.6805, 1631.9574, 2260.0033, 1706.0046, 4026.2378, 1730.7206, 4836.9306, 1724.2656, 4313.8164, 1679.4602, 3208.1106, 1610.2798, 1631.2309, 1612.1844, 1638.0227
335.3200, 1725.4314, 3874.7764, 1677.7610, 3175.9247, 1629.4951, 2254.6361, 1705.6021, 4023.9436, 1730.6185, 4849.0694, 1724.3541, 4313.7410, 1679.5678, 3210.6932, 1611.1619, 1631.4551, 1610.8682, 1638.4929
336.3200, 1725.9258, 3875.9647, 1678.6714, 3177.0130, 1631.9180, 2262.2262, 1706.0427, 4027.0716, 1730.5742, 4854.9114, 1720.9377, 4325.1410, 1677.5133, 3207.3894, 1609.9090, 1631.5938, 1610.6805, 1638.0987
337.3200, 1726.5325, 3878.2616, 1676.9740, 3172.7766, 1632.5738, 2266.5738, 1708.1799, 4026.6540, 1730.5356, 4862.8054, 1718.6885, 4331.9148, 1677.5723, 3205.1549, 1611.3800, 1630.6213, 1610.9240, 1637.4435
338.3200, 1724.5121, 3878.0278, 1677.7727, 3174.3714, 1630.7770, 2260.4033, 1707.4527, 4033.4482, 1728.2042, 4865.5992, 1719.1607, 4326.3344, 1680.2035, 3208.6962, 1609.8180, 1631.3280, 1609.8305, 1637.9130
339.3200, 1724.6800, 3878.2653, 1679.7818, 3168.3104, 1631.9082, 2265.3803, 1707.8689, 4029.5915, 1730.0308, 4875.0000, 1721.3082, 4329.8689, 1677.4440, 3209.1209, 1610.7526, 1630.8870, 1610.3565, 1637.4857
340.3200, 1725.0083, 3875.9610, 1679.0558, 3167.7753, 1631.4918, 2270.8623, 1706.4146, 4022.4192, 1729.4027, 4882.0193, 1720.6131, 4335.7803, 1678.1903, 3208.8525, 1610.7495, 1631.3714, 1610.8519, 1638.0351
341.3200, 1724.2458, 3881.3803, 1677.4818, 3169.9000, 1632.2197, 2268.7639, 1706.0732, 4026.3186, 1727.5260, 4888.3873, 1722.0131, 4341.2000, 1676.9395, 3211.9853, 1611.1662, 1629.6286, 1610.4188, 1636.2182
342.3200, 1723.9694, 3879.8108, 1676.0883, 3166.2273, 1631.5672, 2269.3869, 1705.4832, 4022.6784, 1728.9480, 4902.2909, 1720.1836, 4348.4197, 1677.7655, 3211.6165, 1611.2608, 1631.1637, 1611.9753, 1636.8604
343.3200, 1725.7662, 3877.2236, 1677.5818, 3162.1052, 1631.1672, 2272.8426, 1707.8308, 4019.1037, 1729.4721, 4904.7611, 1719.9902, 4326.2164, 1678.9735, 3167.3584, 1610.6940, 1631.6023, 1609.9766, 1637.3591
344.3200, 1725.1642, 3878.5232, 1676.1351, 3167.2792, 1631.1148, 2271.7311, 1707.5534, 4020.1555, 1730.8092, 4904.9865, 1720.0230, 4337.2361, 1679.2611, 3180.0870, 1610.9407, 1630.0470, 1611.0000, 1637.8312
345.3200, 1723.7607, 3880.5714, 1677.0182, 3168.6558, 1632.4164, 2274.3541, 1707.4131, 4005.2226, 1728.9249, 4913.8170, 1720.0623, 4346.1016, 1677.7847, 3185.9528, 1610.1967, 1629.4484, 1610.8162, 1636.6331
346.3200, 1725.0232, 3873.3646, 1677.9883, 3162.5857, 1629.6492, 2275.8689, 1705.6905, 4003.4268, 1729.5145, 4920.4451, 1719.8000, 4342.3705, 1678.1372, 3189.9971, 1610.1527, 1630.7923, 1610.6065, 1638.5786
347.3200, 1724.5260, 3874.0427, 1677.3740, 3162.9104, 1631.5607, 2273.0852, 1705.9893, 4000.2912, 1730.1657, 4918.4624, 1718.8656, 4312.9049, 1680.1622, 3102.2434, 1609.7104, 1629.9725, 1610.9045, 1637.1221
348.3200, 1726.1957, 3880.0278, 1677.7390, 3161.9039, 1630.2230, 2282.3672, 1705.3095, 3991.9497, 1727.4123, 4909.1079, 1717.9508, 4318.3902, 1679.5752, 3115.0472, 1610.2334, 1629.6958, 1610.2201, 1638.4019
349.3200, 1724.3748, 3876.8924, 1677.4909, 3160.2026, 1631.2262, 2280.4295, 1705.8537, 3991.3079, 1729.2852, 4919.4200, 1721.2885, 4322.7639, 1680.6755, 3137.3274, 1609.9010, 1631.4075, 1610.2968, 1637.2825
350.3200, 1722.5343, 3879.6957, 1677.2519, 3159.8468, 1632.9475, 2281.5279, 1706.2851, 3985.1082, 1727.4528, 4926.4046, 1719.8721, 4313.4885, 1680.5369, 3101.4292, 1610.6500, 1629.5730, 1610.3584, 1637.5909
351.3200, 1722.5223, 3880.1614, 1677.3831, 3154.7169, 1633.4918, 2289.3475, 1706.2119, 3984.3247, 1728.7264, 4937.0906, 1720.5016, 4330.8393, 1679.2227, 3116.7684, 1610.3409, 1629.1533, 1611.5318, 1639.0091
352.3200, 1723.1104, 3879.2458, 1677.0818, 3159.5883, 1631.4066, 2285.8197, 1706.0122, 3978.8155, 1729.9114, 4878.0366, 1721.5049, 4295.3836, 1678.2861, 3126.8909, 1609.9768, 1629.0507, 1610.9584, 1637.9701
353.3200, 1722.7542, 3873.8367, 1677.0740, 3155.6221, 1632.4000, 2290.4787, 1706.4482, 3977.5534, 1729.3854, 4890.2678, 1720.9803, 4303.3967, 1679.1165, 3143.9543, 1609.4789, 1628.4038, 1610.9383, 1636.2961
354.3200, 1722.8377, 3877.2737, 1676.3818, 3162.7610, 1630.8197, 2293.9279, 1705.2012, 3978.6387, 1730.6455, 4899.0039, 1717.8525, 4315.1967, 1678.7832, 3162.8068, 1609.6402, 1630.9261, 1610.1857, 1637.4377
355.3200, 1724.4861, 3872.7245, 1677.5416, 3165.5740, 1632.9639, 2295.8295, 1706.1677, 3973.0457, 1730.8131, 4902.7572, 1718.3574, 4314.8262, 1678.9941, 3170.4749, 1609.4392, 1630.3665, 1611.1688, 1637.0091
356.3200, 1722.3302, 3857.5612, 1676.8909, 3166.5403, 1630.1967, 2295.5148, 1705.8659, 3982.2287, 1729.4046, 4910.3276, 1720.4131, 4303.3410, 1679.6372, 3136.1814, 1610.1234, 1630.4545, 1610.4643, 1636.5156
357.3200, 1722.9184, 3857.7746, 1675.9377, 3171.3260, 1632.0656, 2302.4328, 1707.3857, 3979.4863, 1729.2659, 4916.9672, 1720.3672, 4313.2984, 1680.1150, 3143.8481, 1608.7611, 1629.6976, 1608.8312, 1637.0208
358.3200, 1723.0158, 3858.7690, 1676.8987, 3174.6351, 1630.4459, 2308.4525, 1707.2027, 3969.2957, 1729.6975, 4915.3237, 1719.1902, 4313.6984, 1679.8702, 3159.4159, 1609.9462, 1630.8400, 1609.8240, 1637.3552
359.3200, 1722.3850, 3865.4518, 1676.4792, 3177.4104, 1633.9246, 2307.9082, 1708.2226, 3974.7835, 1729.0366, 4929.7514, 1719.4721, 4325.6459, 1680.7743, 3170.7773, 1611.0391, 1630.0623, 1609.5818, 1638.1247
360.3200, 1722.7347, 3860.3395, 1675.2649, 3181.6818, 1632.1738, 2312.4328, 1705.8902, 3972.1905, 1729.3198, 4928.2351, 1718.7115, 4300.1213, 1679.4912, 3130.5752, 1609.2731, 1629.6768, 1610.1916, 1637.7753
361.3200, 1723.0492, 3859.4796, 1676.6416, 3184.0571, 1633.2885, 2314.7574, 1704.8811, 3969.4695, 1727.6859, 4935.4740, 1720.5443, 4323.4951, 1678.5059, 3148.6932, 1608.7459, 1630.2248, 1609.9558, 1637.1201
362.3200, 1724.4304, 3815.7588, 1679.0714, 3186.7221, 1631.3410, 2317.0295, 1708.0000, 3951.3491, 1731.7669, 4943.1965, 1718.8164, 4338.8754, 1678.8392, 3157.5664, 1609.6506, 1629.8595, 1610.7669, 1636.9377
363.3200, 1726.8599, 3716.0724, 1675.5974, 3188.1325, 1632.2426, 2315.2885, 1707.1966, 3984.3902, 1731.8516, 4960.4200, 1721.1836, 4300.6852, 1680.7802, 3082.9454, 1610.0086, 1629.5425, 1609.5019, 1636.3026
364.3200, 1727.5417, 3668.0798, 1677.9948, 3195.3299, 1632.7639, 2320.5541, 1707.1616, 3996.3902, 1732.0732, 4966.1002, 1721.0885, 4325.6197, 1681.1032, 3106.5428, 1609.5150, 1629.9756, 1610.8831, 1637.2981
365.3200, 1728.3479, 3685.1558, 1678.8818, 3188.5506, 1633.5967, 2316.7246, 1708.2149, 4000.6006, 1730.8150, 4974.4393, 1721.4525, 4329.6984, 1680.9705, 3077.0088, 1609.5101, 1629.9640, 1610.9890, 1638.0461
366.3200, 1726.4963, 3705.7987, 1677.9039, 3196.0286, 1635.0131, 2324.1115, 1709.6418, 4000.8430, 1730.1638, 4987.2640, 1722.0164, 4336.8164, 1681.0133, 3107.5841, 1609.6023, 1630.0996, 1611.0773, 1637.5214
367.3200, 1725.3534, 3723.6391, 1676.2883, 3194.1662, 1632.4328, 2318.7180, 1707.4192, 4001.4634, 1730.2389, 4993.3218, 1719.8033, 4329.2393, 1680.7493, 3089.7271, 1609.4582, 1629.6231, 1609.1701, 1637.3396
368.3200, 1726.9388, 3733.8061, 1676.7584, 3200.5896, 1633.4295, 2320.2295, 1708.6829, 4009.4146, 1734.1156, 4945.8516, 1721.4754, 4320.5607, 1680.6991, 3106.0044, 1610.2969, 1630.3140, 1609.7318, 1638.3266
369.3200, 1727.0390, 3752.2338, 1677.6390, 3196.9896, 1632.9213, 2322.2656, 1709.2866, 4013.2134, 1732.2736, 4958.9383, 1720.6230, 4321.9311, 1680.5693, 3124.1106, 1609.0250, 1631.1191, 1610.8026, 1637.4240
370.3200, 1725.0139, 3758.6039, 1676.8779, 3197.3948, 1634.4295, 2318.9803, 1708.5945, 4010.6082, 1731.9788, 4963.8497, 1722.4721, 4337.8820, 1680.0575, 3148.5959, 1610.0214, 1629.9004, 1610.3532, 1637.2123
371.3200, 1725.4369, 3770.9239, 1678.1662, 3197.9156, 1636.7770, 2325.9246, 1705.7012, 4006.6204, 1731.6763, 4969.8786, 1717.7148, 4327.3279, 1678.1888, 3158.3260, 1609.5761, 1629.9762, 1610.2110, 1637.7175
372.3200, 1727.3228, 3778.3562, 1679.2494, 3204.2818, 1633.0262, 2335.4295, 1707.7073, 4010.1341, 1733.7707, 4986.2486, 1722.9344, 4340.2295, 1680.0973, 3175.9381, 1608.3946, 1630.1081, 1611.1630, 1637.7065
373.3200, 1726.4471, 3783.7106, 1677.0818, 3208.8403, 1633.2885, 2340.0000, 1706.4207, 4011.4695, 1732.3179, 4999.3757, 1722.3180, 4344.0393, 1679.4071, 3182.8481, 1610.1949, 1630.2908, 1609.8825, 1637.5682
374.3200, 1726.6354, 3787.8154, 1677.6870, 3215.2377, 1637.0557, 2337.3803, 1708.3674, 4017.6372, 1731.5318, 5007.4393, 1721.2361, 4351.0590, 1679.7920, 3193.2625, 1610.1307, 1630.5351, 1610.7981, 1638.4474
375.3200, 1725.1095, 3797.1818, 1680.1961, 3214.3675, 1635.3770, 2340.1541, 1708.2485, 4022.8476, 1731.8979, 5014.2370, 1721.2754, 4350.4426, 1679.4218, 3200.3112, 1610.5724, 1629.2969, 1610.1338, 1638.2058
376.3200, 1726.0965, 3800.0056, 1678.3961, 3213.2753, 1632.7738, 2339.9180, 1706.8079, 4027.2424, 1731.2717, 5021.7630, 1719.6361, 4361.9869, 1678.0546, 3206.4115, 1609.7251, 1629.8400, 1610.9052, 1638.0130
377.3200, 1726.5798, 3808.0714, 1676.4065, 3215.5558, 1634.8623, 2339.9410, 1707.2104, 4019.2546, 1729.0578, 5027.0848, 1718.4852, 4371.1508, 1678.9366, 3215.2965, 1610.0849, 1629.9340, 1610.0974, 1637.9968
378.3200, 1724.7653, 3808.8145, 1679.5273, 3211.1688, 1633.6557, 2341.1475, 1709.5061, 4021.5152, 1733.6301, 4977.4162, 1719.2066, 4311.6918, 1678.3038, 3211.3363, 1610.3030, 1629.9603, 1611.3240, 1637.0883
379.3200, 1725.1651, 3810.3933, 1677.6260, 3213.0442, 1635.1148, 2339.2000, 1709.0549, 4022.3552, 1730.8979, 4982.3796, 1719.3377, 4328.4623, 1678.1888, 3216.2080, 1609.8998, 1629.6310, 1610.2182, 1638.0987
380.3200, 1723.8553, 3809.1484, 1679.2104, 3219.1506, 1632.2164, 2338.7836, 1708.7637, 4014.4009, 1732.6551, 4927.9788, 1722.0885, 4246.4230, 1679.2404, 3121.9425, 1609.7679, 1629.4380, 1610.6753, 1635.4091
381.3200, 1726.4629, 3796.1920, 1678.9169, 3212.0494, 1634.9016, 2337.1016, 1708.4436, 4016.1387, 1735.8092, 4891.0771, 1721.3639, 4231.6262, 1680.9808, 3135.4425, 1610.5968, 1630.3671, 1610.5643, 1636.3429
