"File: DDELog(Excel:M12	1	1)::C:\Users\user\Desktop\clemens\20_07_22_DRG_AOP\M12_DRG_20_7\M12.LOG"
"Date: Wed Jul 20 2022 10:44:27.576"
0.0000, "Wavelength Names:	340	385	GFP	Wavelength 4	555"
0.0000, "Clock reset to 0.0"
"Time (sec)"
3.4880
0.0000, "Clock reset to 0.0"
"Region 1: [Location: (291, 74), Size: (60, 51), Area: 2362]"
"Region 2: [Location: (198, 178), Size: (24, 21), Area: 396]"
"Region 3: [Location: (155, 213), Size: (33, 31), Area: 791]"
"Region 4: [Location: (87, 214), Size: (65, 56), Area: 2828]"
"Region 5: [Location: (82, 266), Size: (63, 56), Area: 2730]"
"Region 6: [Location: (262, 369), Size: (77, 80), Area: 4760]"
"Region 7: [Location: (340, 425), Size: (30, 40), Area: 940]"
"Region 8: [Location: (93, 477), Size: (53, 34), Area: 1378]"
"Region 9: [Location: (85, 79), Size: (38, 34), Area: 992]"
"Region 10: [Location: (46, 136), Size: (58, 52), Area: 2328]"
"Time (sec)", "R1 W1 Avg", "R1 W2 Avg", "R2 W1 Avg", "R2 W2 Avg", "R3 W1 Avg", "R3 W2 Avg", "R4 W1 Avg", "R4 W2 Avg", "R5 W1 Avg", "R5 W2 Avg", "R6 W1 Avg", "R6 W2 Avg", "R7 W1 Avg", "R7 W2 Avg", "R8 W1 Avg", "R8 W2 Avg", "R9 W1 Avg", "R9 W2 Avg", "R10 W1 Avg", "R10 W2 Avg"
67.6010, 1731.2921, 6156.3971, 1632.3535, 3030.7500, 1663.3477, 3740.4147, 1780.0870, 6258.4834, 1749.0465, 4471.4275, 1732.9191, 6510.0000, 1674.6585, 4156.6383, 1702.1502, 4644.8345, 1590.9708, 1620.9899, 1591.6108, 1632.9463
68.6010, 1730.8421, 6156.3793, 1631.5429, 3023.5455, 1662.6625, 3745.4235, 1779.7610, 6249.6577, 1748.3762, 4462.7502, 1733.3233, 6508.2912, 1674.4543, 4151.6202, 1699.3962, 4641.1930, 1591.4385, 1620.5373, 1591.6641, 1634.1989
69.6010, 1732.1376, 6155.5483, 1634.1995, 3028.0076, 1663.5954, 3739.0556, 1779.7199, 6246.7702, 1749.5967, 4451.2923, 1734.0468, 6507.3571, 1673.7830, 4145.7883, 1699.5087, 4642.0109, 1591.5454, 1621.2954, 1592.1778, 1633.3741
70.6010, 1733.5246, 6156.0148, 1631.9646, 3032.9697, 1662.5424, 3744.0657, 1780.4491, 6248.8030, 1748.2615, 4442.7604, 1733.6882, 6501.7336, 1674.3915, 4140.9819, 1701.5566, 4635.9935, 1592.7087, 1621.7127, 1590.6263, 1633.8449
71.6010, 1730.6990, 6158.4678, 1633.5631, 3030.6136, 1661.6599, 3738.4576, 1778.7429, 6243.3391, 1750.1945, 4443.6121, 1733.9391, 6497.1697, 1673.5617, 4139.9915, 1701.3650, 4641.7460, 1590.7863, 1620.6653, 1590.7272, 1633.6985
72.6010, 1730.4077, 6154.8624, 1632.0303, 3027.0859, 1661.5499, 3740.5777, 1779.5976, 6243.4463, 1749.6432, 4441.9018, 1732.9479, 6497.2637, 1673.9894, 4145.8649, 1701.6974, 4638.2511, 1591.3105, 1620.5867, 1591.3870, 1632.9901
73.6010, 1732.8950, 6154.0512, 1635.3687, 3031.5227, 1662.2314, 3739.5158, 1779.3211, 6240.2090, 1749.3773, 4441.7040, 1733.5649, 6495.9586, 1675.3223, 4138.6904, 1699.3012, 4632.3041, 1592.8790, 1621.4788, 1591.6624, 1631.5799
74.6010, 1730.7955, 6153.7125, 1631.7222, 3025.9520, 1662.2503, 3736.1403, 1779.0682, 6232.9165, 1748.6088, 4442.5670, 1732.8433, 6494.1231, 1674.2936, 4137.6170, 1698.4144, 4626.8200, 1590.2712, 1621.3357, 1591.0576, 1633.2268
75.6010, 1731.0360, 6152.4682, 1633.6818, 3026.0278, 1660.8243, 3731.5992, 1779.5760, 6237.3221, 1747.9370, 4446.1568, 1733.4672, 6493.2563, 1673.6957, 4136.2266, 1701.0138, 4623.4659, 1591.2742, 1621.8508, 1590.0636, 1633.3952
76.6010, 1731.2028, 6155.0127, 1632.9697, 3031.5429, 1661.3375, 3735.0291, 1779.5272, 6229.2115, 1748.8399, 4436.0850, 1733.5466, 6486.6954, 1674.9362, 4132.0904, 1700.3803, 4619.9049, 1590.1159, 1621.4022, 1591.6082, 1632.6276
77.6010, 1731.7053, 6149.5800, 1634.4192, 3030.5682, 1663.4172, 3731.9671, 1780.0396, 6231.9084, 1748.4821, 4434.5172, 1733.9332, 6483.2624, 1675.6947, 4133.9500, 1700.2837, 4621.1023, 1591.5121, 1622.3034, 1591.6465, 1634.1929
78.6010, 1730.4166, 6149.8692, 1633.9394, 3026.6111, 1661.9393, 3730.9279, 1778.8515, 6226.1506, 1748.8388, 4416.5817, 1732.8074, 6484.1002, 1675.0149, 4130.5777, 1699.8483, 4615.4078, 1591.1371, 1620.0565, 1591.1967, 1632.5146
79.6010, 1732.2307, 6148.8768, 1633.9091, 3027.6566, 1661.5487, 3727.7699, 1778.7560, 6225.7811, 1750.3044, 4408.5421, 1734.3298, 6480.3538, 1675.4681, 4130.1468, 1699.4507, 4618.4833, 1590.9204, 1620.4173, 1590.8810, 1633.6044
80.6010, 1730.9649, 6152.7477, 1632.5227, 3028.9015, 1664.1049, 3730.4121, 1779.2613, 6222.3706, 1749.8934, 4390.4333, 1732.3084, 6479.1987, 1673.9351, 4133.3223, 1700.4180, 4614.0726, 1591.2258, 1619.1764, 1590.6113, 1632.7603
81.6010, 1732.1558, 6150.2841, 1634.2828, 3028.2298, 1660.1858, 3735.2895, 1778.4876, 6217.2260, 1750.2692, 4380.0484, 1733.0527, 6477.7235, 1675.3457, 4126.2404, 1700.0203, 4611.7990, 1591.5706, 1621.4466, 1591.6091, 1632.3557
82.6010, 1730.6071, 6150.2075, 1632.7551, 3023.8333, 1661.4248, 3727.2579, 1779.7988, 6218.6432, 1750.6260, 4364.2799, 1733.9410, 6477.5464, 1675.5894, 4130.8628, 1699.4507, 4616.7257, 1591.3115, 1621.3750, 1590.9747, 1632.9218
83.6010, 1731.0690, 6143.0715, 1634.4975, 3028.3662, 1659.9014, 3725.8862, 1777.9943, 6215.7603, 1749.3139, 4363.8590, 1733.4517, 6473.9977, 1674.1362, 4129.8957, 1700.7119, 4610.9702, 1591.0050, 1620.6804, 1591.7655, 1633.8501
84.6010, 1731.7007, 6141.2697, 1632.7172, 3028.2020, 1662.5499, 3725.0025, 1779.4438, 6212.5767, 1751.1055, 4355.2194, 1733.0763, 6468.7861, 1673.6202, 4131.5883, 1699.6611, 4609.8737, 1590.8710, 1620.9748, 1591.9467, 1633.2453
85.6010, 1731.7701, 6141.8129, 1632.1717, 3027.6667, 1662.0442, 3724.2920, 1778.8377, 6208.3147, 1749.6447, 4345.3674, 1733.2670, 6466.8618, 1676.3404, 4136.9511, 1699.8171, 4605.7177, 1592.5141, 1620.6099, 1591.5146, 1633.1375
86.6010, 1731.1867, 6145.4335, 1631.5101, 3026.3207, 1660.6574, 3725.0202, 1779.4714, 6213.5085, 1750.2531, 4338.1938, 1732.4508, 6469.9739, 1674.4362, 4135.0628, 1700.9731, 4601.0152, 1591.4002, 1621.5151, 1590.9562, 1634.0971
87.6010, 1730.1973, 6140.6998, 1634.3384, 3028.1439, 1663.1681, 3723.0936, 1778.9834, 6204.8105, 1750.1139, 4335.8311, 1733.6162, 6466.6355, 1673.6426, 4140.2202, 1698.4332, 4601.4594, 1591.7238, 1619.7782, 1592.4695, 1632.9433
88.6010, 1731.3281, 6139.3171, 1633.6692, 3022.4596, 1662.4981, 3723.3413, 1779.2882, 6200.2132, 1751.2234, 4332.9212, 1733.2847, 6462.3218, 1674.1032, 4138.7819, 1701.2583, 4587.0907, 1591.4052, 1620.9708, 1592.1070, 1634.0546
89.6010, 1731.9263, 6140.4704, 1634.6944, 3029.7172, 1662.2263, 3718.3641, 1779.3738, 6202.2974, 1749.6410, 4339.5256, 1732.3082, 6463.7912, 1674.2436, 4144.2277, 1700.2896, 4589.1974, 1591.2681, 1620.4113, 1591.3582, 1633.3806
90.6010, 1732.6613, 6138.7515, 1634.4722, 3021.6692, 1663.0733, 3713.0392, 1779.9395, 6200.2330, 1751.0703, 4340.0040, 1732.2700, 6461.6254, 1675.3755, 4136.8809, 1699.5689, 4583.7881, 1592.1502, 1620.3528, 1591.3595, 1633.3565
91.6010, 1732.1080, 6136.7837, 1634.2803, 3026.0202, 1660.7370, 3714.4412, 1778.2670, 6195.3614, 1750.5535, 4347.6407, 1732.3716, 6458.9279, 1673.6436, 4135.9957, 1699.9746, 4574.9753, 1592.9788, 1620.0907, 1591.0902, 1631.8286
92.6010, 1731.7261, 6136.2655, 1632.4343, 3021.1641, 1660.7788, 3713.0354, 1779.5732, 6194.8939, 1750.8758, 4340.2418, 1732.2380, 6456.1040, 1674.4032, 4134.4255, 1700.4978, 4576.0653, 1592.0766, 1620.8710, 1590.9811, 1633.8570
93.6010, 1731.4306, 6135.7502, 1633.7551, 3025.4318, 1661.9520, 3715.1416, 1779.3016, 6194.3727, 1749.6352, 4330.5223, 1732.5334, 6454.3441, 1673.2553, 4134.9840, 1699.7025, 4580.5160, 1592.0050, 1620.7268, 1591.5558, 1632.6478
94.6010, 1731.5042, 6138.1363, 1634.8056, 3025.8131, 1660.8837, 3711.8736, 1777.3593, 6194.7263, 1752.4718, 4242.1099, 1732.1712, 6452.5292, 1674.4596, 4130.6394, 1698.4361, 4574.7242, 1591.2833, 1620.7843, 1590.8896, 1632.9231
95.6010, 1730.6550, 6133.2650, 1634.9773, 3021.5429, 1660.7396, 3709.0000, 1779.1008, 6189.7631, 1752.5275, 4245.5462, 1731.9989, 6451.5471, 1674.8394, 4127.3500, 1699.4180, 4571.4071, 1590.3508, 1620.2540, 1592.1168, 1632.7423
96.6010, 1729.7676, 6135.5999, 1631.9217, 3027.0429, 1659.7029, 3710.2276, 1779.2249, 6191.0817, 1752.6154, 4246.6678, 1731.8647, 6447.5639, 1673.4372, 4125.6117, 1698.8541, 4566.5399, 1591.2127, 1621.5323, 1590.9725, 1633.6448
97.6010, 1730.6139, 6135.3844, 1634.1389, 3021.6616, 1661.6839, 3707.0038, 1777.6467, 6183.4406, 1751.3967, 4248.1377, 1732.2208, 6447.5813, 1674.1202, 4128.1404, 1699.2460, 4565.8687, 1590.5988, 1622.6230, 1592.1366, 1632.4613
98.6010, 1731.1469, 6133.3696, 1634.0985, 3021.7652, 1662.7927, 3707.8192, 1779.0141, 6186.3522, 1752.1696, 4256.9443, 1732.8158, 6445.6315, 1674.3447, 4125.0617, 1699.5755, 4560.5726, 1590.7762, 1620.1895, 1592.0099, 1632.7663
99.6010, 1730.2451, 6134.8044, 1632.7247, 3018.8712, 1662.3603, 3700.6485, 1778.1641, 6179.2178, 1752.1333, 4188.0828, 1732.2246, 6443.0895, 1673.4543, 4132.7170, 1698.4956, 4561.2888, 1590.0544, 1620.5413, 1591.2586, 1632.6018
100.6010, 1731.1490, 6129.2367, 1632.8384, 3019.8005, 1660.4147, 3698.9949, 1776.6368, 6182.6726, 1753.0403, 4202.5308, 1731.5389, 6440.5166, 1673.8617, 4123.4553, 1699.0791, 4557.1154, 1591.0040, 1620.1754, 1592.3110, 1632.8973
101.6010, 1730.0944, 6133.5258, 1630.7500, 3020.1414, 1662.4905, 3698.7712, 1777.7649, 6179.9905, 1753.4476, 4215.7678, 1731.7794, 6439.0775, 1674.0926, 4121.9979, 1698.9688, 4553.7903, 1590.0181, 1621.7792, 1591.2431, 1632.2706
102.6010, 1730.9157, 6133.1727, 1633.1793, 3019.4116, 1661.7598, 3698.3274, 1777.2878, 6178.0859, 1751.5205, 4225.7190, 1732.3113, 6437.9013, 1674.9787, 4118.3255, 1697.1284, 4552.5704, 1590.3427, 1621.0313, 1590.9875, 1631.8703
103.6010, 1731.6130, 6127.9026, 1631.1389, 3019.5884, 1660.6612, 3692.5133, 1778.5180, 6172.1489, 1751.3385, 4242.6352, 1731.9613, 6436.5901, 1673.8713, 4120.9553, 1699.2046, 4548.3665, 1590.6815, 1619.7802, 1591.6233, 1632.0163
104.6010, 1731.1998, 6133.3992, 1632.7727, 3014.0758, 1660.3413, 3698.9937, 1777.4233, 6172.6071, 1751.8648, 4258.0505, 1733.3637, 6437.4796, 1675.3809, 4117.1255, 1698.8077, 4546.1647, 1591.5313, 1620.3004, 1591.6826, 1632.1332
105.6010, 1731.3963, 6131.5910, 1633.5631, 3019.5025, 1660.1113, 3699.0367, 1777.4360, 6174.6107, 1752.0516, 4266.7656, 1732.5464, 6436.5179, 1675.0043, 4117.2340, 1698.8135, 4544.4173, 1590.4325, 1620.0544, 1590.2281, 1633.3149
106.6010, 1731.3141, 6133.0102, 1634.2323, 3013.5429, 1660.4349, 3699.0278, 1778.3653, 6163.4632, 1750.6388, 4272.5194, 1732.7324, 6433.0050, 1674.9138, 4115.1979, 1699.0341, 4544.2554, 1591.7631, 1619.3014, 1590.7981, 1631.6817
107.6010, 1731.3378, 6131.0754, 1632.5354, 3010.8737, 1661.6245, 3694.9128, 1777.6528, 6166.3992, 1750.6088, 4281.4828, 1731.9517, 6429.8382, 1673.7117, 4112.1043, 1698.6792, 4543.4652, 1590.0343, 1619.9435, 1590.4540, 1632.8325
108.6010, 1731.8874, 6135.7794, 1633.6566, 3016.5000, 1661.1226, 3694.6776, 1776.2507, 6167.9650, 1751.5630, 4290.6689, 1732.2034, 6427.7702, 1674.9351, 4112.8266, 1698.6364, 4543.8672, 1591.6482, 1620.0433, 1591.2053, 1632.3131
109.6010, 1730.1837, 6135.8446, 1632.6793, 3011.4192, 1660.0834, 3693.0367, 1777.0898, 6162.9604, 1751.6568, 4295.1864, 1730.8336, 6426.0212, 1672.3213, 4116.7702, 1698.6814, 4546.3389, 1589.7369, 1620.5161, 1591.2822, 1633.5515
110.6010, 1730.6986, 6135.7811, 1633.3182, 3019.1515, 1660.9684, 3691.6018, 1777.5209, 6161.1358, 1750.0978, 4297.6974, 1731.3637, 6426.0084, 1672.1915, 4119.7564, 1698.2358, 4540.2620, 1592.3216, 1619.6744, 1590.4235, 1633.2393
111.6010, 1730.4543, 6130.7714, 1635.3687, 3009.8409, 1660.8445, 3695.8154, 1777.1789, 6158.9208, 1750.6099, 4301.3707, 1731.6874, 6421.9605, 1673.4266, 4114.9809, 1698.8774, 4540.9071, 1591.8599, 1620.9012, 1590.9253, 1632.6632
112.6010, 1731.0796, 6135.9174, 1632.2222, 3012.5505, 1660.6258, 3691.4286, 1776.1453, 6157.9735, 1750.9681, 4306.1560, 1730.8685, 6418.9618, 1671.9979, 4119.6883, 1697.9898, 4544.9209, 1590.9607, 1620.1482, 1591.0361, 1631.9854
113.6010, 1730.4555, 6136.2511, 1631.4646, 3015.9596, 1660.7737, 3688.7269, 1776.2454, 6158.2408, 1749.6978, 4304.7022, 1730.7710, 6415.6357, 1671.5032, 4117.1681, 1699.6038, 4542.0689, 1591.0423, 1619.3115, 1590.4897, 1632.3767
114.6010, 1729.9060, 6136.8455, 1633.4848, 3017.5631, 1662.2807, 3688.5133, 1777.1549, 6154.1842, 1749.6568, 4307.6996, 1731.9111, 6416.5708, 1673.5085, 4115.2617, 1699.4282, 4544.7395, 1591.0817, 1621.3175, 1590.2083, 1633.3630
115.6010, 1730.0157, 6135.2870, 1632.1162, 3015.2929, 1660.9482, 3681.7686, 1776.9056, 6155.5308, 1750.1289, 4303.9370, 1730.5943, 6412.1511, 1671.6596, 4117.5468, 1697.4964, 4544.7576, 1591.0010, 1618.8901, 1591.1001, 1632.5670
116.6010, 1729.0521, 6133.3019, 1634.1919, 3006.7525, 1660.9178, 3677.7067, 1777.4752, 6153.8112, 1749.7978, 4293.2553, 1731.1412, 6409.8603, 1672.7160, 4111.4287, 1697.8208, 4550.3244, 1592.3448, 1620.4183, 1591.9785, 1631.7019
117.6010, 1730.5656, 6134.2240, 1634.1616, 3012.7348, 1659.5196, 3667.2276, 1776.1655, 6145.7288, 1750.7524, 4290.5275, 1731.0882, 6407.7132, 1673.2553, 4102.8138, 1699.1023, 4542.8403, 1591.9355, 1618.3921, 1590.6052, 1631.9149
118.6010, 1729.6808, 6134.6029, 1633.0530, 3018.8561, 1661.4728, 3665.9064, 1775.5555, 6147.1931, 1751.2645, 4290.3029, 1730.2092, 6404.8158, 1674.0777, 4108.3777, 1697.6284, 4543.0885, 1591.1089, 1619.6865, 1591.0593, 1631.5498
119.6010, 1729.4640, 6131.0466, 1632.7298, 3016.3611, 1663.0354, 3668.6650, 1778.0403, 6140.4717, 1751.9344, 4208.6549, 1730.5542, 6401.6019, 1673.8234, 4104.7628, 1697.9492, 4542.9347, 1591.4224, 1620.0393, 1591.4553, 1632.0644
120.6010, 1730.3091, 6133.7409, 1633.7348, 3010.1566, 1659.2402, 3664.3603, 1777.1715, 6143.7620, 1752.1059, 4208.9927, 1732.1345, 6399.0042, 1673.7234, 4103.0415, 1698.2475, 4540.8331, 1591.1946, 1620.4617, 1591.5812, 1632.7569
121.6010, 1731.2096, 6131.0119, 1634.7551, 3007.9394, 1660.7585, 3664.6018, 1776.0573, 6141.0778, 1752.7418, 4199.1267, 1731.3983, 6404.3347, 1673.2245, 4098.9383, 1697.4514, 4542.7504, 1592.8347, 1621.4133, 1591.5494, 1632.3793
122.6010, 1729.9276, 6132.9903, 1632.4217, 3009.9596, 1660.0152, 3665.7598, 1776.2871, 6145.0555, 1751.0190, 4207.7535, 1730.6403, 6404.9786, 1673.7872, 4094.0394, 1697.0885, 4542.6734, 1591.2389, 1620.1825, 1590.9944, 1632.0962
123.6010, 1731.0042, 6124.0868, 1634.3232, 3012.2500, 1661.4893, 3661.1820, 1776.5081, 6142.7818, 1751.6707, 4222.8015, 1730.3893, 6406.1935, 1673.1085, 4099.1000, 1696.2859, 4544.3171, 1591.0706, 1620.5111, 1591.0438, 1631.7831
124.6010, 1729.2544, 6127.6960, 1631.8384, 3017.0985, 1661.9722, 3658.0961, 1776.7889, 6140.7995, 1751.0066, 4223.8733, 1730.8477, 6402.7777, 1672.0319, 4098.4053, 1696.5951, 4543.6386, 1590.1179, 1619.7450, 1591.2822, 1632.1731
125.6010, 1730.3307, 6124.4640, 1631.8914, 3014.4470, 1660.2807, 3661.3072, 1776.2942, 6141.7450, 1752.0509, 4214.0626, 1731.0284, 6402.7821, 1675.2372, 4097.4670, 1696.8875, 4546.0327, 1591.5948, 1619.7702, 1591.9347, 1632.8286
126.6010, 1730.1770, 6125.8196, 1634.2828, 3012.1187, 1662.9229, 3656.0354, 1777.5598, 6138.2854, 1751.2454, 4222.8996, 1731.3466, 6401.7620, 1672.8149, 4097.9021, 1697.3824, 4538.4369, 1590.6018, 1618.8044, 1591.7620, 1631.2474
127.6010, 1729.7968, 6126.8548, 1632.9343, 3008.3965, 1662.5942, 3657.8230, 1775.4781, 6134.7143, 1752.6242, 4217.5982, 1730.4189, 6400.8090, 1671.9468, 4093.3638, 1696.3810, 4538.8186, 1591.4929, 1620.7722, 1591.3707, 1631.1164
128.6010, 1729.6202, 6124.7837, 1633.3838, 3008.2045, 1661.9760, 3661.3894, 1776.3338, 6134.5690, 1752.8476, 4217.5835, 1731.5319, 6398.6336, 1673.7000, 4086.4117, 1698.2141, 4541.1626, 1590.3024, 1620.1159, 1590.7259, 1630.8037
129.6010, 1729.7062, 6120.3683, 1632.7424, 3009.3535, 1659.9608, 3652.2528, 1776.4413, 6135.3168, 1752.0344, 4199.1286, 1730.2565, 6397.2784, 1673.0011, 4073.3968, 1696.6981, 4535.2816, 1590.7823, 1619.1371, 1590.7457, 1630.9467
130.6010, 1729.9119, 6123.7049, 1636.3763, 3009.5707, 1659.9962, 3652.2528, 1776.3303, 6133.1404, 1752.5048, 4119.2828, 1730.8479, 6395.7418, 1674.8128, 4051.2096, 1697.9797, 4532.1038, 1591.0948, 1619.8417, 1591.0021, 1631.3441
131.6010, 1729.5237, 6123.9098, 1631.4167, 3003.2854, 1660.1391, 3652.5537, 1776.4215, 6130.4264, 1753.0733, 4109.2172, 1730.4576, 6392.1296, 1673.4681, 4043.8160, 1697.2649, 4531.6430, 1591.6179, 1619.1472, 1591.9210, 1632.6121
132.6010, 1731.1655, 6120.5601, 1632.7601, 3009.3182, 1661.1492, 3652.6068, 1775.8115, 6127.0400, 1754.3000, 4043.9344, 1731.2309, 6391.3071, 1676.5404, 3965.3372, 1698.0094, 4529.1001, 1592.2177, 1620.1482, 1591.8767, 1631.3853
133.6010, 1729.4234, 6119.3048, 1631.5253, 3011.3611, 1661.5158, 3645.8230, 1775.1199, 6127.9798, 1753.8546, 4059.6722, 1729.8153, 6391.9868, 1676.0106, 3975.1979, 1695.9245, 4532.2300, 1590.5272, 1620.6331, 1591.1207, 1632.7045
134.6010, 1730.3006, 6121.4814, 1630.9318, 3004.7298, 1660.1378, 3646.8255, 1775.5127, 6122.2086, 1754.9894, 3990.6509, 1729.5611, 6389.4592, 1673.5681, 3984.6245, 1697.0109, 4533.2605, 1592.1310, 1620.8629, 1591.2801, 1632.6482
135.6010, 1729.5373, 6117.3108, 1631.4697, 3003.4192, 1660.5929, 3649.0910, 1775.1499, 6122.6570, 1756.3311, 3974.4634, 1730.3908, 6384.9758, 1675.1117, 3994.9202, 1696.6945, 4531.4376, 1590.4345, 1619.6804, 1590.6323, 1631.5833
136.6010, 1729.5533, 6119.2489, 1632.8864, 3004.1919, 1659.8723, 3646.9153, 1775.9105, 6116.4919, 1755.8777, 3987.6286, 1730.7838, 6382.2162, 1674.8883, 3997.1968, 1696.2975, 4526.9390, 1591.6321, 1619.8972, 1589.9622, 1631.2762
137.6010, 1730.1075, 6114.1795, 1634.1010, 3008.1010, 1658.5259, 3646.5613, 1775.0831, 6118.1298, 1756.2978, 4002.4908, 1730.7517, 6380.6790, 1674.4000, 4000.0915, 1696.5348, 4531.4035, 1590.9657, 1619.9980, 1590.1817, 1632.0451
138.6010, 1729.6668, 6114.6685, 1632.0606, 3008.1869, 1661.4488, 3642.5398, 1776.1948, 6116.1835, 1754.9762, 4016.9703, 1731.0987, 6380.3553, 1675.9160, 4012.4202, 1695.5559, 4531.3766, 1590.8901, 1619.3962, 1590.4596, 1631.7710
139.6010, 1730.1406, 6112.6850, 1635.0278, 3006.9040, 1660.8078, 3648.6700, 1774.9830, 6114.0251, 1755.4278, 3999.8172, 1729.8382, 6375.5901, 1674.4117, 4018.3447, 1696.2765, 4522.6313, 1591.8427, 1621.2490, 1592.1989, 1631.5606
140.6010, 1729.4162, 6108.3548, 1631.6263, 3011.9495, 1659.9191, 3640.2680, 1774.5322, 6113.3907, 1756.4744, 3956.6414, 1729.3634, 6375.2149, 1673.2319, 4024.5883, 1696.0276, 4521.2046, 1590.4778, 1619.6764, 1589.9875, 1631.4858
141.6010, 1728.6545, 6107.8247, 1632.0808, 3003.6364, 1659.3894, 3643.9140, 1775.3182, 6108.1701, 1756.8264, 3959.4557, 1731.0233, 6370.1378, 1674.6691, 4032.2840, 1694.8483, 4523.3585, 1591.0081, 1620.0494, 1590.3582, 1632.1920
142.6010, 1728.4060, 6103.2837, 1632.1035, 2996.8182, 1657.7193, 3641.4640, 1774.1114, 6102.9144, 1759.2187, 3773.5278, 1729.4790, 6368.1340, 1673.1011, 4040.1415, 1695.6226, 4525.0131, 1590.6290, 1619.2681, 1591.5189, 1631.0696
143.6010, 1729.2854, 6107.1240, 1632.4116, 3005.6515, 1659.8597, 3641.1024, 1775.0852, 6099.6938, 1764.0971, 3605.8923, 1730.2727, 6368.9263, 1673.7319, 4041.7383, 1696.1517, 4519.6713, 1591.5887, 1619.0726, 1590.3123, 1631.2208
144.6010, 1730.1037, 6105.9970, 1631.4318, 3005.0631, 1659.5411, 3639.8875, 1775.7143, 6095.4922, 1766.7473, 3481.8619, 1729.2296, 6367.1872, 1672.7160, 4045.4681, 1695.0566, 4522.2163, 1591.5474, 1619.8226, 1590.6881, 1629.5468
145.6010, 1729.3544, 6107.8391, 1632.0556, 3001.9545, 1659.7649, 3636.4336, 1775.8653, 6090.8324, 1766.7143, 3432.8099, 1729.1962, 6361.1763, 1673.0883, 4052.8649, 1695.1255, 4521.5697, 1591.3216, 1618.5625, 1591.0838, 1630.2113
146.6010, 1728.8019, 6107.9699, 1630.9040, 2994.8965, 1661.3793, 3634.1858, 1774.9388, 6093.8228, 1765.0784, 3479.5736, 1729.0439, 6362.2069, 1673.4670, 4051.8787, 1696.3316, 4518.4543, 1590.5323, 1619.0867, 1590.4893, 1630.4119
147.6010, 1729.1672, 6108.9953, 1631.4520, 3001.5480, 1659.2870, 3627.5272, 1773.9859, 6083.7656, 1767.0004, 3362.4004, 1729.5034, 6359.7380, 1672.5798, 4049.8032, 1696.0610, 4519.1553, 1591.7167, 1619.7248, 1590.4102, 1630.4918
148.6010, 1730.2345, 6110.9814, 1630.8788, 2998.2273, 1658.0379, 3631.8394, 1774.4562, 6085.5028, 1766.5897, 3411.1051, 1729.2181, 6359.9920, 1673.5553, 4055.6957, 1695.7932, 4516.5740, 1592.2127, 1618.7752, 1591.9394, 1630.8235
149.6010, 1729.2710, 6105.1660, 1631.9495, 2999.3485, 1661.1517, 3624.9115, 1775.0640, 6080.6814, 1770.2070, 3315.6509, 1729.9471, 6358.4261, 1673.9734, 4053.1989, 1696.3396, 4518.2315, 1591.1643, 1618.5565, 1590.3020, 1630.0593
150.6010, 1729.6884, 6102.2947, 1632.5606, 2997.7273, 1660.0796, 3628.6877, 1776.1181, 6079.7680, 1771.5293, 3232.0136, 1729.4111, 6359.2679, 1672.4670, 4061.7043, 1696.2642, 4516.5994, 1592.1784, 1620.1321, 1590.8995, 1630.3587
151.6010, 1729.1304, 6102.7900, 1634.2172, 2996.0076, 1660.1188, 3623.6068, 1775.6740, 6075.4349, 1770.0429, 3262.3582, 1729.6536, 6355.2429, 1673.2223, 4056.8394, 1694.8273, 4510.7837, 1591.0302, 1618.6946, 1591.6186, 1630.8209
152.6010, 1728.3798, 6101.9547, 1633.6263, 2997.6313, 1660.1694, 3625.3932, 1776.1810, 6071.3083, 1771.4278, 3182.9542, 1729.4494, 6347.5227, 1671.7351, 4047.3351, 1696.5762, 4503.3541, 1590.7470, 1616.9909, 1591.9137, 1631.2659
153.6010, 1729.8332, 6099.4682, 1632.4848, 2999.4015, 1659.9861, 3622.7965, 1774.9137, 6072.9035, 1770.2062, 3206.1348, 1728.7937, 6350.3006, 1671.1170, 4047.9085, 1695.4136, 4501.6372, 1591.6200, 1619.0998, 1591.2521, 1631.1271
154.6010, 1730.0440, 6096.8522, 1631.8561, 2991.3308, 1659.0190, 3627.8116, 1775.3186, 6073.9950, 1774.0421, 3067.5901, 1730.0099, 6347.1315, 1673.1819, 4046.4766, 1696.1938, 4497.6626, 1592.2933, 1620.0575, 1590.1516, 1630.5988
155.6010, 1729.9704, 6096.1351, 1633.8510, 2992.5379, 1660.9153, 3619.2882, 1775.9770, 6069.3678, 1775.5692, 3031.5722, 1729.3218, 6347.1422, 1674.3894, 4045.9351, 1696.4797, 4495.4216, 1591.1815, 1618.8216, 1590.9699, 1630.3643
156.6010, 1729.2701, 6097.3057, 1632.9773, 2998.0480, 1659.7851, 3616.5879, 1774.5948, 6064.2458, 1774.6637, 2989.6293, 1729.8084, 6345.4099, 1673.4351, 4047.8223, 1696.6829, 4488.5283, 1591.7692, 1617.8276, 1591.1624, 1630.5704
157.6010, 1730.1033, 6095.3823, 1632.6515, 2996.4949, 1659.8104, 3617.6915, 1776.4590, 6064.4802, 1774.4835, 3041.5766, 1730.0937, 6343.6910, 1673.3617, 4041.3383, 1695.8578, 4486.0501, 1591.9909, 1619.6310, 1590.7603, 1630.1671
