"File: DDELog(Excel:M9	1	1)::C:\Users\user\Desktop\clemens\19_07_22_ DRG_AOP\M9_DRG_19_7\M9_S+T.LOG"
"Date: Tue Jul 19 2022 15:58:19.17"
0.0000, "Wavelength Names:	340	385	GFP	Wavelength 4	555"
"Time (sec)"
67.0910
101.8030
0.0000, "Clock reset to 0.0"
0.0000, "Clock reset to 0.0"
"Region 1: [Location: (294, 113), Size: (26, 25), Area: 506]"
"Region 2: [Location: (297, 135), Size: (25, 24), Area: 468]"
"Region 3: [Location: (350, 282), Size: (29, 31), Area: 695]"
"Region 4: [Location: (278, 266), Size: (39, 38), Area: 1150]"
"Region 5: [Location: (258, 289), Size: (23, 26), Area: 458]"
"Region 6: [Location: (122, 351), Size: (37, 35), Area: 991]"
"Region 7: [Location: (131, 404), Size: (40, 42), Area: 1300]"
"Region 8: [Location: (0, 472), Size: (24, 28), Area: 520]"
"Region 9: [Location: (84, 99), Size: (38, 36), Area: 1056]"
"Region 10: [Location: (26, 222), Size: (45, 47), Area: 1637]"
"Time (sec)", "R1 W1 Avg", "R1 W2 Avg", "R2 W1 Avg", "R2 W2 Avg", "R3 W1 Avg", "R3 W2 Avg", "R4 W1 Avg", "R4 W2 Avg", "R5 W1 Avg", "R5 W2 Avg", "R6 W1 Avg", "R6 W2 Avg", "R7 W1 Avg", "R7 W2 Avg", "R8 W1 Avg", "R8 W2 Avg", "R9 W1 Avg", "R9 W2 Avg", "R10 W1 Avg", "R10 W2 Avg"
87.8970, 1648.9704, 2879.7688, 1662.7500, 2742.9038, 1695.2388, 3321.5885, 1740.3757, 2578.0435, 1658.1245, 2979.0371, 1697.3259, 3488.0767, 1686.6654, 4051.7015, 1657.6481, 3475.3038, 1605.1098, 1637.5066, 1602.6457, 1633.6121
88.8970, 1648.9051, 2880.4506, 1662.1624, 2735.1453, 1696.4245, 3316.4129, 1740.6087, 2575.7504, 1658.4782, 2974.6070, 1698.8133, 3489.8365, 1687.7869, 4056.0223, 1658.2404, 3476.8115, 1604.8021, 1637.6742, 1603.8516, 1633.4154
89.8970, 1648.0968, 2879.3854, 1660.7115, 2732.7650, 1695.4676, 3317.2734, 1740.6226, 2571.6983, 1660.2227, 2977.5524, 1697.8416, 3496.2916, 1688.3477, 4055.9315, 1658.6827, 3471.9519, 1603.8267, 1638.3523, 1603.8406, 1633.5773
90.8970, 1648.5731, 2874.4269, 1660.6538, 2725.4295, 1696.3842, 3309.2173, 1738.8643, 2570.9930, 1658.1747, 2973.6092, 1697.4571, 3491.4036, 1688.3662, 4056.2054, 1657.3308, 3476.2269, 1604.8419, 1638.3845, 1603.4924, 1632.2126
91.8970, 1649.2589, 2879.4387, 1662.7201, 2728.1560, 1696.9453, 3308.1482, 1740.2322, 2572.6113, 1660.6441, 2977.4279, 1697.1443, 3484.0908, 1687.0438, 4055.2331, 1658.6115, 3473.0423, 1604.8134, 1638.3371, 1603.1252, 1632.7355
92.8970, 1645.1858, 2878.6957, 1661.6239, 2717.1709, 1695.7022, 3305.2878, 1741.6061, 2568.4157, 1661.0721, 2978.2642, 1696.2906, 3476.6862, 1687.6869, 4054.9477, 1657.5327, 3467.2904, 1603.5019, 1638.5237, 1604.3445, 1632.2847
93.8970, 1648.6897, 2874.9585, 1663.0470, 2715.2201, 1695.7842, 3303.7914, 1740.2609, 2568.8661, 1657.2140, 2975.7140, 1695.9758, 3467.7053, 1686.4177, 4052.4623, 1656.8327, 3468.5904, 1605.2216, 1638.5047, 1603.9713, 1633.6390
94.8970, 1646.7866, 2872.9466, 1663.1389, 2717.1774, 1695.3482, 3300.9122, 1741.3122, 2566.9339, 1657.4978, 2966.0044, 1698.0232, 3469.8476, 1687.9531, 4057.4200, 1658.3058, 3469.1846, 1606.1222, 1637.6629, 1603.2859, 1632.9750
95.8970, 1647.9170, 2870.9802, 1660.5940, 2704.8034, 1694.6403, 3298.5007, 1740.3852, 2566.6930, 1659.4825, 2973.3275, 1697.8910, 3464.4521, 1686.9731, 4052.8354, 1657.9192, 3466.9269, 1604.6184, 1637.5218, 1603.1961, 1632.6158
96.8970, 1646.4150, 2872.6482, 1661.2265, 2708.3397, 1696.9194, 3295.5496, 1741.1452, 2562.8530, 1661.4345, 2970.7489, 1697.8274, 3467.6710, 1685.9631, 4051.3400, 1657.1981, 3469.0038, 1604.2557, 1638.0331, 1604.6872, 1632.2621
97.8970, 1649.2964, 2872.6719, 1661.5064, 2706.9295, 1695.3367, 3293.0345, 1741.2826, 2565.2600, 1659.9258, 2968.3166, 1698.0979, 3466.6922, 1686.9246, 4052.5485, 1659.4885, 3471.3115, 1605.8258, 1637.9735, 1603.7838, 1633.3158
98.8970, 1649.2055, 2866.5791, 1663.2244, 2702.9188, 1695.6791, 3290.3007, 1741.5696, 2561.9643, 1660.8428, 2966.6135, 1697.7629, 3468.9465, 1686.1108, 4050.4038, 1656.6192, 3470.7154, 1604.3911, 1639.6913, 1603.4936, 1632.1900
99.8970, 1648.6206, 2871.3360, 1661.0641, 2709.6560, 1696.7108, 3293.9194, 1742.0626, 2564.5617, 1660.8166, 2964.2467, 1698.0656, 3463.0394, 1686.8169, 4056.8692, 1658.3654, 3465.9846, 1605.2027, 1639.3494, 1603.4520, 1631.9279
100.8970, 1651.3182, 2875.5336, 1660.6111, 2706.7842, 1696.3022, 3281.4734, 1740.3035, 2561.0852, 1659.6245, 2965.9760, 1697.5782, 3465.3219, 1686.9169, 4054.8462, 1658.8577, 3470.0442, 1606.1089, 1638.1591, 1603.9615, 1632.2761
101.8970, 1648.2549, 2872.3834, 1662.0085, 2701.3120, 1695.9209, 3287.1511, 1741.8270, 2562.4130, 1660.3777, 2965.9236, 1697.2755, 3461.5237, 1685.9538, 4059.7477, 1658.1385, 3469.8885, 1605.3087, 1638.1051, 1604.8070, 1631.9352
102.8970, 1647.8676, 2869.7194, 1660.1496, 2701.1667, 1695.3122, 3285.4115, 1739.6200, 2556.7000, 1659.2511, 2963.5131, 1695.7033, 3457.1029, 1685.8615, 4054.8838, 1656.3231, 3471.0231, 1604.6241, 1637.4583, 1603.1503, 1632.7324
103.8970, 1647.9802, 2868.9190, 1663.1838, 2704.4915, 1693.1683, 3285.7079, 1740.7365, 2554.4591, 1660.2009, 2963.0611, 1696.6539, 3447.8658, 1687.4846, 4055.1069, 1659.2904, 3471.5404, 1604.2519, 1636.6884, 1604.2089, 1631.8986
104.8970, 1649.1265, 2863.6680, 1663.1410, 2699.2115, 1697.2950, 3282.3094, 1740.4270, 2554.6757, 1661.5502, 2968.9563, 1697.8355, 3438.9314, 1687.4146, 4058.9362, 1658.1923, 3476.8135, 1605.4025, 1638.9025, 1603.8015, 1632.8894
105.8970, 1648.3202, 2869.7312, 1663.6218, 2708.1325, 1695.6417, 3280.1525, 1739.3000, 2550.9087, 1660.2555, 2960.1266, 1697.0383, 3433.1463, 1687.0108, 4054.6185, 1656.4577, 3470.5115, 1605.4574, 1638.6146, 1603.6231, 1632.5785
106.8970, 1648.7352, 2872.4704, 1659.5684, 2705.0214, 1695.2014, 3278.6906, 1740.7661, 2553.1574, 1658.3755, 2959.0742, 1698.1473, 3431.8567, 1685.9908, 4051.3700, 1655.9250, 3467.8712, 1604.9725, 1637.4972, 1603.7245, 1632.7728
107.8970, 1647.1067, 2868.0435, 1662.5321, 2703.1325, 1695.3453, 3278.5266, 1741.5261, 2549.4417, 1659.4869, 2960.4258, 1697.9869, 3428.6408, 1686.2323, 4057.6915, 1656.3846, 3471.8558, 1603.5313, 1637.0492, 1602.0574, 1630.6830
108.8970, 1647.4585, 2871.0040, 1661.5256, 2693.4615, 1694.0633, 3279.8173, 1741.6478, 2550.1217, 1658.1441, 2958.4629, 1699.3542, 3426.7033, 1687.8031, 4055.5446, 1656.8577, 3470.7385, 1604.7936, 1636.5455, 1602.9554, 1631.5559
109.8970, 1649.8439, 2863.6897, 1661.8590, 2687.7286, 1695.0619, 3274.0460, 1740.7713, 2549.3643, 1660.6026, 2953.6157, 1697.1978, 3425.5964, 1686.9615, 4055.0438, 1657.0058, 3477.6731, 1604.4299, 1637.5644, 1604.0629, 1633.1087
110.8970, 1646.4190, 2864.0217, 1662.8355, 2679.5256, 1695.0058, 3282.4676, 1739.1913, 2546.8957, 1658.3493, 2958.5371, 1695.9011, 3425.5197, 1684.7377, 4053.3262, 1658.0885, 3473.6000, 1604.4063, 1636.7462, 1603.2315, 1632.2798
111.8970, 1647.5949, 2856.1818, 1662.9829, 2678.7201, 1694.1727, 3273.2302, 1740.9052, 2545.8957, 1659.5415, 2952.0677, 1698.3229, 3416.7750, 1685.6677, 4052.1685, 1656.3558, 3470.9231, 1605.5294, 1636.8485, 1603.4698, 1632.7593
112.8970, 1648.9802, 2859.9723, 1660.9979, 2660.0385, 1694.2820, 3270.8302, 1741.0461, 2547.6965, 1661.2380, 2957.6004, 1695.2583, 3412.4400, 1685.3600, 4050.8838, 1655.8615, 3477.6538, 1605.1468, 1637.0483, 1603.6591, 1631.5913
113.8970, 1649.0632, 2856.1996, 1664.6175, 2647.9295, 1693.2993, 3266.8388, 1740.6391, 2545.1426, 1658.2991, 2951.5415, 1697.4945, 3415.5701, 1686.2631, 4045.4700, 1657.7077, 3475.2115, 1607.0445, 1637.9517, 1603.0037, 1631.9078
114.8970, 1647.4526, 2851.5652, 1661.4637, 2622.2137, 1694.0835, 3267.7712, 1739.4930, 2544.2235, 1659.9847, 2951.5939, 1697.0989, 3416.7205, 1687.2108, 4041.9985, 1658.0442, 3475.4269, 1604.9489, 1637.1638, 1603.8131, 1632.0244
115.8970, 1649.3617, 2850.8834, 1663.2949, 2614.3739, 1694.2000, 3265.5525, 1741.3217, 2539.1487, 1659.9891, 2944.7620, 1696.4157, 3422.4228, 1685.3946, 4038.9062, 1655.1000, 3479.5192, 1604.6714, 1635.9612, 1603.6194, 1631.9670
116.8970, 1648.7668, 2847.2668, 1663.4808, 2603.8825, 1694.4633, 3265.4273, 1740.5522, 2541.5809, 1657.9607, 2944.0022, 1696.1655, 3415.3411, 1686.1892, 4035.4600, 1657.4096, 3470.2615, 1605.5540, 1637.5862, 1602.8564, 1631.2389
117.8970, 1648.7470, 2845.1008, 1662.3568, 2598.2885, 1693.3899, 3263.6604, 1739.9522, 2540.4417, 1659.9214, 2948.4651, 1698.2250, 3410.3491, 1688.2738, 4029.2154, 1658.1346, 3475.2327, 1604.7604, 1636.6989, 1604.4386, 1633.1894
118.8970, 1649.1324, 2856.9605, 1665.5427, 2603.1795, 1696.6633, 3277.6187, 1743.7391, 2548.7330, 1659.9956, 2962.7009, 1699.0252, 3422.8971, 1688.6654, 4058.4254, 1658.5712, 3494.1750, 1604.4536, 1638.8295, 1603.1210, 1632.8064
119.8970, 1648.0455, 2858.5435, 1664.1731, 2596.5769, 1695.5496, 3275.4345, 1742.2748, 2548.5078, 1659.6092, 2958.6834, 1698.4460, 3416.0747, 1687.5638, 4060.1462, 1657.4404, 3492.9635, 1605.0009, 1636.7008, 1602.8259, 1632.0159
120.8970, 1651.4051, 2861.5731, 1663.9915, 2593.9338, 1696.3655, 3279.5827, 1740.4496, 2546.0957, 1658.7271, 2960.2795, 1697.9475, 3408.7578, 1688.5438, 4064.4723, 1657.7038, 3488.9885, 1605.8902, 1636.9801, 1603.1466, 1633.7440
121.8970, 1649.1700, 2858.3221, 1663.5150, 2581.8056, 1695.0935, 3274.7065, 1742.0348, 2546.9583, 1661.1441, 2960.5895, 1698.6176, 3403.5348, 1687.2800, 4066.4331, 1657.2481, 3494.5269, 1605.1525, 1637.9820, 1604.2700, 1631.5345
122.8970, 1648.4822, 2855.4289, 1665.0107, 2574.8654, 1694.3209, 3272.1655, 1742.9791, 2544.6122, 1660.1397, 2957.9236, 1697.9203, 3397.6317, 1686.4469, 4061.9662, 1658.8058, 3496.0769, 1606.1979, 1638.8722, 1603.7563, 1631.1967
123.8970, 1646.7549, 2855.5593, 1663.0705, 2571.0641, 1694.3468, 3272.7410, 1740.3870, 2542.6687, 1659.3603, 2957.4148, 1698.4026, 3394.6660, 1686.5562, 4061.5285, 1656.5327, 3493.4981, 1604.8665, 1638.4129, 1603.3855, 1631.2236
124.8970, 1648.1166, 2853.4051, 1663.3611, 2569.9038, 1693.9453, 3268.4446, 1742.4496, 2544.8896, 1660.7402, 2959.9410, 1698.7538, 3398.5146, 1686.5954, 4063.6346, 1657.5904, 3491.9365, 1604.6638, 1637.0625, 1603.1472, 1632.2987
125.8970, 1648.6759, 2853.3004, 1663.5342, 2560.2137, 1695.2835, 3263.8043, 1740.8783, 2545.2626, 1659.9651, 2955.9672, 1699.3219, 3392.3512, 1686.9038, 4062.9138, 1657.5615, 3498.8962, 1605.8807, 1636.9754, 1603.5913, 1630.7214
126.8970, 1648.4308, 2854.5494, 1666.6816, 2568.8932, 1696.2576, 3270.3597, 1740.4783, 2544.6417, 1659.4782, 2952.7271, 1696.7386, 3387.9586, 1687.0246, 4065.0715, 1657.7250, 3494.8077, 1605.2585, 1638.4583, 1603.6231, 1632.4099
127.8970, 1646.9704, 2850.6047, 1665.3697, 2565.8098, 1694.6201, 3267.2043, 1741.7904, 2544.6878, 1660.2052, 2952.3799, 1697.3673, 3378.4046, 1687.0423, 4061.9685, 1657.2500, 3494.6923, 1604.6364, 1635.4356, 1606.0556, 1631.5400
128.8970, 1649.5059, 2852.6660, 1666.6068, 2568.5577, 1693.3827, 3259.5770, 1740.4165, 2543.7191, 1659.9541, 2955.3515, 1698.0626, 3369.3865, 1685.6023, 4063.1400, 1655.9673, 3497.7404, 1604.8598, 1637.0161, 1603.4423, 1631.3451
129.8970, 1649.2648, 2853.6739, 1664.3248, 2562.4744, 1695.1928, 3258.0935, 1741.5026, 2544.2043, 1659.3472, 2949.5590, 1699.0313, 3360.7689, 1687.2246, 4060.6908, 1657.5173, 3495.9154, 1604.8996, 1637.1193, 1603.8656, 1631.8980
130.8970, 1648.7530, 2853.1087, 1664.3526, 2560.8098, 1696.0935, 3252.1554, 1741.0652, 2541.1661, 1660.8035, 2947.4127, 1699.6478, 3363.2785, 1687.7000, 4063.6554, 1659.0115, 3501.2038, 1605.8485, 1637.7481, 1604.2407, 1632.3274
131.8970, 1649.5652, 2849.4071, 1663.9167, 2557.8932, 1695.5353, 3256.0504, 1740.8713, 2540.7835, 1661.1769, 2946.8013, 1698.9717, 3355.0565, 1688.1446, 4064.6838, 1656.3192, 3499.6462, 1604.6600, 1638.0028, 1603.9438, 1632.1509
132.8970, 1648.8043, 2846.4921, 1664.7244, 2555.9915, 1695.2489, 3254.8345, 1740.9791, 2540.1852, 1660.1201, 2951.3755, 1699.9566, 3348.1302, 1687.6131, 4060.3738, 1656.3212, 3498.1096, 1606.3542, 1637.3409, 1604.0031, 1632.1998
133.8970, 1649.3024, 2844.0336, 1663.7179, 2554.1004, 1697.0273, 3251.2317, 1741.0157, 2539.4835, 1658.1878, 2948.7118, 1697.1998, 3350.0908, 1686.9223, 4063.9908, 1655.9231, 3498.9308, 1605.5578, 1636.9347, 1604.4661, 1631.3849
134.8970, 1646.6225, 2844.3656, 1665.8590, 2556.2607, 1693.9482, 3245.8245, 1741.2374, 2539.5087, 1657.3362, 2946.4279, 1698.0969, 3355.8829, 1686.8646, 4059.3562, 1656.5808, 3496.0827, 1604.0388, 1635.5947, 1604.6677, 1632.2914
135.8970, 1650.6423, 2845.4605, 1665.6389, 2551.9850, 1693.9309, 3249.0187, 1740.4783, 2537.1017, 1660.1681, 2948.0328, 1699.2523, 3349.3118, 1686.2715, 4071.0085, 1656.0038, 3499.0250, 1604.8153, 1637.0625, 1603.9707, 1631.8467
136.8970, 1650.0099, 2843.6719, 1665.6175, 2550.2286, 1693.8014, 3241.0230, 1739.6061, 2541.1565, 1657.8690, 2945.1223, 1699.3582, 3344.1372, 1685.2577, 4062.9446, 1656.1712, 3496.1462, 1605.8153, 1637.1326, 1603.7068, 1633.3708
137.8970, 1649.0988, 2841.7530, 1664.3034, 2553.1517, 1693.5223, 3243.7986, 1740.8496, 2533.4643, 1659.1048, 2947.5983, 1697.2210, 3346.5933, 1687.4000, 4062.9815, 1656.4635, 3501.1731, 1605.0672, 1637.0284, 1603.6133, 1632.7520
138.8970, 1648.1957, 2846.8498, 1663.4744, 2557.4402, 1693.8748, 3232.8504, 1740.0113, 2533.9922, 1659.7533, 2949.6638, 1698.6620, 3352.8456, 1686.9515, 4063.9062, 1657.6885, 3505.5904, 1605.2614, 1637.5616, 1604.4105, 1631.9188
139.8970, 1649.2174, 2841.9723, 1663.9808, 2553.7799, 1693.1755, 3238.9640, 1740.5304, 2539.0826, 1658.3603, 2946.8930, 1697.3017, 3363.1958, 1687.6500, 4068.1354, 1655.4788, 3506.6962, 1604.9545, 1639.2557, 1603.0703, 1632.8656
140.8970, 1648.1028, 2840.0711, 1663.2009, 2550.3462, 1695.0403, 3237.3338, 1742.7061, 2538.1791, 1660.9541, 2952.0459, 1698.2200, 3369.1736, 1686.5185, 4070.6246, 1656.3346, 3511.2923, 1603.8466, 1636.3920, 1602.8693, 1632.3604
141.8970, 1650.5119, 2843.4466, 1665.5641, 2557.1880, 1695.0576, 3238.6763, 1741.5383, 2540.9383, 1660.8559, 2954.1397, 1698.1907, 3371.3431, 1686.4308, 4071.0015, 1658.6250, 3511.1096, 1605.4119, 1638.1193, 1604.0336, 1633.5504
142.8970, 1648.5395, 2844.1798, 1665.9017, 2552.7628, 1693.2245, 3239.9871, 1740.4183, 2541.1104, 1660.5873, 2953.4847, 1697.0212, 3372.8688, 1687.2569, 4070.8392, 1655.9077, 3515.1712, 1605.6392, 1637.0758, 1604.1460, 1632.8845
143.8970, 1650.8399, 2844.2589, 1664.6624, 2547.2885, 1695.8576, 3236.4086, 1740.1470, 2540.9426, 1658.8428, 2953.5131, 1697.7477, 3378.5328, 1687.1938, 4066.9008, 1656.9019, 3520.4327, 1604.2339, 1637.2907, 1603.8112, 1632.9426
144.8970, 1648.9664, 2847.8755, 1664.8611, 2548.3205, 1696.7568, 3236.6129, 1743.6052, 2543.3730, 1660.5197, 2955.2926, 1698.9193, 3378.8920, 1688.7308, 4065.0092, 1658.7981, 3524.1135, 1604.4697, 1636.2282, 1603.5510, 1632.0745
145.8970, 1647.9486, 2849.5415, 1664.4380, 2559.4658, 1694.4144, 3234.4446, 1742.5348, 2543.8783, 1660.5153, 2955.6856, 1697.8547, 3376.4743, 1686.8477, 4063.8731, 1655.9192, 3526.6654, 1605.7765, 1636.6657, 1602.9682, 1631.2486
146.8970, 1649.7253, 2847.9387, 1665.0791, 2568.0556, 1693.8863, 3229.1022, 1740.6435, 2545.3878, 1658.6485, 2954.7707, 1697.0878, 3372.9697, 1687.0208, 4063.4085, 1656.4231, 3525.5077, 1604.8343, 1638.0919, 1603.1576, 1631.0324
147.8970, 1649.3854, 2840.8103, 1662.6175, 2564.3333, 1694.0129, 3227.8460, 1740.7991, 2542.5530, 1659.0349, 2953.2729, 1696.9314, 3368.5742, 1687.4915, 4058.5885, 1657.9404, 3527.8923, 1604.7121, 1634.9536, 1603.3714, 1631.0623
148.8970, 1647.5198, 2849.4111, 1664.0641, 2568.0150, 1695.3496, 3222.5367, 1740.9922, 2542.6957, 1659.5502, 2951.0917, 1697.8476, 3361.4036, 1686.7015, 4059.7777, 1655.5096, 3528.2462, 1604.3324, 1636.1117, 1604.1210, 1630.1912
149.8970, 1647.7648, 2851.1146, 1664.4637, 2567.8013, 1694.8302, 3226.1986, 1741.2339, 2547.5843, 1659.8559, 2955.7314, 1697.7659, 3356.9062, 1687.6669, 4062.4200, 1655.1519, 3533.7269, 1605.2159, 1635.5653, 1602.9133, 1631.7691
150.8970, 1649.0395, 2851.0514, 1663.5214, 2568.9188, 1693.9036, 3227.5209, 1741.4583, 2546.9896, 1657.1703, 2954.6441, 1697.4420, 3349.2180, 1687.2992, 4066.0892, 1657.5077, 3536.0942, 1603.4271, 1636.6638, 1604.4313, 1630.9829
151.8970, 1648.0415, 2850.3103, 1662.7863, 2567.1068, 1693.9568, 3226.7122, 1740.0548, 2545.8565, 1661.1266, 2950.4498, 1698.5116, 3346.7164, 1686.7446, 4065.4585, 1658.0462, 3537.5154, 1603.8854, 1637.5066, 1603.1888, 1631.7379
152.8970, 1648.7885, 2850.0870, 1664.6090, 2566.5321, 1693.8561, 3219.2014, 1741.8296, 2546.8426, 1660.8908, 2953.6856, 1698.1261, 3328.5116, 1687.6985, 4072.0885, 1657.7192, 3535.1558, 1604.5265, 1637.2083, 1602.8088, 1631.2242
153.8970, 1648.1403, 2852.7668, 1663.5748, 2563.0107, 1695.0475, 3218.0201, 1741.1496, 2545.3339, 1658.9738, 2958.3384, 1698.5721, 3330.1312, 1687.7354, 4068.7554, 1658.6500, 3536.2500, 1603.5767, 1635.7576, 1602.5425, 1630.7111
154.8970, 1647.3538, 2852.7352, 1663.1282, 2563.2778, 1695.3266, 3216.1669, 1741.6165, 2544.9391, 1660.1965, 2953.1397, 1697.9395, 3322.8234, 1687.8592, 4071.0392, 1657.8962, 3542.0269, 1604.6780, 1637.3201, 1603.5602, 1631.7550
155.8970, 1649.0909, 2847.8715, 1664.2415, 2565.0769, 1693.3453, 3220.7712, 1742.4861, 2549.2017, 1659.3690, 2954.9934, 1699.3824, 3328.5610, 1686.3769, 4074.2831, 1660.2269, 3535.5231, 1604.8087, 1637.0142, 1604.0867, 1631.3201
156.8970, 1648.7609, 2848.6621, 1666.2863, 2554.6688, 1694.0144, 3222.8432, 1741.4461, 2549.7026, 1660.0764, 2957.2838, 1698.6165, 3325.8446, 1686.3892, 4072.4346, 1657.2712, 3535.7865, 1604.5540, 1636.9186, 1603.5718, 1630.5150
157.8970, 1649.7470, 2846.0810, 1665.8654, 2553.7329, 1694.5353, 3221.2662, 1741.6739, 2550.2261, 1658.9956, 2952.5306, 1698.4965, 3319.9798, 1686.2715, 4067.2538, 1656.4923, 3538.3442, 1606.1667, 1638.1847, 1604.5559, 1631.1790
158.8970, 1648.0909, 2854.0296, 1667.9786, 2550.1261, 1692.6043, 3227.2518, 1741.4252, 2554.1565, 1659.2729, 2947.1266, 1697.0373, 3322.1604, 1686.3623, 4068.9092, 1656.1442, 3536.5135, 1604.2756, 1636.6108, 1604.5724, 1632.6219
159.8970, 1650.0455, 2848.6680, 1663.5128, 2551.9509, 1693.2345, 3222.3007, 1741.0730, 2550.8835, 1658.3275, 2949.6288, 1698.5136, 3328.8739, 1687.8138, 4065.7769, 1657.3750, 3534.4038, 1605.4811, 1638.3210, 1603.2547, 1632.6787
160.8970, 1649.5455, 2853.4269, 1665.5021, 2549.2415, 1691.8705, 3222.5122, 1741.3130, 2551.6522, 1660.0066, 2951.2576, 1699.0686, 3328.9960, 1687.8369, 4068.2615, 1657.2442, 3534.1500, 1605.2585, 1638.3116, 1603.8259, 1630.5363
161.8970, 1648.9664, 2850.0474, 1666.3483, 2541.2543, 1692.9755, 3217.5439, 1741.7296, 2556.2339, 1659.6987, 2948.8821, 1698.5096, 3329.3895, 1687.0092, 4068.3154, 1655.6904, 3535.0077, 1605.4044, 1636.5303, 1603.5266, 1631.4563
162.8970, 1647.8142, 2852.4723, 1663.9509, 2543.6645, 1694.7381, 3220.6489, 1742.3357, 2555.5426, 1661.2358, 2950.8319, 1700.4228, 3325.8557, 1687.5869, 4066.5877, 1658.4731, 3534.9327, 1604.6061, 1638.2822, 1603.6445, 1632.0422
163.8970, 1648.7569, 2848.6680, 1666.7991, 2539.6688, 1693.2518, 3228.1597, 1741.6887, 2556.3530, 1658.4847, 2956.6376, 1699.3925, 3319.9818, 1687.9208, 4069.7477, 1654.9462, 3533.6500, 1605.2831, 1637.0549, 1603.8558, 1631.5644
164.8970, 1649.3696, 2846.5810, 1667.5235, 2537.6880, 1692.9036, 3221.4475, 1741.0443, 2553.8487, 1658.6943, 2945.9520, 1698.9062, 3317.2755, 1686.6085, 4072.3408, 1657.2712, 3527.5346, 1605.2831, 1637.5568, 1603.7880, 1632.1423
165.8970, 1650.4229, 2847.1660, 1665.1175, 2538.2671, 1693.1180, 3225.8043, 1741.1261, 2558.0148, 1659.7140, 2950.8166, 1699.0343, 3313.0222, 1687.4577, 4072.9162, 1656.7327, 3531.7615, 1605.9441, 1636.0492, 1602.6995, 1631.5870
166.8970, 1648.7628, 2848.3182, 1663.7863, 2545.0064, 1693.9799, 3221.6633, 1741.3452, 2558.8313, 1659.3122, 2948.6419, 1699.9768, 3310.7518, 1686.7285, 4069.6792, 1656.6904, 3526.3596, 1605.2055, 1637.7841, 1603.4246, 1631.3891
167.8970, 1648.3261, 2842.5573, 1666.2244, 2539.8120, 1693.6417, 3228.7281, 1740.9409, 2559.0609, 1660.5633, 2946.5917, 1698.8991, 3307.8325, 1686.2285, 4069.1500, 1656.2192, 3530.9288, 1605.2614, 1637.7386, 1603.9163, 1631.1374
168.8970, 1649.1324, 2844.3577, 1664.9209, 2542.6923, 1692.5871, 3224.8345, 1741.5678, 2562.3539, 1659.3406, 2950.7227, 1699.2755, 3308.4430, 1688.1554, 4076.0831, 1657.5500, 3529.2788, 1605.8627, 1637.4015, 1604.6194, 1632.0977
169.8970, 1647.6344, 2842.5494, 1661.8269, 2544.9124, 1693.1482, 3222.7928, 1739.4435, 2559.5009, 1658.1594, 2944.2664, 1698.7548, 3302.9717, 1686.5215, 4072.6915, 1655.4769, 3526.9962, 1604.5502, 1636.8021, 1603.9371, 1631.0855
170.8970, 1647.0455, 2840.5040, 1663.7329, 2546.8333, 1692.0935, 3224.5237, 1742.3226, 2561.9017, 1659.4105, 2942.4520, 1697.6448, 3313.7134, 1686.7100, 4078.3669, 1655.0635, 3534.5750, 1604.9583, 1637.5199, 1604.3934, 1632.6304
171.8970, 1649.3893, 2841.3755, 1664.7009, 2550.5385, 1694.3741, 3226.8230, 1743.5991, 2563.1296, 1661.5939, 2942.0611, 1698.7508, 3316.0535, 1687.6531, 4077.2508, 1657.7327, 3532.7231, 1606.2547, 1636.0473, 1603.1484, 1631.2297
172.8970, 1647.4229, 2845.8893, 1665.0235, 2549.3675, 1694.8705, 3224.5237, 1740.4530, 2560.6739, 1657.6485, 2943.7074, 1698.9364, 3326.1150, 1687.2162, 4076.4538, 1657.0077, 3535.9577, 1604.1534, 1635.8778, 1603.4160, 1630.4575
173.8970, 1651.6640, 2850.0593, 1665.4188, 2548.1346, 1692.6705, 3227.2791, 1741.0365, 2562.4948, 1657.6856, 2939.2838, 1698.7023, 3333.3058, 1686.8831, 4077.6062, 1657.4250, 3535.8635, 1606.1553, 1636.8674, 1602.6048, 1632.2462
174.8970, 1648.8478, 2845.4585, 1663.6410, 2546.9701, 1693.7986, 3222.9496, 1740.5783, 2562.1504, 1658.1135, 2937.7336, 1697.0283, 3334.7518, 1687.3131, 4076.8331, 1657.9269, 3537.1615, 1605.6364, 1635.9527, 1604.4044, 1630.8626
175.8970, 1649.9605, 2842.0178, 1665.3248, 2551.2863, 1692.8317, 3217.3871, 1742.0104, 2557.5365, 1659.5349, 2937.8428, 1696.4854, 3336.7104, 1686.5654, 4078.8523, 1656.8481, 3533.0942, 1606.3068, 1638.3693, 1604.2389, 1632.3720
176.8970, 1649.6285, 2848.9881, 1667.3184, 2558.8761, 1693.3784, 3223.4633, 1742.5930, 2560.4017, 1662.6266, 2940.1594, 1698.2624, 3341.3754, 1685.8508, 4076.2962, 1656.8750, 3528.5462, 1606.4631, 1636.9782, 1602.9151, 1632.1075
177.8970, 1647.3972, 2837.9862, 1663.5363, 2554.9487, 1692.0950, 3218.2489, 1741.4948, 2562.0730, 1659.2336, 2942.4017, 1698.3562, 3341.7619, 1686.5300, 4080.0200, 1657.8923, 3541.6327, 1604.4091, 1636.6231, 1603.4490, 1630.7563
