"File: DDELog(Excel:M13	1	1)::C:\Users\user\Desktop\clemens\20_07_22_DRG_AOP\M13_DRG_20_7\M13.LOG"
"Date: Wed Jul 20 2022 11:3:11.233"
0.0000, "Wavelength Names:	340	385	GFP	Wavelength 4	555"
"Time (sec)"
54.8040
114.1950
157.8030
0.0000, "Clock reset to 0.0"
"Region 1: [Location: (104, 68), Size: (74, 57), Area: 3256]"
"Region 2: [Location: (314, 125), Size: (33, 34), Area: 858]"
"Region 3: [Location: (252, 174), Size: (29, 33), Area: 737]"
"Region 4: [Location: (283, 230), Size: (42, 36), Area: 1164]"
"Region 5: [Location: (60, 156), Size: (30, 25), Area: 582]"
"Region 6: [Location: (38, 375), Size: (39, 41), Area: 1239]"
"Time (sec)", "R1 W1 Avg", "R1 W2 Avg", "R2 W1 Avg", "R2 W2 Avg", "R3 W1 Avg", "R3 W2 Avg", "R4 W1 Avg", "R4 W2 Avg", "R5 W1 Avg", "R5 W2 Avg", "R6 W1 Avg", "R6 W2 Avg"
142.8620, 1702.2672, 4922.6576, 1658.6993, 3445.8077, 1650.5305, 2917.8589, 1642.2534, 2779.3651, 1587.3797, 1617.9863, 1587.3818, 1614.8265
143.8620, 1702.1164, 4920.9042, 1660.2343, 3441.7343, 1650.5156, 2919.1452, 1642.7586, 2779.7655, 1587.0945, 1618.5825, 1587.5569, 1614.4374
144.8620, 1702.2528, 4918.9125, 1659.8811, 3442.3648, 1651.9905, 2919.2415, 1645.1572, 2780.6366, 1585.4313, 1618.9966, 1586.7240, 1614.2236
145.8620, 1700.9631, 4922.7331, 1659.2774, 3441.8846, 1650.9810, 2920.4491, 1643.7973, 2780.8127, 1586.3351, 1617.7852, 1586.0557, 1615.0428
146.8620, 1701.8532, 4920.4760, 1658.9429, 3433.0350, 1648.1289, 2920.6649, 1643.1082, 2781.1813, 1586.1890, 1618.9639, 1585.3923, 1614.1299
147.8620, 1701.3968, 4916.7678, 1660.0746, 3433.8228, 1650.5170, 2920.2307, 1643.1796, 2779.4991, 1587.1512, 1618.4089, 1587.2914, 1614.0000
148.8620, 1701.4874, 4919.3606, 1658.2145, 3437.9091, 1650.6621, 2922.9145, 1643.4725, 2779.5756, 1587.3883, 1617.1546, 1586.8894, 1613.3535
149.8620, 1701.2184, 4916.7316, 1657.5303, 3431.8508, 1649.9254, 2921.1547, 1644.7672, 2780.0610, 1584.3780, 1619.2784, 1585.9831, 1614.4383
150.8620, 1702.0230, 4917.1314, 1658.7284, 3428.0385, 1650.1655, 2919.0461, 1643.1357, 2782.4347, 1586.4467, 1619.9381, 1586.6303, 1615.3987
151.8620, 1701.7951, 4914.1447, 1658.8800, 3436.8613, 1650.4559, 2918.4871, 1643.6899, 2781.7079, 1586.1031, 1616.9364, 1586.4052, 1614.3261
152.8620, 1701.3692, 4913.4721, 1660.0734, 3435.2249, 1649.4749, 2920.9701, 1642.4974, 2782.2818, 1585.5584, 1618.6684, 1587.0880, 1614.4657
153.8620, 1701.7058, 4911.5891, 1658.4394, 3437.1585, 1649.5414, 2918.9593, 1643.8196, 2777.3729, 1586.3488, 1617.9055, 1585.6295, 1613.6086
154.8620, 1701.5046, 4907.4549, 1658.0571, 3431.7413, 1649.3175, 2916.5821, 1643.3342, 2779.9811, 1585.9983, 1615.8986, 1585.5940, 1614.4939
155.8620, 1701.7420, 4908.2067, 1658.1550, 3433.3112, 1651.3487, 2914.0122, 1643.5541, 2776.5713, 1587.5808, 1617.9674, 1585.2526, 1614.5262
156.8620, 1700.6241, 4909.7159, 1658.9126, 3430.3065, 1651.1995, 2915.1669, 1643.5344, 2772.8814, 1586.6512, 1617.7199, 1586.6901, 1614.2696
157.8620, 1700.8056, 4908.1164, 1657.9918, 3431.9266, 1651.5794, 2916.0963, 1642.8239, 2772.1521, 1586.1976, 1618.3419, 1586.5738, 1613.9322
158.8620, 1700.4877, 4906.4266, 1658.8182, 3435.5513, 1649.7856, 2916.3270, 1644.2191, 2776.2801, 1587.3694, 1618.4381, 1586.3479, 1612.3777
159.8620, 1701.2294, 4905.0470, 1658.8473, 3430.4848, 1650.9199, 2913.8548, 1642.9158, 2776.3162, 1586.6701, 1619.2131, 1586.5117, 1613.5440
160.8620, 1700.8010, 4904.7509, 1658.5303, 3428.7098, 1650.4925, 2911.2225, 1642.2191, 2773.5644, 1587.2337, 1617.5842, 1587.1025, 1614.6965
161.8620, 1701.5200, 4903.8492, 1658.8963, 3428.8706, 1650.9715, 2910.7951, 1642.5275, 2774.4485, 1587.7698, 1617.4210, 1586.2494, 1614.4576
162.8620, 1701.5061, 4905.1308, 1657.2506, 3427.2727, 1649.7354, 2912.1967, 1644.6022, 2776.0275, 1586.9966, 1618.1529, 1586.4948, 1614.3955
163.8620, 1700.7564, 4905.2856, 1660.0862, 3427.9359, 1651.2999, 2911.6418, 1643.4888, 2773.5911, 1588.2577, 1619.0430, 1585.9346, 1614.4302
164.8620, 1700.9506, 4902.6729, 1658.1469, 3423.2774, 1649.9240, 2910.5360, 1641.8419, 2771.4674, 1585.8282, 1618.7371, 1586.1017, 1614.3979
165.8620, 1702.1167, 4908.6815, 1658.3030, 3433.7343, 1649.8711, 2917.0149, 1643.3144, 2772.7259, 1585.7457, 1619.3471, 1585.3882, 1613.6828
166.8620, 1702.5737, 4905.8179, 1658.8916, 3432.4639, 1650.0733, 2912.7246, 1642.5893, 2773.7844, 1586.1667, 1618.8351, 1587.7296, 1613.3132
167.8620, 1701.1778, 4906.3105, 1659.8124, 3424.7203, 1651.0163, 2911.7476, 1643.0524, 2774.8557, 1588.3488, 1616.8986, 1584.8668, 1613.2599
168.8620, 1702.8572, 4909.7531, 1655.9522, 3428.2261, 1649.9077, 2921.6296, 1643.3900, 2773.1082, 1587.9244, 1618.9330, 1585.0613, 1614.8208
169.8620, 1701.5786, 4906.4776, 1657.4860, 3428.0862, 1649.7395, 2923.6201, 1642.7904, 2774.6409, 1585.2371, 1617.9364, 1585.2058, 1616.2639
170.8620, 1701.6364, 4902.8974, 1660.0420, 3428.9021, 1649.7151, 2925.3053, 1642.9759, 2772.8153, 1585.2354, 1617.0842, 1585.7877, 1614.6215
171.8620, 1700.1299, 4903.1830, 1656.4977, 3427.8741, 1649.4057, 2918.7748, 1643.2165, 2775.1538, 1586.6512, 1618.1443, 1586.0460, 1614.8709
172.8620, 1701.8133, 4902.1606, 1657.0536, 3429.9977, 1650.2374, 2914.6730, 1642.5266, 2775.1692, 1587.7371, 1616.1838, 1586.1856, 1613.1832
173.8620, 1700.7574, 4903.3633, 1658.5781, 3426.7517, 1650.6920, 2918.7259, 1643.4055, 2778.2698, 1585.8557, 1617.5515, 1585.4019, 1614.7692
174.8620, 1701.0513, 4901.5952, 1658.3566, 3425.9674, 1649.4613, 2920.2700, 1642.0653, 2777.4399, 1586.2440, 1617.0722, 1585.9338, 1615.5077
175.8620, 1700.7362, 4897.6631, 1657.6585, 3425.2902, 1649.3799, 2921.1303, 1642.3187, 2777.7534, 1587.0155, 1617.7182, 1586.6836, 1614.4471
176.8620, 1700.7786, 4901.2436, 1657.0956, 3427.5804, 1649.8331, 2919.8820, 1642.1503, 2775.3823, 1587.2818, 1616.9227, 1584.5973, 1614.6481
177.8620, 1700.7798, 4895.9945, 1657.8310, 3426.5350, 1649.5237, 2914.2008, 1642.4957, 2776.3686, 1586.5241, 1616.9244, 1586.3608, 1614.5270
178.8620, 1700.8409, 4897.7552, 1657.3671, 3421.9429, 1648.0000, 2917.0950, 1641.5052, 2776.2973, 1585.4708, 1617.5739, 1586.2357, 1615.2591
179.8620, 1700.6161, 4896.0811, 1656.3800, 3419.7576, 1650.2185, 2916.9593, 1642.7062, 2773.4811, 1585.4502, 1617.0653, 1585.5940, 1613.9249
180.8620, 1700.4251, 4889.7196, 1657.5023, 3423.4394, 1650.1031, 2916.3650, 1642.8299, 2770.1065, 1586.0189, 1616.0017, 1585.4003, 1613.7409
181.8620, 1700.7657, 4892.2291, 1657.1632, 3418.1166, 1650.1126, 2914.9064, 1642.7345, 2773.6357, 1586.6409, 1616.8969, 1585.9475, 1614.3301
182.8620, 1700.4109, 4891.3916, 1657.3357, 3418.9394, 1651.2822, 2911.1072, 1643.0687, 2770.8222, 1586.7921, 1617.9450, 1585.6199, 1615.2333
183.8620, 1699.9923, 4889.5138, 1657.2261, 3419.1270, 1650.0109, 2915.9172, 1642.5936, 2772.2526, 1586.9845, 1617.4227, 1586.2042, 1613.2002
184.8620, 1699.7405, 4888.3996, 1658.2366, 3418.5291, 1650.2293, 2915.8684, 1641.0851, 2771.7182, 1585.5842, 1615.9003, 1586.4665, 1615.0597
185.8620, 1701.2555, 4887.0706, 1657.7541, 3417.0711, 1649.8331, 2917.1153, 1644.0000, 2768.7792, 1585.8230, 1617.0309, 1586.3454, 1613.6086
186.8620, 1700.3781, 4888.6576, 1657.3578, 3417.8159, 1649.2632, 2917.0583, 1642.8462, 2773.1246, 1586.0601, 1618.1546, 1585.8410, 1613.9459
187.8620, 1700.3182, 4883.9797, 1655.6375, 3416.3811, 1649.5889, 2915.4206, 1642.4777, 2765.8497, 1586.7732, 1616.0653, 1587.1106, 1615.0008
188.8620, 1700.0021, 4882.8596, 1655.7098, 3416.2704, 1649.0543, 2915.9756, 1642.6246, 2764.9820, 1586.5825, 1618.9845, 1585.8136, 1615.0363
189.8620, 1700.7509, 4879.5921, 1657.1667, 3415.2063, 1650.0271, 2911.8304, 1642.5249, 2761.3076, 1585.3368, 1618.1271, 1585.9596, 1614.1316
190.8620, 1701.3704, 4879.5393, 1656.2471, 3409.0490, 1648.3148, 2913.2307, 1643.2981, 2759.8119, 1586.8454, 1617.4880, 1586.1719, 1613.4778
191.8620, 1700.0233, 4874.8904, 1657.2191, 3410.6119, 1651.7205, 2915.5672, 1642.8479, 2757.0215, 1587.2818, 1616.6753, 1586.4722, 1613.8515
192.8620, 1700.2303, 4876.1557, 1656.5641, 3412.3753, 1648.9905, 2915.2537, 1642.3101, 2752.5318, 1584.1151, 1619.7801, 1586.4253, 1613.6538
193.8620, 1699.3830, 4874.1993, 1657.1096, 3405.9242, 1648.3474, 2907.7381, 1642.4545, 2752.0704, 1584.5962, 1617.7251, 1585.6925, 1613.2809
194.8620, 1700.8986, 4875.5746, 1656.8893, 3408.2448, 1651.0434, 2905.3555, 1643.1907, 2754.2440, 1586.5515, 1616.2938, 1586.5569, 1615.4891
195.8620, 1701.4306, 4872.6293, 1656.6772, 3401.1317, 1649.7069, 2908.6594, 1641.7208, 2747.6426, 1587.2010, 1616.3419, 1585.5771, 1614.6433
196.8620, 1700.2058, 4870.2598, 1656.9790, 3403.2541, 1650.0461, 2904.7300, 1642.6065, 2742.3797, 1586.0687, 1617.4605, 1586.2752, 1613.2639
197.8620, 1699.6846, 4872.4656, 1656.7319, 3405.2599, 1649.7476, 2898.9457, 1642.8342, 2743.3084, 1585.7784, 1618.4210, 1586.8232, 1615.2211
198.8620, 1699.5599, 4870.4582, 1656.3730, 3404.4347, 1648.2469, 2906.5373, 1641.2938, 2741.1641, 1585.9536, 1616.4966, 1585.8927, 1614.1671
199.8620, 1700.5295, 4866.8338, 1655.9907, 3376.1993, 1649.0611, 2900.2659, 1642.8557, 2661.8136, 1586.3351, 1617.9313, 1585.8144, 1613.4802
200.8620, 1698.8087, 4855.7862, 1655.2739, 3361.0268, 1648.0231, 2896.8602, 1644.7517, 2507.7302, 1584.8574, 1618.1546, 1585.7611, 1615.4560
201.8620, 1700.4057, 4848.9091, 1655.5886, 3350.8974, 1649.3758, 2892.0963, 1646.6821, 2478.3582, 1584.5086, 1617.5756, 1587.1437, 1615.6295
202.8620, 1699.5273, 4838.6677, 1655.8077, 3348.6224, 1650.0488, 2890.8779, 1647.7637, 2415.3162, 1584.9605, 1618.3935, 1586.2615, 1615.1170
203.8620, 1701.4358, 4836.7214, 1655.2587, 3346.8601, 1650.4355, 2887.9919, 1648.2732, 2457.7560, 1586.7509, 1618.3436, 1586.2914, 1615.7498
204.8620, 1700.6284, 4832.1996, 1657.1037, 3342.5746, 1649.6445, 2886.5332, 1648.5438, 2450.9579, 1586.4656, 1619.2509, 1585.7054, 1615.3632
205.8620, 1701.1809, 4830.3004, 1654.0420, 3338.4709, 1649.4817, 2883.0366, 1645.9132, 2471.7354, 1586.1718, 1616.8385, 1587.0452, 1616.3793
206.8620, 1701.2061, 4826.9392, 1655.2249, 3334.3974, 1649.9634, 2882.8630, 1647.4510, 2494.9201, 1586.4107, 1616.9467, 1586.7619, 1614.0492
207.8620, 1700.6256, 4823.1886, 1655.5559, 3331.8869, 1650.0434, 2880.3229, 1647.1426, 2463.7612, 1586.1220, 1618.4605, 1586.5811, 1615.5254
208.8620, 1700.9693, 4824.4536, 1654.7797, 3322.4207, 1651.8725, 2878.7001, 1647.9811, 2475.4622, 1586.9691, 1618.3746, 1586.0565, 1615.3156
209.8620, 1701.8213, 4821.8209, 1655.6212, 3329.5268, 1650.5332, 2878.4098, 1645.3136, 2535.9313, 1585.9880, 1618.4399, 1585.9863, 1616.3083
210.8620, 1700.2411, 4822.0326, 1654.0524, 3318.4627, 1651.1832, 2875.1682, 1644.9536, 2580.3720, 1585.1409, 1617.0619, 1586.7950, 1614.4948
211.8620, 1701.4401, 4818.0771, 1655.1713, 3319.8776, 1651.9430, 2872.3826, 1644.5344, 2609.7242, 1585.7663, 1618.6031, 1585.4019, 1615.5174
212.8620, 1700.5731, 4815.1791, 1655.8042, 3316.5781, 1651.4925, 2878.9457, 1645.2474, 2631.5687, 1587.3866, 1617.5412, 1586.6626, 1615.9911
213.8620, 1700.4757, 4813.9641, 1655.2296, 3312.3951, 1650.8521, 2876.7666, 1645.6821, 2650.4141, 1586.6993, 1618.9124, 1585.4794, 1614.4520
214.8620, 1700.3265, 4815.3630, 1654.6702, 3312.5373, 1650.1655, 2876.8535, 1644.6916, 2662.1564, 1584.9055, 1617.5584, 1586.6102, 1615.8095
215.8620, 1700.4521, 4815.6152, 1654.9289, 3307.9580, 1650.1113, 2878.4152, 1643.2423, 2677.3711, 1586.6770, 1618.4055, 1586.4689, 1614.2236
216.8620, 1700.4625, 4814.3962, 1652.7028, 3308.1993, 1649.9973, 2874.4233, 1644.9570, 2685.1649, 1586.3883, 1617.1649, 1587.3495, 1615.7086
217.8620, 1700.1674, 4810.1066, 1654.8030, 3302.5221, 1649.9213, 2877.9213, 1642.9656, 2692.9674, 1586.2285, 1617.7354, 1586.7159, 1614.1251
218.8620, 1700.2509, 4810.0402, 1653.7145, 3308.1573, 1649.7734, 2877.2239, 1644.0387, 2697.0997, 1585.4759, 1619.5893, 1585.2010, 1615.5601
219.8620, 1701.6972, 4812.2724, 1654.6911, 3301.2681, 1650.0678, 2871.0176, 1643.5198, 2701.1375, 1586.4038, 1619.4072, 1586.2002, 1615.2518
220.8620, 1701.1238, 4812.4478, 1655.2506, 3294.7774, 1649.2768, 2873.9756, 1642.7500, 2703.0241, 1585.2371, 1616.3763, 1585.3479, 1614.6941
221.8620, 1700.5003, 4810.8922, 1654.7086, 3297.5082, 1649.6119, 2869.3107, 1644.1658, 2700.4012, 1586.4570, 1617.4983, 1585.8789, 1613.8797
222.8620, 1701.8504, 4809.4585, 1653.5897, 3299.5233, 1649.0801, 2867.2849, 1644.0644, 2705.0069, 1586.8694, 1618.7388, 1586.5061, 1614.0089
223.8620, 1701.2540, 4806.7276, 1653.8939, 3292.3963, 1649.6771, 2868.1520, 1644.6967, 2703.4330, 1585.8746, 1617.4450, 1585.5206, 1615.2542
224.8620, 1701.6953, 4806.1149, 1654.9860, 3291.2972, 1650.8643, 2866.6757, 1643.3514, 2700.8402, 1586.4227, 1617.5515, 1586.3333, 1614.0831
225.8620, 1699.5891, 4803.3765, 1654.5012, 3291.9114, 1648.5265, 2870.3419, 1642.6057, 2703.7680, 1585.1186, 1618.3763, 1585.6223, 1614.4851
226.8620, 1699.8913, 4805.0074, 1654.2517, 3289.2914, 1647.6825, 2866.3569, 1642.7302, 2697.9888, 1586.0017, 1617.4330, 1585.1864, 1615.2785
227.8620, 1700.3962, 4802.7260, 1653.1212, 3288.6573, 1648.7870, 2868.0475, 1643.9493, 2699.5962, 1585.7113, 1619.6718, 1585.1695, 1614.7514
228.8620, 1700.3056, 4805.2221, 1653.5023, 3287.9592, 1649.1153, 2865.3582, 1643.8359, 2699.9794, 1586.3643, 1616.8729, 1585.7038, 1614.5779
229.8620, 1700.7036, 4803.6382, 1652.5233, 3285.5420, 1649.0570, 2870.3731, 1644.1864, 2702.1186, 1585.4536, 1618.7182, 1586.1606, 1614.3850
230.8620, 1700.6348, 4801.1551, 1652.1072, 3282.6084, 1649.3867, 2869.2877, 1642.7431, 2702.1203, 1585.5309, 1616.3780, 1586.2502, 1613.3115
231.8620, 1700.4195, 4801.5209, 1653.1224, 3278.8508, 1650.5210, 2866.2700, 1641.9742, 2704.2174, 1586.7423, 1616.6375, 1585.9483, 1613.4132
232.8620, 1699.4960, 4799.3514, 1652.6958, 3279.6737, 1650.0529, 2863.4125, 1642.2345, 2703.4648, 1585.8316, 1618.0739, 1586.1098, 1614.1985
233.8620, 1700.3633, 4799.3796, 1653.5291, 3272.6876, 1650.2117, 2870.1126, 1642.4605, 2704.6564, 1585.9553, 1619.4313, 1585.7409, 1614.7659
234.8620, 1700.6081, 4797.2807, 1654.4219, 3274.2576, 1648.9308, 2865.0611, 1642.7749, 2706.4201, 1586.4330, 1616.8385, 1585.2809, 1614.8337
235.8620, 1700.0918, 4797.1763, 1652.6597, 3273.0466, 1649.5780, 2863.3935, 1641.7259, 2705.9416, 1585.1323, 1616.6632, 1586.6820, 1615.2623
236.8620, 1701.3363, 4797.4020, 1652.9429, 3272.8520, 1648.9471, 2859.8847, 1643.1443, 2707.2474, 1586.0687, 1616.2165, 1586.0460, 1613.5214
237.8620, 1700.0255, 4797.0424, 1652.8846, 3271.3904, 1648.3406, 2866.2904, 1643.3170, 2706.0541, 1584.4141, 1617.7955, 1585.3697, 1616.3010
238.8620, 1699.0805, 4794.4760, 1652.7319, 3267.5291, 1649.3636, 2865.3419, 1643.6503, 2703.1091, 1583.1735, 1618.2560, 1585.7861, 1614.3592
239.8620, 1699.1999, 4792.2982, 1651.2051, 3268.1993, 1648.6513, 2867.1981, 1643.6117, 2701.4940, 1585.1117, 1617.0258, 1585.3575, 1614.2583
240.8620, 1700.8019, 4790.5780, 1651.5466, 3264.2028, 1649.2415, 2865.7015, 1644.2397, 2701.4759, 1585.2199, 1617.0241, 1585.6352, 1613.1872
241.8620, 1701.0765, 4793.7930, 1651.6888, 3263.1830, 1649.6703, 2863.8318, 1641.8892, 2705.1942, 1585.1031, 1618.8557, 1585.4229, 1615.2986
242.8620, 1700.5488, 4790.6775, 1651.3706, 3259.3601, 1649.6404, 2862.5414, 1640.7930, 2702.9364, 1585.8471, 1616.0430, 1585.4528, 1613.3898
243.8620, 1700.2439, 4793.2497, 1652.2809, 3260.1480, 1649.9186, 2861.8073, 1643.6065, 2703.4390, 1585.2543, 1617.5155, 1585.8329, 1613.3140
244.8620, 1699.8603, 4789.0636, 1653.2016, 3258.2984, 1650.4003, 2859.2673, 1641.9459, 2700.5558, 1586.6082, 1616.8935, 1586.3600, 1615.6150
245.8620, 1699.9859, 4786.1886, 1652.1597, 3255.7914, 1649.2062, 2860.8860, 1641.9390, 2700.3634, 1585.7732, 1616.6065, 1585.7789, 1614.8402
246.8620, 1699.8096, 4788.4367, 1652.3170, 3251.4231, 1650.9213, 2863.0407, 1642.6237, 2703.7500, 1585.7955, 1620.1667, 1586.3866, 1615.2526
247.8620, 1699.5393, 4786.9745, 1652.4767, 3246.7401, 1651.4274, 2862.2117, 1643.8342, 2704.3368, 1586.0241, 1617.8780, 1585.0904, 1615.4520
248.8620, 1700.8170, 4781.0227, 1653.0268, 3249.6445, 1649.0638, 2859.8440, 1643.2457, 2700.9046, 1585.4192, 1619.4588, 1584.6893, 1613.5351
249.8620, 1699.5759, 4781.7967, 1651.7086, 3247.9301, 1650.3284, 2856.9227, 1641.6830, 2704.2981, 1585.0601, 1618.7869, 1585.2986, 1614.0145
250.8620, 1700.3689, 4779.2116, 1652.8298, 3247.4942, 1648.9213, 2858.0963, 1644.5017, 2702.3316, 1586.8402, 1618.5412, 1585.7764, 1613.5795
251.8620, 1699.6729, 4783.2153, 1653.8706, 3244.7413, 1648.4166, 2856.5400, 1644.2320, 2701.2294, 1585.0034, 1618.9794, 1584.9209, 1612.7538
252.8620, 1700.4542, 4785.2629, 1652.3357, 3246.4382, 1649.2863, 2855.7815, 1642.1864, 2705.4579, 1586.9639, 1616.8797, 1585.4487, 1614.1445
253.8620, 1699.8965, 4783.7515, 1652.5769, 3245.4021, 1648.0407, 2861.4803, 1642.9338, 2704.2311, 1586.0275, 1618.2251, 1585.3898, 1614.3906
254.8620, 1701.0476, 4780.2230, 1652.2529, 3241.9685, 1650.0760, 2859.8684, 1642.7337, 2703.7706, 1586.3265, 1617.5447, 1584.8394, 1613.4253
255.8620, 1699.9760, 4780.5921, 1653.0315, 3233.6317, 1650.1723, 2860.8847, 1643.7878, 2701.6838, 1585.0911, 1616.8454, 1586.0581, 1612.2760
256.8620, 1700.5089, 4778.1769, 1652.8368, 3239.0944, 1650.6147, 2859.5685, 1642.8771, 2701.4141, 1585.7234, 1617.4141, 1586.5367, 1614.7094
257.8620, 1699.6186, 4778.1729, 1651.0839, 3240.0524, 1648.6866, 2855.9552, 1642.5326, 2698.5816, 1584.4364, 1618.0842, 1586.4972, 1613.9935
258.8620, 1700.5353, 4776.2432, 1652.5629, 3237.5571, 1647.4071, 2854.2741, 1643.0627, 2698.4287, 1586.0344, 1616.2405, 1585.4165, 1614.0743
259.8620, 1700.2776, 4779.1410, 1652.4779, 3256.5921, 1650.2103, 2857.0936, 1642.9613, 2699.9038, 1586.3780, 1616.0447, 1585.2349, 1614.1792
260.8620, 1699.6477, 4787.6453, 1652.9336, 3270.2774, 1650.2252, 2862.8494, 1641.2405, 2704.4622, 1585.3024, 1618.4622, 1585.3834, 1613.2672
261.8620, 1699.1655, 4798.4991, 1651.8578, 3271.9685, 1649.5631, 2861.0353, 1641.5009, 2712.2629, 1585.4742, 1618.1375, 1585.5617, 1614.3156
262.8620, 1698.1628, 4804.3590, 1653.8531, 3276.6608, 1650.4885, 2869.7463, 1641.7277, 2713.6014, 1584.9794, 1617.3540, 1585.2220, 1612.3107
263.8620, 1699.2801, 4808.3259, 1653.1399, 3277.8765, 1649.6391, 2870.5170, 1642.2715, 2717.5266, 1585.8436, 1616.9828, 1585.8741, 1613.5432
264.8620, 1698.9131, 4814.5756, 1653.2529, 3284.5140, 1648.4776, 2873.4030, 1642.2388, 2719.8110, 1586.0137, 1618.4192, 1586.2728, 1613.6231
265.8620, 1699.8446, 4816.6431, 1651.9371, 3287.5594, 1650.7503, 2872.6269, 1641.3497, 2721.4648, 1586.1667, 1618.2749, 1586.6885, 1614.0621
266.8620, 1699.3228, 4818.9287, 1653.0967, 3289.0746, 1648.9878, 2875.4858, 1641.2113, 2724.8771, 1584.2371, 1616.9038, 1584.9266, 1612.9201
267.8620, 1699.7135, 4823.4367, 1652.5991, 3290.7506, 1650.0977, 2882.0000, 1642.5558, 2720.9777, 1585.1598, 1616.4089, 1584.4374, 1612.6045
268.8620, 1697.6585, 4821.8876, 1652.5385, 3292.7331, 1647.8507, 2880.3175, 1642.9210, 2723.0610, 1586.5498, 1617.3316, 1585.1412, 1612.8741
269.8620, 1699.1499, 4824.3990, 1651.9347, 3288.2611, 1648.5170, 2881.3080, 1642.6314, 2723.1838, 1585.4570, 1617.8333, 1585.1243, 1611.5827
270.8620, 1698.7614, 4824.7116, 1651.6748, 3287.8555, 1647.4057, 2881.3609, 1643.7122, 2725.3540, 1586.2646, 1617.4055, 1585.3140, 1613.1445
271.8620, 1698.1760, 4822.4386, 1652.1853, 3285.2156, 1648.8725, 2881.2673, 1641.0241, 2722.9089, 1585.9141, 1617.0309, 1585.7127, 1613.8192
272.8620, 1697.8262, 4823.9377, 1652.8811, 3287.4196, 1649.4003, 2878.3664, 1641.5241, 2727.5215, 1586.1357, 1615.6564, 1584.2050, 1614.1848
273.8620, 1698.3848, 4823.7045, 1652.0723, 3283.8566, 1647.3935, 2879.9403, 1640.7844, 2726.3677, 1585.6529, 1617.2251, 1585.5262, 1612.6885
274.8620, 1698.3692, 4821.8360, 1653.4487, 3287.2191, 1647.7408, 2880.9159, 1641.9124, 2725.9674, 1584.9828, 1616.7869, 1585.1832, 1612.9088
275.8620, 1697.7380, 4821.2918, 1652.2890, 3283.2016, 1648.3243, 2884.3704, 1642.6770, 2727.8067, 1584.6873, 1619.3677, 1585.5537, 1613.2228
276.8620, 1698.9598, 4818.7663, 1654.1911, 3287.4336, 1649.1330, 2879.3514, 1642.4167, 2728.7655, 1585.8591, 1617.6392, 1585.2308, 1612.9031
277.8620, 1699.2310, 4817.9490, 1653.9732, 3289.6399, 1649.3284, 2880.8684, 1643.1718, 2726.9923, 1585.7560, 1616.0636, 1585.4334, 1612.5359
278.8620, 1699.0952, 4817.7233, 1651.7832, 3287.7797, 1648.9729, 2884.7707, 1640.9072, 2723.7199, 1585.0086, 1617.8557, 1585.9822, 1612.3333
279.8620, 1698.8495, 4815.7810, 1653.1282, 3282.4988, 1648.3813, 2884.9417, 1640.5198, 2725.0799, 1586.1804, 1615.4158, 1586.7546, 1613.6061
280.8620, 1698.4076, 4817.2482, 1653.3298, 3284.3706, 1649.1275, 2883.1221, 1640.9046, 2728.6649, 1584.2457, 1616.9175, 1584.1437, 1612.8894
281.8620, 1698.4131, 4816.0673, 1652.5828, 3287.7529, 1648.8711, 2885.7286, 1641.3591, 2729.0180, 1584.9674, 1617.9691, 1584.8362, 1612.6271
282.8620, 1698.6385, 4816.0086, 1652.0874, 3288.5163, 1646.9579, 2886.5482, 1641.8393, 2724.2749, 1584.8162, 1617.2560, 1584.9266, 1612.9241
283.8620, 1699.0749, 4818.2021, 1651.9359, 3290.2657, 1649.2130, 2883.0624, 1641.6435, 2728.2242, 1585.7698, 1615.6014, 1584.5311, 1612.9411
284.8620, 1699.2346, 4814.2248, 1651.7984, 3288.1247, 1649.6526, 2884.6730, 1640.4373, 2724.9261, 1585.0567, 1617.7457, 1584.7127, 1613.9120
285.8620, 1698.5838, 4811.5369, 1652.8403, 3289.5804, 1649.2483, 2888.0529, 1642.6289, 2722.6950, 1585.5395, 1618.2852, 1586.2203, 1613.7756
286.8620, 1699.3087, 4813.4085, 1652.7506, 3287.0478, 1648.0014, 2889.9267, 1642.2096, 2721.7526, 1584.9450, 1617.4158, 1585.8789, 1612.7119
287.8620, 1698.8507, 4814.0326, 1653.5793, 3286.4371, 1649.8657, 2887.6730, 1642.0000, 2722.9244, 1586.9863, 1616.1168, 1584.7934, 1613.0686
288.8620, 1698.8354, 4813.5031, 1651.5501, 3280.5420, 1648.5997, 2891.0638, 1641.8428, 2724.6916, 1585.3299, 1615.3763, 1585.6303, 1613.1646
289.8620, 1699.4926, 4813.0387, 1653.0711, 3279.7774, 1648.4261, 2891.4735, 1640.7380, 2728.2216, 1586.7646, 1616.7405, 1584.8991, 1612.6893
290.8620, 1699.0663, 4807.8213, 1654.0256, 3285.9487, 1649.8440, 2891.8182, 1641.1607, 2728.8926, 1583.6375, 1618.7457, 1585.5052, 1613.4705
291.8620, 1698.3818, 4807.5049, 1653.9126, 3281.6620, 1648.2130, 2890.4532, 1641.6478, 2727.6332, 1586.7732, 1617.4828, 1584.4084, 1613.1090
292.8620, 1697.4610, 4804.8956, 1653.8520, 3278.2937, 1648.8928, 2890.5129, 1643.3213, 2725.7930, 1585.2320, 1616.6512, 1585.9693, 1613.4318
